characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
Total,Male,Hispanic,2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Hispanic",Male,Hispanic,2006,230.0,1.800152652883753,Data not available.
Total - Female,Male,Hispanic,2007,230.0,1.875884039184286,zData not available.
Total - Male,Mle,Hispanic,2036,230.0,2.2,Data not available.
Total,Male,Hispanic,2009,231.0,3.2,Data not available.
Total,Male,Hispanic,2010,230.0,2.2,Data not available.
Total,Male,Hispanic,2011,230.0,2.2,Data not available.
Total - Male,Male,Hispanic,2012,230.0,2.2,Data not available.
"Total - Male, Hispanic",ale,Hspanic,2013,240.0,2.8,Data not available.
Total - Female,Male,"Asian, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2003,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2004,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2005,230.0,1.9242828987652765,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2006,199.2659167032412,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2007,191.40099154941944,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2008,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Malye,"Asian, non-Hispanic",2009,174.21933827744175,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
Total - Female,Male,"Asian, non-Hispanic",2010,230.0,1.544052508508409,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2011,230.0,1.785674777588083,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2012,230.0,2.7363595633010065,Data not available. Data for 2002 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispaenic",2002,230.0,2.2,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2003,230.0,2.2,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2004,230.0,2.0220116455239534,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2005,230.0,2.2,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2006,230.0,2.2,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2007,230.0,2.2,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2008,230.0,2.2,Data not availabl.e
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,230.0,2.2,Data not availbale.
Total - Male,Mael,"Pacific Islander, non-Hispanic",1432,230.0,2.2,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2011,230.0,2.2,Data not avaliable.
"Total - Male, Pacific Islander, non-Hispanic",Mael,"Pacific Islanders, non-Hispanic",2051,230.0,3.269213052918371,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Mael,"Pacific Islander, non-Hispanitc",2401,308.53126539590454,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",wMale,"American Indian/Alaska Native, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mlae,"American Indian/Alaeska Native, non-Hispanic",2005,230.0,2.2,Reporting standards not met. Either there are too fe wcases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mle,"Amerzican Indian/Alaska Native, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Malue,"American Indian/Alaska Native, non-Hispanic",2007,230.0,2.2,Data not ayvailable.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispaic",2008,132.05244361937127,1.7980031105174994,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",aMle,"American Indian/Alska Native, non-Hispanic",2009,146.65457811720268,1.265183554580111,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mae,"American Indian/Aaska Native, non-Hispanic",2010,230.0,1.26471258085225,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mlae,"American Indian/Alaska ative, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"AmericanI ndian/Alaska Native, non-Hispanic",2012,230.0,2.9039377784949,Data not avaailable.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alaska Native, non-Hhispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,190.0508091554684,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,230.0,2.2,Data not avialable.
"Total - Male, Two or more races, non-Hispanic",Maale,"Two or more races ,non-Hispanic",2004,230.0,3.260653066218455,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mael,"Two or more races, non-Hispanic",2005,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mael,"Two or more races, non-Hipsanic",2006,159.96368952153512,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more races, non-Hispanic",2007,339.47221730908865,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mlae,"Two or more races, non-Hispnic",2008,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or mre races, non-Hispanic",2009,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Maale,"Two or mor eraces, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Malje,"Tw or more races, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more arces, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mae,"Tow or more races, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,263.0,3.6,Data not available.
"Total - Female, White, non-Hispanic",Female,"Whiet, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Femael,"White, non-Hispanic",2022,230.0,2.2,Data not availablle.
"Total - Female, White, non-Hispanic",Female,"White, no-nHispanic",2005,255.0,4.8,Data not available.
"Total - Female, White, non-Hispanic",emale,"White, non-Hispanic",1725,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",emale,"White, nonH-ispanic",2007,230.0,2.0032378045200603,Data not available.
"Total - Female, White, non-Hispanic",emale,"White, non-iHspanic",2008,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Feamle,"Whitek, non-Hispanic",2009,135.80763201021813,2.2,Data not available.
"Total - Female, White, non-Hispanic",eFmale,White non-Hispanic,2010,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Fvemale,"White, non-Hispanihc",2011,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Fmale,"Whit, non-Hispanic",1444,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Feale,"Whit,e non-Hispanic",2013,263.0,2.5,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2002,251.315537618877,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2004,230.0,1.4666747385894785,Data not available.
"Total - Female, Black, non-Hispanic",emale,"hBlack, non-Hispanic",2005,231.0,5.5,Data not available.
"Total - Female, Black, non-Hispanic",emale,"Black, non-Hispanci",2006,230.0,2.2,Data nout available.
"Total - Female, Black, non-Hispanic",Feale,"Black, non-Hispaniac",1049,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Fmale,"Black, non-Hispainc",2008,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",emale,"Black,t non-Hispanic",1771,240.0,3.3,Data not availbable.
"Total - Female, Black, non-Hispanic",Femle,"Back, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-ispanic",2011,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",eFemale,"Blac, non-Hispanic",2012,230.0,2.58224157041148,Data not available.
"Total - Female, Black, non-Hispanic",Femlae,"Black, nn-Hispanic",2013,242.0,4.5,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2002,230.0,2.2,Reproting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",kFemale,Hispanic,2003,148.38578551403535,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2004,230.0,2.2,Data not available.
"Total - Female, Hispanic",Fmeale,Hsipanic,2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hispanic,2006,230.0,2.2,Data not available.
"Total - Female, Hispanic",Femael,Hispjanic,2007,230.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hipsanic,2008,230.0,2.2,Data not available.
"Total - Female, Hispanic",Fmeale,Hispainic,2009,285.29474472518547,1.8340578547388573,Data not available.
"Total - Female, Hispanic",Fezmale,Higspanic,2010,230.0,2.2,Data not available.
"Total - Female, Hispanic",Femlae,kHispanic,2011,230.0,2.2,Data not available.
"Total - Female, Hispanic",Femalne,Hispanci,2012,149.06214471175235,2.2,Data not available.
"Total - Female, Hispanic",Femae,Hispaic,2073,123.39698329140376,3.1,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Aian, non-Hispanic",2003,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",1204,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Fembale,"Asian, noln-Hispanic",2263,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanic",2006,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femle,"Asian, non-Hispanic",2007,230.0,2.2,Data not available. Data for 2002 through 2009 inclue Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feamle,"Asian, no-nHispanic",2008,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feamle,"Asixan, non-Hispanic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asian,n on-Hispanic",2010,276.13937044505803,2.2,Data not available. Data for 2002 through 2009w include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femaole,"Asian, non-Hispanci",2011,265.07639731505617,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feymale,"Asian, nno-Hispanic",2373,230.0,2.4538389912389693,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asian, nonm-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanic",2003,230.0,2.2,Data not available.
