rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
-13859,37641,60,277246428818825,277246429318888,3
60,37641,60,277246429418824,277246432418830,1
60,37641,60,320954166861552,277246433018805,3
60,37641,60,277246433118865,154114207752884,1
-13893,37641,60,277246435818843,277246436418854,3
-10169,37641,60,277246436518846,359303349724519,1
60,37641,60,277246440018837,277246440618835,3
60,37641,60,277246440718780,277246444118774,1
60,37641,60,277246444218827,178881529203595,3
60,37641,60,277246444918770,277246448318762,1
60,37641,60,277246448418771,328513433316740,-2
60,37641,60,277246449018825,277246454421685,1
60,37641,60,277246454518755,277246455118797,3
60,37641,60,234973887349788,277246461518729,1
60,37641,60,277246461618787,240796873785967,3
60,37641,60,277246462318720,277246463618715,1
60,37641,60,277246463718781,277246464318724,3
60,37670,60,277610129532929,277610130032940,3
18600,37670,60,277610130132930,277610130632874,1
18693,37670,60,356279517147592,277610176633825,3
60,37670,60,277610176733768,277610178233822,1
-9699,37670,60,277610178333766,143669048315013,3
-10181,37670,60,277610179033819,277610180133764,1
60,37670,60,277610180233816,277610180834769,3
-11230,37670,60,277610180933763,277610183633811,1
60,37670,60,364865999206140,277610184233810,3
60,37670,60,277610184333756,277610187033806,1
-9570,37670,60,277610187133816,277610187633815,3
60,37670,60,277610187733749,277610191033823,1
60,37670,60,277610191133802,277610191733745,3
60,37670,60,353590900673065,354489734294166,1
60,37670,60,161538228322950,277610195333803,3
60,37670,60,368310633786945,277610199233787,1
60,37670,60,277610199333796,277610199833796,3
-12741,37670,60,277610199933785,277610204233830,1
60,37670,60,277610204333778,277610204933779,3
17324,37670,60,320886691976505,277610208834719,1
60,37670,60,157990938070552,321431159460659,3
19723,37670,60,277610209634715,277610215534708,1
60,37670,60,277610215634710,277610216134707,3
17215,37670,60,277610216234702,277610219534698,1
60,37670,60,395441374917218,277610220234700,3
21993,37670,60,277610220334702,277610226534690,1
60,37670,60,277610226634745,277610227134754,3
60,37670,60,277610227234740,277610241334722,1
23743,37670,60,277610241434732,386576877954184,3
60,37670,60,277610242139485,277610244434732,1
60,37670,60,277610244534728,277610245134726,3
-10782,37670,60,277610245234741,277610247334738,1
22733,37670,60,277610247434729,277610248034730,3
-10068,37670,60,277610248134737,277610250134677,1
19572,37670,60,170251594035499,277610250834674,3
60,37670,60,277610250934734,277610251934732,1
60,37670,60,277610252034724,277610252634732,3
60,37670,60,277610252734672,277610253634730,1
60,37670,60,277610253734671,277610254334678,3
60,37670,60,277610254434722,277610255234719,1
60,37670,60,277610255334679,277610255834673,3
-12621,37670,60,277610255934725,245946283751737,1
60,37670,60,277610256734721,277610257334719,3
60,37670,60,277610257434672,401629345587912,1
60,37670,60,277610258234717,277610258734728,3
60,37670,60,277610258834716,277610259534662,3
60,37670,60,277610259634726,277610260234713,3
60,37670,60,277610260334726,277610261634715,3
19935,37670,60,277610261734672,277610262334725,-2
23561,37670,60,277610262434659,277610263434655,1
60,37670,60,277610263534661,277610264134707,3
60,37670,60,277610264234719,277610264634720,1
60,37670,60,277610264734652,277610266534670,3
16952,37670,60,277610266634653,340398304655433,1
60,37670,60,277610268434701,277610268934712,3
17455,37670,60,277610269034649,277610271834707,1
60,37670,60,252642363427699,277610272534706,3
60,37670,60,277610272634643,277610276534689,1
17591,37670,60,277610276634635,277610277234691,3
60,37670,60,277610277335642,277610280735636,1
60,37670,60,277610280835631,277610281435622,3
60,37670,60,411877855256532,277610292835595,1
60,37670,60,277610292935589,190130858749737,3
18725,37670,60,277610293535590,277610300235646,1
60,37670,60,277610300335636,277610300935588,3
60,37670,60,277610301035646,277610303835575,1
-11320,37670,60,277610303935640,277610304435658,3
60,37670,60,240787379570524,277610307335658,1
60,37670,60,277610307435710,277610308035658,3
60,37670,60,277610308135712,277610311535706,1
60,37670,60,277610311635659,277610312235716,3
60,37670,60,277610312335649,342055187999134,1
60,37670,60,398052648254999,277610315235711,3
60,37670,60,277610315335645,277610317535696,1
60,37670,60,200771769821798,277610318135705,3
60,37670,60,277610318235648,277610319835700,1
60,37670,60,277610319935687,251027774042380,3
60,37670,60,277610320635686,277610322135693,1
60,37670,60,277610322235637,277610322735635,3
60,37670,60,277610322835681,137723652218554,1
60,37670,60,277610325435677,277610325935676,3
21432,39428,64,277766310259864,277766311755041,3
64,39428,64,277766311855038,348643344125441,3
64,39428,64,277766312455038,277766314155059,3
64,39428,64,277766314255059,277766314855061,3
64,39428,64,277766314955057,277766316455067,1
64,39428,64,277766316555069,277766317155068,3
64,39428,64,365011143926679,186306581169345,1
64,39428,64,277766318455113,220508706641932,3
64,39428,64,277766319055086,277766320455090,1
64,39428,64,277766320555095,277766321155094,3
64,39428,64,277766321255095,277766322355105,1
64,39428,64,277766322455101,277766322955099,3
64,39428,64,277766323055104,277766323955106,1
64,39428,64,277766324055107,353659884718921,3
64,39428,64,277766324755110,277766325555113,1
64,39428,64,277766325655117,277766326255118,3
64,39428,64,277766326355124,277766326855121,-2
64,39428,64,277766326955123,277766337055169,3
64,39428,64,277766337155167,277766338655181,1
64,39428,64,277766338755171,277766339355182,3
20848,39428,64,277766339455179,214283309328054,1
64,39428,64,277766341255193,277766341755186,3
64,39428,64,277766341855189,277766344055199,1
64,39428,64,277766344155200,277766344755200,3
64,39428,64,277766344855251,277766346555258,1
64,39428,64,277766346655217,277766347255265,3
-11194,39428,64,277766347355212,277766348855135,-2
64,39428,64,277766348955135,219244498685981,3
64,39428,64,277766349655193,277766350755142,1
64,39428,64,277766350855143,277766351455192,3
64,39428,64,277766351555199,277766352455205,1
-13733,39428,64,277766352555153,277766353055209,3
64,39428,64,404241517140709,277766353955211,1
19815,39428,64,277766354055157,277766354655209,3
64,39428,64,277766354755216,277766355455255,1
64,39428,64,277766355555212,277766356155215,3
19317,39428,64,213676693507243,159133930293765,1
64,39428,64,277766357055227,222792822682455,3
64,39428,64,220504589443177,277766358455271,1
64,39428,64,277766358555225,277766359155233,3
64,39428,64,277766359255177,277766359855234,1
64,39428,64,318488959213887,334702198956042,3
64,39428,64,277766360655244,277766361355184,1
64,39428,64,277766361455188,277766362055190,3
64,39428,64,397708915785477,277766362855242,1
64,39428,64,350920600452867,277766363555189,3
64,39428,64,216688424582721,277766364255250,1
-11386,39428,64,325567965770638,277766364955256,3
64,39428,64,277766365055199,277766365755260,1
17339,39428,64,277766365855256,277766366455269,3
64,39428,64,192731824232208,277766367155265,3
64,39428,64,277766367255268,331051712728454,3
16020,39428,64,145951825502596,277766368655222,1
64,39428,64,277766368755280,233091584730023,3
64,39428,64,215426284240423,277766370155323,1
64,39428,64,277766370255284,206661548789123,3
64,39428,64,277766370955286,277766371655236,1
64,39428,64,277766371755286,277766372255292,3
64,39428,64,277766372355245,277766373355245,1
18237,39428,64,213087826570733,277766374055305,3
18399,39428,64,277766374155244,277766374755306,1
64,39428,64,277766374855303,277766394255397,3
64,39428,64,277766394355389,277766395755347,1
64,39428,64,277766395855399,277766396455348,3
64,39428,64,277766396555403,277766398155431,1
19208,39428,64,277766398255415,277766398855414,3
64,39428,64,277766398955365,277766401155425,1
64,39428,64,392898815258496,277766401755375,3
64,39428,64,277766401855432,277766404155444,1
64,39428,64,277766404255439,277766404755445,3
64,39428,64,277766404855441,148030863251131,1
-11784,39428,64,388164636680734,277766416655407,3
64,39428,64,277766416755353,277766420655439,1
64,39428,64,277766420755383,277766421355384,3
64,39428,64,277766421455441,277766424255453,1
64,39428,64,230351706947300,277766424955457,3
-10596,39428,64,277766425055457,246204593787306,1
20121,39428,64,277766427255466,277766427855464,3
64,39428,64,277766427955461,277766430955424,1
64,39428,64,277766431055485,277766431655484,3
64,39428,64,277766431755488,277766433755497,1
64,39428,64,277766433855494,140000287773093,3
64,39428,64,277766434555517,277766435955473,1
64,39428,64,277766436055525,277766436655523,3
64,39428,64,277766436755526,408702872933938,1
64,39428,64,277766438855478,277766439355536,3
64,39428,64,277766439455541,277766441255496,1
64,39428,64,277766441355554,277766441955557,3
18276,39428,64,277766442055501,277766443755565,1
64,39428,64,277766443855565,277766444455563,3
64,39428,64,277766444555508,277766445655571,1
64,39428,64,277766445755574,331880464552826,3
64,39428,64,277766446455522,277766447355576,1
64,39428,64,277766447455581,277766447955584,3
64,39428,64,277766448055584,383084056022224,1
64,39428,64,277766449055591,277766449655544,3
64,39428,64,277766449755611,277766450555596,1
64,39428,64,277766450655546,277766451255539,3
64,39428,64,277766451355595,157862262893364,1
64,39428,64,277766452155535,277766452656527,3
64,39428,64,409390030567513,277766453456527,1
64,39428,64,277766453556533,277766454156538,3
64,39428,64,277766454256533,352285542262685,1
64,39428,64,277766455056540,277766455656544,3
64,39428,64,277766455756549,277766463956575,1
64,39428,64,277766464056601,277766464656582,3
64,39428,64,277766464756582,277766466156588,1
40,29859,40,374764738212604,278039005632605,1
42,30631,42,277776003980264,150428843086062,1
44,31644,44,276276836163611,276276836163611,1
44,31708,44,277222685449696,277222685449696,1
45,959054,45,277685850626064,277686181431650,1
60,37597,60,276574537567756,276574537867745,3
60,37597,60,276574537967758,276574631068625,1
60,37597,60,276574631168539,197819477365123,3
60,37597,60,276574631368631,276574763169356,-2
60,37597,60,276574763269353,374413665716532,3
60,37597,60,276574763469364,276575030972982,1
60,37597,60,276575031072983,393319733747429,3
60,37597,60,276575031472974,276575060372954,1
60,37597,60,276575060472893,276575060672893,3
18961,37597,60,276575060772894,276575102773785,1
60,37597,60,276575102873776,276575103473775,0
60,37597,60,276575103573784,276575104773885,1
60,37597,60,276575104873787,276575105373780,3
60,37597,60,276575105473779,369466089007369,1
60,37597,60,276575106973780,276575107573777,3
-10884,37597,60,276575107673803,176543034663625,1
60,37597,60,276575108273775,276575115373869,3
60,37597,60,276575115473886,178484023345741,1
60,37597,60,358620358701881,276575117773760,3
60,37597,60,276575117873835,276575119073860,1
60,37597,60,276575119173762,276575119773842,3
60,37597,60,276575119873866,276575120773839,1
60,37597,60,276575120873862,276575121473908,3
-13179,37597,60,276575121573857,276575122373846,1
60,37597,60,276575122473904,149089205101352,3
60,37597,60,365208668820117,276575123773846,1
60,37597,60,231551187254864,174130543934282,3
-10732,37597,60,276575124573751,276575128273748,1
60,37597,60,276575128374922,276575128973893,3
60,37597,60,276575129073841,276575133973843,1
60,37597,60,276575134073746,182625283730979,3
16016,37597,60,276575134673733,276575137273825,1
60,37597,60,276575137373736,276575137973777,3
60,37597,60,276575138073801,276575141673737,1
60,37597,60,276575141773736,276575142273735,3
60,37597,60,276575142373735,276575147973875,1
60,37597,60,276575148073779,276575148573772,3
60,37597,60,276575148673771,276575154373716,1
60,37597,60,276575154473713,381705424896558,3
-12203,37597,60,276575155073716,276575163273704,-2
60,37597,60,276575163373711,276575163873706,3
22272,37597,60,276575163973706,181554553032892,1
60,37597,60,343218959832411,276575171673704,3
60,37597,60,276575171773698,276575178073786,1
23100,37597,60,276575178173698,276575178773699,3
60,37597,60,276575178873689,394213021404020,1
60,37597,60,276575180578693,276575181274680,3
60,37597,60,276575181374685,276575184274652,1
60,37597,60,276575184374652,276575184974649,3
60,37597,60,276575185074647,276575200574751,1
60,37597,60,142668045360851,276575201274642,3
60,37597,60,276575201374789,276575208074731,1
60,37597,60,276575208174751,276575208774734,3
60,37597,60,331881427728521,276575218774613,1
-10998,37597,60,276575218874707,276575219474637,3
60,37597,60,276575219574707,276575236974585,1
19328,37597,60,276575237074602,276575237574584,3
60,37597,60,276575237674587,276575244174572,1
60,37597,60,276575244274612,276575244774570,3
60,37597,60,338069350807184,276575248474672,1
60,37597,60,276575248574711,276575249174577,3
60,37597,60,346306928392694,276575255474553,1
60,37597,60,385965822059870,276575256174549,3
60,37597,60,276575256274591,276575268575554,1
60,37597,60,378068429679757,276575269175553,3
60,37597,60,276575269278556,276575274875550,1
60,37597,60,276575274975555,276575275575549,3
60,37597,60,276575275675547,276575278875541,1
60,37597,60,276575278975541,276575279575541,-2
60,37597,60,276575279675541,276575280875542,1
60,37597,60,276575280975546,175134388237775,3
60,37597,60,276575281675546,276575284075535,1
60,37597,60,276575284175532,276575284775569,3
60,37597,60,276575284875535,276575286875529,1
60,37597,60,276575286975563,276575287575626,3
60,37597,60,276575287675568,338820980039444,1
60,37597,60,276575289775621,328514502494515,3
-9579,37597,60,242603004453742,276575293375572,1
60,37597,60,276575293475518,276575294075517,3
60,37597,60,276575294175529,276575297775622,1
-12194,37597,60,276575297875591,143874013736794,-2
60,37597,60,276575298575607,236780168849600,1
60,37597,60,276575304175501,276575304675502,3
16472,37597,60,411117491589117,276575309175455,1
60,37597,60,405275543142834,276575309875549,3
60,37597,60,276575309975554,276575313775549,1
60,37597,60,178350210290927,276575314377623,3
60,37597,60,276575314475542,276575315975537,1
60,37597,60,365140889741622,276575316675549,3
-13540,37597,60,251162563655453,276575317775526,1
60,37597,60,276575317875547,276575318475545,3
60,37597,60,276575318575537,276575319475446,1
60,37597,60,276575319575436,276575320175487,3
60,37597,60,276575320275444,276575320975435,1
60,37597,60,276575321075432,276575321675465,3
81,45894,81,278335268945065,278335269046065,0
81,45894,81,278335269147072,278335295541003,1
81,45894,81,278335295641991,278335295741999,0
81,45894,81,220450124404852,351534913318350,1
18945,45894,81,278335304402088,278335304608909,0
-11680,45894,81,278335304706015,402312088965625,1
81,45894,81,278335315880094,278335316082076,0
40,29921,40,278687979209116,278687980209170,1
41,30325,41,278105826756810,278105826756810,1
43,31229,43,252639204059222,277754231368450,1
44,31697,44,228536234218621,277039869249274,1
45,959056,45,277692433883951,277692494080991,1
46,32539,46,276288726446818,276288726446818,3
46,32670,46,278713207541308,278713207541308,1
-9857,32936,47,276215961590670,332298132383824,1
61,38182,61,277818474167711,277818474867713,0
18090,38714,62,277782106141042,277782106741032,3
62,38714,62,228873958810062,277782124943006,1
62,38714,62,277782125041068,277782125541071,0
62,38714,62,277782125641069,277782125641069,3
-10925,38714,62,277782125741086,277782131041084,1
62,38714,62,277782131141031,277782131741009,3
62,38714,62,277782131841035,277782139241027,1
62,38714,62,277782139341057,277782139941030,3
62,38714,62,277782140041026,277782142141028,1
62,38714,62,277782142241035,277782142841060,3
62,38714,62,277782142941097,277782147641041,1
62,38714,62,277782147743071,277782148341091,3
-10573,38714,62,277782148441117,277782163841165,1
62,38714,62,277782163941078,277782164541086,3
62,38714,62,208535675928538,277782170741089,1
62,38714,62,277782170841185,277782171337602,3
18136,38714,62,277782171441103,277782175041169,1
62,38714,62,277782175141105,230216852261546,3
62,38714,62,277782175841194,277782179441116,-2
62,38714,62,277782179541112,277782180141170,3
62,38714,62,277782180241121,277782184441190,1
62,38714,62,277782184541183,277782185141130,3
62,38714,62,277782185244245,277782189641204,3
62,38714,62,344246377999906,277782190241144,3
-9676,38714,62,201039466141774,277782193343071,1
62,38714,62,277782193441160,242863311581960,3
62,38714,62,277782194141207,277782196741159,1
62,38714,62,277782196843077,277782197441162,3
62,38714,62,277782197541226,277782200641217,3
23739,38714,62,182156731593118,277782201343087,3
62,38714,62,277782201441166,277782207741242,1
62,38714,62,139799452501882,414819844375118,3
62,38714,62,277782208541186,277782215741125,1
62,38714,62,277782215843059,277782216441134,3
62,38714,62,277782216541188,277782219941196,1
62,38714,62,277782220041131,277782220541190,3
62,38714,62,277782220641196,420454706765940,1
62,38714,62,277782224241196,277782224841162,3
62,38714,62,277782224941201,241595861479822,1
62,38714,62,277782228343083,277782228841248,3
62,38714,62,364942259196437,277782232741155,1
62,38714,62,277782232841246,277782233343088,3
62,38714,62,277782233441163,277782246241194,1
62,38714,62,277782246343126,277782246941198,3
62,38714,62,163085995826781,277782249241203,1
62,38714,62,203043190621140,277782249941205,3
62,38714,62,277782250041200,277782255142212,1
62,38714,62,277782255242219,277782255842231,3
62,38714,62,277782255944222,277782263342251,1
62,38714,62,277782263442240,277782264042251,3
62,38714,62,193062129768342,277782269142262,1
-10199,38714,62,277782269242262,277782269742249,3
62,38714,62,277782269842270,277782273842281,1
62,38714,62,277782273942264,277782274442340,3
16159,38714,62,277782274542259,277782277242268,1
62,38714,62,277782277342286,277782277942272,3
62,38714,62,277782278042280,277782283942293,1
16744,38714,62,277782284042361,277782284542284,3
62,38714,62,277782284642291,357590661048333,1
-13156,38714,62,277782289442208,277782290042210,3
-13901,38714,62,277782290142218,277782295042220,1
62,38714,62,277782295142289,277782295742280,3
62,38714,62,277782295842322,277782303242252,1
62,38714,62,277782303342324,218898349289996,3
19734,38714,62,277782304042310,277782305542323,1
62,38714,62,277782305642263,277782306242258,3
62,38714,62,277782306342404,277782307942268,1
62,38714,62,277782308042312,277782308646166,3
62,38714,62,277782308742357,277782310342344,-2
62,38714,62,277782310442406,277782311042340,3
62,38714,62,277782311142335,405614961311014,1
62,38714,62,277782313442335,277782314042268,3
18752,38714,62,158003507964406,277782316542338,1
62,38714,62,277782316642352,277782317242278,3
62,38714,62,277782317342303,277782319642351,1
62,38714,62,277782319742340,421897771319986,3
-10757,38714,62,277782320442353,277782323442401,1
62,38714,62,277782323542317,277782324142307,3
62,38714,62,277782324242358,277782329142385,1
62,38714,62,277782329242323,277782329742392,3
62,38714,62,277782329842405,277782331442335,1
62,38714,62,277782331542332,277782332142388,3
62,38714,62,277782332242331,277782334142417,1
62,38714,62,277782334242346,277782334742410,3
-13521,38714,62,277782334842421,277782337642418,1
62,38714,62,277782337742491,277782338344278,3
62,38714,62,277782338442361,277782343242376,1
62,38714,62,277782343342449,351887058105252,3
62,38714,62,277782344142381,277782348042441,1
62,38714,62,277782348142446,365556697938406,3
-9905,38714,62,277782348842461,277782352342467,1
62,38714,62,277782352442396,195619151144705,3
-11733,38714,62,277782353142438,277782355942464,1
62,38714,62,277782356042455,277782356542406,3
62,38714,62,277782356642456,277782359142460,1
62,38714,62,203708312594698,277782359842431,3
62,38714,62,277782359942463,277782364242398,1
-13340,38714,62,277782364342473,277782364942406,3
40,29694,40,276562829452170,276562829452170,1
40,29755,40,277160225857072,277160225857072,1
42,30582,42,277239565457047,277239565457047,1
-9860,31276,43,278364426945962,278364426945962,1
43,31305,43,278542380912359,278542380912359,1
43,31308,43,278554981629141,278554981629141,1
44,31662,44,156251724260612,276519573509853,1
45,32317,45,277584085568576,277584128569351,1
46,32665,46,278633815394620,278634270600151,1
60,37643,60,277269916779467,277269917380473,3
20689,37643,60,277269917480463,277269921380481,1
