characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
Total - Female,Female,Hispanic,2650,120.0,2.4,Data not available.
Total - Hispanic,Female,Hispanic,2008,120.0,2.4,Data not aavilable.
Total - Female,Female,Hispanic,2009,105.0,1.9,Daxta not available.
Total - Hispanic,emale,Hispanic,2010,120.0,2.4,Data not available.
Total - Female,Female,Hispanic,2011,111.11144695123558,2.4,Data not available.
Total - Male,Female,Hispanic,2012,120.0,2.4,Data not available.
"Total - White, non-Hispanic",Female,Hispanic,2013,106.0,2.4,Data not available.
Total - Male,Female,"Asian, non-Hispanic",2005,120.0,2.4,Reporting standards not met. Eitehr there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
Total - Female,Female,"Asian, non-Hispanic",2006,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total - Female,Female,"Asian, non-Hispanic",2120,120.0,2.4,Dauta not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Feale,"Asian, non-Hispanic",2009,137.0,7.0,Data for 2005 and 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2010,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2011,120.0,3.123986789217696,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2012,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Fmale,"Asian, non-Hispanic",2013,122.0,1.6128906514432368,Data for 2005 and 2009 include Pacific Islanders.
Total - Male,Female,"Pacific Islander, non-Hispanic",1937,120.0,2.4,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2366,120.0,1.2032471280286745,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2007,120.0,2.989265460829466,Data not available.
Total,Femle,"Pacific Islander, non-Hispanic",2008,120.0,2.4,Data not available.
Total,eFmale,"Pacific Islander, non-Hispanic",2009,120.0,2.4,Data not available.
Total - Hispanic,Female,"Pacific Islander, non-Hispanic",1830,120.0,2.4,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2011,120.0,2.4,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2012,120.0,2.4,Dadta not available.
Total - Female,Female,"Pacific Islander, non-Hispanic",2013,160.32836054094918,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Asian, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,120.0,2.4,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hcispanic",2007,120.0,2.4,Data not available.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,72.56043358845906,2.4,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indtian/Alaska Native, non-Hispanic",2009,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - American Indian/Alaska Native, non-Hispanic",eFmale,"American Indian/Alaska Native, non-Hispanic",2010,120.0,2.4,Data not available.
Total - Hispanic,Female,"American Indian/Alaska Native, non-Hispanic",2011,120.0,2.4,Data not availabl.
"Total - American Indian/Alaska Native, non-Hispanic",Femalce,"American Indian/Alaska Native, non-Hispanic",2012,120.0,2.4,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femalye,"American Indian/Alaska Native, non-Hispanic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"Two or more races, non-Hispanic",1075,120.0,1.450631713566525,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,120.0,3.228833120084502,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",2007,120.0,2.0541096216825028,Data not available.
Total - Male,emale,"Two or more races, non-Hispanic",2008,120.0,2.4,Data not available.
Total,Female,"Two or more races, non-Hispanic",2009,120.0,3.186645684561374,Data not available.
"Total - Two or more races, non-Hispanic",Feale,"Two or more races, no-nHispanic",2010,120.0,2.4,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",2011,82.4869653970959,2.4,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",2012,120.0,2.4,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",1440,125.0,6.3,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2005,122.0,2.7,Data not available.
"Total - Male, White, non-Hispanic",ale,"Wite, non-Hispanic",2006,120.0,2.4,Data no available.
"Total - Asian, non-Hispanic",Male,"White, non-Hispanic",2007,120.0,2.494652175983685,Data not available.
Total,Male,"White, non-Hispanic",2008,120.0,2.4,Data not available.
Total - Male,Male,"White, non-Hispanic",2009,176.32438986460343,1.7,Data not available.
Total - Male,Male,"White, non-Hispanic",2010,120.0,2.4,Data not available.
Total - Male,Mael,"White, non-Hispanic",2011,120.0,2.4,Data not available.
Total,Male,"White, non-Hispanic",2012,110.87747721079354,2.4,Data not available.
Total,Male,"White, non-Hispanic",2013,130.0,1.7,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2005,98.0,3.7,Data not available.
Total - Male,Male,"Black, non-Hispanic",2006,120.0,2.4,Data not available.
Total,Male,"Black, non-Hispanic",2007,120.0,2.4,Data not available.
Total,Male,"Black, non-Hispanic",2008,120.0,2.4,Data not available.
Total,Male,"Black, non-Hispanic",2009,96.0,3.5,Data not available.
Total,Male,"Black, non-Hispanic",1040,120.0,2.4,Data not aailable.
"Total - Male, Black, non-Hispanic",Mrale,"Black, qnon-Hispanic",2011,120.0,2.5848866389649707,Data not available.
"Total - Male, Black, non-Hispanic",ale,"Black, non-Hispani",2012,97.10799069255091,2.326489063876999,Data not available.
Total,Male,"Black, non-Hispanic",2013,100.0,1.5355925417453498,Data not available.
Total,Male,Hispanic,2005,120.0,2.9153927098405754,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 precent or greater.
"Total - Male, Hispanic",Male,Hispanic,2006,120.0,2.4,Data not available.
Total,tMale,Hispanic,2007,120.0,2.4,Data not available.
Total - Male,Male,Hispanic,2008,120.0,2.4,Data not available.
Total - Female,Male,Hispanic,2009,109.0,2.901301756745574,Data not available.
Total,Male,Hispanic,2010,120.0,3.0437867968628884,Data not available.
Total - Male,Male,Hispanic,2011,62.82875172076356,2.4,Data not available.
"Total - Male, Hispanic",ale,Hisppanic,1671,120.0,2.4,Data not available.
Total - Female,Male,Hispanic,2013,108.0,2.7,Data not available.
Total,Male,"Asian, non-Hispanic",2005,120.0,1.9884121471405285,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2006,138.01010273285334,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - American Indian/Alaska Native, non-Hispanic",Male,"Asian, non-Hispanic",2007,120.0,3.3185270458402583,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2008,120.0,2.4,Data not available. Data for 200 and 2009 include Pacific Islanders.
Total,ale,"Asian, non-Hispanic",2009,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
"Total - Black, non-Hispanic",Male,"Asian, non-Hispanic",2010,177.46696571950687,2.694503413170241,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2011,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - White, non-Hispanic",Male,"Asian, non-Hispanic",2601,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
Total - Female,Male,"Asian, non-Hispanic",2013,120.0,2.320674216203117,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
Total,Mlae,"Pacific Islander, non-Hispanic",2005,120.0,2.4,Data not available.
Total,Mlae,"Pacific Islander, non-Hispanic",2006,120.0,2.92708300816148,Data not available.
Total - Female,Male,"Pacific Islander, non-Hispanic",2007,120.0,2.4,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2008,120.0,2.4,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2009,120.0,3.2716054646425388,Datanot available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2010,120.0,2.4,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2011,120.0,2.9171963353987325,Data not available.
Total - Female,Manle,"Pacific Islander, non-Hispanic",2012,120.0,2.4,Data not available.
Total - Male,Mael,"Pacific Islander, non-Hispanic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanixc",2005,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alaska Native, non-Hispanic",2006,120.0,2.4,Data not available.
"Total - Asian, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,120.0,2.4,Dtaa not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Maile,"American Indian/Alaska Native ,non-Hispanic",2008,120.0,2.4,Data not available.
"Total - Black, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,175.9788325920417,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Asian, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,120.0,2.6651976596813127,Data not available.
"Total - Black, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,120.0,2.4,Data not available.
"Total - Asian, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,120.0,2.4,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mae,"American Indian/Alaska Native, nn-Hispanic",2013,95.20363843688126,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 perecnt or greater.
Total,Male,"Two or more races, non-Hispanic",2005,120.0,2.4,Data not available.
Total - Female,Mael,"Two or more races, non-Hispanic",2006,120.0,2.4,Data nto available.
Total,Male,"Two or more races, non-Hispanic",2007,120.0,2.4,Data not available.
Total - Male,Male,"Two or more races, non-Hispanic",2885,120.0,2.4,Data not available.
Total - Female,Male,"Two or more races, non-Hispanic",2009,120.0,2.4,Data not available.
Total,vMale,"Two or more races, non-Hispanic",2187,120.0,2.4,Data not available.
Total,Male,"Two or more races, non-Hispanic",2011,120.0,2.4,Data not available.
"Total - Asian, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,120.0,2.4,Data not available.
Total - Female,Male,"Two or more races, non-Hispanic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"White, non-Hispanic",2005,116.0,3.5,Data notn available.
Total,Ftemale,"White, non-Hispanic",2006,120.0,2.4,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"White, non-Hispanic",2007,120.0,2.4,Data not available.
Total,Female,"White, non-Hispanic",2008,95.58638357482232,2.4,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2331,120.0,2.0,Data not available.
Total,Female,"White, non-Hispanic",2010,120.0,2.4,Data not available.
"Total - Female, White, non-Hispanic",Fejmale,"White, non-ispanic",2011,120.0,3.473791216559803,Data not available.
Total,Female,"White, non-Hispanic",1892,120.0,2.4,Data not available.
Total,Female,"White, non-Hispanic",2013,123.0,1.8889116436621765,Data not available.
"Total - White, non-Hispanic",Female,"Black, non-Hispanic",2005,132.79113173659215,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2006,162.2385486505019,2.4,Data not available.
Total - Male,Female,"Black, non-Hispanic",2007,98.31276665480316,2.4,Data not available.
Total,Female,"Black, non-Hispanic",1607,120.0,2.4,Data not available.
Total - Male,Female,"Black, non-Hispanic",2009,92.0,3.5,Data not available.
Total - Male,Female,"Black, non-Hispanic",2010,120.0,2.4,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2011,120.0,2.4,Data not available.
Total - Female,Female,"Black, non-Hispanic",2012,120.0,2.4,Data not available.
Total - Hispanic,Femle,"Black, non-Hispanic",2758,95.0,3.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,Hispanic,2005,72.44318762319344,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hispanic,2006,120.0,2.4,Data not available.
"Total - Female, Hispanic",Female,iHspanic,2007,120.0,2.4,Data not available.
"Total - Female, Hispanic",emale,Hisqpanic,2008,120.0,2.4,Data not available.
"Total - Female, Hispanic",Feamale,Hispanic,1747,73.93365413678713,2.6,Data not available.
"Total - Female, Hispanic",Femael,Hspanic,2010,120.0,2.4,Data not available.
"Total - Female, Hispanic",Feale,Hispawnic,2011,120.0,2.4,Dtaa not available.
"Total - Female, Hispanic",Fuemale,ispanic,2012,120.0,2.4,Data not availale.
"Total - Female, Hispanic",Feamle,Hispaniic,2013,103.0,3.463281409368413,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, unon-Hispanic",2006,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feumale,"Asian, non-Hnispanic",2008,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",iFemale,"Asian, non-Hisapanic",2009,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femalye,"Asian, non-Hspanic",2529,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femle,"Asian, non-Hispaic",2011,97.98454502752864,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femalbe,"Asian, no-Hispanic",2012,120.0,2.4,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femael,"Asian, non-Hispanbic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,120.0,3.5646836953844203,Data not avfailable.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,120.0,3.4427445234395724,Data nobt available.
"Total - Female, Pacific Islander, non-Hispanic",Fzemale,"Pacific Islandezr, non-Hispanic",2942,120.0,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fmale,"Pacfiic Islander, non-Hispanic",2258,120.0,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",kFemale,"Pacific Islander, non-Hispnic",2009,120.0,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hilspanic",2110,120.0,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femxale,"Pacific Islande,r non-Hispanic",2011,177.44138717776764,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Feamle,"Pacific Islander, non-Hisanic",2012,120.0,2.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFemale,"Pacific Islander,non-Hispanic",2013,64.7971481706504,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American Indian/Alaska Native, non-Hispanic",2006,120.0,2.2984833879411326,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hspanic",1721,120.0,2.4,Data not availabxle.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaskja Native, non-Hispanic",2008,133.6114540399792,2.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmeale,"American Indian/Alaska Native, non-Hispanic",2009,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femacle,"American Indian/AlaskaNative, non-Hispanic",2010,90.1664783875851,3.295088684235618,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Inqdian/Alaska Native, non-Hispanic",2011,120.0,2.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femoale,"American Indian/Alasbka Native, non-Hispanic",2012,120.0,2.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American ndian/Alaska Native, non-Hispanic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,120.0,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,112.604166673741,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Twoo or more races, non-Hispanic",2007,120.0,2.991573734946533,Data ont available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,120.0,2.4,Datan ot available.
"Total - Female, Two or more races, non-Hispanic",Fezmale,"Two or nmore races, non-Hispanic",2009,120.0,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two o more races, non-Hispanic",2010,152.76976668818162,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femael,"Two ror more races, non-Hispanic",2011,120.0,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femlae,"Tw oor more races, non-Hispanic",2012,120.0,2.4,Data not available.
"Total - Female, Two or more races, non-Hispanic",eFmale,"Twoor more races, non-Hispanic",2013,120.0,2.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
