rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
1114,195919.0,15040.0,277757366061412.0,276464676036553.0,255
1115,15891.0,-20629.0,276711876162503.0,277757665937992.0,345
1564,54080.0,1564.0,276869076138072.0,278286565953484.0,255
1564,17527.0,1564.0,276215376177686.0,277317876080913.0,254
1564,5453.0,1564.0,278167176128026.0,276263976045281.0,255
1566,195919.0,1566.0,276207876150460.0,276435576053201.0,255
2595,286181.0,31766.0,278371166038239.0,278371465914894.0,255
6635,319598.0,17384.0,277080866089845.0,277317876080913.0,255
6650,17498.0,-2373.0,277644876157987.0,278253265908367.0,255
6650,320048.0,-22642.0,277327776181116.0,278163576065577.0,255
6650,320049.0,11975.0,276260976136843.0,276435576053201.0,255
6170,15436.0,-17835.0,277326576181174.0,278778576050727.0,255
6170,15436.0,11935.0,277326576181174.0,276207865949104.0,255
6170,17527.0,-6589.0,276207876150460.0,276608965974521.0,255
6175,5453.0,18224.0,276718766075777.0,277317876080913.0,255
6175,5106.0,-30912.0,276209366037157.0,278167476045818.0,255
6175,354874.0,-31554.0,276295776119572.0,278278465988040.0,255
6175,354916.0,-27476.0,278799866091321.0,278800165968003.0,255
6179,303208.0,16604.0,278530166043434.0,278530465920142.0,255
6180,17538.0,17315.0,276227666069500.0,278277276037230.0,255
6183,17527.0,-16767.0,276263676145342.0,276201265967733.0,255
6440,17572.0,5575.0,277644876157987.0,276384865990761.0,255
6440,285282.0,8308.0,276437366110089.0,277328076081348.0,255
6440,5106.0,26241.0,278163876172905.0,276435576053201.0,255
6440,17525.0,-5087.0,278778276150947.0,277757665937992.0,255
6440,195572.0,7336.0,276295776119572.0,277594166001740.0,255
6440,285282.0,-27539.0,278375666058576.0,278167476045818.0,330
6440,314674.0,1582.0,276207876150460.0,277387765933095.0,255
6449,5106.0,17917.0,276260976136843.0,278277565988023.0,255
6449,17537.0,3536.0,277003766116210.0,277004065992352.0,255
6453,315831.0,-27668.0,276781176200295.0,276731065947113.0,255
6453,17537.0,510.0,277127366037257.0,276296076019265.0,255
6453,17499.0,-9635.0,277080866089845.0,276263976045281.0,255
6455,315966.0,15977.0,276260976136843.0,276464676036553.0,255
6455,315977.0,-1389.0,276983966102214.0,276208176066094.0,292
6455,195572.0,-26637.0,276869076138072.0,276296076019265.0,255
6455,315998.0,17400.0,276263676145342.0,276261276088709.0,255
6455,17502.0,-8564.0,278019866093439.0,277388065933101.0,255
6463,17527.0,-31916.0,277326576181174.0,276554666004405.0,255
6463,316125.0,-16026.0,276295776119572.0,278277565988023.0,255
9518,5106.0,-2824.0,277327776181116.0,277317876080913.0,255
9518,17525.0,-31879.0,277080866089845.0,277328076081348.0,255
9518,1152451.0,23502.0,277515866056667.0,278277565988023.0,255
9518,1152453.0,-2158.0,278163876172905.0,277757665937992.0,255
9518,52483.0,-21741.0,276260976136843.0,276208176066094.0,255
9518,195572.0,24329.0,276435276153475.0,276178476080765.0,255
9520,54080.0,-4414.0,278336366051976.0,276263976045281.0,255
9520,17525.0,-19902.0,276781176200295.0,276296076019265.0,255
9520,17498.0,4765.0,276435276153475.0,276903865949747.0,255
9520,326942.0,-15485.0,276295776119572.0,276261276088709.0,255
9522,17547.0,17421.0,276638366137324.0,278023776051283.0,255
9522,195572.0,-14571.0,276733166081294.0,278278465988040.0,255
9522,52483.0,-6705.0,276207876150460.0,278163576065577.0,255
9522,2069614.0,-5307.0,277327776181116.0,278163576065577.0,255
9522,68701.0,-32581.0,276260976136843.0,277317876080913.0,255
9522,54080.0,10609.0,276207876150460.0,278277565988023.0,255
1117,68629.0,9257.0,276781176200295.0,276261276088709.0,255
1118,54080.0,-10172.0,276263676145342.0,276179376062264.0,255
1118,2059.0,-18964.0,276276876173631.0,276277176074017.0,255
1121,16718.0,28185.0,276956976184874.0,277508665925271.0,255
1122,17572.0,30871.0,277602566070310.0,277757665937992.0,255
1122,17209.0,-13013.0,277080866089845.0,276874176065050.0,255
1122,17502.0,-7307.0,277080866089845.0,276992376046229.0,255
1123,195572.0,14266.0,278163876172905.0,278277276037230.0,255
1123,17527.0,-29488.0,277080866089845.0,278023776051283.0,255
1123,68629.0,-23536.0,276713676154206.0,278778576050727.0,255
6107,300587.0,-14092.0,276781176200295.0,277497865932704.0,255
6107,300614.0,-16649.0,277782266102897.0,277782565979081.0,255
6121,1402033.0,1323.0,276435866110700.0,276464676036553.0,322
291,17547.0,-15818.0,277644876157987.0,278111376073772.0,255
291,285282.0,17992.0,278528976175120.0,277995276030591.0,255
291,68629.0,-7289.0,276295776119572.0,278686176099886.0,255
1125,17537.0,7706.0,276191676111919.0,277757665937992.0,293
1127,17538.0,-9681.0,276241476160264.0,276241776060440.0,255
1128,17498.0,19104.0,276464376105051.0,276296076019265.0,255
1128,54080.0,23674.0,277080866089845.0,276559176053189.0,255
1128,54080.0,28498.0,276295776119572.0,277995276030591.0,255
1128,17548.0,-4024.0,276781176200295.0,277675476054576.0,255
1128,52483.0,19109.0,276781176200295.0,277387765933095.0,255
1128,285282.0,19021.0,277757366061412.0,278778576050727.0,255
1128,17571.0,20602.0,277757366061412.0,278111376033362.0,255
1128,17576.0,-29129.0,276295776119572.0,276261276088709.0,255
1136,17538.0,-14529.0,276386376174067.0,276386676074324.0,255
1138,17525.0,-24686.0,276869076138072.0,276293976067599.0,255
1138,195919.0,-887.0,276209666037161.0,277757665937992.0,255
1138,195574.0,-10290.0,276464676136579.0,277757665937992.0,255
1138,17547.0,-4382.0,277080866089845.0,276521976073173.0,255
1140,285282.0,12583.0,277080866089845.0,276351276006564.0,255
1140,17538.0,-14179.0,276472176167827.0,277757665937992.0,353
2497,17498.0,-12572.0,277769666076573.0,278023776051283.0,255
2497,17537.0,-12316.0,276781176200295.0,277995276030591.0,255
2497,15436.0,13328.0,276209366037157.0,278620165991260.0,255
1141,195919.0,26540.0,277080866089845.0,276464676036553.0,255
1141,17538.0,-25598.0,276435276153475.0,276367176071919.0,255
1141,52483.0,25245.0,277602566070310.0,276464676036553.0,255
1141,17538.0,-32004.0,276215376177686.0,277317876080913.0,255
1141,54080.0,-32451.0,277327776181116.0,278358576057542.0,255
1111,17499.0,-7605.0,276464676136579.0,276263976045281.0,255
1111,17572.0,23767.0,278167176128026.0,277763676043542.0,255
1111,17527.0,-9134.0,278778276150947.0,278778576050727.0,255
1111,68710.0,27544.0,276464376105051.0,277757665937992.0,255
1112,285282.0,-17076.0,278167176128026.0,276447276089724.0,255
1112,17525.0,-4692.0,277556976104978.0,276608965974521.0,255
1112,5106.0,20.0,277327776181116.0,277328076081348.0,255
1112,68629.0,-28863.0,278248476117187.0,278778576050727.0,279
1112,54110.0,-20658.0,278715576137975.0,277317876080913.0,255
1112,54110.0,-4593.0,277326576181174.0,277328076081348.0,255
1113,58804.0,-19194.0,277579776179497.0,277580076080043.0,255
1114,54080.0,9367.0,276207876150460.0,276444576066077.0,255
1114,17498.0,11417.0,276435276153475.0,276464676036553.0,255
1114,15446.0,22993.0,277327776181116.0,276296076019265.0,255
1114,17547.0,4026.0,276634776201099.0,277328076081348.0,349
1114,195919.0,-20530.0,278167176128026.0,276464676036553.0,255
1115,17525.0,6560.0,276263976168970.0,276264276068336.0,321
1115,5453.0,30841.0,276868476141619.0,277317876080913.0,255
1117,190936.0,448.0,277600766113854.0,276207865949104.0,255
1117,17527.0,22477.0,276464376105051.0,278277565988023.0,255
1118,52483.0,25085.0,276295776119572.0,276296076019265.0,255
1118,17538.0,29211.0,277080866089845.0,278167476045818.0,255
6650,17538.0,2620.0,277592966064081.0,277593265940922.0,255
6650,17525.0,30221.0,276207876150460.0,276296076019265.0,255
6175,354828.0,-28632.0,277149266039168.0,278768066007059.0,255
6175,354870.0,24946.0,277327776181116.0,277995276030591.0,255
6175,68629.0,-23008.0,277757366061412.0,276208176066094.0,255
6175,5106.0,-15357.0,276210866037185.0,276178476080765.0,255
6175,354903.0,-19159.0,276260976136843.0,276263976045281.0,255
6179,303180.0,-1706.0,276215376177686.0,277875265940729.0,255
6179,17547.0,13100.0,276215376177686.0,278531665920253.0,255
6180,17499.0,27640.0,276295776119572.0,276261276088709.0,255
6180,195572.0,-721.0,278167176128026.0,276887665934910.0,288
6180,17499.0,22503.0,277757366061412.0,276263976045281.0,255
6180,17525.0,-914.0,278203466118900.0,278203765995281.0,255
6180,860290.0,-25974.0,277327776181116.0,278277276037230.0,255
6440,314633.0,13992.0,277757366061412.0,277387765933095.0,254
6440,314637.0,11224.0,277080866089845.0,278277276037230.0,255
6440,17525.0,-17615.0,277644876157987.0,276178476080765.0,255
6440,314674.0,-19196.0,276295776119572.0,278596765938559.0,255
6440,17525.0,15846.0,276263676145342.0,278769565967655.0,255
6441,1082841.0,-27701.0,278778276150947.0,278277565988023.0,255
6449,315760.0,-16557.0,276207566073042.0,277162166000202.0,255
6453,285282.0,-30517.0,277327776181116.0,278802565926701.0,255
6455,17502.0,-25668.0,278334266051977.0,277317876080913.0,255
6455,315978.0,3815.0,278778276150947.0,277031665944974.0,255
6455,315982.0,-9145.0,277644876157987.0,278277565988023.0,255
6455,17502.0,1523.0,278167176128026.0,277589066022081.0,255
1119,17498.0,12935.0,276260076118041.0,278277565988023.0,255
1119,17538.0,18206.0,276263676145342.0,276260676018191.0,334
1121,52483.0,-725.0,276260976136843.0,278767766007058.0,255
1121,17498.0,5183.0,277326576181174.0,277317876080913.0,255
1122,17499.0,5193.0,277644876157987.0,278335465928666.0,255
1123,54080.0,1229.0,276295776119572.0,278277276037230.0,255
1123,17538.0,-23393.0,276464676136579.0,276208176066094.0,255
1123,17538.0,20733.0,277326576181174.0,276208176066094.0,255
1123,15436.0,17715.0,277080866089845.0,277757665937992.0,255
1123,15436.0,-9476.0,276207876150460.0,276435576053201.0,255
1123,195919.0,-9405.0,278778276150947.0,276345576091183.0,255
9516,441179.0,-10530.0,277908566090212.0,276208176066094.0,255
9518,1152348.0,-20277.0,277327776181116.0,276305965984354.0,255
9518,17525.0,21080.0,276263676145342.0,277328076081348.0,255
9518,1152356.0,21646.0,276447266037196.0,276207865949104.0,255
9518,1152454.0,5374.0,276263676145342.0,276261276088709.0,255
9518,5106.0,25353.0,278163876172905.0,278690065978519.0,255
9518,17499.0,19774.0,277698566050705.0,276263976045281.0,255
9518,285282.0,-14673.0,277080866089845.0,278163576065577.0,255
9520,68629.0,-20574.0,278335766051959.0,276293665960567.0,255
9520,326956.0,5630.0,277644876157987.0,276208176066094.0,255
9522,17537.0,30643.0,278163876172905.0,276612565932757.0,255
9523,285282.0,15723.0,277386866056326.0,276612865957333.0,255
9523,17537.0,1367.0,277326576181174.0,276178476080765.0,255
9527,17538.0,-16495.0,277757366061412.0,278167476045818.0,255
9527,592970.0,-25833.0,277178966083210.0,277602865946979.0,255
9527,592970.0,-7822.0,276207876150460.0,278167476045818.0,255
6107,300587.0,14742.0,276207876150460.0,278778576050727.0,255
6107,300603.0,7249.0,277327776181116.0,277649966006364.0,255
6114,17538.0,20797.0,276209366037157.0,277339466015724.0,255
6121,5106.0,-3904.0,277080866089845.0,276557365983573.0,255
291,17572.0,8884.0,276215376177686.0,276524376016804.0,255
1128,5106.0,-19228.0,276260976136843.0,278768066007059.0,255
1128,17508.0,7799.0,276207876150460.0,278778576050727.0,255
1149,17547.0,-16651.0,278778276150947.0,277644576058165.0,255
1128,17551.0,29457.0,277730976162690.0,278023776051283.0,255
1133,17537.0,31309.0,277757366061412.0,276266676062511.0,255
1133,54080.0,-10814.0,276263676145342.0,277995276030591.0,255
1133,52414.0,-146.0,276295776119572.0,276261276088709.0,255
1133,52487.0,6132.0,276207566073042.0,276178476080765.0,255
1133,17538.0,3205.0,276263676145342.0,276464676036553.0,255
1138,17547.0,-19611.0,277757366061412.0,276176076049051.0,255
1138,195919.0,8779.0,276263676145342.0,276208176066094.0,255
1138,17572.0,17101.0,276781176200295.0,277995276030591.0,255
1138,17498.0,-14962.0,276215376177686.0,276263976045281.0,255
1138,52483.0,29870.0,277602566070310.0,276464676036553.0,255
1140,68629.0,-3128.0,276207876150460.0,277757665937992.0,255
1141,17527.0,-31651.0,276215376177686.0,277142076040217.0,255
1141,71427.0,-4523.0,277141176125041.0,277141476024931.0,255
1141,54080.0,12672.0,276263676145342.0,276464676036553.0,255
1141,71612.0,-13235.0,277080866089845.0,278277565988023.0,255
291,17499.0,7052.0,276869076138072.0,278376276055805.0,255
291,24896.0,27777.0,276209366037157.0,277328076081348.0,255
1111,54080.0,-17393.0,278652866083517.0,278277276037230.0,255
1111,17502.0,7625.0,276901176196667.0,276207865949104.0,255
1111,54080.0,12215.0,276260976136843.0,276208176066094.0,255
1111,54080.0,8483.0,277327776181116.0,276296076019265.0,255
1111,68675.0,9419.0,276207876150460.0,278277565988023.0,255
1111,17498.0,1289.0,277757366061412.0,277328076081348.0,255
1112,285282.0,-4407.0,278336366051976.0,278163576065577.0,255
1112,54006.0,-26467.0,277326576181174.0,276208176066094.0,255
1112,54039.0,-1211.0,276295776119572.0,278167476045818.0,255
1112,54060.0,2063.0,276464376105051.0,278277565988023.0,255
1112,68629.0,-29967.0,278111376198216.0,278111676098387.0,278
1115,15891.0,-31230.0,276710976162597.0,276711276062501.0,255
1115,17502.0,2746.0,276207566073042.0,277757665937992.0,255
1115,17499.0,29128.0,276295776119572.0,278802865926759.0,255
1117,190921.0,-4464.0,277344566111359.0,278277565988023.0,255
1118,195572.0,7270.0,277327776181116.0,278286565953484.0,255
2595,17525.0,-21016.0,277499066098173.0,277499365974716.0,255
2595,286124.0,813.0,278167176128026.0,276208176066094.0,255
2595,68701.0,-21718.0,277080866089845.0,277931365984867.0,255
2595,195919.0,-20423.0,276209666037161.0,276296076019265.0,255
6635,15436.0,8249.0,278165066097878.0,278165365974404.0,334
6650,17537.0,-31563.0,277505366054725.0,278023776051283.0,255
6650,54080.0,-65.0,277505666055016.0,278163576065577.0,313
6650,68701.0,-29620.0,277734266121721.0,278277565988023.0,255
6650,320049.0,6107.0,278378066071469.0,277698865927342.0,255
6650,17538.0,-26679.0,276295776119572.0,276263976045281.0,255
6440,5453.0,-31236.0,277326576181174.0,277757665937992.0,255
6440,5106.0,22220.0,277076666099918.0,278277565988023.0,255
6440,314617.0,18662.0,277327776181116.0,277127965912758.0,255
6440,17572.0,-8689.0,276869076138072.0,276261276088709.0,255
6440,314681.0,-32197.0,278769566090681.0,278769865967637.0,255
6441,195572.0,-21317.0,276207876150460.0,277038565920367.0,255
6449,315760.0,-13020.0,276869076138072.0,278277565988023.0,255
6449,195919.0,-1154.0,276263676145342.0,277164266000221.0,255
6449,17537.0,29962.0,277164266123486.0,276208176066094.0,256
6453,17525.0,-15520.0,277327776181116.0,276379465987712.0,255
6453,315830.0,9076.0,277327776181116.0,278778576050727.0,255
6453,17527.0,23299.0,276736766103922.0,276737065979607.0,255
6453,315845.0,-4934.0,277644876157987.0,277757665937992.0,255
6453,17547.0,-25087.0,277757366061412.0,277509865912858.0,255
6453,315895.0,-20859.0,278710766032697.0,278711065909679.0,255
6455,315969.0,31169.0,277080866089845.0,276514466002887.0,255
6455,52483.0,23297.0,277080866089845.0,276464676036553.0,255
6455,315988.0,-231.0,277590266145519.0,278023776051283.0,255
6156,5453.0,16940.0,277757366061412.0,276261276088709.0,255
6156,52483.0,24770.0,277251866088501.0,277252165965230.0,255
6170,17525.0,18443.0,278623466045618.0,278623765922203.0,310
6175,354813.0,-21150.0,277326576181174.0,278167476045818.0,255
6175,17538.0,12200.0,276295776119572.0,277757665937992.0,255
6175,17547.0,19476.0,277178066094994.0,277328076081348.0,255
6175,285282.0,-9734.0,277310366055903.0,277310665932155.0,255
6175,5106.0,2368.0,276209666037161.0,277351465924967.0,255
6175,17498.0,-7758.0,276215376177686.0,277995276030591.0,255
6175,195572.0,24445.0,276435276153475.0,276296076019265.0,255
6180,860180.0,32114.0,278255066090121.0,276632965975239.0,255
6180,285282.0,-15609.0,276725066057712.0,276725365933996.0,255
1122,17538.0,28632.0,276260976136843.0,276208176066094.0,255
1122,17547.0,6101.0,278652866083517.0,278163576065577.0,255
1122,17206.0,-21029.0,276869076138072.0,276791676069718.0,255
1122,285282.0,17497.0,278802866050153.0,278778576050727.0,255
1123,3335.0,6167.0,277080866089845.0,276464676036553.0,255
9511,1311874.0,-30936.0,276869076138072.0,278802565926701.0,255
9518,195919.0,9223.0,277080866089845.0,276178476080765.0,255
9518,5453.0,-24623.0,276305066107907.0,277317876080913.0,255
9518,17502.0,26973.0,276260976136843.0,278167476045818.0,255
9518,1152438.0,-5300.0,277080866089845.0,276178476080765.0,255
9518,1152441.0,5305.0,277080866089845.0,276296076019265.0,255
9518,5453.0,25031.0,276464376105051.0,276261276088709.0,255
9518,1152455.0,24637.0,276263676145342.0,276435576053201.0,255
9520,17499.0,-11112.0,276295776119572.0,276208176066094.0,255
9520,17538.0,15493.0,277757366061412.0,276263976045281.0,255
9522,2069579.0,31804.0,276869076138072.0,276563965989990.0,255
9522,17547.0,-766.0,276717566038130.0,276717865915048.0,255
9522,2069615.0,7590.0,277757366061412.0,276296076019265.0,255
9522,2069624.0,20157.0,277080866089845.0,276261276088709.0,255
9523,5106.0,7415.0,278778276150947.0,276211165914003.0,255
9527,17498.0,-1249.0,276263676145342.0,276208176066094.0,255
9527,592945.0,-28351.0,277080866089845.0,276472165975037.0,255
9527,17527.0,-11360.0,276260976136843.0,277044565980267.0,255
9527,54080.0,16191.0,278163876172905.0,276261276088709.0,255
9527,592968.0,15000.0,277327776181116.0,277163965994564.0,255
9527,195572.0,-11262.0,277231166094609.0,276261276088709.0,299
6107,300622.0,-28275.0,277850066071089.0,277850365947744.0,255
6107,17498.0,1994.0,277327776181116.0,278023776051283.0,255
6114,543042.0,-15243.0,278336366051976.0,277757665937992.0,255
291,17537.0,-5799.0,276209366037157.0,278600376003917.0,255
2497,17499.0,-14380.0,276462866139854.0,278778576050727.0,255
2497,5453.0,-13062.0,278652866083517.0,277995276030591.0,255
1127,68701.0,19256.0,277327776181116.0,276296076019265.0,255
1128,5453.0,-11662.0,276295776119572.0,278778576050727.0,255
1128,17542.0,24265.0,277326576181174.0,277317876080913.0,255
1133,52450.0,4474.0,277326576181174.0,278334565928668.0,255
1133,52466.0,-21183.0,278167176128026.0,278767766007058.0,255
1133,17502.0,24638.0,276295776119572.0,277772976086890.0,255
1133,52504.0,-31816.0,277326576181174.0,277317876080913.0,255
1138,68629.0,26439.0,277326576181174.0,277317876080913.0,255
1138,195554.0,12349.0,277080866089845.0,276208476082796.0,255
1138,54080.0,29666.0,276347076145501.0,276464676036553.0,304
1138,68701.0,29862.0,278167176128026.0,276522576024107.0,288
1138,195582.0,28262.0,278255066090121.0,276634176045528.0,255
1138,17498.0,-13883.0,276718766075777.0,278167476045818.0,255
1140,15436.0,23606.0,276215976177785.0,278277276037230.0,255
1141,17499.0,-16269.0,278601276153681.0,277175965960291.0,255
1111,17498.0,-28156.0,277080866089845.0,278802565926701.0,255
1111,68670.0,5994.0,277326576181174.0,276208176066094.0,255
1111,68673.0,4150.0,278652866083517.0,277082676097028.0,255
1111,17537.0,12855.0,277327776181116.0,276296076019265.0,255
1112,17538.0,-30967.0,276435276153475.0,276303276077940.0,255
1112,17547.0,17252.0,277072776155626.0,278277276037230.0,327
1112,5453.0,10541.0,277757366061412.0,276296076019265.0,255
1112,195572.0,17653.0,276464676136579.0,276211165914003.0,255
1112,54112.0,12169.0,276227666069500.0,276263976045281.0,255
1112,285265.0,-18409.0,276781176200295.0,276261276088709.0,255
1113,17525.0,1829.0,277080866089845.0,277579776079491.0,255
1113,17499.0,-4870.0,276295776119572.0,276263976045281.0,255
1115,15880.0,17251.0,277327776181116.0,276435576053201.0,255
1115,15897.0,-14283.0,277326576181174.0,276208176066094.0,255
1551,17525.0,3510.0,277327776181116.0,276208176066094.0,255
2595,286101.0,-8055.0,276263676145342.0,278277565988023.0,255
2595,286125.0,14459.0,277327776181116.0,277766965974056.0,255
2595,286137.0,-1249.0,277931366108659.0,277317876080913.0,255
6170,303094.0,-7096.0,276869076138072.0,278167476045818.0,255
6170,17498.0,32569.0,276260976136843.0,277317876080913.0,255
6175,17572.0,2171.0,276215376177686.0,277757665937992.0,255
6175,68701.0,-29083.0,278163876172905.0,277995276030591.0,255
6175,15436.0,-14592.0,276263676145342.0,277328076081348.0,255
6179,303126.0,779.0,277757366061412.0,276208176066094.0,255
6180,860205.0,-1334.0,276958766032873.0,277757665937992.0,266
6440,285282.0,7382.0,277421066103033.0,277421365979237.0,255
6440,314636.0,17420.0,277757366061412.0,277474465986074.0,255
6440,17498.0,14002.0,277080866089845.0,278167476045818.0,255
6440,314645.0,31177.0,277080866089845.0,277317876080913.0,255
6440,285282.0,-26825.0,277326576181174.0,276464676036553.0,255
6440,285282.0,11458.0,276260976136843.0,277317876080913.0,255
6440,17499.0,26767.0,278114966071777.0,278115265948112.0,255
6440,314665.0,27693.0,277757366061412.0,276435576053201.0,255
6440,314667.0,15127.0,278167176128026.0,278375665934801.0,255
6440,15436.0,-25242.0,277644876157987.0,277387765933095.0,255
6440,17525.0,-12845.0,276260976136843.0,276263976045281.0,254
6449,315731.0,31641.0,276260976136843.0,276296076019265.0,255
6449,17538.0,-29966.0,277080866089845.0,276208176066094.0,255
6453,17499.0,19760.0,277644876157987.0,276208176066094.0,255
6455,17547.0,-20751.0,276215376177686.0,277995276030591.0,255
6455,17498.0,-29719.0,276263676145342.0,278163576065577.0,255
6455,17502.0,29773.0,276781176200295.0,277636766005398.0,255
6644,17502.0,16310.0,278163876172905.0,278023776051283.0,255
6650,285265.0,2550.0,277327776181116.0,276296076019265.0,255
6650,17525.0,19541.0,276464676136579.0,277508965925432.0,255
6650,17499.0,5486.0,276215376177686.0,278377165948038.0,255
6650,320056.0,7471.0,278720666048958.0,276435576053201.0,255
6650,17525.0,19913.0,276869076138072.0,278023776051283.0,255
9511,17538.0,4823.0,276954266040308.0,277231166008103.0,255
9518,17498.0,-7686.0,276464376105051.0,277508665925271.0,255
9518,1152441.0,-6124.0,278802866050153.0,276464676036553.0,255
9518,285282.0,-30880.0,276215376177686.0,276261276088709.0,255
9520,326908.0,14324.0,276207566073042.0,276261276088709.0,255
9520,17525.0,-102.0,277080866089845.0,278277276037230.0,255
9520,17502.0,-7624.0,277080866089845.0,276261276088709.0,255
9522,17572.0,26277.0,278175266074893.0,276296076019265.0,255
9522,17572.0,-23731.0,277164266094548.0,277387765933095.0,255
9522,68701.0,-2224.0,277872266135420.0,276435576053201.0,330
9522,285265.0,-1135.0,278025266070423.0,277317876080913.0,255
9523,285282.0,-25948.0,276720266127695.0,277508965925432.0,255
9523,17547.0,10909.0,276869076138072.0,278778576050727.0,255
1117,190922.0,-8230.0,277080866089845.0,276296076019265.0,255
1118,285282.0,29211.0,276179376162271.0,276179676062188.0,255
1118,17525.0,30585.0,276260376172480.0,276208176066094.0,255
1119,68701.0,10281.0,276263676145342.0,276184776032468.0,255
1119,285265.0,18276.0,276718766075777.0,276260676018191.0,255
1122,17538.0,-430.0,276207876150460.0,276296076019265.0,255
1122,5106.0,26706.0,276263676145342.0,276296076019265.0,255
1123,193658.0,6167.0,277080866089845.0,276263976045281.0,255
1123,193661.0,-3607.0,278334266051977.0,276263976045281.0,255
6107,300606.0,14983.0,277080866089845.0,277175965960291.0,255
6107,285282.0,8552.0,276263676145342.0,277190065955931.0,255
6107,300614.0,17559.0,276869076138072.0,277784665979084.0,255
6114,543036.0,-31789.0,277080866089845.0,277304365951364.0,255
6126,17499.0,20077.0,276207876150460.0,276208176066094.0,255
6126,301440.0,-29309.0,276710366075290.0,277328076081348.0,255
6126,17538.0,2394.0,277080866089845.0,277317876080913.0,255
6126,195572.0,10135.0,276207876150460.0,278778576050727.0,255
6126,301448.0,-11279.0,276865466093667.0,276208176066094.0,255
6126,301471.0,-9662.0,278167176128026.0,276261276088709.0,255
6042,296588.0,4879.0,276263676145342.0,276782965941307.0,255
6048,585520.0,-11536.0,276435276153475.0,276263976045281.0,255
6048,17538.0,22435.0,276207876150460.0,278278465988040.0,255
6048,17499.0,-18111.0,277698566050705.0,276296076019265.0,255
6048,17538.0,27000.0,277698566050705.0,278715265964966.0,255
6060,1132559.0,26760.0,276227666069500.0,276736165973384.0,255
6060,17502.0,-27236.0,276464676136579.0,276208176066094.0,255
6060,1132573.0,-10289.0,277674866116309.0,276464676036553.0,310
6061,285265.0,-153.0,276215966103501.0,276216265979756.0,335
2497,285299.0,26871.0,276207876150460.0,276208176066094.0,255
291,24824.0,-19432.0,276465876186768.0,277757665937992.0,255
1064,285265.0,-25478.0,276464376105051.0,276261276088709.0,255
1128,285265.0,-22862.0,276208176166095.0,278277276037230.0,255
1128,285282.0,23981.0,278778276150947.0,276263976045281.0,255
1128,17538.0,2723.0,278802866050153.0,277317876080913.0,255
1133,17527.0,-27274.0,277326576181174.0,277190065955931.0,255
1133,52432.0,-21867.0,278778276150947.0,276957276071026.0,255
1133,195572.0,7387.0,276718766075777.0,277757665937992.0,255
1138,17525.0,-32538.0,276464376105051.0,276522276088941.0,255
1138,195919.0,-1502.0,276522876124011.0,278023776051283.0,284
1138,17525.0,8779.0,276779376126625.0,277995276030591.0,314
1140,195572.0,-26462.0,276215376177686.0,278278465988040.0,255
1141,285282.0,-30944.0,277644876157987.0,278277565988023.0,255
