characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
Total - Male,Male,"American Indian/Alaska Native, non-Hispanic",2003,21220.0,340.0,Reporting standards not met (too few cases for a reliable estimate).,2387.0,61.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,aMle,"American Indian/Alaska Native, non-Hispanic",2004,21880.0,722.0,Reporting standards not met (too fe wcases for a reliable estimate).,2465.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"American Indian/Alaska Native, non-Hispanic",2005,21170.0,620.0,Reporting standards not met (too few cases for a reliable estimate).,2372.0,63.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,ale,"American Indian/Alaska Native, non-Hispanic",2006,21400.0,843.0,Reporting standards not met (too few cases for a reliable estimate).,2406.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mle,"American Indian/Alaska Native, non-Hispanic",2007,20880.0,510.0,Reporting standards not met (too fw cases for a reliable estimate).,2460.0,65.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mae,"American Indian/Alaska Native, non-Hispanic",2008,20140.0,923.0,Reporting standards not met (oo few cases for a reliable estimate).,2373.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"American Indian/Alaska Native, non-Hispanic",2009,19970.0,917.0,Reporting stnadards not met (too few cases for a reliable estimate).,2254.0,63.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,ale,"American Indian/Alaska Native, non-Hispanic",2010,17830.0,381.0,Reporting standards not met (too few cases for a reliable estimate).,2222.0,75.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,aMle,"American Indian/Alaska Native, non-Hispanic",2011,18200.0,509.0,Reporting standards not met (toos few cases for a reliable estimate).,2064.0,67.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mlae,"American Indian/Alaska Native, non-Hispanic",2012,17960.0,346.0,Reporcting standards not met (too few cases for a reliable estimate).,2177.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Amerian Indian/Alaska Native, non-Hispanic",2000,18400.0,524.0,Reporting standards not met (too few cases for a reliable estimate).,1716.0,64.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2001,16860.0,553.0,Reporting standards not met (too few cases pfor a reliable estimate).,1718.0,52.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2002,18510.0,494.0,Reporting standards not met (too vfew cases for a reliable estimate).,1578.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,emale,"mAerican Indian/Alaska Native, non-Hispanic",2003,17470.0,710.0,Reporting standards not met (too few cases for a reliable estimate).,1585.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femle,"American Indan/Alaska Native, non-Hispanic",2004,15810.0,879.0,Reporting standards not met (too few cases for a erliable estimate).,1577.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2005,15280.0,916.0,Reporting standards not met (tjoo few cases for a reliable estimate).,1555.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,cFemale,"American Indian/Alaska Native, non-Hispanic",2006,17070.0,103.0,Reporting standards not et (too few cases for a reliable estimate).,1533.0,59.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,emale,"American Indian/Alaska Native, non-Hispanic",2007,17280.0,709.0,Reporting standards not met (too few cases for a reliable estimate).,1480.0,65.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indan/Alaska Native, non-Hispanic",2008,15790.0,628.0,Reporting standards not met(too few cases for a reliable estimate).,1458.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Feemale,"American Indian/Alaska Native, non-Hispanic",2009,14840.0,1088.0,Reporting standards not met (too few cases for a reliabel estimate).,1436.0,56.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Feamle,"American Indian/Alaska Native, non-Hispanic",2010,12000.0,662.0,Reporting standards not met (too few cases for a reliable estimate).,1375.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femlae,"American Indian/Alaska Native, non-Hispanic",2011,13930.0,777.0,Reporting standards not met (too efw cases for a reliable estimate).,1349.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femael,"American Indian/Alaksa Native, non-Hispanic",2012,14000.0,717.0,Reporting standards not met (oto few cases for a reliable estimate).,1311.0,55.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2000,22190.0,316.0,Reporting strandards not met (too few cases for a reliable estimate).,2585.0,78.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2001,20750.0,315.0,Reporting standards not met (too few cases for a reliable estimate).,2647.0,64.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2002,20420.0,338.0,Reporting standards not met (too few cases for a reliable estimatue).,2468.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2003,21190.0,290.0,Reporting standards nt met (too few cases for a reliable estimate).,2513.0,63.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2004,20590.0,521.0,Reportin standards not met (too few cases for a reliable estimate).,2524.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2005,20450.0,851.0,Reporting standards not met (too few cases for a rqeliable estimate).,2371.0,68.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2006,20340.0,242.0,Reporting standards not met (too few cases for a reliabled estimate).,2378.0,70.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2007,20160.0,855.0,Reporting standaqrds not met (too few cases for a reliable estimate).,2404.0,80.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2008,17950.0,1065.0,Reporting standards not met (too few cases for reliable estimate).,2382.0,74.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2009,19230.0,798.0,Reporting standards not met (too few caess for a reliable estimate).,2190.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"White, non-Hispanic",2010,15640.0,252.0,Reporting standards not met (too few cases for a reliable estmate).,2166.0,84.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2011,17300.0,1005.0,Reporting standards not met (too few cases for a reliable estimate).,1899.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2012,17910.0,422.0,Reporting standards not met (too few cases for ar eliable estimate).,1890.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Black, non-Hispanic",2000,18670.0,874.0,Reporting standards not met (too few cases for a reliable estimate).,588.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2001,18690.0,1087.0,Reporting standards not met (too few cases for a reliable eestimate).,566.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2002,17150.0,996.0,Reporting standards not met (too few cases for a reliable estimate).,525.0,41.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2003,14980.0,922.0,Reporting standards not met (too few cases for a eliable estimate).,552.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Black, non-Hispanic",2004,16640.0,1423.0,Reporting standards not met (too few cases for a reliabel estimate).,544.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",emale,"Black, non-Hispanic",2005,15900.0,967.0,Reporting standards not met (too few cases for a reliable estimate).,560.0,34.0,Data not available.
Total,Female,"Black, non-Hispanic",2006,19040.0,1319.0,Reporting standards not met (too few cases for a reliable estimate).,568.0,38.0,Data not available.
Total,Female,"Black, non-Hispanic",2007,16280.0,797.0,Reporting standards not met (too few cases for a reliable estimate).,579.0,36.0,Data not available.
Total - Male,Female,"Black, non-Hispanic",2008,16930.0,2086.0,Reporting standards not met (too few cases for a reliable estimate).,496.0,33.0,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hisanic",2009,12850.0,853.0,Reporting standards not met (too few cases for a reliable estimate).,589.0,33.0,Data not available.
Total,Female,"Black, non-Hispanic",2010,14890.0,1219.0,Reporting standards not met (too few cases for a reliable estimate).,458.0,31.0,Data not available.
Total - Female,Female,"Black, non-Hispanic",2011,12190.0,774.0,Reporting standards not met (too few cases for a reliable estimate).,471.0,34.0,Data not available.
Total,Female,"Black, non-Hispanic",2012,12130.0,774.0,Reporting standards not met (too few cases for a reliable estimate).,545.0,35.0,Data not available.
Total,Female,Hispanic,2000,20000.0,506.0,Reporting standards not met (too few cases for a reliable estimate).,782.0,50.0,Data not available.
Total,Female,Hispanic,2001,19450.0,459.0,Reporting standards not met (too few cases for a reliable estimate).,757.0,49.0,Data not available.
Total - Male,Female,Hispanic,2002,19150.0,480.0,Reporting standards not met (too few cases for a reliable estimate).,795.0,50.0,Data not available.
Total - Male,Female,Hispanic,2003,18720.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,742.0,48.0,Data not available.
Total - Male,Female,Hispanic,2004,18190.0,77.0,Reporting standards not met (too few cases for a reliable estimate).,780.0,37.0,Data not available.
Total - Male,Female,Hispanic,2005,18470.0,547.0,Reporting standards not met (too few cases for a reliable estimate).,792.0,34.0,Data not available.
Total,Female,Hispanic,2006,19320.0,958.0,Reporting standards not met (too few cases for a reliable estimate).,817.0,35.0,Data not available.
Total,Female,Hispanic,2007,18570.0,717.0,Reporting standards not met (too few cases for a reliable estimate).,787.0,34.0,Data not available.
Total,Female,Hispanic,2008,17140.0,1484.0,Reporting standards not met (too few cases for a reliable estimate).,773.0,37.0,Data not available.
Total,Female,Hispanic,2009,16930.0,811.0,Reporting standards not met (too few cases for a reliable estimate).,736.0,30.0,Data not available.
Total,Female,Hispanic,2010,16700.0,989.0,Reporting standards not met (too few cases for a reliable estimate).,799.0,35.0,Data not available.
"Total - Black, non-Hispanic",Female,Hispanic,2011,16160.0,443.0,Reporting standards not met (too few cases for a reliable estimate).,835.0,42.0,Data not available.
Total,Female,Hispanic,2012,15580.0,598.0,Reporting standards not met (too few cases for a reliable estimate).,869.0,38.0,Data not available.
Total - Female,Female,"Asian, non-Hispanic",2000,21330.0,3487.0,Reporting standards not met (too few cases for a reliable estimate).,84.0,15.0,Data not available.
Total,Female,"Asian, non-Hispanic",2001,19450.0,2620.0,Reporting standards not met (too few cases for a reliable estimate).,87.0,15.0,Data not available.
Total,Female,"Asian, non-Hispanic",2002,22340.0,1464.0,Reporting standards not met (too few cases for a reliable estimate).,79.0,15.0,Data not available.
Total,Female,"Asian, non-Hispanic",2003,23060.0,1847.0,Reporting standards not met (too few cases for a reliable estimate).,81.0,15.0,Data not available.
Total,Female,"Asian, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,18510.0,1954.0,Reporting standards not met (too few cases for a reliable estimate).,85.0,15.0,Data not available.
Total,Female,"Asian, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Asian, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Asian, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - Black, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",emale,"American Idian/Alaska Native, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femanle,"American Indian/Alaska ative, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alsaka Native, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Febmale,"American Indian/Alaska Native, non-Hispanoic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"Amercan Indian/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - Asian, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Native, nn-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-dHispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Two or more races, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Two or more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2005,16130.0,3053.0,Reporting standards not met (too few cases for a reliable estimate).,78.0,10.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2008,19450.0,520.0,Reportin gstandards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Asian, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total,Female,"Two or more races, non-Hispanic",2011,14920.0,3691.0,Reporting standards not met (too few cases for a reliable estimate).,99.0,13.0,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Data not available.
Total - Male,Male,"White, non-Hispanic",2000,25330.0,547.0,Reporting standards not met (too few cases for a reliable estimate).,1515.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2001,23340.0,778.0,Reporting standards not met (too few cases for a reliable estimate).,1547.0,49.0,Data not available.
Total - Male,Male,"White, non-Hispanic",2002,22980.0,893.0,Reporting standards not met (too few cases for a reliable estimate).,1479.0,48.0,Data not available.
Total,Male,"White, non-Hispanic",2003,22710.0,582.0,Reporting stadnards not met (too few cases for a reliable estimate).,1535.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2004,24190.0,1230.0,Reporting standards not met (too few cases for a reliable estimate).,1554.0,58.0,Data not available.
Total - Male,Male,"White, non-Hispanic",2005,23340.0,403.0,Reporting standards not met (too few cases for a reliable estimate).,1437.0,50.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Male,"White, non-Hispanic",2006,22580.0,773.0,Reporting standards not met (too few cases for a reliable estimate).,1453.0,46.0,Data not available.
Total,Male,"White, non-Hispanic",2007,22000.0,161.0,Reporting standards not met (too few cases for a reliable estimate).,1497.0,59.0,Data not available.
Total - Male,Male,"White, non-Hispanic",2008,20820.0,1113.0,Reporting standards not met (too few cases for a reliable estimate).,1511.0,62.0,Data not available.
Total - Male,Male,"White, non-Hispanic",2009,21180.0,458.0,Reporting standards not met (too few cases for a reliable estimate).,1361.0,50.0,Data not available.
Total,Male,"White, non-Hispanic",2010,17800.0,803.0,Reporting standards not met (too few cases for a reliable estimate).,1306.0,62.0,Data not available.
Total - Female,Male,"White, non-Hispanic",2011,19510.0,540.0,Reporting standards not met (too few cases for a reliable estimate).,1186.0,57.0,Data not available.
Total,Male,"White, non-Hispanic",2012,19350.0,1289.0,Reporting standards not met (too few cases for a reliable estimaet).,1210.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",2000,20000.0,1795.0,Reporting standards not met (too few cases for a reliable estimate).,275.0,30.0,Data not available.
Total,Male,"Black, non-Hispanic",2001,19450.0,1078.0,Reporting standards not met (too few cases for a reliable estimate).,293.0,31.0,Data not available.
Total,Male,"Black, non-Hispanic",2002,16590.0,1409.0,Reporting standards not met (too few cases for a reliable estimate).,288.0,31.0,Data not available.
Total,Male,"Black, non-Hispanic",2003,18820.0,817.0,Reporting standards not met (too few cases for a reliable estimate).,294.0,31.0,Data not available.
Total,Male,"Black, non-Hispanic",2004,17940.0,1466.0,Reporting standards not met (too few cases for a reliable estimate).,279.0,25.0,Data not available.
Total - Male,Male,"Black, non-Hispanic",2005,16640.0,1657.0,Reporting standards not met (too few cases for a reliable estimate).,305.0,26.0,Data not available.
Total,Male,"Black, non-Hispanic",2006,20100.0,640.0,Reporting standards not met (too few cases for a reliable estimate).,320.0,26.0,Data not available.
Total - Male,Male,"Black, non-Hispanic",2007,18490.0,2353.0,Reporting standards not met (too few cases for a reliable estimate).,347.0,24.0,Data not available.
Total - Male,Male,"Black, non-Hispanic",2008,19920.0,2026.0,Reporting standards not met (too few cases for a reliable estimate).,280.0,25.0,Data not available.
Total - Male,Male,"Black, non-Hispanic",2009,12860.0,2002.0,Reporting standards not met (too few cases for a reliable estimate).,306.0,22.0,Data not available.
Total,Male,"Black, non-Hispanic",2010,15740.0,930.0,Reporting standards not met (too few cases for a reliable estimate).,278.0,26.0,Data not available.
"Total - Asian, non-Hispanic",Male,"Black, non-Hispanic",2011,12050.0,708.0,Reporting standards not met (too few cases for a reliable estimate).,260.0,22.0,Data not available.
Total - Female,Male,"Black, non-Hispanic",2012,12230.0,958.0,Reporting standards not met (too few cases for a reliable estimate).,312.0,26.0,Data not available.
Total - Female,Male,Hispanic,2000,21330.0,595.0,Reporting standards not met (too few cases for a reliable estimate).,495.0,40.0,Data not available.
Total - Female,Male,Hispanic,2001,20230.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,474.0,39.0,Data not available.
Total,Male,Hispanic,2002,21240.0,542.0,Reporting standards not met (too few cases for a reliable estimate).,514.0,41.0,Data not available.
Total,Male,Hispanic,2003,19470.0,651.0,Reporting standards not met (too few cases for a reliable estimate).,476.0,39.0,Data not available.
Total,Male,Hispanic,2004,18700.0,863.0,Reporting standards not met (too few cases for a reliable estimate).,513.0,30.0,Data not available.
Total,Male,Hispanic,2005,19960.0,1216.0,Reporting standards not met (too few cases for a reliable estimate).,501.0,26.0,Data not available.
Total,Male,Hispanic,2006,20670.0,783.0,Reporting standards not met (too few cases fors a reliable estimate).,537.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2007,19560.0,987.0,Reporting standards not me t(too few cases for a reliable estimate).,520.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Mael,Hispaic,2008,19140.0,1371.0,Reporting standards not me (too few cases for a reliable estimate).,481.0,27.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2009,17860.0,1533.0,Reporting standards not met (too few cases for a reliable estimate).,476.0,23.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Maqle,Hispanic,2010,17880.0,664.0,Reporting standards not met (too few cases for a reliable estimate).,529.0,28.0,Reporting standards not met (too few cases for a reliable estimate).
