rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
23,23005,23,277473524707384,277473525107386,0
25,23604,25,277422088971584,277422089171584,3
20844,23604,25,277422089271586,277422097971639,1
25,23604,25,277422098071644,277422103871617,3
25,23604,25,277422103971662,277422104171625,0
26,24282,26,277642911509567,404720400372663,3
21044,24282,26,277642911709573,334800496042207,1
16264,24282,26,300840814280919,277642919409526,3
26,24282,26,282271475267650,277643187109399,2
17206,24282,26,277643187209534,277643187609449,3
26,24282,26,277643187709400,277643196909393,1
26,24282,26,277643197009468,225217321378293,3
30,25283,30,276291913627096,276291913627096,0
30,25283,30,276291913727097,276291913727097,3
30,25283,30,276291913827097,276291913827097,0
30,25283,30,276291913927095,224479751481626,1
18032,25283,30,276292091927282,276292091927282,3
30,25283,30,304260947691305,276292092427325,0
18883,25338,30,277065829909181,277065829909181,0
30,25338,30,277065830009245,277065830009245,3
30,25338,30,377810313179756,277065839109195,1
30,25338,30,313843494488811,277065839209198,0
30,25338,30,277065839309194,153096170801413,3
30,25338,30,277065839409195,277065839409195,0
30,25338,30,277065839509196,144573872506111,2
30,25338,30,315149010242481,277066054509341,0
30,25338,30,277066054609341,277066610009695,2
30,25338,30,151076343576061,277066611109700,0
30,25338,30,277066611209972,277066618909725,3
30,25338,30,277066619009671,277066619009671,0
30,25338,30,350827059290575,277066658909835,2
30,25338,30,277066659009782,277066659009782,3
30,25338,30,277066659109780,277066659109780,0
30,25338,30,277066659209780,277066887109860,1
30,25338,30,277066887209861,340621793552825,0
30,25338,30,389593089472582,219254986429271,3
30,25338,30,277066887409860,277066887409860,0
30,25408,30,277759048168358,277759048168358,0
30,25408,30,277759048268346,277759057768378,3
30,25408,30,277759057868380,277759057868380,0
30,25408,30,277759057968379,188354771683631,2
30,25408,30,277759093068459,321381676295496,0
30,25408,30,277759093168459,277759093168459,3
30,25408,30,277759093268473,277759093268473,0
30,25408,30,277759093368465,277759368168527,1
10,13956,10,278682186485535,278682186485535,0
10,13956,10,289129705647754,278682226985510,1
10,13956,10,158588936521046,278682227085517,0
11,14426,11,276464202244121,276464309044323,1
14,20108,14,251965008956120,385203072006927,0
15,20491,15,276229818186765,139551407696745,3
20010,20491,15,234204173232715,276229818286775,2
15,20491,15,256199998012025,232200617892502,3
15,20491,15,276229837886834,276229838286831,2
15,20491,15,276229838386821,276229875786922,1
15,20491,15,172537850064644,260014000490628,2
15,20491,15,276229875986921,276229876086777,3
15,20491,15,276229876186899,276229891886963,2
16208,20491,15,212880977463475,276229910687141,3
15,20491,15,276229910787031,276229910787031,0
15,20491,15,276229910887116,415417013364262,2
15,20491,15,276229929487079,276229929487079,3
15,20491,15,357131854619473,379256470890846,2
15,20491,15,276229929687160,276229936886277,3
21229,20491,15,276229936986198,276229955186018,2
17787,20491,15,276229955286016,276229966686275,3
15,20491,15,276229966786275,276229966786275,0
15,20491,15,276229966886293,276229998486376,2
15,20491,15,276229998586364,276230006586396,3
15,20491,15,276230006686397,276230007386399,2
15,20491,15,276230007486402,276230007686409,3
15,20491,15,333564329726568,276230008186402,2
15,20491,15,210946286452334,276230447186432,1
15,20491,15,227777066187414,276230447386435,2
15,20491,15,276230447486421,276230447786436,0
15,20590,15,277871166631632,277872128131858,1
15,20590,15,379518349085856,277872128231868,3
18922,20590,15,277872128331872,277872128431825,0
21,22000,21,276883435300819,138674622393419,0
21,22000,21,305625163280887,147720449966190,3
21,22000,21,313017499068950,276883580500852,1
21,22000,21,276883580600846,276883598200889,3
21,22000,21,276883598300881,276883598500880,0
21,22119,21,278195956774585,351994752123748,0
-10186,22119,21,161736424826705,182311932824958,3
21,22119,21,278195956974603,278196262474633,1
21,22119,21,278196262574619,278196262574619,3
21,22119,21,278196262674636,278196262874621,0
23,941145,23,156369309154454,339938181872748,3
23,941145,23,277992210137733,277992251337759,1
23,941145,23,194454107701808,277992251637797,3
23,941145,23,277992251737755,261295022722704,2
23,941145,23,402673887110336,277992275637782,0
23,941145,23,277992275737775,277992289637785,3
23,941145,23,227764504603412,277992290137825,0
23,941168,23,268593617577902,278343015459213,0
23,941168,23,278343015559232,168648766856387,3
23,941168,23,278343021359110,173471313075936,0
24,23277,24,160127473434851,326783485206545,0
30,25471,30,350890054355625,278619041414777,0
30,25471,30,278619041514774,294740521056959,3
30,25471,30,278619041614778,278619041614778,0
30,25471,30,386297380672897,278620008914295,1
30,25471,30,278620009014304,278620009114294,0
30,25471,30,278620009214308,278620030914332,2
30,25471,30,278620031014336,278620031114331,0
30,25471,30,278620031214342,278620031214342,3
30,25471,30,278620031314333,278620031414335,0
30,25471,30,278620031514332,142960757482770,1
18781,25471,30,278620169814375,278620169814375,3
30,25471,30,278620169914373,286796268280805,0
30,25471,30,278620170414376,278620190514395,2
30,25471,30,278620190614403,278620190614403,3
30,25471,30,137665679661158,201828456003195,0
30,25471,30,278620190814402,161535431052467,1
30,25471,30,278620344014465,299599788361995,0
31,25892,31,277124412882894,208603432434928,0
31,25892,31,277124413082894,277124413182896,3
31,25892,31,277124413282883,277124413582888,0
31,25892,31,277124413682893,277124441682874,1
31,25892,31,277124441782871,277124441882880,0
31,25892,31,277124441982880,277124442482881,3
31,25892,31,277124442582879,277124446382878,0
31,952207,31,278424747209178,278424747209178,3
31,952207,31,278424747308964,278424747408962,0
31,952207,31,278424747508996,278424753009193,1
31,952207,31,278424753109078,398633812811597,0
31,952207,31,278424753209015,400278537318930,3
31,952207,31,167107949706049,278424754008971,0
34,27532,34,277417736757262,277417736857251,0
34,27532,34,235472687555882,277417781457385,1
34,27532,34,344863419375626,277417781657447,0
26,24264,26,277384179952267,277384180052206,3
18943,24264,26,277384180152260,277384189852201,1
26,24264,26,277384189952201,277384190052202,3
30,25326,30,276896775332294,276896775332294,0
-9599,25326,30,312205315970407,276896775432335,3
-9881,25326,30,250694550376871,276896947932438,1
19408,25326,30,276896948032388,416852126148999,0
30,25326,30,313852180956789,276896948132387,3
30,25326,30,201154612491260,276896948232428,0
30,25326,30,276896948332389,276897476732674,2
30,25326,30,276897476832720,289057231472603,0
30,25326,30,276897476932675,155371283994195,3
30,25326,30,200216060644071,276897675732847,1
30,25326,30,238824555891259,252103645256599,0
30,25413,30,277854920961740,268192609688364,0
30,25413,30,277854921361738,277854925461792,3
30,25413,30,164950190287183,277854925561794,0
18246,25413,30,277854925661745,277854930461751,2
30,25413,30,277854930561800,277854930561800,3
30,25413,30,277854930661752,277854930661752,0
10,13946,10,356785187273229,278528493702790,3
11,14443,11,420553111579071,276828965902030,0
11,14443,11,225697870191287,269742950674967,2
11,14443,11,276828966202080,276829565302177,1
11,14443,11,276829610989207,252378983341729,2
11,14443,11,179434362418084,276829647642213,0
11,14443,11,276829647742217,276829647842215,2
11,14443,11,158652818680555,175608269611981,1
12,19017,12,249357845636115,278765524831479,0
12,19017,12,278765524931425,278765540131463,3
12,19017,12,278765540231503,278765540231503,0
14,20110,14,246270069381347,277856067144470,0
14,20110,14,245743194558585,229912960151975,2
-9856,20110,14,277856068344446,277856074444456,0
30,25470,30,278597408160618,206646764601095,3
30,25470,30,278597408260619,411925314808983,0
30,25470,30,278597408360620,291376285853193,1
30,25470,30,278597427360651,148726111993067,0
30,25470,30,167567651382486,278597437160679,2
30,25470,30,173798061217956,278597437260694,0
30,25470,30,224483877511349,278597437360673,3
30,25470,30,278597437460671,278597437460671,0
30,25470,30,278597437560674,278597597960736,1
30,25470,30,278597598060735,200346300081169,0
30,25470,30,278597598260737,278597598260737,3
30,25470,30,415407980367958,278597598360739,0
23,22934,23,276264010933995,374793083517117,0
23,22934,23,276264011434000,276264018634010,3
23,22934,23,276264018734053,276264019434013,0
23,22934,23,276264019534013,276265187833281,2
23,22934,23,220729593952240,276265187933278,0
23,22969,23,276652082470078,162745443882377,0
30,25316,30,276780131473819,276780131473819,0
30,25316,30,276780131573810,251562100874398,3
30,25316,30,173207302800909,276780148373728,1
30,25316,30,276780148473739,205239944523128,3
30,25316,30,276780148573735,221810814975233,2
30,25316,30,276780651273915,276780651273915,0
30,25316,30,276780651373888,276780651373888,3
19198,25316,30,276780651473906,276780661673911,1
30,25316,30,276780661773913,242043773227019,0
30,25316,30,276780661873908,276780661873908,3
30,25348,30,277153712595490,277153712695575,0
30,25348,30,277153712795602,277153718095507,3
30,25348,30,277153718195490,277153718195490,0
30,25348,30,408225692879411,277153722295525,2
30,25348,30,374735962016640,277153722395508,0
30,25348,30,277153722495523,277153744495454,3
30,25348,30,277153744595451,277153744595451,0
30,25348,30,277153744695455,277154241396154,1
30,25348,30,277154241496144,171120786168187,0
30,25348,30,277154241595790,277154241595790,3
30,25348,30,277154241696116,277154737895901,2
30,25348,30,393900244925629,362123223484901,0
30,25348,30,277154738095897,271807424163055,3
30,25348,30,277154746395912,277154783796018,2
30,25348,30,277154783896184,277154783896184,0
30,25348,30,185140018892005,188157828741789,3
30,25348,30,277154784095998,195997068443253,1
30,25348,30,277154952295932,277154952395935,0
30,25348,30,277154952495969,277154956896101,3
30,25348,30,277154956996119,394584622931743,0
30,25348,30,277154957196090,277154963796043,2
30,25348,30,277154963895978,277154963895978,0
30,25348,30,413828707178008,277154968795975,3
30,25348,30,277154968896025,277154968896025,0
30,25348,30,263369906052637,277154973395984,2
19156,25348,30,277154973496078,277154973595984,0
30,25348,30,234064882529720,277154978296021,3
30,25348,30,277154978396004,270345295177553,0
30,25348,30,277154978496097,277155711095438,2
30,25348,30,277155711195662,277155711295508,0
30,25348,30,277155711395435,418627324099627,1
30,25348,30,386986347031791,277155943295542,3
30,25348,30,277155943395535,277155954195796,0
30,25348,30,396447082536416,216572550015038,3
30,25348,30,277156070595788,277156070595788,0
30,25377,30,277557983233937,277557983333937,0
30,25377,30,277557983433937,277557994434021,1
30,25377,30,277557994533984,277557994533984,0
30,25377,30,277557994633952,277557994633952,3
30,25377,30,252107557562543,277558636733329,2
30,25377,30,277558636833265,277558636833265,0
30,25377,30,277558636933311,277558636933311,3
30,25377,30,277558637033267,277558669533316,1
30,25377,30,277558669633313,277558669733314,0
30,25412,30,277851386251937,404588740705247,3
30,25412,30,277851386351981,277851386351981,0
30,25412,30,277851386451938,277851397551869,1
30,25412,30,277851397651870,277851397951868,0
30,25412,30,277851398051869,277851398051869,3
30,25412,30,277851398151915,277851481051996,2
30,25412,30,262556982699460,277851481252043,0
30,25412,30,277851481352045,277851492351926,3
30,25412,30,277851492451927,311921958766780,0
30,25412,30,277851492551923,277851495351991,2
30,25412,30,277851495451930,277851495451930,0
30,25412,30,277851495551931,277851520552017,3
30,25412,30,277851520651971,277851520651971,0
30,25412,30,277851520751970,277851535452037,1
30,25412,30,166772606905221,404925866892174,0
30,25412,30,277851535751999,158246552052808,3
30,25412,30,412536000992244,277851535851994,0
20385,25412,30,277851535951993,277851537751997,2
30,25412,30,277851537851997,277851537952044,0
30,25412,30,277851538052040,154973075594135,1
30,25412,30,404998302797860,410953794751286,0
11,14495,11,277590495433029,277590616632289,1
-10111,14495,11,277590616732274,277590616732274,3
13,19325,13,276278706807500,276278706907496,0
-10191,19325,13,276278707007507,228313505418969,2
13,19325,13,276278707107446,276278712007464,3
14,19965,14,276383495076299,276383529776341,0
30,25476,30,278681139544265,278681139544265,0
30,25476,30,278681139644268,278681139644268,3
30,25476,30,278681139744300,211344528000786,1
30,25476,30,417051776083239,278681152944290,3
30,25476,30,278681153044282,278681153044282,0
30,25476,30,278681153144302,226024874158157,2
30,25476,30,278681542444534,324934267786711,0
30,25476,30,278681542544532,278681550344561,3
30,25476,30,328440718181854,376167209078543,0
30,25476,30,278681550544509,278681562944445,1
30,25476,30,278681563044487,278681563244444,0
30,25476,30,278681563344447,278681563344447,3
30,25476,30,278681563444444,278681563444444,0
-9868,25862,31,276627137140797,276627137240795,0
31,25862,31,205583280056877,276627137340837,3
31,25862,31,276627137440798,276627137540796,0
31,25862,31,276627137640798,276627150340830,1
19103,25862,31,276627150440789,327618070891702,0
31,25862,31,276627150540790,276627150840789,3
31,25862,31,276627150940790,276627151340788,0
31,25862,31,276627151440790,276627159440787,2
31,25862,31,338495321212960,276627159940827,0
31,25862,31,276627160040785,276627168340779,3
31,25862,31,276627168440780,276627168640780,0
31,952147,31,277589348596837,277589348796837,0
31,952147,31,277589348896881,277589476796964,1
31,952147,31,277589476896963,277589476996958,0
21191,952147,31,277589477096972,277589477296982,3
31,952147,31,277589477396962,277589477596960,0
31,952147,31,277589477696975,277590114697638,2
31,952147,31,277590114797678,277590114897636,3
31,952147,31,414106885228712,277590115097637,0
31,952147,31,277590115197634,277590237997638,1
31,952147,31,277590238097614,277590238097614,0
31,952147,31,277590238197614,277590238397612,3
31,952147,31,313026961110339,277590238797613,0
31,952176,31,278081314429354,278081314429354,3
31,952176,31,278081314529350,355012433152794,1
31,952176,31,358641815154978,278081340829389,0
31,952176,31,160256459650756,278081341229338,3
19986,952176,31,278081341329338,401985255477116,0
14,19997,14,276710903291842,276710915291874,0
14,19997,14,276710915391866,276710915391866,2
14,19997,14,276710915491863,276710921991882,3
14,19997,14,276710922091873,276710923091871,0
14,20119,14,277987363952059,277987367552090,3
14,20119,14,277987367652086,368021539341816,0
15,20499,15,250167526744762,276363775019850,0
15,20499,15,276363775119888,225555655649005,3
15,20499,15,276363783519930,276363783519930,0
15,20499,15,276363783619987,276363801319978,2
15,20499,15,242043413577650,276363856319076,1
15,20499,15,169922498585107,276363856519078,2
15,20499,15,276363856620176,276363856920085,0
18599,20528,15,276880555274381,276880555274381,3
15,20528,15,276880555374375,276880555374375,2
15,20528,15,276880555474386,276880564274439,3
15,20528,15,352949989187712,276880564374427,0
15,20528,15,276880564474429,276880579074603,2
15,20528,15,276880579174494,276880585074631,3
15,20528,15,276880585174528,257596419401098,0
15,20528,15,276880585274513,276880604274540,2
-9696,20528,15,276880604374526,276880869174466,1
15,20528,15,276880869274440,276880869274440,2
15,20528,15,276880869374558,160265024564818,3
15,20528,15,276880869474327,276880869474327,2
17146,20528,15,276880869574442,276880869874306,0
22,22545,22,278557322493710,278557519493621,1
22,22545,22,278557519593618,278557545793577,3
23,22954,23,276523261273716,276523261673843,0
23,22954,23,276523261773846,276523269973840,3
23,22954,23,370614112392209,276523270973838,0
23,22983,23,227433513682315,276868546036113,0
23,22983,23,276868546136113,276868546536156,3
17741,22983,23,276868546636107,276868623336065,1
16148,22983,23,276868623436065,276868637836070,2
23,22983,23,276868637936070,276868638836081,0
23,22983,23,276868638936073,276868647336090,3
23,22983,23,276868647436083,276868647836090,0
23,22986,23,180641061689453,276955525170705,0
18480,22986,23,276955525270939,379326037743887,3
23,22986,23,382534941427000,211071300906181,0
23,941121,23,277560078019375,181387136883828,3
23,941121,23,277560078219275,277560132619321,1
23,941121,23,277560132719322,277560132919324,3
23,941121,23,336308025366905,277560148919421,2
19020,941121,23,277560149019457,277560149419336,0
18112,941121,23,277560149519435,277560161219340,3
-9933,941121,23,346990605832167,346384420040536,0
23,941182,23,278457424042377,278457424142391,3
23,941182,23,278457424242379,278457562142686,1
18249,941182,23,278457562242718,278457562342685,3
23,941182,23,278457562442675,278457568642687,2
23,941182,23,278457568742742,361176161451049,0
23,941182,23,278457568942758,278457583342769,3
17384,941182,23,278457583442706,278457583642720,0
23,941182,23,347260424497427,278457999142489,2
23,941182,23,278457999242450,278457999642451,3
23,941182,23,278457999742451,178973793730910,1
18246,941182,23,278458030742541,278458031342547,3
23,941182,23,278458031442497,278458031842498,0
20203,20002,14,276728532803635,276728532903635,0
14,20002,14,321590935287190,276728533303633,2
14,20002,14,276728533403636,370482869404493,0
14,20002,14,276728533503634,276728533703633,2
14,20002,14,276728533803634,276728533803634,3
14,20002,14,276728533903680,276728533903680,2
14,20002,14,276728534003693,276728574503613,0
14,20002,14,276728574603612,289733715080221,2
14,20002,14,276728652503724,220130664640933,0
14,20002,14,276728718103744,199218050806156,2
14,20002,14,276728795903819,346992078869303,0
14,20002,14,351095602185039,276728822803845,2
14,20002,14,276728822903848,276728883204226,0
14,20121,14,277993816779822,277993837279775,0
15,20510,15,385074100352338,276474354230296,0
15,20510,15,276474354330307,276474354530295,2
15,20510,15,276474354630342,276474458930223,1
15,20510,15,316789578736009,276474459030174,2
15,20510,15,276474459130180,276474464030182,0
15,20510,15,276474464130259,276475214830528,2
15,20510,15,276475214930522,276475214930522,3
15,20510,15,276475215030492,276475215130507,2
15,20510,15,246533884183611,155174219257640,1
15,20510,15,142492524381695,276475650630978,2
15,20510,15,276475650730921,276475662330914,3
15,20510,15,276475662430922,344465723555260,0
15,20510,15,417334278791923,276476353530783,2
15,20510,15,276476353630784,240308166325085,0
15,20510,15,200219195814195,276476353730784,3
15,20510,15,276476353830785,276476353830785,2
15,20510,15,276476353930869,276476431130627,1
15,20510,15,190428541192537,276476431230572,2
16463,20510,15,336796029520451,299124703812953,0
15,20510,15,276476431430618,276476731731091,2
15,20510,15,276476731830085,276476731830085,0
-10019,20510,15,276476731931092,347269353822686,2
15,20510,15,276476732131135,276476852430815,1
15,20510,15,276476852530816,262288055860472,3
15,20510,15,276476865530834,276476865530834,0
15,20510,15,276476865630847,221609822468623,2
15,20510,15,276477475730386,276477475730386,0
15,20510,15,187550269929080,185262674373338,2
15,20510,15,402953180625692,276477798330677,1
15,20510,15,276477842312150,276479025287346,2
15,20510,15,276479025387327,393909199077680,0
15,20510,15,276479025487326,303443600848518,2
15,20510,15,159996537783955,147922575484666,1
15,20510,15,222278801632493,182647264223610,3
15,20510,15,276479078887173,415682538603755,0
15,20510,15,276479078987205,276479089287151,2
15,20510,15,181986018452349,276479089387151,3
15,20510,15,202093132892792,408835027433661,1
15,20510,15,276479110387098,276479110387098,3
15,20510,15,276479110487113,276479110487113,2
15,20510,15,204434182258770,220055278634328,0
15,20510,15,276479110786949,399662208474997,2
15,20510,15,276479117587100,276479117587100,3
15,20510,15,322125988081126,276479117887095,2
15,20510,15,138741568864112,276479232487798,1
15,20510,15,276479232587779,276479232987811,3
15,20510,15,276479233087789,276479233687791,2
15,20510,15,276479233787798,276479234887778,0
15,20510,15,276479234987788,276479241287768,2
15,20510,15,276479241387772,338906591757761,1
15,20510,15,276479313387693,276479313487581,3
15,20510,15,276479313587579,276479450987233,2
15,20510,15,276479451087245,276479451187354,3
15,20510,15,165967234167793,408081679201501,2
15,20510,15,256456691712117,276479466087187,3
15,20510,15,276479466187205,276479466187205,2
15,20510,15,276479466287196,276479486087153,0
15,20510,15,139474747796343,276479486187145,2
15,20510,15,276479486287131,276479491787144,3
15,20510,15,276479491887144,276479507186941,2
15,20510,15,276479507288248,276479507288248,3
15,20510,15,276479507387233,276479507387233,2
15,20510,15,276479507487088,276479514187206,3
15,20510,15,276479514287083,276479514287083,0
15,20510,15,276479514387081,186681961412780,2
15,20510,15,276479526187914,276479526187914,0
15,20510,15,276479526288049,276479526288049,3
15,20510,15,276479526388168,276479526388168,2
15,20510,15,276479526488147,276479545688007,3
15,20510,15,222078748957679,296655022458122,0
15,20510,15,276479545888107,276479553788084,2
15,20510,15,276479553888084,276479553888084,3
15,20510,15,276479553988086,276479553988086,2
15,20510,15,196729083674726,276479566888134,3
15,20510,15,259547697897037,218982794097841,0
15,20510,15,276479567088042,276479569988027,2
15,20510,15,276479570088041,276479570088041,3
15,20510,15,276479570188042,276479570388028,2
15,20510,15,276479570488034,276481051087362,1
15,20510,15,276481051187451,276481051187451,3
15,20510,15,390962837096163,276481051387462,0
15,20510,15,157450340401433,276482293387951,2
15,20510,15,276482293487949,276482293487949,3
15,20510,15,276482293587951,203910665876631,2
15,20510,15,387748289842686,276482600287986,1
15,20510,15,243329725066223,276482600388100,2
15,20510,15,276482600488083,276482615387939,3
15,20510,15,276482615488039,276482615488039,0
21,21952,21,276202178724060,276202178724060,0
20763,22544,22,278552873619751,278552873719792,0
22,22544,22,412254456986865,278552874019799,3
22,22544,22,278552874119762,278552980219723,1
22,22544,22,278552980319721,210279256531724,0
30,25477,30,326376525980519,278698835889790,0
30,25477,30,278698835989983,278698846789770,1
30,25477,30,278698846889768,313438230006635,3
30,25477,30,278698846989757,278698846989757,0
30,25477,30,401098851971372,278699131989960,2
30,25477,30,314601092211537,278699132089846,0
30,25477,30,208724636815746,278699132189976,3
30,25477,30,278699132289847,172198797556547,1
30,25477,30,278699151589867,187339759185555,0
30,25477,30,278699151689865,278699151689865,3
30,25477,30,187210746370172,245734903083955,2
30,25477,30,278699156389875,242512004475891,0
30,25477,30,278699156589873,278699272789937,1
30,25477,30,302200853589761,278699272989888,0
30,25477,30,278699273089877,278699273089877,3
30,25477,30,278699273190149,278699287190092,2
