table_id,table_name,col_id,col_name,cell_idx,cell_value,predicted,label
20,file_27,0,county,369,Richmond,-1,-1
20,file_27,0,county,370,Richmond,-1,-1
20,file_27,0,county,371,Richmond,-1,-1
20,file_27,0,county,372,Richmond,-1,-1
20,file_27,0,county,373,Richmond,-1,-1
20,file_27,0,county,374,Richmond,-1,-1
20,file_27,0,county,375,Richmond,-1,-1
20,file_27,0,county,376,Richmond,-1,-1
20,file_27,0,county,377,Richmond,-1,-1
20,file_27,0,county,378,Richmond,-1,-1
20,file_27,0,county,379,Richmond,-1,-1
20,file_27,0,county,380,Richmond,-1,-1
20,file_27,0,county,381,Richmond,-1,-1
20,file_27,0,county,382,Richmond,-1,-1
20,file_27,0,county,383,Richmond,-1,-1
20,file_27,0,county,384,Richmond,-1,-1
20,file_27,0,county,385,Richmond,-1,-1
20,file_27,0,county,386,Richmond,-1,-1
20,file_27,0,county,387,Richmond,-1,-1
20,file_27,0,county,388,Richmond,-1,-1
20,file_27,0,county,389,Richmond,-1,-1
20,file_27,0,county,390,Richmond,-1,-1
20,file_27,0,county,391,Richmond,-1,-1
20,file_27,0,county,392,Richmond,-1,-1
20,file_27,0,county,393,Richmond,-1,-1
20,file_27,0,county,394,Richmond,-1,-1
20,file_27,0,county,395,Richmond,-1,-1
20,file_27,0,county,396,Richmond,-1,-1
20,file_27,0,county,397,Richmond,-1,-1
20,file_27,0,county,398,Richmond,-1,-1
20,file_27,0,county,399,Richmond,-1,-1
20,file_27,0,county,400,Richmond,-1,-1
20,file_27,0,county,401,Richmond,-1,-1
20,file_27,0,county,402,Richmond,-1,-1
20,file_27,0,county,403,Richmond,-1,-1
20,file_27,0,county,404,Richmond,-1,-1
20,file_27,0,county,405,Richmond,-1,-1
20,file_27,0,county,406,Richmond,-1,-1
20,file_27,1,category,121,Plant,-1,-1
20,file_27,1,category,122,Plant,-1,-1
20,file_27,1,category,123,Plant,-1,-1
20,file_27,1,category,124,Plant,-1,-1
20,file_27,1,category,125,Plant,-1,-1
20,file_27,1,category,126,Plant,-1,-1
20,file_27,1,category,127,Plant,-1,-1
20,file_27,1,category,128,Plant,-1,-1
20,file_27,1,category,129,Plant,-1,-1
20,file_27,1,category,130,Plant,-1,-1
20,file_27,1,category,131,Plant,-1,-1
20,file_27,1,category,132,Plant,-1,-1
20,file_27,1,category,134,Plant,-1,-1
20,file_27,1,category,135,Plant,-1,-1
20,file_27,1,category,136,Plant,-1,-1
20,file_27,1,category,137,Plant,-1,-1
20,file_27,1,category,138,Plant,-1,-1
20,file_27,1,category,139,Plant,-1,-1
20,file_27,1,category,140,Plant,-1,-1
20,file_27,1,category,347,Plant,-1,-1
20,file_27,1,category,348,Plant,-1,-1
20,file_27,1,category,349,Plant,-1,-1
20,file_27,1,category,350,Plant,-1,-1
20,file_27,1,category,351,Plant,-1,-1
20,file_27,1,category,352,Plant,-1,-1
20,file_27,1,category,353,Plant,-1,-1
20,file_27,1,category,354,Plant,-1,-1
20,file_27,1,category,356,Plant,-1,-1
20,file_27,1,category,357,Plant,-1,-1
20,file_27,1,category,358,Plant,-1,-1
20,file_27,1,category,359,Plant,-1,-1
20,file_27,1,category,398,Plant,-1,-1
20,file_27,1,category,399,Plant,-1,-1
20,file_27,1,category,400,Plant,-1,-1
20,file_27,1,category,401,Plant,-1,-1
20,file_27,1,category,402,Plant,-1,-1
20,file_27,1,category,403,Plant,-1,-1
20,file_27,1,category,404,Plant,-1,-1
20,file_27,1,category,405,Plant,-1,-1
20,file_27,1,category,406,Plant,-1,-1
20,file_27,1,category,407,Plant,-1,-1
20,file_27,1,category,408,Plant,-1,-1
20,file_27,1,category,409,Plant,-1,-1
20,file_27,1,category,410,Plant,-1,-1
20,file_27,1,category,411,Plant,-1,-1
20,file_27,1,category,412,Plant,-1,-1
20,file_27,1,category,413,Plant,-1,-1
20,file_27,1,category,414,Plant,-1,-1
20,file_27,1,category,415,Plant,-1,-1
20,file_27,1,category,416,Plant,-1,-1
20,file_27,1,category,417,Plant,-1,-1
20,file_27,1,category,418,Plant,-1,-1
20,file_27,1,category,419,Plant,-1,-1
20,file_27,1,category,420,Plant,-1,-1
20,file_27,1,category,421,Plant,-1,-1
20,file_27,1,category,422,Plant,-1,-1
20,file_27,1,category,423,Plant,-1,-1
20,file_27,1,category,424,Plant,-1,-1
20,file_27,1,category,425,Plant,-1,-1
20,file_27,1,category,426,Plant,-1,-1
20,file_27,1,category,427,Plant,-1,-1
20,file_27,1,category,428,Plant,-1,-1
20,file_27,1,category,429,Plant,-1,-1
20,file_27,1,category,431,Plant,-1,-1
20,file_27,1,category,432,Plant,-1,-1
20,file_27,1,category,433,Plant,-1,-1
20,file_27,1,category,434,Plant,-1,-1
20,file_27,1,category,435,Plant,-1,-1
20,file_27,1,category,436,Plant,-1,-1
20,file_27,1,category,437,Plant,-1,-1
20,file_27,1,category,438,Plant,-1,-1
20,file_27,1,category,439,Plant,-1,-1
20,file_27,1,category,440,Plant,-1,-1
20,file_27,1,category,441,Plant,-1,-1
20,file_27,1,category,442,Plant,-1,-1
20,file_27,1,category,443,Plant,-1,-1
20,file_27,1,category,444,Plant,-1,-1
20,file_27,1,category,445,Plant,-1,-1
20,file_27,1,category,446,Plant,-1,-1
20,file_27,1,category,447,Plant,-1,-1
20,file_27,1,category,448,Plant,-1,-1
20,file_27,1,category,449,Plant,-1,-1
20,file_27,1,category,450,Plant,-1,-1
21,file_28,1,category,498,Animal,-1,-1
41,file_9,6,year_last_documented,497,2000-2005,-1,-1
41,file_9,6,year_last_documented,498,2012,-1,-1
41,file_9,6,year_last_documented,499,2000-2005,-1,-1
41,file_9,11,distribution_status,497,Recently Confirmed,-1,-1
41,file_9,11,distribution_status,498,Recently Confirmed,-1,-1
41,file_9,11,distribution_status,499,Recently Confirmed,-1,-1
19,file_26,4,scientific_name,25,Passer domesticus,-1,-1
19,file_26,4,scientific_name,42,Sturnus vulgaris,-1,-1
19,file_26,4,scientific_name,51,Bombycilla cedrorum,-1,-1
19,file_26,4,scientific_name,74,Strongylura marina,-1,-1
19,file_26,4,scientific_name,89,Podarcis sicula,-1,-1
19,file_26,4,scientific_name,100,Lycopodiella appressa,-1,-1
19,file_26,4,scientific_name,247,Carex amphibola,-1,-1
19,file_26,4,scientific_name,274,Podilymbus podiceps,-1,-1
19,file_26,4,scientific_name,299,Desmognathus ochrophaeus,-1,-1
19,file_26,4,scientific_name,320,Phalacrocorax auritus,-1,-1
19,file_26,4,scientific_name,321,Certhia americana,-1,-1
19,file_26,4,scientific_name,345,Empidonax alnorum,-1,-1
19,file_26,4,scientific_name,351,Polioptila caerulea,-1,-1
19,file_26,4,scientific_name,360,Accipiter cooperii,-1,-1
19,file_26,4,scientific_name,361,Accipiter gentilis,-1,-1
19,file_26,4,scientific_name,362,Accipiter striatus,-1,-1
19,file_26,4,scientific_name,380,Megaceryle alcyon,-1,-1
19,file_26,4,scientific_name,390,Passer domesticus,-1,-1
19,file_26,4,scientific_name,397,Myiopsitta monachus,-1,-1
19,file_26,4,scientific_name,413,Sturnus vulgaris,-1,-1
19,file_26,4,scientific_name,430,Bombycilla cedrorum,-1,-1
19,file_26,4,scientific_name,476,Notropis bifrenatus,-1,-1
19,file_26,4,scientific_name,477,Acipenser brevirostrum,-1,-1
19,file_26,4,scientific_name,478,Acipenser oxyrinchus,-1,-1
19,file_26,4,scientific_name,479,Criorhina nigriventris,-1,-1
20,file_27,4,scientific_name,8,Black spruce-tamarack bog,-1,-1
20,file_27,4,scientific_name,9,Shallow emergent marsh,-1,-1
20,file_27,4,scientific_name,15,Oligotrophic dimictic lake,-1,-1
20,file_27,4,scientific_name,16,Talus cave community,-1,-1
20,file_27,4,scientific_name,17,Freshwater tidal marsh,-1,-1
20,file_27,4,scientific_name,30,Isoetes septentrionalis,-1,-1
20,file_27,4,scientific_name,94,Potamogeton confervoides,-1,-1
20,file_27,4,scientific_name,139,Coscinodon cribrosus,-1,-1
20,file_27,4,scientific_name,140,Sphagnum andersonianum,-1,-1
20,file_27,4,scientific_name,158,Nicrophorus americanus,-1,-1
20,file_27,4,scientific_name,173,Phalacrocorax auritus,-1,-1
20,file_27,4,scientific_name,195,Polioptila caerulea,-1,-1
20,file_27,4,scientific_name,196,Podilymbus podiceps,-1,-1
20,file_27,4,scientific_name,209,Accipiter cooperii,-1,-1
20,file_27,4,scientific_name,230,Megaceryle alcyon,-1,-1
20,file_27,4,scientific_name,237,Sitta carolinensis,-1,-1
20,file_27,4,scientific_name,238,Passer domesticus,-1,-1
20,file_27,4,scientific_name,243,Myiopsitta monachus,-1,-1
20,file_27,4,scientific_name,257,Sturnus vulgaris,-1,-1
20,file_27,4,scientific_name,270,Bombycilla cedrorum,-1,-1
20,file_27,4,scientific_name,288,Catocala umbrosa,-1,-1
20,file_27,4,scientific_name,298,Alosa mediocris,-1,-1
20,file_27,4,scientific_name,299,Notropis bifrenatus,-1,-1
20,file_27,4,scientific_name,300,Strongylura marina,-1,-1
20,file_27,4,scientific_name,301,Menidia beryllina,-1,-1
20,file_27,4,scientific_name,307,Sylvilagus transitionalis,-1,-1
20,file_27,4,scientific_name,308,Cryptotis parva,-1,-1
20,file_27,4,scientific_name,313,Kinosternon subrubrum,-1,-1
20,file_27,4,scientific_name,318,Sceloporus undulatus,-1,-1
20,file_27,4,scientific_name,334,Lycopodiella appressa,-1,-1
20,file_27,4,scientific_name,336,Cystopteris protrusa,-1,-1
20,file_27,4,scientific_name,337,Dryopteris celsa,-1,-1
21,file_28,4,scientific_name,53,Acris crepitans,-1,-1
21,file_28,4,scientific_name,90,Phalacrocorax auritus,-1,-1
21,file_28,4,scientific_name,91,Certhia americana,-1,-1
21,file_28,4,scientific_name,112,Empidonax alnorum,-1,-1
21,file_28,4,scientific_name,115,Empidonax virescens,-1,-1
21,file_28,4,scientific_name,119,Polioptila caerulea,-1,-1
21,file_28,4,scientific_name,120,Podilymbus podiceps,-1,-1
21,file_28,4,scientific_name,140,Botaurus lentiginosus,-1,-1
21,file_28,4,scientific_name,147,Megaceryle alcyon,-1,-1
21,file_28,4,scientific_name,148,Regulus satrapa,-1,-1
21,file_28,4,scientific_name,156,Passer domesticus,-1,-1
21,file_28,4,scientific_name,172,Sturnus vulgaris,-1,-1
21,file_28,4,scientific_name,187,Bombycilla cedrorum,-1,-1
21,file_28,4,scientific_name,241,Alosa mediocris,-1,-1
21,file_28,4,scientific_name,245,Strongylura marina,-1,-1
21,file_28,4,scientific_name,248,Acipenser brevirostrum,-1,-1
21,file_28,4,scientific_name,249,Acipenser oxyrinchus,-1,-1
21,file_28,4,scientific_name,253,Neotoma magister,-1,-1
21,file_28,4,scientific_name,293,Chamaecyparis thyoides,-1,-1
21,file_28,4,scientific_name,296,Isoetes septentrionalis,-1,-1
21,file_28,4,scientific_name,421,Desmognathus ochrophaeus,-1,-1
21,file_28,4,scientific_name,443,Phalacrocorax auritus,-1,-1
21,file_28,4,scientific_name,444,Certhia americana,-1,-1
21,file_28,4,scientific_name,469,Empidonax alnorum,-1,-1
21,file_28,4,scientific_name,476,Polioptila caerulea,-1,-1
21,file_28,4,scientific_name,477,Podilymbus podiceps,-1,-1
21,file_28,4,scientific_name,498,Hirundo rustica,-1,-1
41,file_9,10,global_conservation_rank,497,G5,-1,-1
41,file_9,10,global_conservation_rank,498,G4,-1,-1
41,file_9,10,global_conservation_rank,499,G5,-1,-1
19,file_26,7,ny_listing_status,16,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,79,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,80,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,81,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,82,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,83,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,84,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,85,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,86,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,87,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,88,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,89,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,90,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,91,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,93,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,95,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,96,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,97,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,104,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,109,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,110,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,111,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,112,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,113,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,114,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,115,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,116,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,117,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,118,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,119,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,124,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,125,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,130,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,132,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,133,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,134,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,136,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,139,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,141,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,143,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,144,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,145,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,177,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,178,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,179,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,180,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,181,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,182,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,183,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,184,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,185,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,186,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,187,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,188,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,189,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,190,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,192,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,193,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,194,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,195,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,196,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,197,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,199,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,200,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,201,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,202,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,203,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,204,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,205,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,206,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,207,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,208,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,209,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,210,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,211,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,212,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,213,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,215,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,216,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,217,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,218,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,219,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,220,Protected Bird,-1,-1
21,file_28,7,ny_listing_status,498,Protected Bird,-1,-1
20,file_27,2,taxonomic_group,72,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,153,Animla Assemblages,-1,-1
20,file_27,2,taxonomic_group,154,Animal Assemoblages,-1,-1
20,file_27,2,taxonomic_group,155,Animal Assemblags,-1,-1
20,file_27,2,taxonomic_group,312,Other Animals,-1,-1
20,file_27,2,taxonomic_group,313,Other Animals,-1,-1
20,file_27,2,taxonomic_group,314,Other Animals,-1,-1
20,file_27,2,taxonomic_group,315,Other Animals,-1,-1
20,file_27,2,taxonomic_group,316,Other Animals,-1,-1
20,file_27,2,taxonomic_group,317,Other Animals,-1,-1
20,file_27,2,taxonomic_group,319,Reptiles,-1,-1
20,file_27,2,taxonomic_group,320,Reptiles,-1,-1
20,file_27,2,taxonomic_group,321,Reptiles,-1,-1
20,file_27,2,taxonomic_group,322,Reptiles,-1,-1
20,file_27,2,taxonomic_group,323,Reptiles,-1,-1
20,file_27,2,taxonomic_group,324,Reptiles,-1,-1
20,file_27,2,taxonomic_group,326,Uplands,-1,-1
20,file_27,2,taxonomic_group,327,Uplands,-1,-1
20,file_27,2,taxonomic_group,328,Uplands,-1,-1
20,file_27,2,taxonomic_group,329,Uplands,-1,-1
20,file_27,2,taxonomic_group,330,Uplands,-1,-1
20,file_27,2,taxonomic_group,331,Conifers,-1,-1
20,file_27,2,taxonomic_group,332,Conifers,-1,-1
20,file_27,2,taxonomic_group,333,Conifers,-1,-1
20,file_27,2,taxonomic_group,373,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,374,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,375,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,376,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,377,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,378,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,379,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,380,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,381,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,382,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,383,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,384,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,385,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,386,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,387,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,388,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,389,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,390,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,391,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,392,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,393,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,394,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,395,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,396,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,397,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,398,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,399,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,400,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,401,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,402,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,403,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,404,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,405,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,406,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,407,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,408,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,409,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,410,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,411,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,412,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,413,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,414,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,415,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,416,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,417,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,418,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,419,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,420,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,421,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,422,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,423,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,424,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,425,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,426,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,427,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,428,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,429,Flowering Plants,-1,-1
20,file_27,2,taxonomic_group,430,Flowering Plants,-1,-1
21,file_28,2,taxonomic_group,127,Birods,-1,-1
21,file_28,2,taxonomic_group,337,Floweirng Plants,-1,-1
19,file_26,3,taxonomic_subgroup,97,Intertidal Wetlands,-1,-1
19,file_26,3,taxonomic_subgroup,195,Other Flowering Plantds,-1,-1
19,file_26,3,taxonomic_subgroup,306,Animal Assemblages,-1,-1
20,file_27,3,taxonomic_subgroup,16,Natural Caves,-1,-1
20,file_27,3,taxonomic_subgroup,30,Quillworts,-1,-1
20,file_27,3,taxonomic_subgroup,94,Other Flowering Plantxs,-1,-1
20,file_27,3,taxonomic_subgroup,158,Carrion Beetles,-1,-1
20,file_27,3,taxonomic_subgroup,392,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,393,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,394,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,395,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,396,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,397,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,398,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,399,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,400,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,401,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,402,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,403,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,404,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,405,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,406,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,407,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,408,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,409,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,410,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,411,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,412,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,413,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,414,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,415,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,416,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,417,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,418,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,419,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,420,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,421,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,422,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,423,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,424,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,425,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,426,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,427,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,428,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,429,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,431,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,432,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,433,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,434,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,435,Other Flowering Plants,-1,-1
20,file_27,3,taxonomic_subgroup,436,Other Flowering Plants,-1,-1
