zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
14009,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.1909246333043007,0.054202432987519
31647,123,City of Adel- (GA),GA,Bundled,Munikcipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
154924,123,City of Adel- (GA),GA,Bundled,Municipal,0.1438887885899982,0.0898281666569365,0.1400676619842612
56110,150,Adriagn Public Utilities Comm,MN,Bundled,Municipal,0.1138265818547037,0.1366666666666666,0.1146881287726358
56256,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56252,155,Agralite Electric Coop,MN,Bundled,oCoperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56289,155,Agralite Electrikc Coop,MN,Bundeld,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56207,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.1807466757314962,0.0833071988595866,0.113884402681936
56208,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56235,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56231,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56262,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0362007674852656,0.0833071988595866,0.113884402681936
56267,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.1989433852732502,0.113884402681936
56265,155,Agralite Electric Coop,MN,Bundled,Coopeartive,0.0682110007599381,0.0833071988595866,0.113884402681936
56215,-15769,Agralite Electric Coop,MN,Bundled,Cooperattive,0.0682110007599381,0.0833071988595866,0.113884402681936
56248,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56249,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56244,155,Agralite Electric Coop,MN,Budnled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
167604,155,Agralite Elecrtic Coop,MkN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56271,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56276,155,AgraliteE lectric Coop,NM,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56278,155,Agralite Eletcric Coop,N,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56226,155,Agralite Electric Coop,MN,Bundled,Coopreative,0.0303898060667716,0.0833071988595866,0.113884402681936
56227,155,lAgralite Electric Coop,MN,Buendled,Cooperative,0.0682110007599381,0.0833071988595866,0.2117221938759094
56225,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
56221,155,Agralite lEectric Coop,MN,Bundled,ooperative,0.0682110007599381,0.0833071988595866,0.113884402681936
29042,38936,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29821,162,Aiken Electric Coop Inc,SC,Budnled,Cooperative,0.223048294625947,0.071599045346062,0.130969313819658
29824,162,Aiken Electric Coop Inc,SC,Bundlyed,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29829,162,Aiken Electric Coop Inc,SC,Bundlded,Cooperaptive,0.1285143595049123,0.071599045346062,0.130969313819658
29137,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29138,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29070,162,Aiken Electric Coop Inc,SlC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29845,46460,Aiken Electric Coop Inc,SC,Baundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29853,52808,Aiken Eectric Coop Inc,SC,Bundled,Cooperative,0.0315877330477642,0.071599045346062,0.130969313819658
29850,162,Aiken Electric Coop Inc,SC,Budled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29856,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.2007383611368543,0.071599045346062,0.130969313819658
29108,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29105,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29107,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29113,162,Aiken Eloectric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29809,162,Aiken Electric Coop Inc,SC,Bundled,Cooperatiev,0.1285143595049123,0.071599045346062,0.130969313819658
29801,51791,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.2058401475279536
29803,49002,Aiken Electric Coop Inc,SC,Bzundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29804,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29805,-15594,Aiken Electric Coop Inc,SC,Bundled,Copoerative,0.1285143595049123,0.2066784390936125,0.0383941528251661
29851,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1921205627502107,0.071599045346062,0.130969313819658
29831,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.1804793362428922,0.130969313819658
29832,162,Aiken Electric Coop Inc,C,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29839,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1953108432168086,0.071599045346062,0.130969313819658
29838,162,Aiken lectric Coop Inc,SC,Bundled,Cooperatvie,0.1285143595049123,0.071599045346062,0.130969313819658
29127,42083,Aiken Electric Coop Inc,SC,undled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29123,162,Aiken Electric Coop Inc,SC,Bunded,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.0338678855249956,0.071599045346062,0.130969313819658
29003,162,Aiken Electric Coop Inc,SC,Burndled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29006,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.027461547782678,0.071599045346062,0.130969313819658
29860,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29039,162,Aiken Electric oCoop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.192330956126509,0.130969313819658
29038,162,Aiken Electric Coop Inc,SC,Bundled,ooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29037,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29666,162,Aiken Electric Coop Inc,CS,Bundlde,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29146,162,Aiken Electric Coop Inc,CS,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29828,162,Aiken Electric CoopI nc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29817,162,Aiken Electric Coop Inc,SC,undled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29847,162,Aiken Electric CoopI nc,SC,Bundled,Coopreative,0.1285143595049123,0.071599045346062,0.2655221598824087
29841,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29842,162,Aiken Electric Coop Inc,SC,Bundlde,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29848,162,Aiken Electric Coop Inc,C,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29118,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29112,162,Aiken Electric Coop Inc,CS,undled,Cooperative,0.1285143595049123,0.071599045346062,0.2629048778015886
175073,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29835,162,Aiken Electric Coop Inc,CS,uBndled,Cooperative,0.1285143595049123,0.071599045346062,0.0394418800895675
162539,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1285143595049123,0.071599045346062,0.130969313819658
29160,162,Aiken Electric Coop Inc,SC,Bundled,Cooperaitve,0.1285143595049123,0.071599045346062,0.130969313819658
