region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Missouri,MO,2011-01,6045,5103,841,2342,3179,827,153,,321944,264371,0.89,0.87
Missouri,MO,2011-02,6300,5366,833,2661,3608,892,138,,326167,264431,0.89,0.86
Missouri,MO,2011-03,6695,5738,855,2792,3862,916,145,,401884,332344,0.89,0.87
Missouri,MO,2011-04,7070,6102,871,2848,4167,1012,152,,366185,304049,0.91,0.89
Missouri,MO,2011-05,7523,6484,945,2962,4496,1062,171,,378428,316142,0.91,0.9
Missouri,MO,2011-06,8094,6849,1156,3093,4932,1122,180,,415534,337661,0.91,0.89
Missouri,MO,2011-07,8119,6935,1099,3079,4841,1135,181,,425685,365990,0.91,0.9
Missouri,MO,2011-08,8451,7251,1103,3066,4838,1138,186,,443518,364778,0.92,0.91
Missouri,MO,2011-09,8628,7423,1110,3168,5158,1198,193,,454947,363285,0.92,0.9
Missouri,MO,2011-10,8942,7694,1150,3244,5376,1231,192,,449880,362844,0.92,0.91
Missouri,MO,2011-11,9175,7947,1128,3317,5532,1282,190,,461241,372965,0.92,0.92
Missouri,MO,2011-12,9302,8058,1143,3357,5604,1287,186,,517688,433451,0.92,0.92
Missouri,MO,2012-01,9395,8199,1097,3386,5653,1319,197,,526296,433653,0.92,0.92
Missouri,MO,2012-02,9560,8371,1090,3430,5743,1349,195,,641547,553329,0.93,0.93
Missouri,MO,2012-03,9737,8538,1098,3486,5841,1383,203,,567251,482915,0.93,0.93
Missouri,MO,2012-04,9900,8699,1101,3532,5960,1415,208,,760361,674279,0.93,0.92
Missouri,MO,2012-05,10067,8838,1122,3597,6058,1434,215,,672606,602673,0.93,0.92
Missouri,MO,2012-06,10240,8994,1137,3632,6174,1469,228,,560171,493774,0.94,0.94
Missouri,MO,2012-07,10417,9232,1073,3640,6164,1498,221,,605618,521082,0.94,0.94
Missouri,MO,2012-08,10549,9391,1049,3666,6212,1501,235,,755466,653641,0.94,0.94
Missouri,MO,2012-09,10611,9468,1037,3690,6220,1517,229,,592220,509188,0.93,0.93
Missouri,MO,2012-10,10821,9683,1026,3709,6381,1541,230,,850986,702391,0.94,0.93
Missouri,MO,2012-11,10909,9773,1030,3749,6412,1559,236,,756869,637537,0.94,0.93
Missouri,MO,2012-12,10962,9842,1014,3800,6433,1565,238,,748513,625763,0.94,0.94
Missouri,MO,2013-01,11072,9375,1008,3817,6501,1581,239,,819148,673998,0.94,0.93
Missouri,MO,2013-02,11132,10052,977,3804,6550,1589,250,,879843,683941,0.95,0.94
Missouri,MO,2013-03,11250,10161,982,3807,6603,1606,245,,857720,679824,0.95,0.94
Missouri,MO,2013-04,11370,10287,981,3830,6658,1620,254,,952173,764943,0.95,0.95
Missouri,MO,2013-05,11463,10375,980,3835,6731,1635,255,,1178369,1072181,0.95,0.95
Missouri,MO,2013-06,11507,10503,894,3858,6746,1664,261,,724386,615582,0.95,0.94
Missouri,MO,2013-07,11698,10729,858,3861,6653,1683,265,,1032724,876672,0.95,0.95
Missouri,MO,2013-08,11771,10810,845,4361,7393,1812,275,,1321339,1206957,0.95,0.95
Missouri,MO,2013-09,11957,11077,766,4427,7501,1859,279,,1035761,929455,0.95,0.95
Missouri,MO,2013-10,12087,11207,756,4451,7591,1875,288,,1161052,1050618,0.95,0.95
Missouri,MO,2013-11,12157,11302,731,4468,7632,1886,285,,974829,885896,0.96,0.95
Missouri,MO,2013-12,12175,11346,704,4448,7665,1887,294,,1057451,966522,0.96,0.95
Missouri,MO,2014-01,12261,11439,706,4485,7705,1903,286,,997363,897295,0.96,0.95
Missouri,MO,2014-02,12324,11519,684,4551,7759,1950,291,,590033,476674,0.96,0.95
Missouri,MO,2014-03,12333,11509,664,4576,7730,1973,302,,599638,417735,0.95,0.95
Missouri,MO,2014-04,12439,11641,626,4614,7779,1972,300,,701072,474514,0.95,0.95
Mississippi,MS,2008,,,,,,,,0.01,,,,
Mississippi,MS,2009,,,,,,,,0.06,,,,
Mississippi,MS,2010,,,,,,,,0.12,,,,
Mississippi,MS,2011,,,,,,,,0.24,,,,
Mississippi,MS,2012,,,,,,,,0.39,,,,
Mississippi,MS,2013,,,,,,,,0.51,,,,
Mississippi,MS,2008-12,227,200,26,116,89,28,0,,,,0.65,0.55
Mississippi,MS,2009-01,289,247,40,,,,,,,,,0.57
Mississippi,MS,2009-02,351,294,54,,,,,,,,,0.58
Mississippi,MS,2009-03,413,341,68,,,,,,,,,0.6
Mississippi,MS,2009-04,475,388,82,,,,,,,,,0.61
Mississippi,MS,2009-05,537,435,96,,,,,,,,,0.63
Mississippi,MS,2009-06,599,482,110,,,,,,,,,0.64
Mississippi,MS,2009-07,661,529,124,,,,,,,,,0.66
Mississippi,MS,2009-08,723,576,138,,,,,,,,,0.67
Mississippi,MS,2009-09,785,623,152,,,,,,,,,0.69
Mississippi,MS,2009-10,847,670,166,,,,,,,,,0.7
Mississippi,MS,2009-11,909,717,180,,,,,,,,,0.72
Mississippi,MS,2009-12,978,775,199,507,448,149,2,,,,0.76,0.73
Mississippi,MS,2010-01,1018,804,210,,,,,,,,,0.74
Mississippi,MS,2010-02,1058,833,221,,,,,,,,,0.74
Mississippi,MS,2010-03,1098,862,232,,,,,,,,,0.75
Mississippi,MS,2010-04,1138,891,243,,,,,,,,,0.75
Mississippi,MS,2010-05,1178,920,254,,,,,,,,,0.76
Mississippi,MS,2010-06,1221,952,265,656,560,221,5,,78121,71545,0.8,0.77
Mississippi,MS,2010-07,1278,999,275,,,,,,,,,0.78
Mississippi,MS,2010-08,1335,1046,285,,,,,,,,,0.78
Mississippi,MS,2010-09,1392,1093,295,,,,,,,,,0.79
Mississippi,MS,2010-10,1449,1140,305,,,,,,,,,0.79
Mississippi,MS,2010-11,1506,1187,315,,,,,,,,,0.8
Mississippi,MS,2010-12,1564,1235,326,806,744,313,9,,145945,121925,0.84,0.81
Mississippi,MS,2011-01,1632,1280,350,721,755,314,10,,134896,110826,0.85,0.82
Mississippi,MS,2011-02,1669,1313,353,847,803,333,11,,139422,110100,0.85,0.82
Mississippi,MS,2011-03,1798,1342,453,903,876,345,12,,156681,127210,0.86,0.81
Mississippi,MS,2011-04,1875,1385,487,908,947,372,13,,150432,124295,0.87,0.84
Mississippi,MS,2011-05,2120,1539,576,994,1097,414,14,,167172,141390,0.87,0.84
Mississippi,MS,2011-06,2500,1750,747,1129,1339,491,20,,193870,162004,0.88,0.84
Mississippi,MS,2011-07,2483,1777,701,1120,1312,505,16,,166400,144662,0.88,0.84
Mississippi,MS,2011-08,2541,1838,696,1091,1279,482,15,,224653,188424,0.88,0.86
Mississippi,MS,2011-09,2586,1907,673,1154,1355,511,13,,231068,191611,0.88,0.86
Mississippi,MS,2011-10,2643,1944,695,1161,1401,525,19,,168338,132849,0.89,0.87
Mississippi,MS,2011-11,2707,2008,694,1200,1414,552,21,,186804,147721,0.9,0.88
Mississippi,MS,2011-12,2765,2052,707,1239,1444,584,21,,206692,171823,0.9,0.88
Mississippi,MS,2012-01,2779,2095,680,1240,1446,587,20,,236369,195415,0.91,0.89
Mississippi,MS,2012-02,2840,2142,693,1263,1478,611,23,,249325,204552,0.91,0.9
Mississippi,MS,2012-03,2911,2182,724,1292,1517,632,24,,558139,518173,0.92,0.9
Mississippi,MS,2012-04,2948,2218,724,1317,1530,650,23,,217087,177220,0.92,0.91
Mississippi,MS,2012-05,3033,2303,725,1348,1576,662,25,,234397,202295,0.92,0.91
Mississippi,MS,2012-06,3477,2697,762,1462,1876,734,29,,201932,173767,0.93,0.92
Mississippi,MS,2012-07,3604,2856,743,1443,1980,748,33,,218790,182996,0.93,0.92
Mississippi,MS,2012-08,3722,2928,789,1486,2012,790,33,,334966,267072,0.93,0.92
Mississippi,MS,2012-09,3795,2998,792,1509,2049,794,32,,297616,240397,0.92,0.92
Mississippi,MS,2012-10,3941,3110,825,1582,2108,836,37,,427745,329605,0.93,0.9
Mississippi,MS,2012-11,3977,3139,833,1593,2117,844,39,,370654,284823,0.93,0.91
Mississippi,MS,2012-12,4051,3199,846,1646,2131,874,40,,542728,372541,0.93,0.91
Mississippi,MS,2013-01,4063,3258,799,1649,2132,879,41,,505655,401917,0.93,0.91
Mississippi,MS,2013-02,4117,3313,798,1663,2165,882,40,,612875,456415,0.93,0.92
Mississippi,MS,2013-03,4154,3341,807,1665,2198,896,41,,474896,380010,0.94,0.91
Mississippi,MS,2013-04,4207,3404,797,1677,2230,905,41,,503758,400199,0.94,0.93
Mississippi,MS,2013-05,4284,3514,764,1713,2267,931,43,,415438,366153,0.94,0.92
Mississippi,MS,2013-06,4324,3555,760,1736,2277,957,44,,413898,373474,0.94,0.93
Mississippi,MS,2013-07,4344,3643,694,1703,2258,969,44,,665864,626564,0.94,0.93
Mississippi,MS,2013-08,4428,3745,677,1975,2443,1061,47,,444763,404807,0.94,0.93
Mississippi,MS,2013-09,4528,3896,628,2023,2496,1076,45,,416571,379510,0.95,0.93
Mississippi,MS,2013-10,4587,3961,621,2033,2539,1094,46,,466805,433334,0.94,0.93
Mississippi,MS,2013-11,4572,3936,629,2034,2515,1104,45,,357887,331944,0.95,0.94
Mississippi,MS,2013-12,4638,4002,632,2042,2568,1092,49,,404373,375132,0.95,0.93
Mississippi,MS,2014-01,4647,4026,618,2051,2566,1111,45,,319947,289503,0.94,0.93
Mississippi,MS,2014-02,4635,4059,573,2067,2562,1118,44,,259443,227418,0.94,0.93
Mississippi,MS,2014-03,4719,4144,538,2110,2593,1167,45,,321657,272461,0.93,0.92
Mississippi,MS,2014-04,4728,4169,529,2108,2601,1157,48,,297296,239822,0.94,0.93
Montana,MT,2008,,,,,,,,0.01,,,,
Montana,MT,2009,,,,,,,,0.07,,,,
Montana,MT,2010,,,,,,,,0.13,,,,
Montana,MT,2011,,,,,,,,0.28,,,,
Montana,MT,2012,,,,,,,,0.45,,,,
Montana,MT,2013,,,,,,,,0.6,,,,
Montana,MT,2008-12,104,83,21,56,42,18,7,,,,0.67,0.52
Montana,MT,2009-01,126,97,28,,,,,,,,,0.54
Montana,MT,2009-02,148,111,35,,,,,,,,,0.56
Montana,MT,2009-03,170,125,42,,,,,,,,,0.58
Montana,MT,2009-04,192,139,49,,,,,,,,,0.6
Montana,MT,2009-05,214,153,56,,,,,,,,,0.62
Montana,MT,2009-06,236,167,63,,,,,,,,,0.63
Montana,MT,2009-07,258,181,70,,,,,,,,,0.65
Montana,MT,2009-08,280,195,77,,,,,,,,,0.67
Montana,MT,2009-09,302,209,84,,,,,,,,,0.69
Montana,MT,2009-10,324,223,91,,,,,,,,,0.71
Montana,MT,2009-11,346,237,98,,,,,,,,,0.73
Montana,MT,2009-12,374,262,112,220,138,52,39,,,,0.81,0.75
Montana,MT,2010-01,383,264,119,,,,,,,,,0.75
Montana,MT,2010-02,392,266,126,,,,,,,,,0.75
Montana,MT,2010-03,401,268,133,,,,,,,,,0.75
Montana,MT,2010-04,410,270,140,,,,,,,,,0.75
Montana,MT,2010-05,419,272,147,,,,,,,,,0.75
Montana,MT,2010-06,430,276,154,253,173,62,53,,22684,19870,0.82,0.75
Montana,MT,2010-07,470,306,163,,,,,,,,,0.75
Montana,MT,2010-08,510,336,172,,,,,,,,,0.75
Montana,MT,2010-09,550,366,181,,,,,,,,,0.75
Montana,MT,2010-10,590,396,190,,,,,,,,,0.75
Montana,MT,2010-11,630,426,199,,,,,,,,,0.76
Montana,MT,2010-12,671,459,212,365,298,98,82,,40988,37645,0.83,0.76
Montana,MT,2011-01,688,470,218,345,316,111,79,,37826,34521,0.86,0.81
Montana,MT,2011-02,708,485,223,377,324,106,91,,42124,39375,0.86,0.79
Montana,MT,2011-03,747,536,211,406,336,109,89,,50606,47522,0.87,0.79
Montana,MT,2011-04,845,625,220,447,393,122,106,,51874,49338,0.88,0.82
Montana,MT,2011-05,1010,751,259,529,473,147,128,,52719,50151,0.86,0.82
Montana,MT,2011-06,1160,866,294,572,573,159,134,,59765,54368,0.86,0.81
Montana,MT,2011-07,1137,849,288,545,577,158,133,,53163,50769,0.86,0.82
Montana,MT,2011-08,1160,876,284,551,560,151,140,,61157,58061,0.86,0.82
Montana,MT,2011-09,1177,896,281,563,594,162,142,,60732,57293,0.86,0.81
Montana,MT,2011-10,1213,923,290,569,618,167,146,,56368,53280,0.87,0.82
Montana,MT,2011-11,1250,955,295,571,648,174,146,,54621,51549,0.85,0.83
Montana,MT,2011-12,1275,978,297,592,652,184,147,,68367,65132,0.85,0.83
Montana,MT,2012-01,1292,1007,285,594,665,184,149,,72323,69035,0.85,0.83
Montana,MT,2012-02,1320,1036,284,602,683,182,154,,73940,70495,0.87,0.86
Montana,MT,2012-03,1358,1056,302,623,699,190,161,,73313,70249,0.87,0.86
Montana,MT,2012-04,1365,1060,305,638,692,194,162,,71596,68491,0.88,0.87
Montana,MT,2012-05,1396,1085,311,643,719,197,171,,76960,73932,0.88,0.87
Montana,MT,2012-06,1462,1131,331,663,766,202,178,,65987,62897,0.89,0.89
Montana,MT,2012-07,1520,1191,329,689,783,210,185,,61959,57042,0.89,0.89
Montana,MT,2012-08,1560,1232,328,692,816,208,195,,73754,65692,0.89,0.89
Montana,MT,2012-09,1619,1287,332,689,873,211,196,,89418,72627,0.89,0.89
Montana,MT,2012-10,1654,1313,341,710,877,216,201,,112061,90522,0.9,0.89
Montana,MT,2012-11,1637,1303,332,705,870,218,200,,93919,76449,0.89,0.88
Montana,MT,2012-12,1680,1354,324,719,898,222,212,,105723,87416,0.9,0.88
Montana,MT,2013-01,1750,1431,319,746,937,231,222,,130588,104556,0.9,0.88
Montana,MT,2013-02,1773,1460,313,751,950,241,223,,143669,116773,0.9,0.87
Montana,MT,2013-03,1784,1473,311,754,955,243,224,,111385,89140,0.9,0.88
Montana,MT,2013-04,1805,1493,312,756,970,249,228,,114053,90845,0.92,0.9
Montana,MT,2013-05,1799,1524,275,760,958,248,223,,111321,92042,0.92,0.9
Montana,MT,2013-06,1839,1587,251,776,983,254,236,,108060,87551,0.91,0.9
Montana,MT,2013-07,1860,1616,244,785,983,265,237,,120624,99178,0.91,0.9
Montana,MT,2013-08,1911,1672,239,865,1038,285,259,,124451,102945,0.92,0.91
Montana,MT,2013-09,1945,1711,232,880,1056,299,263,,116811,95580,0.92,0.91
Montana,MT,2013-10,1984,1759,224,894,1077,304,268,,178483,156446,0.92,0.91
Montana,MT,2013-11,1989,1774,213,903,1072,306,270,,113514,94789,0.93,0.92
Montana,MT,2013-12,2008,1787,220,901,1090,306,276,,121007,100401,0.93,0.92
Montana,MT,2014-01,2002,1790,212,907,1077,305,274,,115785,96870,0.93,0.92
Montana,MT,2014-02,1997,1771,224,916,1078,310,279,,82505,70439,0.93,0.92
Montana,MT,2014-03,2018,1804,210,926,1088,309,286,,90003,77050,0.92,0.92
Montana,MT,2014-04,2060,1855,205,951,1104,321,304,,97614,82657,0.92,0.92
North Carolina,NC,2008,,,,,,,,0.06,,,,
North Carolina,NC,2009,,,,,,,,0.16,,,,
North Carolina,NC,2010,,,,,,,,0.23,,,,
North Carolina,NC,2011,,,,,,,,0.36,,,,
North Carolina,NC,2013,,,,,,,,0.67,,,,
North Carolina,NC,2008-12,3914,2975,838,1786,1682,325,331,,,,0.83,0.78
North Carolina,NC,2009-01,4134,3161,873,,,,,,,,,0.79
North Carolina,NC,2009-02,4354,3347,908,,,,,,,,,0.8
North Carolina,NC,2009-03,4574,3533,943,,,,,,,,,0.8
North Carolina,NC,2009-04,4794,3719,978,,,,,,,,,0.81
North Carolina,NC,2009-05,5014,3905,1013,,,,,,,,,0.82
North Carolina,NC,2009-06,5234,4091,1048,,,,,,,,,0.83
North Carolina,NC,2009-07,5454,4277,1083,,,,,,,,,0.84
North Carolina,NC,2009-08,5674,4463,1118,,,,,,,,,0.84
North Carolina,NC,2009-09,5894,4649,1153,,,,,,,,,0.85
North Carolina,NC,2009-10,6114,4835,1188,,,,,,,,,0.86
North Carolina,NC,2009-11,6334,5021,1223,,,,,,,,,0.87
North Carolina,NC,2009-12,6555,5217,1263,2784,3583,621,703,,,,0.9,0.88
North Carolina,NC,2010-01,6700,5338,1285,,,,,,,,,0.88
North Carolina,NC,2010-02,6845,5459,1307,,,,,,,,,0.89
North Carolina,NC,2010-03,6990,5580,1329,,,,,,,,,0.89
North Carolina,NC,2010-04,7135,5701,1351,,,,,,,,,0.89
North Carolina,NC,2010-05,7280,5822,1373,,,,,,,,,0.9
North Carolina,NC,2010-06,7428,5947,1399,3266,4088,778,852,,613237,527961,0.92,0.9
North Carolina,NC,2010-07,7665,6150,1435,,,,,,,,,0.9
North Carolina,NC,2010-08,7902,6353,1471,,,,,,,,,0.9
North Carolina,NC,2010-09,8139,6556,1507,,,,,,,,,0.9
North Carolina,NC,2010-10,8376,6759,1543,,,,,,,,,0.9
North Carolina,NC,2010-11,8613,6962,1579,,,,,,,,,0.9
North Carolina,NC,2010-12,8853,7167,1616,3765,4988,921,1030,,902652,775511,0.92,0.9
North Carolina,NC,2011-01,9093,7345,1669,3502,4778,956,1002,,858909,735775,0.93,0.91
North Carolina,NC,2011-02,9476,7572,1825,3976,5382,1007,1133,,958680,808843,0.93,0.91
North Carolina,NC,2011-03,10096,7824,2188,4172,5801,1007,1203,,1112857,955625,0.94,0.91
North Carolina,NC,2011-04,10912,8457,2369,4313,6475,1110,1314,,1046531,907351,0.94,0.93
North Carolina,NC,2011-05,12036,9117,2837,4629,7270,1217,1444,,1161061,1008787,0.95,0.93
North Carolina,NC,2011-06,13029,9748,3192,4917,7933,1297,1551,,1415072,1210039,0.94,0.94
North Carolina,NC,2011-07,12828,9992,2750,4838,7663,1291,1513,,1383950,1235013,0.95,0.94
North Carolina,NC,2011-08,13299,10553,2661,4842,7549,1283,1499,,1752157,1537796,0.95,0.94
North Carolina,NC,2011-09,13676,10961,2631,5088,8124,1373,1559,,1654308,1421027,0.95,0.94
North Carolina,NC,2011-10,14004,11289,2627,5192,8334,1417,1564,,1606518,1390120,0.95,0.94
North Carolina,NC,2011-11,14385,11670,2624,5298,8574,1447,1640,,1554920,1350072,0.95,0.94
North Carolina,NC,2011-12,14653,11887,2676,5415,8724,1498,1693,,1893232,1682640,0.95,0.95
North Carolina,NC,2012-01,14744,12091,2501,5431,8781,1523,1686,,2173446,1916409,0.95,0.94
North Carolina,NC,2012-02,14872,12324,2458,5469,8854,1538,1711,,2149178,1867307,0.95,0.95
North Carolina,NC,2012-03,15222,12604,2526,5593,9070,1565,1780,,2215624,1940655,0.95,0.95
North Carolina,NC,2012-04,15473,12800,2575,5703,9205,1595,1815,,2194809,1962467,0.95,0.95
North Carolina,NC,2012-05,15894,13153,2649,5872,9419,1636,1880,,2304321,2095171,0.95,0.95
North Carolina,NC,2012-06,16405,13628,2678,6014,9713,1703,1951,,2146626,1954434,0.96,0.96
North Carolina,NC,2012-07,16474,13995,2372,6012,9536,1710,1938,,2158891,1915388,0.96,0.96
North Carolina,NC,2012-08,17020,14626,2283,6117,9827,1750,1966,,2724628,2448391,0.97,0.96
North Carolina,NC,2012-09,17172,14814,2246,6173,9924,1762,2007,,2324247,2131227,0.97,0.96
North Carolina,NC,2012-10,17836,15509,2210,6293,10348,1828,2050,,2921447,2568603,0.97,0.96
North Carolina,NC,2012-11,18237,15939,2171,6389,10571,1868,2058,,2832754,2566143,0.97,0.97
North Carolina,NC,2012-12,18291,15987,2171,6446,10565,1887,2105,,2779828,2487043,0.97,0.97
North Carolina,NC,2013-01,18511,16252,2123,6495,10715,1924,2115,,3004177,2683856,0.97,0.96
North Carolina,NC,2013-02,18711,16516,2075,6581,10798,1965,2167,,3113843,2755283,0.97,0.96
North Carolina,NC,2013-03,18994,16812,2062,6625,11005,1996,2180,,3174210,2878474,0.97,0.96
North Carolina,NC,2013-04,19080,16959,1993,6751,11022,2034,2203,,3022916,2676807,0.98,0.97
North Carolina,NC,2013-05,19347,17243,1980,6805,11186,2082,2244,,2784223,2648504,0.97,0.97
North Carolina,NC,2013-06,19694,17855,1703,6917,11311,2127,2287,,2604853,2462692,0.97,0.97
North Carolina,NC,2013-07,20148,18430,1584,6986,11360,2171,2291,,2974469,2825736,0.97,0.96
North Carolina,NC,2013-08,20488,18847,1516,7840,12592,2415,2488,,2924941,2748344,0.97,0.96
North Carolina,NC,2013-09,20773,19206,1441,7922,12785,2424,2513,,2239127,2105240,0.97,0.96
North Carolina,NC,2013-10,21012,19443,1429,7997,12913,2483,2549,,2160387,2049213,0.97,0.96
North Carolina,NC,2013-11,21040,19499,1395,7975,12924,2501,2510,,1919269,1834885,0.93,0.96
North Carolina,NC,2013-12,21176,19639,1386,8035,12978,2516,2548,,2138938,2044209,0.96,0.95
North Carolina,NC,2014-01,21267,19782,1335,8077,12997,2534,2551,,2197607,2079777,0.96,0.95
North Carolina,NC,2014-02,21389,19940,1289,8295,13051,2648,2611,,2007764,1896234,0.96,0.96
North Carolina,NC,2014-03,21744,19083,1235,8404,13268,2712,2675,,1914447,1740629,0.95,0.95
North Carolina,NC,2014-04,21700,19106,1184,8361,13239,2723,2702,,2222874,1967379,0.96,0.95
North Dakota,ND,2008,,,,,,,,0,,,,
North Dakota,ND,2009,,,,,,,,0.01,,,,
North Dakota,ND,2010,,,,,,,,0.09,,,,
North Dakota,ND,2011,,,,,,,,0.34,,,,
North Dakota,ND,2012,,,,,,,,0.57,,,,
North Dakota,ND,2013,,,,,,,,0.76,,,,
North Dakota,ND,2008-12,27,26,1,16,8,5,3,,,,0.7,0.13
North Dakota,ND,2009-01,29,26,2,,,,,,,,,0.15
North Dakota,ND,2009-02,31,27,3,,,,,,,,,0.16
North Dakota,ND,2009-03,33,28,4,,,,,,,,,0.18
North Dakota,ND,2009-04,35,29,5,,,,,,,,,0.19
North Dakota,ND,2009-05,37,30,6,,,,,,,,,0.21
North Dakota,ND,2009-06,39,31,7,,,,,,,,,0.22
North Dakota,ND,2009-07,41,32,8,,,,,,,,,0.24
North Dakota,ND,2009-08,43,33,9,,,,,,,,,0.25
North Dakota,ND,2009-09,45,34,10,,,,,,,,,0.27
North Dakota,ND,2009-10,47,35,11,,,,,,,,,0.28
North Dakota,ND,2009-11,49,35,12,,,,,,,,,0.3
North Dakota,ND,2009-12,53,36,17,21,29,4,4,,,,0.75,0.31
North Dakota,ND,2010-01,110,91,19,,,,,,,,,0.34
North Dakota,ND,2010-02,167,146,21,,,,,,,,,0.36
North Dakota,ND,2010-03,224,201,23,,,,,,,,,0.39
North Dakota,ND,2010-04,281,256,25,,,,,,,,,0.41
North Dakota,ND,2010-05,338,311,27,,,,,,,,,0.44
North Dakota,ND,2010-06,400,369,31,214,186,53,46,,10228,5872,0.77,0.47
North Dakota,ND,2010-07,459,419,39,,,,,,,,,0.51
North Dakota,ND,2010-08,518,469,47,,,,,,,,,0.56
North Dakota,ND,2010-09,577,519,55,,,,,,,,,0.6
North Dakota,ND,2010-10,636,569,63,,,,,,,,,0.64
North Dakota,ND,2010-11,695,619,71,,,,,,,,,0.69
North Dakota,ND,2010-12,755,673,82,385,364,113,73,,9129,7070,0.9,0.73
North Dakota,ND,2011-01,795,709,86,361,366,117,72,,13942,11712,0.9,0.74
North Dakota,ND,2011-02,798,703,95,397,396,124,82,,16719,14225,0.89,0.73
North Dakota,ND,2011-03,824,723,101,394,424,127,84,,18433,15869,0.89,0.73
North Dakota,ND,2011-04,848,735,113,398,441,134,92,,17183,14743,0.89,0.75
North Dakota,ND,2011-05,917,769,148,432,470,143,101,,17641,15385,0.9,0.79
North Dakota,ND,2011-06,987,804,183,461,511,155,103,,17224,14917,0.91,0.79
North Dakota,ND,2011-07,983,817,166,451,505,153,100,,16528,15195,0.9,0.78
North Dakota,ND,2011-08,1113,937,176,461,508,154,104,,24158,20671,0.9,0.83
North Dakota,ND,2011-09,1132,971,161,523,582,164,118,,23852,20383,0.9,0.79
North Dakota,ND,2011-10,1177,995,182,549,596,176,122,,25906,22219,0.91,0.82
North Dakota,ND,2011-11,1297,1137,160,598,667,191,134,,27831,24032,0.91,0.87
North Dakota,ND,2011-12,1332,1161,171,615,683,198,136,,31471,27778,0.9,0.88
North Dakota,ND,2012-01,1357,1185,172,635,687,206,144,,31725,27230,0.93,0.92
North Dakota,ND,2012-02,1383,1208,175,642,700,214,148,,32540,26995,0.93,0.93
North Dakota,ND,2012-03,1414,1230,184,642,729,213,149,,35556,30461,0.93,0.91
North Dakota,ND,2012-04,1454,1264,190,675,734,229,151,,36424,31799,0.93,0.92
North Dakota,ND,2012-05,1475,1284,191,675,752,234,154,,37398,33266,0.93,0.92
North Dakota,ND,2012-06,1473,1283,190,669,757,236,153,,45201,41259,0.93,0.93
North Dakota,ND,2012-07,1516,1336,180,647,804,232,153,,62307,56855,0.93,0.93
North Dakota,ND,2012-08,1558,1368,190,643,833,234,151,,78838,70161,0.93,0.93
North Dakota,ND,2012-09,1589,1394,195,650,852,230,149,,70128,60493,0.93,0.93
North Dakota,ND,2012-10,1607,1411,196,661,859,235,153,,89088,72707,0.94,0.94
North Dakota,ND,2012-11,1613,1417,196,670,855,242,157,,78142,65664,0.94,0.94
North Dakota,ND,2012-12,1629,1434,195,654,888,242,155,,78703,64672,0.95,0.94
North Dakota,ND,2013-01,1647,1451,196,651,901,249,162,,89774,73146,0.95,0.95
North Dakota,ND,2013-02,1654,1462,191,657,904,259,164,,92294,71988,0.95,0.95
North Dakota,ND,2013-03,1648,1479,169,646,904,255,163,,81204,65797,0.95,0.95
North Dakota,ND,2013-04,1704,1542,162,667,935,261,166,,89797,71969,0.95,0.95
North Dakota,ND,2013-05,1740,1579,161,695,931,269,162,,83456,73193,0.95,0.94
North Dakota,ND,2013-06,1746,1591,155,690,946,271,162,,79863,68809,0.95,0.95
North Dakota,ND,2013-07,1766,1614,152,699,947,267,175,,88992,76651,0.95,0.95
North Dakota,ND,2013-08,1789,1635,154,823,958,288,188,,87195,75423,0.95,0.95
North Dakota,ND,2013-09,1833,1676,155,848,979,302,194,,72116,64961,0.95,0.95
North Dakota,ND,2013-10,1808,1657,151,829,971,300,189,,75375,69398,0.95,0.95
North Dakota,ND,2013-11,1824,1672,152,827,986,305,188,,64912,60025,0.95,0.94
North Dakota,ND,2013-12,1840,1681,156,832,993,310,185,,64269,59427,0.95,0.95
North Dakota,ND,2014-01,1832,1678,153,835,984,307,186,,63985,60030,0.95,0.94
North Dakota,ND,2014-02,1819,1663,156,842,975,313,190,,24791,20432,0.95,0.95
North Dakota,ND,2014-03,1823,1660,156,837,984,317,188,,29700,24355,0.95,0.95
North Dakota,ND,2014-04,1837,1675,159,826,1008,318,181,,29096,23530,0.95,0.96
Nebraska,NE,2008,,,,,,,,0.02,,,,
Nebraska,NE,2009,,,,,,,,0.07,,,,
Nebraska,NE,2010,,,,,,,,0.15,,,,
Nebraska,NE,2011,,,,,,,,0.32,,,,
Nebraska,NE,2012,,,,,,,,0.48,,,,
Nebraska,NE,2013,,,,,,,,0.6,,,,
Nebraska,NE,2008-12,177,124,53,92,76,12,13,,,,0.59,0.51
Nebraska,NE,2009-01,208,142,65,,,,,,,,,0.53
Nebraska,NE,2009-02,239,160,77,,,,,,,,,0.54
Nebraska,NE,2009-03,270,178,89,,,,,,,,,0.56
Nebraska,NE,2009-04,301,196,101,,,,,,,,,0.58
Nebraska,NE,2009-05,332,214,113,,,,,,,,,0.6
Nebraska,NE,2009-06,363,232,125,,,,,,,,,0.61
Nebraska,NE,2009-07,394,250,137,,,,,,,,,0.63
Nebraska,NE,2009-08,425,268,149,,,,,,,,,0.65
