characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
Total - Female,Femlae,"American Indian/Alaska Native, non-Hispanic",1713,19150.0,604.0,Reporting standards not met. Either there are too few cases for a reilable estimate or the coefficient of variation (CV) is 50 percent or greater.,947.0,39.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2003,11257.699969521302,639.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or graeter.,850.0,37.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,hFemale,"American Indian/AlaskaNative, non-Hispanic",2004,19010.0,1358.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,997.0,44.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Femae,"American Indian/Alaska Native, non-Hispanic",2969,17620.0,611.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,987.0,46.0,Reporting standards not met. Either there are too few cases for a reliable estiate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Feamle,"American Indian/Alaska Native, non-Hispanic",2006,11643.398032012376,986.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,927.0,45.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Fmeale,"American Indian/Alaska Native, non-Hispanic",2007,19370.0,1504.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,990.0,47.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"American Indian/Alasak Native, non-Hispanic",2008,17010.0,2831.4599373550427,Reporting standards not met. Either thqere are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,946.0,41.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Femle,"Americann Indian/Alaska Native, non-Hispanic",2009,26653.499818694465,763.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient o fvariation (CV) is 50 percent or greater.,981.0,47.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Femael,"American Indian/Alaska Native, non-Hispanic",2010,14240.0,971.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variatoin (CV) is 50 percent or greater.,927.0,42.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Fmeale,"American Indian/Alaska Native, non-Hispanic",2011,13024.122725563022,853.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1035.0,50.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Femlae,"American Indian/Alaska Native, non-Hispanic",2012,14840.0,452.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1064.0,52.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Femael,"White, non-Hispanic",2000,22520.0,575.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 pecrent or greater.,1252.0,54.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"White, non-Hispanic",1229,21250.0,481.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1219.0,44.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the cofeficient of variation (CV) is 50 percent or greater.
Total,emale,"White, non-Hispanic",2002,21700.0,551.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficietn of variation (CV) is 50 percent or greater.,1369.0,46.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Feamle,"White, non-Hispanic",2003,12543.00051530904,491.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1254.0,44.0,Reporting standards not met. Either there are too few cases for areliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"White, non-Hispanic",2764,20620.0,1219.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (C)V is 50 percent or greater.,1338.0,54.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,"White, non-Hispanic",2005,19930.0,702.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1401.0,58.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of jvariation (CV) is 50 percent or greater.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2006,22660.0,1512.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1359.0,64.0,Reporting standards not met. Either there are too few cases for a relqiable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"White, non-Hispanic",2007,22140.0,597.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1321.0,61.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,"White, non-Hispanic",1051,20320.0,1211.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1260.0,55.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"White, non-Hispanic",2009,17120.0,912.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1248.0,65.14811947020834,Reporting standards not met. Ether there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"White, non-Hispanic",2010,15750.0,2575.3289496312877,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1241.0,57.0,Reporting standards not met. Either tqhere are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - White, non-Hispanic",Femae,"White, non-Hispanic",2011,15300.0,73.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1282.0,60.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is j50 percent or greater.
Total,Female,"White, non-Hispanic",1266,23257.01623814134,964.0,Reporting standards not met. Either there are too few cases for ba reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,1301.0,56.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2000,20000.0,1099.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,259.0,60.30251170573512,Reporting standards not met. Either there are too few cases for a reliable estmate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,"Black, non-Hispanic",2001,19450.0,1525.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,306.0,32.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 perent or greater.
Total - Male,Female,"Black, non-Hispanic",2002,21440.0,1468.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,290.0,31.0,Reporting standards not met. Either there ar too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",1862,16500.0,2079.0,Reporting standards not met. Either there are too few cases for a reliable estimgate or the coefficient of variation (CV) is 50 percent or greater.,234.0,28.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,"Black, non-Hispanic",2004,18340.0,992.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,290.0,25.0,Reporting standards ont met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2005,17480.0,2077.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greaxter.,326.0,28.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2006,17880.0,1054.0,Reportings tandards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,268.0,26.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,"Black, non-Hispanic",2007,19810.0,816.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,302.0,24.0,Reporting standards not met. Either there are too few casse for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2008,18890.0,2164.0,Reporting standards not met. Either there are too few cases for a relialbe estimate or the coefficient of variation (CV) is 50 percent or greater.,280.0,24.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Femae,"Black, non-Hispanic",2509,18170.0,1441.0,Reporting standards not met. Either there arpe too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,242.0,24.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Femle,"Black, non-Hispanic",2010,13760.0,2729.569818692126,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,293.0,26.0,Reporting standards not met. Either there are too few cases for a reliabe estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2011,13750.0,1307.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,346.0,29.0,Reporting standard snot met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,"Black, non-Hispanic",2012,13920.0,1366.0,Reporting standards not met. Either there are too fwe cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,392.0,29.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,Hispanic,2000,20000.0,1298.0,Reporting standards not met. Either there are too few cases for a reliable estimate or hte coefficient of variation (CV) is 50 percent or greater.,298.0,31.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,Hispanic,2001,23340.0,1604.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,283.0,30.0,Reporting standards onot met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Hispanic,Female,Hispnic,2002,21700.0,804.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the ocefficient of variation (CV) is 50 percent or greater.,249.0,28.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Hispanic,Femaloe,Hispanic,2003,19970.0,1033.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,282.0,30.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or geater.
Total,Female,Hispanic,2004,19160.0,1338.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,268.0,24.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient nof variation (CV) is 50 percent or greater.
Total,Femalpe,Hispanic,2005,17630.0,1150.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,313.0,25.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefifcient of variation (CV) is 50 percent or greater.
Total,Femasle,Hispanic,2006,21550.0,1163.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,328.0,26.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 zpercent or greater.
Total,Female,Hispanic,2007,21890.0,2721.108495800899,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,309.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or graeter.
Total - Male,Fremale,Hispanic,2008,20250.0,1333.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,320.0,25.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of varitaion (CV) is 50 percent or greater.
Total,Female,Hispanic,2009,18140.0,1660.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV)a is 50 percent or greater.,328.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Female,Hispanic,2010,12864.471698816153,2576.77247846103,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,362.0,28.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percvent or greater.
Total,Female,Hispanic,1366,17750.0,1979.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,374.0,25.0,Reporting standardsn ot met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Male,Female,Hispanic,2720,16840.0,1388.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,415.0,28.0,Reporting standards not met. Either there are too few cases for areliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"Asian, non-Hispanic",2000,20450.0,2329.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,75.0,14.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greateyr.
Total,Female,"Asian, non-Hispanic",2001,23080.0,2288.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,81.0,15.0,Reporting standards not met. Either there are too few cases for a reliable estimaute or the coefficient of variation (CV) is 50 percent or greater.
Total - Female,Female,"Asian, non-Hispanic",1429,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2003,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",1676,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2005,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2006,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2388,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2008,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total - Female,Fmale,"Asian, non-Hispanic",2009,29322.91537197345,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Fmale,"Asian, non-Hispanc",1581,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,emale,"Asian, non-Hispanic",2174,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",1908,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Pacific Islander, non-Hispanic",2000,24585.36322199113,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2001,19450.0,829.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,62.68331652089645,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2002,19450.0,829.0,Reporting standards nkot met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,138.0,22.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
