NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
43598,0747,11,"DR. REDDY'S LABORATORIES, INC.",Active,Timolol Maleate Ophthalmic GFS 0.25%,1,215733,N,1,N,9/22/2022,3/23/2023,ML,5,AB,N,3/23/2023,3/23/2023,,,3/27/2023
43598,0748,11,"DR. REDDY'S LABORATORIES, INC.",Active,Timolol Maleate Ophthalmic GFS 0.5%,1,215733,N,1,N,9/22/2022,3/23/2023,ML,5,AB,N,3/23/2023,3/23/2023,,,3/27/2023
49884,0171,01,PAR PHARMACEUTICAL,Active,"COLCHICINE TABLETS, USP 0.6mg 100s",1,203976,N,1,N,8/12/2021,12/6/2022,TAB,1,AB,N,,12/6/2022,,,3/30/2023
49884,0171,11,PAR PHARMACEUTICAL,Active,"COLCHICINE TABLETS, USP 0.6mg 30s",1,203976,N,1,N,8/12/2021,12/6/2022,TAB,1,AB,N,,12/6/2022,,,3/30/2023
50268,0196,57,AVPAK,Active,CAPSAICIN CREAM 0.075% 57 GM,9,PART348,N,2,N,9/30/1990,2/24/2023,GM,57,NR,N,,2/24/2023,,,3/28/2023
50268,0411,01,AVPAK,Active,Hydrocortisone Acetate Suppositories 25mg,5,,N,1,N,1/17/2017,7/3/2017,SUP,100,NR,N,7/3/2017,9/25/2017,,,3/28/2023
51862,0328,01,MAYNE PHARMA INC.,Active,"Diltiazem HCl Extended-Release Capsules, 60 mg",1,215775,N,1,N,5/5/2022,2/10/2023,CAP,1,AB,N,,2/10/2023,,,3/30/2023
51862,0329,01,MAYNE PHARMA INC.,Active,"Diltiazem HCl Extended-Release Capsules, 90 mg",1,215775,N,1,N,5/5/2022,2/10/2023,CAP,1,AB,N,,2/10/2023,,,3/30/2023
51862,0560,12,MAYNE PHARMA INC.,Active,Doryx MPC 60mg Tabs 120,3,50795,I,1,N,5/20/2016,12/1/2016,TAB,1,NR,N,2/13/2023,2/13/2023,,,3/30/2023
55513,0504,50,AMGEN INC.,Active,LUMAKRAS (sotorasib),3,214665,S,1,Y,1/20/2023,3/13/2023,TAB,1,NR,N,,3/13/2023,,,3/27/2023
59137,0505,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 7.5mg/0.15 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.15,NR,Y,,9/29/2014,,,3/28/2023
59137,0510,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 10 mg/0.20 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.2,NR,Y,,9/29/2014,,,3/28/2023
59137,0515,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 12.5 mg/0.25 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.25,NR,Y,,9/29/2014,,,3/28/2023
59137,0520,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 15 mg/0.30 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.3,NR,Y,,9/29/2014,,,3/28/2023
59137,0525,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 17.5 mg/0.35 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.35,NR,Y,,9/29/2014,,,3/28/2023
59137,0530,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 20 mg/0.40 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.4,NR,Y,,9/29/2014,,,3/28/2023
59137,0535,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 22.5 mg/0.45 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.45,NR,Y,,9/29/2014,,,3/28/2023
59137,0540,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 25 mg/0.50 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.5,NR,Y,,9/29/2014,,,3/28/2023
59137,0550,00,"MEDEXUS PHARMA, INC.",Active,Rasuvo 30 mg/0.60 ml (Inner NDC),3,205776,S,1,N,7/10/2014,9/29/2014,ML,0.6,NR,Y,,9/29/2014,,,3/28/2023
60687,0739,25,AMERICAN HEALTH PACKAGING,Active,Aminocaproic Acid Tab,1,209060,N,1,N,3/10/2023,3/23/2023,TAB,30,AB,N,,3/23/2023,,,3/27/2023
60687,0739,95,AMERICAN HEALTH PACKAGING,Active,Aminocaproic Acid Tab-inner,1,209060,N,1,N,3/10/2023,3/23/2023,TAB,1,AB,N,,3/23/2023,,,3/27/2023
62332,0632,15,ALEMBIC PHARMACEUTICALS INC.,Active,Desonide Cream 0.05%,1,214396,N,1,N,12/8/2022,3/23/2023,GM,15,AB,N,,3/23/2023,,,3/31/2023
62332,0632,60,ALEMBIC PHARMACEUTICALS INC.,Active,Desonide Cream 0.05%,1,214396,N,1,N,12/8/2022,3/23/2023,GM,60,AB,N,,3/23/2023,,,3/31/2023
62935,0461,50,"TOLMAR, INC.",Active,Eligard 45 mg,3,21731,S,1,N,12/14/2004,2/16/2005,EA,1,NR,Y,3/13/2023,3/13/2023,,,3/30/2023
64842,0120,04,"TAIHO PHARMACEUTICAL CO., LTD.",Active,Lytgobi Tablets 12MG / Day 21 tablet DosePak,3,214801,S,1,N,9/30/2022,2/6/2023,TAB,21,AB,N,,2/6/2023,,,3/28/2023
64842,0120,05,"TAIHO PHARMACEUTICAL CO., LTD.",Active,Lytgobi Tablets 12MG / Day 28 tablet DosePak,3,214801,S,1,N,9/30/2022,2/6/2023,TAB,28,AB,N,,2/6/2023,,,3/28/2023
64842,0120,06,"TAIHO PHARMACEUTICAL CO., LTD.",Active,Lytgobi Tablets 12MG / Day 35 tablet DosePak,3,214801,S,1,N,9/30/2022,2/6/2023,TAB,35,AB,N,,2/6/2023,,,3/28/2023
65628,0272,03,"AZURITY PHARMACEUTICALS, INC.",Active,Konvomep 2mg/84mg per mL 3oz (90)mL,3,213593,S,1,N,8/30/2022,3/27/2023,ML,90,NR,N,,3/27/2023,,,3/27/2023
65628,0272,05,"AZURITY PHARMACEUTICALS, INC.",Active,Konvomep 2mg/84mg per mL 5oz (150mL),3,213593,S,1,N,8/30/2022,3/27/2023,ML,150,NR,N,,3/27/2023,,,3/27/2023
65628,0272,10,"AZURITY PHARMACEUTICALS, INC.",Active,Konvomep 2mg/84mg per mL 10oz (300)mL,3,213593,S,1,N,8/30/2022,3/27/2023,ML,300,NR,N,,3/27/2023,,,3/27/2023
66302,0361,28,UNITED THERAPEUTICS CORPORATION,Active,ORENITRAM TABLET EXTENDED RELEASE Titration Kit (Month 1),3,203496,S,1,N,12/20/2013,2/14/2023,EA,1,NR,N,,2/14/2023,,,3/30/2023
66302,0362,56,UNITED THERAPEUTICS CORPORATION,Active,ORENITRAM TABLET EXTENDED RELEASE Titration Kit (Month 2),3,203496,S,1,N,12/20/2013,2/14/2023,EA,1,NR,N,,2/14/2023,,,3/30/2023
66302,0363,84,UNITED THERAPEUTICS CORPORATION,Active,ORENITRAM TABLET EXTENDED RELEASE Titration Kit (Month 3),3,203496,S,1,N,12/20/2013,2/14/2023,EA,1,NR,N,,2/14/2023,,,3/30/2023
68462,0423,30,"GLENMARK PHARMACEUTICALS, INC., USA",Active,TERIFLUNOMIDE TAB 7MG 30,1,209663,N,1,N,11/15/2018,3/16/2023,TAB,1,AB,N,3/16/2023,3/16/2023,,,3/29/2023
68462,0424,30,"GLENMARK PHARMACEUTICALS, INC., USA",Active,TERIFLUNOMIDE TAB 14MG 30,1,209663,N,1,N,11/15/2018,3/16/2023,TAB,1,AB,N,3/16/2023,3/16/2023,,,3/29/2023
69367,0190,50,"WESTMINSTER PHARMACEUTICALS, LLC.",Active,Zoledronic Acid Inj 4mg/5mL - 5mL,1,202923,N,1,N,6/15/2007,2/1/2023,ML,5,AB,N,2/1/2023,2/1/2023,,,3/30/2023
69367,0262,09,"WESTMINSTER PHARMACEUTICALS, LLC.",Active,Valacyclovir Tablets 500mg 90ct,1,209553,N,1,N,1/30/2007,2/1/2023,TAB,90,AB,N,2/1/2023,2/1/2023,,,3/27/2023
69367,0262,30,"WESTMINSTER PHARMACEUTICALS, LLC.",Active,Valacyclovir Tablets 500mg 30ct,1,209553,N,1,N,1/30/2007,2/1/2023,TAB,30,AB,N,2/1/2023,2/1/2023,,,3/27/2023
69367,0263,09,"WESTMINSTER PHARMACEUTICALS, LLC.",Active,Valacyclovir Tablets 1000mg 90ct,1,209553,N,1,N,1/30/2007,2/1/2023,TAB,90,AB,N,2/1/2023,2/1/2023,,,3/27/2023
69367,0263,30,"WESTMINSTER PHARMACEUTICALS, LLC.",Active,Valacyclovir Tablets 1000mg 30ct,1,209553,N,1,N,1/30/2007,2/1/2023,TAB,30,AB,N,2/1/2023,2/1/2023,,,3/27/2023
69452,0351,20,"BIONPHARMA, INC.",Active,"TERBINAFINE TABLETS, USP 250MG 100CT",1,78163,N,1,N,7/2/2007,6/13/2022,TAB,100,AB,N,,6/13/2022,,,3/30/2023
69488,0001,40,"ADVANCED ACCELERATOR APPLICATIONS USA,",Active,Netspot,3,208547,S,1,N,6/1/2016,8/30/2016,EA,1,NR,Y,,5/1/2018,,,3/29/2023
69488,0017,61,"ADVANCED ACCELERATOR APPLICATIONS USA,",Active,Locametz,3,215841,S,1,N,3/23/2022,5/26/2022,MCI,1,NR,Y,,5/26/2022,,,3/29/2023
70512,0851,28,"SOLA PHARMACEUTICALS, LLC",Active,Teriflunomide Oral Tablet 14 MG,1,209677,N,1,N,6/17/2020,3/1/2023,TAB,28,AB,N,,3/1/2023,,,3/29/2023
70709,0062,30,"CYCLE PHARMACEUTICALS, LTD.",Active,Tascenso ODT,3,214962,S,1,N,12/23/2021,2/15/2023,TAB,1,NR,N,,2/15/2023,,,3/29/2023
70709,0065,30,"CYCLE PHARMACEUTICALS, LTD.",Active,Tascenso ODT,3,214962,S,1,N,12/23/2021,2/14/2023,TAB,1,NR,N,,2/14/2023,,,3/29/2023
70710,1039,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE ER CAP-QX 25MG,1,208949,N,1,N,11/29/2022,3/28/2023,CAP,1,AB,N,3/28/2023,3/28/2023,,,3/30/2023
70710,1040,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE ER CAP-QX 50MG,1,208949,N,1,N,11/29/2022,3/28/2023,CAP,1,AB,N,3/28/2023,3/28/2023,,,3/30/2023
70710,1041,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE ER CAP-QX 100MG,1,208949,N,1,N,11/29/2022,3/28/2023,CAP,1,AB,N,3/28/2023,3/28/2023,,,3/30/2023
70710,1042,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE ER CAP-QX 150MG,1,208949,N,1,N,11/29/2022,3/28/2023,CAP,1,AB,N,3/28/2023,3/28/2023,,,3/30/2023
70710,1043,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TOPIRAMATE ER CAP-QX 200MG,1,208949,N,1,N,11/29/2022,3/28/2023,CAP,1,AB,N,3/28/2023,3/28/2023,,,3/30/2023
70710,1114,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TERIFLUNOMIDE TAB 7MG ,1,209668,N,1,N,11/30/2018,3/27/2023,TAB,1,AB,N,3/27/2023,3/27/2023,,,3/30/2023
70710,1115,03,ZYDUS PHARMACEUTICALS (USA) INC.,Active,TERIFLUNOMIDE TAB 14MG ,1,209668,N,1,N,11/30/2018,3/27/2023,TAB,1,AB,N,3/27/2023,3/27/2023,,,3/30/2023
70756,0612,60,LIFESTAR PHARMA LLC,Active,"ARFORMOTEROL TART INHAL SOLUTION, 60X2ML",1,216128,N,1,N,11/15/2022,2/28/2023,ML,120,AN,Y,,2/28/2023,,,3/27/2023
70860,0407,10,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,TRANEXAMIC ACID INJ 100MG/10ML EMC PACK OF 10,1,203521,N,1,N,9/12/2014,2/28/2023,ML,100,AP,Y,,2/28/2023,,,3/28/2023
70860,0501,81,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,MAGNESIUM SULFATE IN WATER FOR INJ 2G/50ML 24 BAGS,1,209642,N,1,N,11/8/2021,2/27/2023,ML,1200,AP,Y,,2/27/2023,,,3/28/2023
70860,0501,82,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,MAGNESIUM SULFATE IN WATER FOR INJ 4G/100ML 24 BAGS,1,209642,N,1,N,11/8/2021,2/27/2023,ML,2400,AP,Y,,2/27/2023,,,3/28/2023
70860,0502,81,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,MAGNESIUM SULFATE IN WATER FOR INJ 4G/50ML 24 BAGS,1,209642,N,1,N,11/8/2021,2/27/2023,ML,1200,AP,Y,,2/27/2023,,,3/28/2023
70860,0785,05,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,PALONOSETRON HYDROCHLORIDE INJ 0.25MG/5ML,1,202951,N,1,N,6/29/2021,2/2/2023,ML,5,AP,Y,,2/2/2023,,,3/28/2023
72187,0101,03,"STEMLINE THERAPEUTICS, INC.",Active,"ORSERDU 86MG/1 30 TABLET, FILM COATED IN 1 BOTTLE",3,217639,S,1,N,1/27/2023,2/2/2023,TAB,30,NR,N,,2/2/2023,,,3/29/2023
72187,0102,03,"STEMLINE THERAPEUTICS, INC.",Active,"ORSERDU 345MG/1 30 TABLET, FILM COATED IN 1 BOTTLE",3,217639,S,1,N,1/27/2023,2/2/2023,TAB,30,NR,N,,2/2/2023,,,3/29/2023
72511,0400,01,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,9/23/2016,1/31/2023,ML,0.8,NR,Y,,1/31/2023,,,3/27/2023
72511,0400,02,AMGEN USA INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,9/23/2016,1/31/2023,ML,1.6,NR,Y,,1/31/2023,,,3/27/2023
72989,0372,30,Acertis Pharmaceuticals,Active,Prometrium,3,19781,S,1,N,5/14/1998,3/14/2003,CAP,1,NR,N,1/11/2023,3/8/2023,,,3/27/2023
72989,0373,30,Acertis Pharmaceuticals,Active,Prometrium,3,19781,S,1,N,5/14/1998,3/14/2003,CAP,1,NR,N,1/11/2023,3/8/2023,,,3/27/2023
72989,0409,11,Acertis Pharmaceuticals,Active,PHENDIMETRAZINE TARTRATE,3,18074,S,1,N,9/30/1990,9/30/1990,CAP,1,NR,N,12/8/2022,3/8/2023,,,3/27/2023
72989,0409,30,Acertis Pharmaceuticals,Active,PHENDIMETRAZINE TARTRATE,3,18074,S,1,N,9/30/1990,9/30/1990,CAP,1,NR,N,12/8/2022,3/8/2023,,,3/27/2023
73116,0215,56,"Secura Bio, Inc.",Active,Copiktra,3,211155,S,1,N,9/24/2018,9/25/2018,CAP,1,NR,N,2/10/2023,2/10/2023,,,3/31/2023
73606,0020,01,APL Sales I LLC,Active,Syfovre 15 mg/0.1 mL solution,3,217171,S,1,N,2/17/2023,2/27/2023,ML,0.1,NR,Y,,2/27/2023,,,3/29/2023
76329,3318,01,"INTERNATIONAL MEDICATION SYSTEMS, LTD",Active,Epinephrine Injection USP,3,211363,S,1,N,8/15/2022,1/31/2023,ML,10,NR,Y,,1/31/2023,,,3/30/2023
81288,0018,01,"EMC Pharma, LLC. ",Active,"Acyclovir Tablets 400 mg, 100",1,210401,N,1,N,3/7/2018,7/5/2018,TAB,100,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0018,02,"EMC Pharma, LLC. ",Active,"Acyclovir Tablets 400 mg, 500",1,210401,N,1,N,3/7/2018,7/5/2018,TAB,500,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0021,20,"EMC Pharma, LLC. ",Active,"Celecoxib Capsules, 100mg, 100",1,211412,N,1,N,3/6/2020,5/23/2022,CAP,100,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0021,30,"EMC Pharma, LLC. ",Active,"Celecoxib Capsules, 100mg, 500",1,211412,N,1,N,3/6/2020,5/23/2022,CAP,500,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0022,20,"EMC Pharma, LLC. ",Active,"Celecoxib Capsules, 200mg, 100",1,211412,N,1,N,3/6/2020,5/23/2022,CAP,100,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0022,30,"EMC Pharma, LLC. ",Active,"Celecoxib Capsules, 200mg, 500",1,211412,N,1,N,3/6/2020,5/23/2022,CAP,500,AB,N,2/1/2023,2/1/2023,,,3/29/2023
81288,0023,60,"EMC Pharma, LLC. ",Active,"Celecoxib Capsules, 400mg; 60 ",1,211412,N,1,N,3/6/2020,2/1/2023,CAP,60,AB,N,,2/1/2023,,,3/29/2023
81288,0039,01,"EMC Pharma, LLC. ",Active,"Acyclovir Capsules 200mg, 100",1,212173,N,1,N,9/14/2020,2/1/2023,CAP,100,AB,N,,2/1/2023,,,3/29/2023
81288,0039,02,"EMC Pharma, LLC. ",Active,"Acyclovir Capsules 200mg, 500",1,212173,N,1,N,9/14/2020,2/1/2023,CAP,500,AB,N,,2/1/2023,,,3/29/2023
81288,0751,90,"EMC Pharma, LLC. ",Active,"Rosuvastatin Tablets 10mg, 90",1,207375,N,1,N,5/7/2019,2/1/2023,TAB,90,AB,N,,2/1/2023,,,3/29/2023
81288,0755,90,"EMC Pharma, LLC. ",Active,"Rosuvastatin Tablets 5mg, 90",1,207375,N,1,N,5/7/2019,2/1/2023,TAB,90,AB,N,,2/1/2023,,,3/29/2023
