OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,LIC_or_DAC,Shape__Area,Shape__Length
852,06,065,941100,06065941100,9411,Census Tract 9411,G5020,S,2235012,352990,LIC,3756956.3125,7760.88725687666
853,06,065,941400,06065941400,9414,Census Tract 9414,G5020,S,2568727,0,LIC,3731474.203125,7741.76219423639
854,06,065,040607,06065040607,406.07,Census Tract 406.07,G5020,S,21344763,4765,DAC,31144599.5039063,32302.5510775811
855,06,037,403316,06037403316,4033.16,Census Tract 4033.16,G5020,S,2928005,0,LIC,4274070.62890625,10376.425483577
856,06,037,403319,06037403319,4033.19,Census Tract 4033.19,G5020,S,2224166,9919,LIC,3259587.19140625,7344.42316416967
857,06,037,405400,06037405400,4054,Census Tract 4054,G5020,S,1347559,0,LIC,1969812.234375,7524.8359858182
858,06,037,405500,06037405500,4055,Census Tract 4055,G5020,S,1855454,0,LIC,2711436.640625,7403.24153607862
859,06,037,408626,06037408626,4086.26,Census Tract 4086.26,G5020,S,2484012,0,LIC,3622018.265625,9672.93813675318
860,06,037,432300,06037432300,4323,Census Tract 4323,G5020,S,1951202,30496,Both,2896463.953125,7451.22358889223
861,06,037,432401,06037432401,4324.01,Census Tract 4324.01,G5020,S,1049352,0,Both,1533871.609375,6835.82596188657
862,06,037,432402,06037432402,4324.02,Census Tract 4324.02,G5020,S,1494699,10754,Both,2200283.25,6925.50058369048
863,06,013,381000,06013381000,3810,Census Tract 3810,G5020,S,1961894,0,Both,3158659.3046875,8563.21476996315
864,06,085,511915,06085511915,5119.15,Census Tract 5119.15,G5020,S,1051515,74592,LIC,1780225.6328125,6044.73789242251
865,06,085,512038,06085512038,5120.38,Census Tract 5120.38,G5020,S,1379834,0,LIC,2180765.12109375,8189.73111272554
866,06,037,432500,06037432500,4325,Census Tract 4325,G5020,S,2611603,204455,Both,4116740,9444.33307566563
867,06,037,432601,06037432601,4326.01,Census Tract 4326.01,G5020,S,1404869,0,Both,2053131.671875,6394.12717156878
868,06,037,461300,06037461300,4613,Census Tract 4613,G5020,S,1949039,1061,LIC,2856091.43359375,10755.3614555793
869,06,037,461400,06037461400,4614,Census Tract 4614,G5020,S,1016353,0,LIC,1488491.8359375,5851.60550906098
870,06,037,461600,06037461600,4616,Census Tract 4616,G5020,S,1649668,11915,Both,2432881.3203125,6646.07941460189
871,06,037,576401,06037576401,5764.01,Census Tract 5764.01,G5020,S,324020,0,Both,470208.3828125,2913.10469395915
872,06,037,572002,06037572002,5720.02,Census Tract 5720.02,G5020,S,1046070,0,Both,1519581.43359375,5132.37781023863
873,06,037,570502,06037570502,5705.02,Census Tract 5705.02,G5020,S,1997821,0,Both,2905133.40625,7334.30431865361
874,06,037,504102,06037504102,5041.02,Census Tract 5041.02,G5020,S,6362888,96817,DAC,9400574.69140625,22550.6606088961
875,06,037,542501,06037542501,5425.01,Census Tract 5425.01,G5020,S,577487,7732,Both,851487.19921875,4414.67273223231
876,06,081,600402,06081600402,6004.02,Census Tract 6004.02,G5020,S,402368,0,LIC,643908.78125,3404.1603285739
877,06,013,314104,06013314104,3141.04,Census Tract 3141.04,G5020,S,2322932,0,Both,3749337.55859375,9680.41962474933
878,06,081,601901,06081601901,6019.01,Census Tract 6019.01,G5020,S,887843,0,LIC,1419328.74609375,6059.36133279245
879,06,081,609202,06081609202,6092.02,Census Tract 6092.02,G5020,S,908759,0,LIC,1446650.2734375,5353.79522136014
880,06,037,408303,06037408303,4083.03,Census Tract 4083.03,G5020,S,1652406,75634,LIC,2522619.7265625,9212.04942737898
881,06,065,045303,06065045303,453.03,Census Tract 453.03,G5020,S,3231145,0,Both,4683070.515625,12964.1516996603
882,06,065,048902,06065048902,489.02,Census Tract 489.02,G5020,S,1659763,0,Both,2415228.50390625,6830.58233227731
883,06,065,049500,06065049500,495,Census Tract 495,G5020,S,3524583,0,Both,5106610.8125,9841.91050455103
884,06,037,408628,06037408628,4086.28,Census Tract 4086.28,G5020,S,2460564,0,LIC,3587725.80078125,9568.40017319064
885,06,013,307102,06013307102,3071.02,Census Tract 3071.02,G5020,S,1603153,0,Both,2585985.95703125,8212.79640333688
886,06,013,331000,06013331000,3310,Census Tract 3310,G5020,S,2818715,0,LIC,4543791.74609375,9398.95464275866
887,06,081,600401,06081600401,6004.01,Census Tract 6004.01,G5020,S,519859,0,LIC,831933.90625,5113.36618429597
888,06,081,603801,06081603801,6038.01,Census Tract 6038.01,G5020,S,227422,0,LIC,363116.33203125,2944.7927185524
889,06,065,043316,06065043316,433.16,Census Tract 433.16,G5020,S,5058386,0,LIC,7330033.0390625,13558.5711967597
890,06,065,044515,06065044515,445.15,Census Tract 445.15,G5020,S,6795525,248358,LIC,10259023.734375,13543.6689889144
891,06,019,000502,06019000502,5.02,Census Tract 5.02,G5020,S,1181124,0,Both,1842996.46484375,5960.09341375136
892,06,037,405800,06037405800,4058,Census Tract 4058,G5020,S,1895336,0,LIC,2771307.984375,7708.71047014939
893,06,037,405900,06037405900,4059,Census Tract 4059,G5020,S,1319991,0,LIC,1930034.04296875,5865.44312695264
894,06,085,512313,06085512313,5123.13,Census Tract 5123.13,G5020,S,2627972,0,LIC,4140450.30859375,8592.70575624242
895,06,085,512314,06085512314,5123.14,Census Tract 5123.14,G5020,S,3721203,0,LIC,5864782.04296875,10747.7772130512
896,06,085,512604,06085512604,5126.04,Census Tract 5126.04,G5020,S,2218639,0,Both,3486761.95703125,9962.04024433512
897,06,037,117530,06037117530,1175.30,Census Tract 1175.30,G5020,S,544546,12334,Both,816580.328125,3672.77777402506
898,06,037,119310,06037119310,1193.10,Census Tract 1193.10,G5020,S,425105,3695,LIC,629075.3359375,3710.1103289436
899,06,037,406000,06037406000,4060,Census Tract 4060,G5020,S,1908788,0,LIC,2790244.61328125,9654.4174906901
900,06,037,406101,06037406101,4061.01,Census Tract 4061.01,G5020,S,1388119,0,LIC,2029049.84765625,6489.53399066402
901,06,037,406200,06037406200,4062,Census Tract 4062,G5020,S,1901210,0,Both,2778148.6875,9762.11176448374
902,06,097,153300,06097153300,1533,Census Tract 1533,G5020,S,32708095,0,LIC,53330954.5,33917.8197662786
903,06,097,153002,06097153002,1530.02,Census Tract 1530.02,G5020,S,2244330,0,LIC,3663996.27734375,9381.49562224428
904,06,097,151204,06097151204,1512.04,Census Tract 1512.04,G5020,S,3324350,0,LIC,5408974.5078125,11899.6245065949
905,06,097,152501,06097152501,1525.01,Census Tract 1525.01,G5020,S,1990911,0,LIC,3252465.5234375,13682.7356328936
906,06,037,408704,06037408704,4087.04,Census Tract 4087.04,G5020,S,1144292,0,LIC,1668425.1875,6158.93429665854
907,06,013,368001,06013368001,3680.01,Census Tract 3680.01,G5020,S,768503,0,Both,1238102.828125,4720.69767975267
908,06,013,303205,06013303205,3032.05,Census Tract 3032.05,G5020,S,13503720,0,LIC,21729765.5625,20768.1757066191
909,06,037,221602,06037221602,2216.02,Census Tract 2216.02,G5020,S,522794,0,Both,763253.65625,4414.59957419325
910,06,037,234902,06037234902,2349.02,Census Tract 2349.02,G5020,S,447718,0,Both,652792.203125,3666.94169966738
911,06,037,236203,06037236203,2362.03,Census Tract 2362.03,G5020,S,339340,0,Both,495187.79296875,3987.62432271457
912,06,037,236204,06037236204,2362.04,Census Tract 2362.04,G5020,S,229868,0,Both,335410.5625,2467.56468773548
913,06,037,237101,06037237101,2371.01,Census Tract 2371.01,G5020,S,628939,0,Both,917090.46484375,3809.99946012482
914,06,037,237202,06037237202,2372.02,Census Tract 2372.02,G5020,S,1108042,472,Both,1616380.453125,5294.128214195
915,06,037,119340,06037119340,1193.40,Census Tract 1193.40,G5020,S,122149,0,Both,179150.21875,1710.52736888778
916,06,037,408705,06037408705,4087.05,Census Tract 4087.05,G5020,S,1927095,953,LIC,2811163.06640625,7030.81906125233
917,06,037,432602,06037432602,4326.02,Census Tract 4326.02,G5020,S,1064490,0,Both,1555668.7578125,5436.95069534368
918,06,037,432700,06037432700,4327,Census Tract 4327,G5020,S,1825590,50344,Both,2741173.21484375,8325.49654616539
919,06,037,432801,06037432801,4328.01,Census Tract 4328.01,G5020,S,791496,7057,Both,1166905.86328125,4941.5673258173
920,06,037,432802,06037432802,4328.02,Census Tract 4328.02,G5020,S,591782,0,Both,864791.35546875,4335.84187970658
921,06,037,432902,06037432902,4329.02,Census Tract 4329.02,G5020,S,1083977,0,LIC,1584044.47265625,5457.96390866052
922,06,065,043814,06065043814,438.14,Census Tract 438.14,G5020,S,1662772,0,LIC,2423096.671875,7351.14477222361
923,06,037,237401,06037237401,2374.01,Census Tract 2374.01,G5020,S,516110,0,Both,752438.27734375,3520.00769218047
924,06,037,237402,06037237402,2374.02,Census Tract 2374.02,G5020,S,521230,0,Both,759905.62109375,3543.17110158236
925,06,037,239202,06037239202,2392.02,Census Tract 2392.02,G5020,S,1275621,0,Both,1860057.5078125,5836.34609940153
926,06,037,239501,06037239501,2395.01,Census Tract 2395.01,G5020,S,474213,0,Both,691270.43359375,3887.25737346176
927,06,037,239502,06037239502,2395.02,Census Tract 2395.02,G5020,S,510917,0,Both,744715.0078125,3977.58190494188
928,06,037,239602,06037239602,2396.02,Census Tract 2396.02,G5020,S,358086,0,Both,521950.62109375,3409.40526169949
929,06,037,239701,06037239701,2397.01,Census Tract 2397.01,G5020,S,409688,0,Both,597118.75390625,3488.44582248243
930,06,037,214502,06037214502,2145.02,Census Tract 2145.02,G5020,S,258191,0,LIC,377207.3203125,2910.51218575212
931,06,037,234501,06037234501,2345.01,Census Tract 2345.01,G5020,S,751799,0,Both,1096539.40625,4689.25133634658
932,06,037,234502,06037234502,2345.02,Census Tract 2345.02,G5020,S,544856,0,Both,794785.95703125,4288.76550937233
933,06,037,265201,06037265201,2652.01,Census Tract 2652.01,G5020,S,438820,0,LIC,641079.9921875,4383.5551459309
934,06,037,119700,06037119700,1197,Census Tract 1197,G5020,S,1288673,21675,LIC,1921259.0703125,7506.86251761808
935,06,037,119800,06037119800,1198,Census Tract 1198,G5020,S,1236126,5942,Both,1821688.3671875,5514.11266206587
936,06,037,119900,06037119900,1199,Census Tract 1199,G5020,S,1052206,0,Both,1543004.7109375,5409.28292582581
937,06,037,120020,06037120020,1200.20,Census Tract 1200.20,G5020,S,537593,14554,Both,809515.80078125,5996.07311528524
938,06,037,120030,06037120030,1200.30,Census Tract 1200.30,G5020,S,358619,0,Both,525741.04296875,2922.37995015948
939,06,037,462100,06037462100,4621,Census Tract 4621,G5020,S,1043919,0,LIC,1528540.28125,5061.47166028524
940,06,037,102103,06037102103,1021.03,Census Tract 1021.03,G5020,S,1186484,0,LIC,1739800.37890625,6028.75124260533
941,06,037,533001,06037533001,5330.01,Census Tract 5330.01,G5020,S,477675,0,Both,696431.1015625,4069.850616182
942,06,037,536104,06037536104,5361.04,Census Tract 5361.04,G5020,S,1963265,0,Both,2860033.078125,9639.93788236626
943,06,037,600304,06037600304,6003.04,Census Tract 6003.04,G5020,S,445759,0,Both,649223.87109375,3557.12162088201
944,06,037,602508,06037602508,6025.08,Census Tract 6025.08,G5020,S,647547,0,Both,942625.53125,3885.73203890552
945,06,037,602509,06037602509,6025.09,Census Tract 6025.09,G5020,S,2108025,11775,Both,3086154.53125,8665.8956119714
946,06,037,602801,06037602801,6028.01,Census Tract 6028.01,G5020,S,1253726,0,Both,1825647.703125,5796.03311176485
947,06,037,910715,06037910715,9107.15,Census Tract 9107.15,G5020,S,1986480,985,LIC,2937115.06640625,7947.22277150981
948,06,037,104201,06037104201,1042.01,Census Tract 1042.01,G5020,S,1090103,0,Both,1600788.34375,5470.88642579556
949,06,037,910716,06037910716,9107.16,Census Tract 9107.16,G5020,S,2452287,15014,LIC,3645557.1796875,9149.6746460299
950,06,037,104310,06037104310,1043.10,Census Tract 1043.10,G5020,S,1508623,0,Both,2214855.16796875,7054.24661294887
951,06,037,104320,06037104320,1043.20,Census Tract 1043.20,G5020,S,1212169,0,Both,1779481.87890625,5394.8367894311
952,06,037,104401,06037104401,1044.01,Census Tract 1044.01,G5020,S,681117,0,Both,999745.4375,4589.2514734877
953,06,037,602802,06037602802,6028.02,Census Tract 6028.02,G5020,S,1335285,0,Both,1944088.24609375,5893.333815922
954,06,037,603006,06037603006,6030.06,Census Tract 6030.06,G5020,S,687534,0,LIC,1000320.609375,4029.90357722896
955,06,037,603801,06037603801,6038.01,Census Tract 6038.01,G5020,S,666616,0,Both,970060.54296875,3987.03526920388
956,06,037,700101,06037700101,7001.01,Census Tract 7001.01,G5020,S,674088,0,LIC,985383.92578125,5012.90310135818
957,06,037,406901,06037406901,4069.01,Census Tract 4069.01,G5020,S,954499,3490,Both,1399303.4140625,5988.28941839783
958,06,037,433101,06037433101,4331.01,Census Tract 4331.01,G5020,S,1490274,70816,Both,2280732.03515625,9501.49596660694
959,06,037,104500,06037104500,1045,Census Tract 1045,G5020,S,531002,0,Both,779197.625,4173.33512186787
960,06,037,104610,06037104610,1046.10,Census Tract 1046.10,G5020,S,592138,0,Both,869006.8125,4283.90748096501
961,06,037,104620,06037104620,1046.20,Census Tract 1046.20,G5020,S,531171,0,Both,779486.5859375,4173.36856345369
962,06,037,104701,06037104701,1047.01,Census Tract 1047.01,G5020,S,550504,0,Both,808058.515625,4097.8409150762
963,06,037,104810,06037104810,1048.10,Census Tract 1048.10,G5020,S,1123361,0,Both,1648225.58203125,5258.80529061989
964,06,037,125200,06037125200,1252,Census Tract 1252,G5020,S,1303249,498,LIC,1909052.1171875,5854.57645299858
965,06,037,406902,06037406902,4069.02,Census Tract 4069.02,G5020,S,1002352,0,LIC,1464002.8828125,5803.11555167918
966,06,037,407502,06037407502,4075.02,Census Tract 4075.02,G5020,S,1029828,0,LIC,1503691.85546875,5796.01399969443
967,06,013,303204,06013303204,3032.04,Census Tract 3032.04,G5020,S,2066325,0,LIC,3326677.984375,8873.28061103889
968,06,013,355110,06013355110,3551.10,Census Tract 3551.10,G5020,S,1791528,0,LIC,2887312.83203125,7472.63886493039
969,06,013,306004,06013306004,3060.04,Census Tract 3060.04,G5020,S,1665854,73543,LIC,2806370.125,8117.76143187546
970,06,037,107010,06037107010,1070.10,Census Tract 1070.10,G5020,S,684671,0,LIC,1005791.74609375,4792.95966354432
971,06,037,107020,06037107020,1070.20,Census Tract 1070.20,G5020,S,994806,0,LIC,1461227.19921875,5418.89427293035
972,06,019,006602,06019006602,66.02,Census Tract 66.02,G5020,S,2966185,0,Both,4610105.72265625,11266.9204343995
973,06,037,980030,06037980030,9800.30,Census Tract 9800.30,G5020,S,4248789,990973,DAC,7626914.74609375,12820.988285076
974,06,037,980033,06037980033,9800.33,Census Tract 9800.33,G5020,S,12666622,16036672,DAC,41622958.4140625,35296.1376105146
975,06,037,600303,06037600303,6003.03,Census Tract 6003.03,G5020,S,364537,0,Both,530931.6171875,3356.25464640832
976,06,037,602505,06037602505,6025.05,Census Tract 6025.05,G5020,S,323592,0,Both,470967.41015625,2912.31017596339
977,06,037,602506,06037602506,6025.06,Census Tract 6025.06,G5020,S,324667,0,Both,472552.55078125,2902.15649201963
978,06,037,123104,06037123104,1231.04,Census Tract 1231.04,G5020,S,781693,0,Both,1145101.49609375,4255.28571516358
979,06,037,123204,06037123204,1232.04,Census Tract 1232.04,G5020,S,324206,0,Both,475054.50390625,2926.71145391344
980,06,037,123206,06037123206,1232.06,Census Tract 1232.06,G5020,S,602849,0,Both,883332.05859375,3789.11302188952
981,06,037,123301,06037123301,1233.01,Census Tract 1233.01,G5020,S,1303487,0,Both,1910262.13671875,6532.01300419054
982,06,037,123303,06037123303,1233.03,Census Tract 1233.03,G5020,S,633404,0,Both,928188.796875,4814.27324348727
983,06,037,125310,06037125310,1253.10,Census Tract 1253.10,G5020,S,1053718,0,Both,1543112.67578125,7095.8204880559
984,06,037,127210,06037127210,1272.10,Census Tract 1272.10,G5020,S,1539726,1672,Both,2259341.84765625,7256.47026943667
985,06,037,127220,06037127220,1272.20,Census Tract 1272.20,G5020,S,652913,0,Both,956946.53125,3910.82789044059
986,06,037,127300,06037127300,1273,Census Tract 1273,G5020,S,1059237,0,Both,1552605.8828125,5562.35580788824
987,06,037,127400,06037127400,1274,Census Tract 1274,G5020,S,2157566,24074,Both,3197980.4296875,9274.76097529693
988,06,037,602507,06037602507,6025.07,Census Tract 6025.07,G5020,S,322627,0,Both,469543.6796875,2907.27094224221
989,06,037,240402,06037240402,2404.02,Census Tract 2404.02,G5020,S,601299,0,Both,875951.5,4091.21723501161
990,06,037,241001,06037241001,2410.01,Census Tract 2410.01,G5020,S,904091,2395,Both,1320066.6171875,6663.05247343591
991,06,037,533805,06037533805,5338.05,Census Tract 5338.05,G5020,S,432100,0,Both,629903.3515625,3885.02934492341
992,06,037,402405,06037402405,4024.05,Census Tract 4024.05,G5020,S,900372,0,Both,1315385.3515625,5250.46248033715
993,06,037,402705,06037402705,4027.05,Census Tract 4027.05,G5020,S,865507,0,LIC,1264582.453125,4779.4792841174
994,06,037,402706,06037402706,4027.06,Census Tract 4027.06,G5020,S,1073872,0,Both,1569017.546875,5112.57511938387
995,06,037,402803,06037402803,4028.03,Census Tract 4028.03,G5020,S,630282,0,Both,920379.3515625,3897.7532307434
996,06,037,402804,06037402804,4028.04,Census Tract 4028.04,G5020,S,1311060,0,Both,1914526.8125,5942.32705064571
997,06,037,402903,06037402903,4029.03,Census Tract 4029.03,G5020,S,1594421,0,Both,2327826.9765625,6268.2009624982
998,06,037,104108,06037104108,1041.08,Census Tract 1041.08,G5020,S,1096629,0,Both,1609868.90234375,7002.3272944996
999,06,037,106406,06037106406,1064.06,Census Tract 1064.06,G5020,S,2085950,916,LIC,3067105.109375,7904.99030666982
1000,06,037,109100,06037109100,1091,Census Tract 1091,G5020,S,2705905,0,Both,3972685.17578125,9730.88961061433
1001,06,037,109400,06037109400,1094,Census Tract 1094,G5020,S,1290834,0,LIC,1894762.76953125,6477.39001125116
1002,06,037,109500,06037109500,1095,Census Tract 1095,G5020,S,1194582,0,Both,1753691.22265625,7606.46646630664
1003,06,037,109601,06037109601,1096.01,Census Tract 1096.01,G5020,S,2214612,33284,LIC,3298812.64453125,7417.19136380713
1004,06,037,127520,06037127520,1275.20,Census Tract 1275.20,G5020,S,363717,0,Both,533254.328125,2948.41920578924
1005,06,037,407601,06037407601,4076.01,Census Tract 4076.01,G5020,S,781203,0,Both,1140513.859375,4312.44362867037
1006,06,037,407801,06037407801,4078.01,Census Tract 4078.01,G5020,S,1072034,0,Both,1564814.10546875,4809.14620247109
1007,06,037,407802,06037407802,4078.02,Census Tract 4078.02,G5020,S,3131552,1706,Both,4573069.34765625,11512.0597217524
1008,06,037,408140,06037408140,4081.40,Census Tract 4081.40,G5020,S,917605,0,Both,1338752.05859375,4962.83987607805
1009,06,037,408141,06037408141,4081.41,Census Tract 4081.41,G5020,S,1121077,0,LIC,1635585.1640625,6331.15093636365
1010,06,037,406701,06037406701,4067.01,Census Tract 4067.01,G5020,S,942986,0,LIC,1377252.61328125,5030.62767010253
1011,06,037,111202,06037111202,1112.02,Census Tract 1112.02,G5020,S,1866692,0,LIC,2740025.39453125,7658.18020238507
1012,06,037,111301,06037111301,1113.01,Census Tract 1113.01,G5020,S,2001348,0,LIC,2937170.40625,7891.76542482227
1013,06,037,111302,06037111302,1113.02,Census Tract 1113.02,G5020,S,1552799,0,LIC,2278502.17578125,6582.45302470997
1014,06,037,127920,06037127920,1279.20,Census Tract 1279.20,G5020,S,648714,0,Both,950628.6796875,3899.89142363058
1015,06,037,128210,06037128210,1282.10,Census Tract 1282.10,G5020,S,549953,0,Both,805645.4921875,3601.65926715193
1016,06,037,128303,06037128303,1283.03,Census Tract 1283.03,G5020,S,413941,0,Both,606386.08984375,3602.17236748014
1017,06,037,128400,06037128400,1284,Census Tract 1284,G5020,S,1725920,0,Both,2527920.9765625,8322.73715934745
1018,06,037,128500,06037128500,1285,Census Tract 1285,G5020,S,973791,0,LIC,1426087.58203125,4880.33350554561
1019,06,037,123304,06037123304,1233.04,Census Tract 1233.04,G5020,S,879083,0,Both,1288182.41015625,4957.76965554202
1020,06,097,152000,06097152000,1520,Census Tract 1520,G5020,S,1271623,0,LIC,2076019.546875,6841.84161226476
1021,06,013,306003,06013306003,3060.03,Census Tract 3060.03,G5020,S,1792594,0,Both,2891958.875,8665.19412258775
1022,06,013,313205,06013313205,3132.05,Census Tract 3132.05,G5020,S,1481529,0,LIC,2390826.859375,9518.17804969479
1023,06,013,333102,06013333102,3331.02,Census Tract 3331.02,G5020,S,1955074,0,LIC,3150197.984375,7349.53369784609
1024,06,037,111400,06037111400,1114,Census Tract 1114,G5020,S,1812030,0,LIC,2659125.59375,6698.83290975371
1025,06,037,109800,06037109800,1098,Census Tract 1098,G5020,S,1399406,0,LIC,2053411.64453125,6116.75394777333
1026,06,089,011600,06089011600,116,Census Tract 116,G5020,S,50410415,3792530,LIC,94323512.9648438,52188.0836177309
1027,06,089,010500,06089010500,105,Census Tract 105,G5020,S,4244526,2108,LIC,7368395.6328125,12695.92364884
1028,06,089,012500,06089012500,125,Census Tract 125,G5020,S,1216821211,52581839,LIC,2230442438.33984,269363.213485051
1029,06,089,012701,06089012701,127.01,Census Tract 127.01,G5020,S,1004478193,7394359,LIC,1771624890.09766,288818.918650665
1030,06,089,012200,06089012200,122,Census Tract 122,G5020,S,51612687,1068915,LIC,90977110.4648438,46662.2561562736
1031,06,089,012601,06089012601,126.01,Census Tract 126.01,G5020,S,2340462166,49792179,LIC,4184109453.41797,386083.92595809
1032,06,089,012702,06089012702,127.02,Census Tract 127.02,G5020,S,1291762276,16993667,LIC,2294662893.3125,288184.015202217
1033,06,097,152100,06097152100,1521,Census Tract 1521,G5020,S,2173159,0,LIC,3549578.484375,9886.73664420807
1034,06,037,123510,06037123510,1235.10,Census Tract 1235.10,G5020,S,788312,10153,Both,1170006.375,4530.14398265573
1035,06,097,151900,06097151900,1519,Census Tract 1519,G5020,S,980869,0,LIC,1601068.9609375,5482.72709156689
1036,06,037,123520,06037123520,1235.20,Census Tract 1235.20,G5020,S,502130,8705,Both,748422.89453125,4606.28786937831
1037,06,037,123601,06037123601,1236.01,Census Tract 1236.01,G5020,S,1504226,28231,LIC,2244634.796875,6757.81498226995
1038,06,037,123700,06037123700,1237,Census Tract 1237,G5020,S,952358,0,LIC,1395176.546875,4836.78872237247
1039,06,037,123800,06037123800,1238,Census Tract 1238,G5020,S,1290040,0,Both,1889641.3203125,6444.09261597346
1040,06,037,401002,06037401002,4010.02,Census Tract 4010.02,G5020,S,1473432,0,LIC,2156335.38671875,5863.78674909361
1041,06,037,401101,06037401101,4011.01,Census Tract 4011.01,G5020,S,3011646,3558,LIC,4411080.2265625,9245.61341195538
1042,06,037,401102,06037401102,4011.02,Census Tract 4011.02,G5020,S,1282147,0,LIC,1875933.64453125,5875.12898884506
1043,06,023,001101,06023001101,11.01,Census Tract 11.01,G5020,S,9632340,0,LIC,16870362.7070313,19753.5784319487
1044,06,059,021813,06059021813,218.13,Census Tract 218.13,G5020,S,4245501,450651,DAC,6827603.94140625,14965.1297834643
1045,06,037,113212,06037113212,1132.12,Census Tract 1132.12,G5020,S,998550,0,LIC,1465455.05078125,5241.95788833481
1046,06,037,131010,06037131010,1310.10,Census Tract 1310.10,G5020,S,1056713,9979,Both,1563768.46875,5380.01010632267
1047,06,037,131020,06037131020,1310.20,Census Tract 1310.20,G5020,S,1428939,16026,Both,2117542.64453125,6505.6716276207
1048,06,037,131100,06037131100,1311,Census Tract 1311,G5020,S,1101835,0,Both,1615285.04296875,5236.03745320902
1049,06,037,131200,06037131200,1312,Census Tract 1312,G5020,S,1128421,0,LIC,1654264.02734375,5347.69848619415
1050,06,055,201004,06055201004,2010.04,Census Tract 2010.04,G5020,S,2649358,1415,LIC,4294358.61328125,9454.17190490838
1051,06,055,200301,06055200301,2003.01,Census Tract 2003.01,G5020,S,2809779,95021,LIC,4722468.42578125,9828.28540300897
1052,06,055,200505,06055200505,2005.05,Census Tract 2005.05,G5020,S,751793,4908,LIC,1231114.23828125,5573.42292597401
1053,06,037,241202,06037241202,2412.02,Census Tract 2412.02,G5020,S,1163227,0,Both,1694104.47265625,5162.11468204427
1054,06,037,406500,06037406500,4065,Census Tract 4065,G5020,S,2022163,24258,LIC,2989605.61328125,7456.0906118255
1055,06,037,572100,06037572100,5721,Census Tract 5721,G5020,S,676132,113160,DAC,1146583.8515625,5026.19829798205
1056,06,037,239702,06037239702,2397.02,Census Tract 2397.02,G5020,S,486273,0,Both,708671.515625,3699.93915196935
1057,06,037,239802,06037239802,2398.02,Census Tract 2398.02,G5020,S,609444,0,Both,888184.81640625,4135.74335507448
1058,06,037,461501,06037461501,4615.01,Census Tract 4615.01,G5020,S,1004066,0,LIC,1470557.09765625,5032.74371187419
1059,06,037,650605,06037650605,6506.05,Census Tract 6506.05,G5020,S,484186,3639,LIC,709013.21484375,3388.87597351152
1060,06,037,900508,06037900508,9005.08,Census Tract 9005.08,G5020,S,3974231,11929,LIC,5908403.265625,9914.32326965713
1061,06,037,901008,06037901008,9010.08,Census Tract 9010.08,G5020,S,2682477,0,LIC,3977740.28515625,7988.34883207068
1062,06,037,106649,06037106649,1066.49,Census Tract 1066.49,G5020,S,1112675,0,LIC,1634040.86328125,7669.94942343369
1063,06,037,102104,06037102104,1021.04,Census Tract 1021.04,G5020,S,1658544,0,LIC,2431503.1171875,10170.0172868867
1064,06,097,152201,06097152201,1522.01,Census Tract 1522.01,G5020,S,1204483,0,LIC,1967244.125,6840.51702702551
1065,06,097,151308,06097151308,1513.08,Census Tract 1513.08,G5020,S,2976460,0,LIC,4847948.00390625,10397.1875930262
1066,06,097,153200,06097153200,1532,Census Tract 1532,G5020,S,12676764,0,Both,20665437.125,21091.8606296628
1067,06,097,151201,06097151201,1512.01,Census Tract 1512.01,G5020,S,28414698,29015,LIC,46278586.1640625,44525.6532224822
1068,06,097,153902,06097153902,1539.02,Census Tract 1539.02,G5020,S,3501240,0,LIC,5742976.8203125,15882.5586509742
1069,06,037,408722,06037408722,4087.22,Census Tract 4087.22,G5020,S,2105580,0,LIC,3069149.33203125,7992.23068188166
1070,06,061,021802,06061021802,218.02,Census Tract 218.02,G5020,S,21235046,241018,LIC,35556641.7851563,32926.1472018007
1071,06,061,020300,06061020300,203,Census Tract 203,G5020,S,5470660,0,LIC,9046785.21484375,21136.795378866
1072,06,061,020107,06061020107,201.07,Census Tract 201.07,G5020,S,7179606,301151,LIC,12491258.9179688,25988.2818372481
1073,06,037,113237,06037113237,1132.37,Census Tract 1132.37,G5020,S,4736212,11048,LIC,6964293.515625,13460.0152676059
1074,06,037,542105,06037542105,5421.05,Census Tract 5421.05,G5020,S,623487,0,Both,907186.59765625,4425.19792858692
1075,06,037,542106,06037542106,5421.06,Census Tract 5421.06,G5020,S,835522,39678,Both,1273418.89453125,6405.19239636374
1076,06,037,408631,06037408631,4086.31,Census Tract 4086.31,G5020,S,1486351,0,Both,2168061.9765625,6148.30266519287
1077,06,037,190401,06037190401,1904.01,Census Tract 1904.01,G5020,S,166929,0,Both,244080.21484375,1972.70875072723
1078,06,037,190402,06037190402,1904.02,Census Tract 1904.02,G5020,S,157146,0,LIC,229773.91796875,1924.52919990969
1079,06,037,190801,06037190801,1908.01,Census Tract 1908.01,G5020,S,324193,0,Both,473924.546875,2922.99189578279
1080,06,037,207302,06037207302,2073.02,Census Tract 2073.02,G5020,S,256148,0,Both,374047.0078125,3039.05883047867
1081,06,037,207501,06037207501,2075.01,Census Tract 2075.01,G5020,S,134327,0,LIC,196192.03515625,1803.18414990601
1082,06,037,208501,06037208501,2085.01,Census Tract 2085.01,G5020,S,243219,0,LIC,355344.96484375,2416.65572826281
