business_id,date,description,code,critical,OBJECTID
32140,20190812,"Physical facilities installed, maintained and clean",,false,86
32140,20201006,Nonfood-contact surfaces clean,,false,87
32140,20201006,"Physical facilities installed, maintained and clean",,false,88
32140,20210505,"Physical facilities installed, maintained and clean",,false,89
32140,20210505,"Hot and cold water available; adequate pressure; plumbing maintained",,false,90
32140,20210505,"Contamination prevented during food preparation, storage and display",,false,91
32140,20211103,"Contamination prevented during food preparation, storage and display",,false,92
32140,20211103,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,93
32140,20211103,"Physical facilities installed, maintained and clean",,false,94
32140,20220504,"Physical facilities installed, maintained and clean",,false,95
32140,20220504,Nonfood-contact surfaces clean,,false,96
32140,20220504,"Contamination prevented during food preparation, storage and display",,false,97
32140,20221018,"Physical facilities installed, maintained and clean",,false,98
32140,20221018,Nonfood-contact surfaces clean,,false,99
32140,20221018,"Single use/single service articles:  properly stored, used",,false,100
32140,20221018,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,101
32140,20230227,"Physical facilities installed, maintained and clean",,false,102
32140,20230227,"Hot and cold water available; adequate pressure; plumbing maintained",,false,103
32140,20230227,"Personal cleanliness; hair restraints",,false,104
32140,20230227,"In-use utensils, properly stored",,false,105
32140,20230907,"Physical facilities installed, maintained and clean",,false,106
32140,20230907,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,107
32140,20230907,Nonfood-contact surfaces clean,,false,108
32358,20181127,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",,false,109
32358,20181127,"Storage, handling of clean equipment/utensils/single service articles",,false,110
32358,20181127,Food/Non-food contact surfaces of equip/utensils clean,,false,111
32358,20191202,"Hot and cold water available; adequate pressure; plumbing maintained",,false,112
32358,20200716,"Physical facilities installed, maintained and clean",,false,113
32358,20200716,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,114
32358,20210309,Nonfood-contact surfaces clean,,false,115
32358,20210309,"Physical facilities installed, maintained and clean",,false,116
32358,20210927,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,117
32358,20210927,Nonfood-contact surfaces clean,,false,118
32358,20210927,"Physical facilities installed, maintained and clean",,false,119
32358,20220325,"Contamination prevented during food preparation, storage and display",,false,120
32358,20220325,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,121
32358,20220325,"Physical facilities installed, maintained and clean",,false,122
32358,20220927,"Hot and cold water available; adequate pressure; plumbing maintained",,false,123
32358,20220927,"Physical facilities installed, maintained and clean",,false,124
32358,20230322,"Physical facilities installed, maintained and clean",,false,125
32358,20230322,"Hot and cold water available; adequate pressure; plumbing maintained",,false,126
32358,20230322,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,127
32358,20230828,"Physical facilities installed, maintained and clean",,false,128
32358,20230828,Adequate hand washing facilities supplied and accessible,,false,129
32358,20230828,Nonfood-contact surfaces clean,,false,130
32358,20230828,"Utensil, equipment and linens:  properly stored, dried, handled",,false,131
32531,20190715,"Hot and cold water available; adequate pressure; plumbing maintained",,false,132
32531,20190304,"Installed, maintained",,false,133
32531,20200210,"Hot and cold water available; adequate pressure; plumbing maintained",,false,134
32531,20210817,"Single use/single service articles:  properly stored, used",,false,135
32531,20210817,"Physical facilities installed, maintained and clean",,false,136
32531,20220407,"Physical facilities installed, maintained and clean",,false,137
32531,20220929,"Physical facilities installed, maintained and clean",,false,138
32531,20230404,Food separated and protected,,false,139
32531,20230404,"Ware washing facilities:  installed, maintained, used, test strips",,false,140
32531,20231003,"Physical facilities installed, maintained and clean",,false,141
32531,20231003,"Ware washing facilities:  installed, maintained, used, test strips",,false,142
32531,20231003,"Proper cooling methods used; adequate equipment for temperature control",,false,143
32534,20190416,"Food/Non-food contact surfaces designed, constructed, maintained, installed",,false,144
32534,20190416,Food/Non-food contact surfaces of equip/utensils clean,,false,145
32534,20190416,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",,false,146
32534,20190416,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,false,147
32534,20190905,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,148
32534,20190905,Nonfood-contact surfaces clean,,false,149
32534,20190905,"Physical facilities installed, maintained and clean",,false,150
32534,20200226,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,151
32534,20200226,Nonfood-contact surfaces clean,,false,152
32534,20200226,"Physical facilities installed, maintained and clean",,false,153
32534,20201029,"Physical facilities installed, maintained and clean",,false,154
32534,20201029,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,155
32534,20201029,Nonfood-contact surfaces clean,,false,156
32534,20210902,Certified food protection manager,,false,157
32534,20210902,"Physical facilities installed, maintained and clean",,false,158
32534,20210902,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,159
32534,20210902,Nonfood-contact surfaces clean,,false,160
32534,20220322,"Physical facilities installed, maintained and clean",,false,161
32534,20220322,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,162
32534,20220322,Nonfood-contact surfaces clean,,false,163
32534,20220322,Certified food protection manager,,false,164
32534,20220322,Adequate hand washing facilities supplied and accessible,,false,165
32534,20221019,Certified food protection manager,,false,166
32534,20221019,"Contamination prevented during food preparation, storage and display",,false,167
32534,20221019,"Single use/single service articles:  properly stored, used",,false,168
32534,20221019,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,169
32534,20221019,"Toilet facilities:  properly constructed, supplied, cleaned",,false,170
32534,20221019,"Hot and cold water available; adequate pressure; plumbing maintained",,false,171
32534,20221019,"Physical facilities installed, maintained and clean",,false,172
32534,20230503,Certified food protection manager,,false,173
32534,20230503,"Hot and cold water available; adequate pressure; plumbing maintained",,false,174
32534,20230503,"Toilet facilities:  properly constructed, supplied, cleaned",,false,175
32534,20230503,"Physical facilities installed, maintained and clean",,false,176
32534,20231114,Certified food protection manager,,false,177
32534,20231114,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",,true,178
32534,20231114,Adequate hand washing facilities supplied and accessible,,false,179
32534,20231114,Food separated and protected,,false,180
32534,20231114,"Contamination prevented during food preparation, storage and display",,false,181
32534,20231114,"Hot and cold water available; adequate pressure; plumbing maintained",,false,182
32534,20231114,SEWAGE AND WASTEWATER PROPERLY DISPOSED,,true,183
32534,20231114,"Toilet facilities:  properly constructed, supplied, cleaned",,false,184
32534,20231114,"Physical facilities installed, maintained and clean",,false,185
32535,20190214,Food/Non-food contact surfaces of equip/utensils clean,,false,186
32535,20190214,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,false,187
32535,20190214,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",,false,188
32535,20191010,Certified food protection manager,,false,189
32535,20191010,"Food properly labeled; original container",,false,190
32535,20191010,Nonfood-contact surfaces clean,,false,191
32535,20191010,"Hot and cold water available; adequate pressure; plumbing maintained",,false,192
32535,20191010,"Physical facilities installed, maintained and clean",,false,193
32535,20220414,Nonfood-contact surfaces clean,,false,194
32535,20220414,"Hot and cold water available; adequate pressure; plumbing maintained",,false,195
32535,20220414,"Physical facilities installed, maintained and clean",,false,196
32535,20221021,"Hot and cold water available; adequate pressure; plumbing maintained",,false,197
32535,20221021,Nonfood-contact surfaces clean,,false,198
32535,20221021,"Food properly labeled; original container",,false,199
32535,20230427,"Hot and cold water available; adequate pressure; plumbing maintained",,false,200
32535,20230427,Wiping cloths:  properly used and stored,,false,201
32535,20230427,Nonfood-contact surfaces clean,,false,202
32535,20230919,"Hot and cold water available; adequate pressure; plumbing maintained",,false,203
32535,20230919,"In-use utensils, properly stored",,false,204
32535,20230919,"Food properly labeled; original container",,false,205
32536,20211103,"Physical facilities installed, maintained and clean",,false,206
32536,20211103,"Hot and cold water available; adequate pressure; plumbing maintained",,false,207
32536,20220805,"Ware washing facilities:  installed, maintained, used, test strips",,false,208
32536,20230119,"Contamination prevented during food preparation, storage and display",,false,209
32536,20230119,"Utensil, equipment and linens:  properly stored, dried, handled",,false,210
32536,20230711,"Physical facilities installed, maintained and clean",,false,211
32536,20230711,Nonfood-contact surfaces clean,,false,212
32553,20181220,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,,false,213
32553,20181220,"Installed, maintained",,false,214
32553,20181220,Food/Non-food contact surfaces of equip/utensils clean,,false,215
32553,20181220,"Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration",,false,216
32553,20181220,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",,false,217
32553,20181220,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,false,218
32553,20181220,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",,false,219
32553,20190621,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",,false,220
32553,20190621,Food/Non-food contact surfaces of equip/utensils clean,,false,221
32553,20190621,Thermometers provided and conspicuous,,false,222
32553,20190621,"Installed, maintained",,false,223
32553,20190621,"Food/Non-food contact surfaces designed, constructed, maintained, installed",,false,224
32553,20191220,Thermometers provided and accurate,,false,225
32553,20191220,"Food properly labeled; original container",,false,226
32553,20191220,"Personal cleanliness; hair restraints",,false,227
32553,20191220,"In-use utensils, properly stored",,false,228
32553,20191220,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,229
32553,20191220,Nonfood-contact surfaces clean,,false,230
32553,20191220,"Garbage/refuse properly disposed; facilities maintained",,false,231
32553,20191220,"Physical facilities installed, maintained and clean",,false,232
32553,20200909,"Physical facilities installed, maintained and clean",,false,233
32553,20200909,"Garbage/refuse properly disposed; facilities maintained",,false,234
32553,20200909,Nonfood-contact surfaces clean,,false,235
32553,20200909,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,236
32553,20200909,"Hot and cold water available; adequate pressure; plumbing maintained",,false,237
32553,20200909,Food separated and protected,,false,238
32553,20210729,Food separated and protected,,false,239
32553,20210729,"Utensil, equipment and linens:  properly stored, dried, handled",,false,240
32553,20210729,"Personal cleanliness; hair restraints",,false,241
32553,20210729,"Contamination prevented during food preparation, storage and display",,false,242
32553,20210729,"Garbage/refuse properly disposed; facilities maintained",,false,243
32553,20210729,"Physical facilities installed, maintained and clean",,false,244
32553,20210729,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,245
32553,20220217,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,246
32553,20220210,PROPER COLD HOLDING TEMPERATURES,,true,247
32553,20220210,PROPER HOT HOLDING TEMPERATURES,,true,248
32553,20220210,"In-use utensils, properly stored",,false,249
32553,20220210,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,250
32553,20220210,Wiping cloths:  properly used and stored,,false,251
32553,20220210,"Ware washing facilities:  installed, maintained, used, test strips",,false,252
32553,20220210,"Garbage/refuse properly disposed; facilities maintained",,false,253
32553,20230503,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",,true,254
32553,20230503,Posted:  Permit/Inspection/Hand washing,,false,255
32553,20230503,"Ware washing facilities:  installed, maintained, used, test strips",,false,256
32553,20230503,Nonfood-contact surfaces clean,,false,257
32553,20230503,"Physical facilities installed, maintained and clean",,false,258
32553,20221101,Food separated and protected,,false,259
32553,20221101,Approved thawing methods used,,false,260
32553,20221101,Nonfood-contact surfaces clean,,false,261
32553,20221101,"Garbage/refuse properly disposed; facilities maintained",,false,262
32553,20221101,"Physical facilities installed, maintained and clean",,false,263
32578,20181130,Food/Non-food contact surfaces of equip/utensils clean,,false,264
32578,20181130,Facilities to maintain product temp.,,false,265
32578,20190613,Food/Non-food contact surfaces of equip/utensils clean,,false,266
32578,20190613,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",,false,267
32578,20191126,Thermometers provided and accurate,,false,268
32578,20191126,Wiping cloths:  properly used and stored,,false,269
32578,20191126,Nonfood-contact surfaces clean,,false,270
32578,20191126,"Garbage/refuse properly disposed; facilities maintained",,false,271
32578,20191126,"Physical facilities installed, maintained and clean",,false,272
32578,20200701,"Physical facilities installed, maintained and clean",,false,273
32578,20200701,"Garbage/refuse properly disposed; facilities maintained",,false,274
32578,20200701,Nonfood-contact surfaces clean,,false,275
32578,20210923,Food separated and protected,,false,276
32578,20210923,"Physical facilities installed, maintained and clean",,false,277
32578,20210923,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,278
32578,20210301,Thermometers provided and accurate,,false,279
32578,20210301,"In-use utensils, properly stored",,false,280
32578,20210301,Nonfood-contact surfaces clean,,false,281
32578,20210916,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",,true,282
32578,20210916,"Physical facilities installed, maintained and clean",,false,283
32578,20210916,Nonfood-contact surfaces clean,,false,284
32578,20210916,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,285
32578,20210916,Thermometers provided and accurate,,false,286
32578,20210916,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",,true,287
32578,20220321,Thermometers provided and accurate,,false,288
32578,20220321,"Proper cooling methods used; adequate equipment for temperature control",,false,289
32578,20220321,"In-use utensils, properly stored",,false,290
32578,20220321,"Garbage/refuse properly disposed; facilities maintained",,false,291
32578,20220321,"Physical facilities installed, maintained and clean",,false,292
32578,20220913,"Physical facilities installed, maintained and clean",,false,293
32578,20220913,"In-use utensils, properly stored",,false,294
32578,20220913,"Contamination prevented during food preparation, storage and display",,false,295
32578,20220913,Nonfood-contact surfaces clean,,false,296
32578,20230314,Nonfood-contact surfaces clean,,false,297
32578,20230314,"In-use utensils, properly stored",,false,298
32578,20230314,"Physical facilities installed, maintained and clean",,false,299
32578,20230802,"Physical facilities installed, maintained and clean",,false,300
32578,20230802,"Garbage/refuse properly disposed; facilities maintained",,false,301
32578,20230802,"In-use utensils, properly stored",,false,302
32578,20230802,Nonfood-contact surfaces clean,,false,303
32579,20190227,"Food/Non-food contact surfaces designed, constructed, maintained, installed",,false,304
32579,20190227,Food/Non-food contact surfaces of equip/utensils clean,,false,305
32579,20190227,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",,false,306
32579,20190925,Nonfood-contact surfaces clean,,false,307
32579,20190925,"Physical facilities installed, maintained and clean",,false,308
32579,20190909,Thermometers provided and accurate,,false,309
32579,20190909,Nonfood-contact surfaces clean,,false,310
32579,20190909,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,311
32579,20190909,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",,true,312
32579,20190909,"Physical facilities installed, maintained and clean",,false,313
32579,20190909,"Hot and cold water available; adequate pressure; plumbing maintained",,false,314
32579,20200303,Nonfood-contact surfaces clean,,false,315
32579,20200303,"In-use utensils, properly stored",,false,316
32579,20200303,"Physical facilities installed, maintained and clean",,false,317
32579,20200303,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,318
32579,20210111,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,319
32579,20210111,"Physical facilities installed, maintained and clean",,false,320
32579,20210111,Nonfood-contact surfaces clean,,false,321
32579,20210713,"Physical facilities installed, maintained and clean",,false,322
32579,20210713,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,323
32579,20210713,"In-use utensils, properly stored",,false,324
32579,20210713,"Personal cleanliness; hair restraints",,false,325
32579,20220202,Wiping cloths:  properly used and stored,,false,326
32579,20220202,"In-use utensils, properly stored",,false,327
32579,20220202,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,328
32579,20220202,Nonfood-contact surfaces clean,,false,329
32579,20220202,"Physical facilities installed, maintained and clean",,false,330
32579,20220804,"In-use utensils, properly stored",,false,331
32579,20220804,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,332
32579,20220804,"Physical facilities installed, maintained and clean",,false,333
32579,20230112,"Physical facilities installed, maintained and clean",,false,334
32579,20230112,Wiping cloths:  properly used and stored,,false,335
32579,20230112,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,336
32579,20230112,"Utensil, equipment and linens:  properly stored, dried, handled",,false,337
32579,20230623,"Physical facilities installed, maintained and clean",,false,338
32579,20230623,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,339
32579,20230623,"Utensil, equipment and linens:  properly stored, dried, handled",,false,340
32579,20230623,"Garbage/refuse properly disposed; facilities maintained",,false,341
32579,20230907,"Physical facilities installed, maintained and clean",,false,342
32579,20230907,"In-use utensils, properly stored",,false,343
32579,20230824,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",,true,344
32579,20230824,"Physical facilities installed, maintained and clean",,false,345
32579,20230824,Nonfood-contact surfaces clean,,false,346
32579,20230824,"Utensil, equipment and linens:  properly stored, dried, handled",,false,347
32579,20230824,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,348
32579,20230824,"Personal cleanliness; hair restraints",,false,349
32579,20230824,"Hot and cold water available; adequate pressure; plumbing maintained",,false,350
32604,20211020,Certified food protection manager,,false,351
32604,20230410,Certified food protection manager,,false,352
32609,20190228,"Food/Non-food contact surfaces designed, constructed, maintained, installed",,false,353
32609,20190228,Food/Non-food contact surfaces of equip/utensils clean,,false,354
32609,20190228,"Storage, handling of clean equipment/utensils/single service articles",,false,355
32609,20190228,Facilities to maintain product temp.,,false,356
32609,20190910,Adequate hand washing facilities supplied and accessible,,false,357
32609,20190910,"Proper cooling methods used; adequate equipment for temperature control",,false,358
32609,20190910,Thermometers provided and accurate,,false,359
32609,20190910,"Food properly labeled; original container",,false,360
32609,20190910,"Utensil, equipment and linens:  properly stored, dried, handled",,false,361
32609,20190910,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,362
32609,20190910,"Hot and cold water available; adequate pressure; plumbing maintained",,false,363
32609,20190910,"Physical facilities installed, maintained and clean",,false,364
32609,20201026,Adequate hand washing facilities supplied and accessible,,false,365
32609,20201026,PROPER COLD HOLDING TEMPERATURES,,true,366
32609,20201026,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",,true,367
32609,20201026,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,368
32609,20201026,Nonfood-contact surfaces clean,,false,369
32609,20201026,"Physical facilities installed, maintained and clean",,false,370
32609,20201026,Adequate ventilation and lighting,,false,371
32609,20201026,Certified food protection manager,,false,372
32609,20201102,"Physical facilities installed, maintained and clean",,false,373
32609,20201102,Nonfood-contact surfaces clean,,false,374
32609,20200221,"Physical facilities installed, maintained and clean",,false,375
32609,20200221,"Garbage/refuse properly disposed; facilities maintained",,false,376
32609,20200221,Nonfood-contact surfaces clean,,false,377
32609,20200221,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,378
32609,20200221,Approved thawing methods used,,false,379
32609,20200221,"Contamination prevented during food preparation, storage and display",,false,380
32609,20210609,"Physical facilities installed, maintained and clean",,false,381
32609,20210609,"Garbage/refuse properly disposed; facilities maintained",,false,382
32609,20210609,"Toilet facilities:  properly constructed, supplied, cleaned",,false,383
32609,20210609,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,384
32609,20210609,Nonfood-contact surfaces clean,,false,385
32609,20210609,"Utensil, equipment and linens:  properly stored, dried, handled",,false,386
32609,20210609,"In-use utensils, properly stored",,false,387
32609,20210609,"Personal cleanliness; hair restraints",,false,388
32609,20211230,Food separated and protected,,false,389
32609,20211230,"Personal cleanliness; hair restraints",,false,390
32609,20211230,"Physical facilities installed, maintained and clean",,false,391
32609,20211230,"Garbage/refuse properly disposed; facilities maintained",,false,392
32609,20220705,"Physical facilities installed, maintained and clean",,false,393
32609,20220705,"Garbage/refuse properly disposed; facilities maintained",,false,394
32609,20220705,Nonfood-contact surfaces clean,,false,395
32609,20220705,"Utensil, equipment and linens:  properly stored, dried, handled",,false,396
32609,20220705,"Personal cleanliness; hair restraints",,false,397
32609,20221213,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,398
32609,20221213,Nonfood-contact surfaces clean,,false,399
32609,20221213,"Physical facilities installed, maintained and clean",,false,400
32609,20230522,"Physical facilities installed, maintained and clean",,false,401
32609,20230522,"Hot and cold water available; adequate pressure; plumbing maintained",,false,402
32609,20230522,"Single use/single service articles:  properly stored, used",,false,403
32609,20230522,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,404
32609,20231106,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,405
32609,20231106,Nonfood-contact surfaces clean,,false,406
32609,20231106,"Physical facilities installed, maintained and clean",,false,407
32613,20191217,Thermometers provided and accurate,,false,408
32613,20191217,"Personal cleanliness; hair restraints",,false,409
32613,20200818,"Food properly labeled; original container",,false,410
32613,20210402,Food separated and protected,,false,411
32613,20210402,"Food properly labeled; original container",,false,412
32613,20210402,Adequate hand washing facilities supplied and accessible,,false,413
32613,20211021,"Food properly labeled; original container",,false,414
32613,20211021,Wiping cloths:  properly used and stored,,false,415
32613,20220502,"Physical facilities installed, maintained and clean",,false,416
32613,20220502,Nonfood-contact surfaces clean,,false,417
32613,20220502,"Utensil, equipment and linens:  properly stored, dried, handled",,false,418
32613,20230426,"Physical facilities installed, maintained and clean",,false,419
32613,20230426,"In-use utensils, properly stored",,false,420
32613,20230426,"Ware washing facilities:  installed, maintained, used, test strips",,false,421
32613,20230426,"Utensil, equipment and linens:  properly stored, dried, handled",,false,422
32613,20230426,Nonfood-contact surfaces clean,,false,423
32613,20221028,Nonfood-contact surfaces clean,,false,424
32613,20231019,"In-use utensils, properly stored",,false,425
32613,20231019,Nonfood-contact surfaces clean,,false,426
32613,20231019,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",,false,427
32659,20190328,"Food Protection - storage, prep, display, service, transp.",,false,428
32659,20190328,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",,false,429
