OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
6749,IL030180N0020W0,18N 2W,State of Illinois,,IL,,,,0.400092016599018,0.00984950486720711
6750,IL030020N0070E0,2N 7E,State of Illinois,,IL,,,,0.388502815414474,0.00934207636593474
6751,IL030190N0100W0,19N 10W,State of Illinois,,IL,,,,0.395141130339637,0.00960630695193362
6752,IL030160N0070E0,16N 7E,State of Illinois,,IL,,,,0.401014304006227,0.0099005056792511
6753,IL030010N0080E0,1N 8E,State of Illinois,,IL,,,,0.39522742929463,0.00966645090574469
6754,IL020080N0140W0,8N 14W,State of Illinois,,IL,,,,0.406404575018169,0.0102685120188202
6755,IL030390N0120E0,39N 12E,State of Illinois,,IL,,,,0.40642049068731,0.0101717749651123
6756,IL030060N0080E0,6N 8E,State of Illinois,,IL,,,,0.383893113524895,0.00913610845442276
6757,IL040040N0050W0,4N 5W,State of Illinois,,IL,,,,0.407829968777023,0.0101432417528363
6758,IL030180N0010W0,18N 1W,State of Illinois,,IL,,,,0.394259396057072,0.00958749413924185
6759,IL020040N0110W0,4N 11W,State of Illinois,,IL,,,,0.397449496116715,0.0097638252883531
6760,IL030280N0020W0,28N 2W,State of Illinois,,IL,,,,0.403894213068562,0.00999547825112296
6761,IL040110N0030E0,11N 3E,State of Illinois,,IL,,,,0.400034684133021,0.00983819019565759
6762,IL030040N0010W0,4N 1W,State of Illinois,,IL,,,,0.408783382900176,0.0102139133476781
6763,IL040290N0020W0,29N 2W,State of Illinois,,IL,,,,0.29116390263508,0.00469877175947308
6764,IL030250N0100E0,25N 10E,State of Illinois,,IL,,,,0.432104634779748,0.0116533668475781
6765,IL030090N0060E0,9N 6E,State of Illinois,,IL,,,,0.395231203459708,0.00961041485842458
6766,IL040020N0050W0,2N 5W,State of Illinois,,IL,,,,0.407679919878794,0.0101782097070922
6767,IL040050N0090W0,5N 9W,State of Illinois,,IL,,,,0.27046680024075,0.00105417504684533
6768,IL030090S0100E0,9S 10E,State of Illinois,,IL,,,,0.352172667116425,0.00634176455063486
6769,IL030180N0030E0,18N 3E,State of Illinois,,IL,,,,0.405487534383445,0.0100881916878782
6770,IL040040N0020W0,4N 2W,State of Illinois,,IL,,,,0.407734757072142,0.0102064006161165
6771,IL030040N0050W0,4N 5W,State of Illinois,,IL,,,,0.394234841656382,0.00958266075756714
6772,IL030260N0110E0,26N 11E,State of Illinois,,IL,,,,0.204247384907772,0.00129853337962875
6773,IL030400N0010E0,40N 1E,State of Illinois,,IL,,,,0.404770022802308,0.0100339595759518
6774,IL030170N0050W0,17N 5W,State of Illinois,,IL,,,,0.404350697610539,0.0100259981326993
6775,IL030400N0040E0,40N 4E,State of Illinois,,IL,,,,0.40243520490739,0.0099271219350102
6776,IL040060N0030E0,6N 3E,State of Illinois,,IL,,,,0.396588517911653,0.00970264118483096
6777,IL030110N0090W0,11N 9W,State of Illinois,,IL,,,,0.402513334964726,0.00995255301101633
6778,IL030340N0080E0,34N 8E,State of Illinois,,IL,,,,0.402143305415078,0.00993944865527115
6779,IL040100N0050E0,10N 5E,State of Illinois,,IL,,,,0.405345431294563,0.0100943925753086
6780,IL030250N0110E0,25N 11E,State of Illinois,,IL,,,,0.2296984773236,0.000785259573015677
6781,IL030160N0030E0,16N 3E,State of Illinois,,IL,,,,0.402774909732901,0.00995147090526287
6782,IL030260N0010W0,26N 1W,State of Illinois,,IL,,,,0.407105050107904,0.0101818206342836
6783,IL020160N0120W0,16N 12W,State of Illinois,,IL,,,,0.402476931299852,0.00999399362477146
6784,IL030050N0060E0,5N 6E,State of Illinois,,IL,,,,0.395790235146766,0.00968426272986737
6785,IL030120N0060W0,12N 6W,State of Illinois,,IL,,,,0.39894867352307,0.00979634474774135
6786,IL020070N0120W0,7N 12W,State of Illinois,,IL,,,,0.400521704689431,0.00975403658932826
6787,IL030120N0080W0,12N 8W,State of Illinois,,IL,,,,0.399620975076525,0.00983105548188699
6788,IL040010N0080W0,1N 8W,State of Illinois,,IL,,,,0.412744246897302,0.0103846469950301
6789,IL030350N0110E0,35N 11E,State of Illinois,,IL,,,,0.405055891523427,0.0100517850622774
6790,IL040090N0010W0,9N 1W,State of Illinois,,IL,,,,0.403701946141593,0.0099748771465989
6791,IL020090N0120W0,9N 12W,State of Illinois,,IL,,,,0.394747785454666,0.00890700725581879
6792,IL030240N0060W0,24N 6W,State of Illinois,,IL,,,,0.35317970263393,0.00755049769975416
6793,IL030410N0020E0,41N 2E,State of Illinois,,IL,,,,0.400302021575819,0.00983067066738923
6794,IL030220N0060E0,22N 6E,State of Illinois,,IL,,,,0.403662363061322,0.00999480394713216
6795,IL040090N0030E0,9N 3E,State of Illinois,,IL,,,,0.402708730206081,0.00997671364152029
6796,IL030230N0030W0,23N 3W,State of Illinois,,IL,,,,0.396559377457539,0.00968105070244982
6797,IL030090N0010E0,9N 1E,State of Illinois,,IL,,,,0.402109275328601,0.00994387505228888
6798,IL030080S0030W0,8S 3W,State of Illinois,,IL,,,,0.398188548970251,0.00972588728661933
6799,IL030220N0040W0,22N 4W,State of Illinois,,IL,,,,0.402375449571527,0.00994995206556138
6800,IL030100N0100W0,10N 10W,State of Illinois,,IL,,,,0.39010350122105,0.00931281411776286
6801,IL040200N0060E0,20N 6E,State of Illinois,,IL,,,,0.402737935378913,0.0099284310856464
6802,IL030100S0060E0,10S 6E,State of Illinois,,IL,,,,0.400047947570366,0.00986720676519901
6803,IL030050S0080E0,5S 8E,State of Illinois,,IL,,,,0.391779296867726,0.00943269706683466
6804,IL020200N0100W0,20N 10W,State of Illinois,,IL,,,,0.190764179176561,0.00120308700713499
6805,IL030170N0060W0,17N 6W,State of Illinois,,IL,,,,0.401986469052961,0.00992259673775114
6806,IL040140N0060E0,14N 6E,State of Illinois,,IL,,,,0.400486757020772,0.00982106447356436
6807,IL030400N0080E0,40N 8E,State of Illinois,,IL,,,,0.400298322981793,0.00985120470859401
6808,IL040070N0060W0,7N 6W,State of Illinois,,IL,,,,0.405899525704742,0.0101664122267693
6809,IL040140N0050E0,14N 5E,State of Illinois,,IL,,,,0.402226116873384,0.00988222730082061
6810,IL040290N0080E0,29N 8E,State of Illinois,,IL,,,,0.319840747096218,0.0049440243743493
6811,IL030040S0100W0,4S 10W,State of Illinois,,IL,,,,0.393815874751808,0.00958634377803585
6812,IL030040S0040E0,4S 4E,State of Illinois,,IL,,,,0.397587816823222,0.00975453585111829
6813,IL040170N0050E0,17N 5E,State of Illinois,,IL,,,,0.404936054930074,0.0100702128301159
6814,IL030180N0060E0,18N 6E,State of Illinois,,IL,,,,0.399772608350672,0.00982407286845858
6815,IL030120N0020W0,12N 2W,State of Illinois,,IL,,,,0.405956991344073,0.0100982055163474
6816,IL030290N0050E0,29N 5E,State of Illinois,,IL,,,,0.40421222630646,0.0100221495298351
6817,IL040250N0080E0,25N 8E,State of Illinois,,IL,,,,0.408825315678567,0.0102089727423978
6818,IL030160S0010W0,1S 1W,State of Illinois,,IL,,,,0.39726066970311,0.00994263184218301
6819,IL040080N0050W0,8N 5W,State of Illinois,,IL,,,,0.404631314306675,0.00992440693802382
6820,IL030270N0010W0,27N 1W,State of Illinois,,IL,,,,0.407132577002489,0.0101695337962855
6821,IL040030N0040W0,3N 4W,State of Illinois,,IL,,,,0.412835713897202,0.0104635343521091
6822,IL030170N0060E0,17N 6E,State of Illinois,,IL,,,,0.400792703707718,0.00988626983727271
6823,IL040250N0060E0,25N 6E,State of Illinois,,IL,,,,0.404577497167146,0.0100320849169709
6824,IL040120S0010W0,12S 1W,State of Illinois,,IL,,,,0.19190917460291,0.000771206422112485
6825,IL030280N0050E0,28N 5E,State of Illinois,,IL,,,,0.405047313250141,0.0100495329676129
6826,IL030260N0070E0,26N 7E,State of Illinois,,IL,,,,0.404761255590317,0.0100389973941329
6827,IL030020S0050E0,2S 5E,State of Illinois,,IL,,,,0.403170856164568,0.0100168594115667
6828,IL030030S0100E0,3S 10E,State of Illinois,,IL,,,,0.395038224395028,0.00959069073304112
6829,IL030370N0150E0,37N 15E,State of Illinois,,IL,,,,0.314523428068085,0.00329263896702576
6830,IL030090S0020E0,9S 2E,State of Illinois,,IL,,,,0.400796276059843,0.00992368473734002
6831,IL030400N0030E0,40N 3E,State of Illinois,,IL,,,,0.400222309949592,0.00983985881438605
6832,IL030160N0080W0,16N 8W,State of Illinois,,IL,,,,0.400104354634831,0.0098790384139158
6833,IL030100N0100E0,10N 10E,State of Illinois,,IL,,,,0.40086878395826,0.00987898701113077
6834,IL030370N0110E0,37N 11E,State of Illinois,,IL,,,,0.405940463211147,0.0100934575937245
6835,IL030240N0050E0,24N 5E,State of Illinois,,IL,,,,0.402861860450557,0.00997104515088336
6836,IL030130N0130W0,13N 13W,State of Illinois,,IL,,,,0.392240001941488,0.00832033530967809
6837,IL030310N0010E0,31N 1E,State of Illinois,,IL,,,,0.405660456312407,0.0100990668052018
6838,IL030100S0040W0,10S 4W,State of Illinois,,IL,,,,0.198889305001667,0.00160895457336494
6839,IL030300N0030E0,30N 3E,State of Illinois,,IL,,,,0.414092074240432,0.0104876415892952
6840,IL030170N0010E0,17N 1E,State of Illinois,,IL,,,,0.403808128234473,0.00999569880694313
6841,IL030140S0020W0,14S 2W,State of Illinois,,IL,,,,0.395958532404563,0.00965459305640501
6842,IL030100N0060E0,10N 6E,State of Illinois,,IL,,,,0.395915063943031,0.00964788413885394
6843,IL030010S0030E0,1S 3E,State of Illinois,,IL,,,,0.400491497791329,0.00989582340388236
6844,IL030430N0060E0,43N 6E,State of Illinois,,IL,,,,0.407852693174563,0.0101846414298268
6845,IL030010N0110E0,1N 11E,State of Illinois,,IL,,,,0.204361982908846,0.0012688731571682
6846,IL030080N0040E0,8N 4E,State of Illinois,,IL,,,,0.396171341530039,0.00959331906822549
6847,IL040080N0020E0,8N 2E,State of Illinois,,IL,,,,0.402486812503806,0.00996446138641575
6848,IL030080S0050E0,8S 5E,State of Illinois,,IL,,,,0.395830979958736,0.0096620696432346
6849,IL040070S0020W0,7S 2W,State of Illinois,,IL,,,,0.351960288389146,0.00685426502865556
6850,IL030020S0070E0,2S 7E,State of Illinois,,IL,,,,0.388377766477361,0.00932067153566042
6851,IL040050N0040E0,5N 4E,State of Illinois,,IL,,,,0.381186191318658,0.00891245219986107
6852,IL030220N0010W0,22N 1W,State of Illinois,,IL,,,,0.403594336012591,0.0100094230800528
6853,IL030270N0040E0,27N 4E,State of Illinois,,IL,,,,0.405307829982115,0.0100734104803252
6854,IL040020N0060W0,2N 6W,State of Illinois,,IL,,,,0.411713503445335,0.0103803409305337
6855,IL040020N0030E0,2N 3E,State of Illinois,,IL,,,,0.0988643263647718,0.000541796974911598
6856,IL030120N0080E0,12N 8E,State of Illinois,,IL,,,,0.399475538042333,0.00984005648986969
6857,IL020210N0110W0,21N 11W,State of Illinois,,IL,,,,0.400605107263041,0.00984149215006442
6858,IL030070N0110W0,7N 11W,State of Illinois,,IL,,,,0.399809787526533,0.00980478575312177
6859,IL040010N0090W0,1N 9W,State of Illinois,,IL,,,,0.398865931941089,0.00983391708132177
6860,IL030150N0080W0,15N 8W,State of Illinois,,IL,,,,0.405775142504527,0.0101352235518957
6861,IL030010S0080W0,1S 8W,State of Illinois,,IL,,,,0.392046839848232,0.00951315048930919
6862,IL030210N0070W0,21N 7W,State of Illinois,,IL,,,,0.401072342551393,0.00988520650527804
6863,IL030350N0120E0,35N 12E,State of Illinois,,IL,,,,0.412306942775105,0.0102766284977489
6864,IL040070N0010E0,7N 1E,State of Illinois,,IL,,,,0.40892586151358,0.0102477702340317
6865,IL030440N0080E0,44N 8E,State of Illinois,,IL,,,,0.406605175349262,0.0101337597176699
6866,IL040120N0050W0,12N 5W,State of Illinois,,IL,,,,0.28385606405514,0.00394559871806885
6867,IL030160N0030W0,16N 3W,State of Illinois,,IL,,,,0.40246601737457,0.00993606087494471
6868,IL040140N0010W0,14N 1W,State of Illinois,,IL,,,,0.397422279706052,0.00972044351864244
6869,IL030070S0030W0,7S 3W,State of Illinois,,IL,,,,0.397546129860475,0.00972420076673646
6870,IL020040N0100W0,4N 10W,State of Illinois,,IL,,,,0.358883711416075,0.00617381062064581
6871,IL030120N0140W0,12N 14W,State of Illinois,,IL,,,,0.0956113272558793,0.000328373357073309
6872,IL030200N0020E0,20N 2E,State of Illinois,,IL,,,,0.392882269984821,0.00947643876787966
6873,IL030020S0090E0,2S 9E,State of Illinois,,IL,,,,0.394169498711342,0.00958273622721077
6874,IL030030N0030W0,3N 3W,State of Illinois,,IL,,,,0.392478428116751,0.00949808079543551
6875,IL040160N0060E0,16N 6E,State of Illinois,,IL,,,,0.405424560932373,0.0100717360054863
6876,IL030170N0110E0,17N 11E,State of Illinois,,IL,,,,0.204523044415751,0.0013087901841539
6877,IL030230N0100E0,23N 10E,State of Illinois,,IL,,,,0.405671367317156,0.0100843726089533
6878,IL030450N0030E0,45N 3E,State of Illinois,,IL,,,,0.411633120128612,0.010327404836584
6879,IL030030N0020W0,3N 2W,State of Illinois,,IL,,,,0.411698187328862,0.0103416413662147
6880,IL020070N0130W0,7N 13W,State of Illinois,,IL,,,,0.402646178004088,0.00997586067122083
6881,IL040260N0110E0,26N 11E,State of Illinois,,IL,,,,0.38920990628621,0.00936038245728382
6882,IL030210N0110E0,21N 11E,State of Illinois,,IL,,,,0.205690255445414,0.00129993594029389
6883,IL040160N0100E0,16N 10E,State of Illinois,,IL,,,,0.405702080913167,0.0100839389165826
6884,IL030250N0010E0,25N 1E,State of Illinois,,IL,,,,0.397835724071979,0.00972521711752657
6885,IL030040N0060E0,4N 6E,State of Illinois,,IL,,,,0.3998970314204,0.00982962511203902
6886,IL040150N0060W0,15N 6W,State of Illinois,,IL,,,,0.342135364888282,0.00638577506312372
6887,IL030230N0050E0,23N 5E,State of Illinois,,IL,,,,0.402475182873047,0.00994227224710773
6888,IL030050N0030E0,5N 3E,State of Illinois,,IL,,,,0.402000765779861,0.00992380822381613
6889,IL020180N0120W0,18N 12W,State of Illinois,,IL,,,,0.398626917622957,0.00981336149084345
6890,IL030130N0050W0,13N 5W,State of Illinois,,IL,,,,0.400673665759918,0.00985552536114209
6891,IL030280N0090E0,28N 9E,State of Illinois,,IL,,,,0.404187346906652,0.0100089297638655
6892,IL030360N0030E0,36N 3E,State of Illinois,,IL,,,,0.414966250457529,0.010485719141278
6893,IL020230N0110W0,23N 11W,State of Illinois,,IL,,,,0.405711268220405,0.0100719339077098
6894,IL030400N0130E0,40N 13E,State of Illinois,,IL,,,,0.411047492045078,0.0103743448584296
6895,IL030090N0110E0,9N 11E,State of Illinois,,IL,,,,0.206335305972533,0.00131545337857846
6896,IL040130N0040E0,13N 4E,State of Illinois,,IL,,,,0.399130019724445,0.0098155754874104
6897,IL030070N0040W0,7N 4W,State of Illinois,,IL,,,,0.400299333639472,0.00985256922356866
6898,IL030060N0030E0,6N 3E,State of Illinois,,IL,,,,0.400710434445866,0.00985212431059933
6899,IL020020S0120W0,2S 12W,State of Illinois,,IL,,,,0.0709875930707426,0.000242731449811702
6900,IL030340N0090E0,34N 9E,State of Illinois,,IL,,,,0.401985912383653,0.00991270027219446
6901,IL040070N0020E0,7N 2E,State of Illinois,,IL,,,,0.404141098019889,0.0100065697202785
6902,IL030060N0080W0,6N 8W,State of Illinois,,IL,,,,0.382357115956187,0.00878704870514355
6903,IL040090S0030W0,9S 3W,State of Illinois,,IL,,,,0.341263977055116,0.00513690155240555
6904,IL040150N0110E0,15N 11E,State of Illinois,,IL,,,,0.206300105059593,0.000705377909162449
6905,IL030130S0030W0,13S 3W,State of Illinois,,IL,,,,0.38085834951376,0.00431841439707919
6906,IL030390N0030E0,39N 3E,State of Illinois,,IL,,,,0.401065836026323,0.00989296964681687
6907,IL040090N0040E0,9N 4E,State of Illinois,,IL,,,,0.405832980436561,0.0100726690516051
6908,IL030130S0040E0,13S 4E,State of Illinois,,IL,,,,0.395527743704581,0.00967894804835062
6909,IL030110N0110E0,11N 11E,State of Illinois,,IL,,,,0.202420823167887,0.00123002721833399
6910,IL030050S0100W0,5S 10W,State of Illinois,,IL,,,,0.325298584258113,0.00542226854857771
6911,IL030190N0080E0,19N 8E,State of Illinois,,IL,,,,0.397979004957826,0.00975254184387581
6912,IL030030S0010E0,3S 1E,State of Illinois,,IL,,,,0.387418648215856,0.00926132720983205
6913,IL040060N0060W0,6N 6W,State of Illinois,,IL,,,,0.407302730558185,0.0101907095449537
6914,IL030310N0100E0,31N 10E,State of Illinois,,IL,,,,0.407616282934563,0.0101603848209766
6915,IL030010N0050W0,1N 5W,State of Illinois,,IL,,,,0.399344605976103,0.00979968814233912
6916,IL030030S0090E0,3S 9E,State of Illinois,,IL,,,,0.393756811591468,0.00953654273425321
6917,IL030040S0010W0,4S 1W,State of Illinois,,IL,,,,0.396968048774718,0.00973056433852977
6918,IL030170N0080E0,17N 8E,State of Illinois,,IL,,,,0.400123107506913,0.00986803788689264
6919,IL030150S0060E0,15S 6E,State of Illinois,,IL,,,,0.399852886528941,0.00989664695637943
6920,IL030090N0090W0,9N 9W,State of Illinois,,IL,,,,0.396700385353217,0.0096606162619573
6921,IL030340N0100E0,34N 10E,State of Illinois,,IL,,,,0.406085445158301,0.010099949823583
6922,IL030110N0140W0,11N 14W,State of Illinois,,IL,,,,0.209301344431661,0.00147511865143647
6923,IL030060N0100E0,6N 10E,State of Illinois,,IL,,,,0.403427573590664,0.0100595694992402
6924,IL020100N0100W0,10N 10W,State of Illinois,,IL,,,,0.0553572912256244,0.000147682121984661
6925,IL030320N0010W0,32N 1W,State of Illinois,,IL,,,,0.410671875143877,0.0103252311897719
6926,IL040170N0020E0,17N 2E,State of Illinois,,IL,,,,0.408982802418879,0.0102333458897992
6927,IL030150N0030W0,15N 3W,State of Illinois,,IL,,,,0.401127742645848,0.00992962787131904
6928,IL040230N0110E0,23N 11E,State of Illinois,,IL,,,,0.415647511679119,0.0107621569456185
6929,IL030030N0060W0,3N 6W,State of Illinois,,IL,,,,0.396366053904506,0.00965363184035422
6930,IL030120N0040W0,12N 4W,State of Illinois,,IL,,,,0.40066622321867,0.00989150612253464
6931,IL030170N0050E0,17N 5E,State of Illinois,,IL,,,,0.402284284565632,0.00994933134942575
6932,IL040060N0130W0,6N 13W,State of Illinois,,IL,,,,0.0322612875390805,1.86338243360551e-05
6933,IL020180N0110W0,18N 11W,State of Illinois,,IL,,,,0.403936280860735,0.0100342246657144
6934,IL030350N0140E0,35N 14E,State of Illinois,,IL,,,,0.407499797916009,0.0101749112395463
6935,IL030120S0030W0,12S 3W,State of Illinois,,IL,,,,0.361117329128921,0.00762319017348528
6936,IL030370N0090E0,37N 9E,State of Illinois,,IL,,,,0.403640435939791,0.0100335013640644
6937,IL030150N0120W0,15N 12W,State of Illinois,,IL,,,,0.411097068182185,0.0104801776794666
6938,IL030020S0010E0,2S 1E,State of Illinois,,IL,,,,0.395633506954432,0.00960632721357909
6939,IL030450N0040E0,45N 4E,State of Illinois,,IL,,,,0.406903941342892,0.0101317459912425
6940,IL040030S0040W0,3S 4W,State of Illinois,,IL,,,,0.409588965614444,0.0102293671764746
6941,IL030110N0020W0,11N 2W,State of Illinois,,IL,,,,0.401971224502253,0.00993470811976553
6942,IL040280N0010W0,28N 1W,State of Illinois,,IL,,,,0.38323557746687,0.00855421282113715
6943,IL040050S0080W0,5S 8W,State of Illinois,,IL,,,,0.0496511767141147,9.26378976164929e-05
6944,IL030200N0050E0,20N 5E,State of Illinois,,IL,,,,0.391307912067909,0.00932276406722213
6945,IL030100N0140W0,10N 14W,State of Illinois,,IL,,,,0.206794412313049,0.00108343110407628
6946,IL030120N0100E0,12N 10E,State of Illinois,,IL,,,,0.4008676306003,0.00986210135284722
6947,IL030440N0120E0,44N 12E,State of Illinois,,IL,,,,0.320979778917057,0.00502793525032952
6948,IL030370N0080E0,37N 8E,State of Illinois,,IL,,,,0.396303166982504,0.0096837665394109
6949,IL020300N0130W0,30N 13W,State of Illinois,,IL,,,,0.399292230670543,0.00974285580896264
6950,IL040210N0050E0,21N 5E,State of Illinois,,IL,,,,0.404615295802336,0.0100272274344297
6951,IL030080S0010E0,8S 1E,State of Illinois,,IL,,,,0.398442887624294,0.0097784416370607
6952,IL030300N0020W0,30N 2W,State of Illinois,,IL,,,,0.394451675537591,0.00999363838520932
6953,IL030120S0080E0,12S 8E,State of Illinois,,IL,,,,0.378467470721498,0.00845785312893511
6954,IL030220N0070W0,22N 7W,State of Illinois,,IL,,,,0.40112822432632,0.00990594547911061
6955,IL030080N0050E0,8N 5E,State of Illinois,,IL,,,,0.39292228741988,0.00933628362610945
6956,IL030370N0040E0,37N 4E,State of Illinois,,IL,,,,0.385432550754403,0.00919017734324229
6957,IL030150N0040E0,15N 4E,State of Illinois,,IL,,,,0.415874414816202,0.0107400774960226
6958,IL030170N0030E0,17N 3E,State of Illinois,,IL,,,,0.404671963307046,0.0100526589491297
6959,IL020170N0110W0,17N 11W,State of Illinois,,IL,,,,0.437644775921154,0.0105666256978471
6960,IL030010N0040W0,1N 4W,State of Illinois,,IL,,,,0.404720438026144,0.0100139883971759
6961,IL030340N0020E0,34N 2E,State of Illinois,,IL,,,,0.404705580169759,0.010035624839859
6962,IL030230N0010W0,23N 1W,State of Illinois,,IL,,,,0.403063160246543,0.00996306940420402
6963,IL030080S0010W0,8S 1W,State of Illinois,,IL,,,,0.403883917767347,0.0100585846260834
6964,IL030420N0110E0,42N 11E,State of Illinois,,IL,,,,0.407797879859039,0.0101571306320602
6965,IL030150S0030E0,15S 3E,State of Illinois,,IL,,,,0.297669807568636,0.00404230343036426
6966,IL030100N0030E0,10N 3E,State of Illinois,,IL,,,,0.397847592370673,0.00975951557966998
6967,IL030250N0080E0,25N 8E,State of Illinois,,IL,,,,0.4250462548404,0.0112352203674327
6968,IL040150N0060E0,15N 6E,State of Illinois,,IL,,,,0.405943991266699,0.0100785130530839
6969,IL030140N0010W0,14N 1W,State of Illinois,,IL,,,,0.399706786638408,0.0098345795343298
6970,IL040050S0030W0,5S 3W,State of Illinois,,IL,,,,0.407383330812391,0.0102029423115407
6971,IL030260N0030W0,26N 3W,State of Illinois,,IL,,,,0.406026138634362,0.0100910447595846
6972,IL030100N0040W0,10N 4W,State of Illinois,,IL,,,,0.398247886313022,0.00977678882428298
6973,IL030290N0020W0,29N 2W,State of Illinois,,IL,,,,0.403064000717185,0.0099841091482009
6974,IL030170N0010W0,17N 1W,State of Illinois,,IL,,,,0.397759586378788,0.00973614643638346
6975,IL020180N0100W0,18N 10W,State of Illinois,,IL,,,,0.196914986529658,0.000937757735789559
6976,IL020290N0120W0,29N 12W,State of Illinois,,IL,,,,0.406236952206944,0.0101022685923551
6977,IL040010S0090W0,1S 9W,State of Illinois,,IL,,,,0.35770330615629,0.00724431920464001
6978,IL020280N0140W0,28N 14W,State of Illinois,,IL,,,,0.405840823404544,0.0101218505207321
6979,IL040140N0040W0,14N 4W,State of Illinois,,IL,,,,0.406575684215016,0.0100758732210071
6980,IL030150N0020W0,15N 2W,State of Illinois,,IL,,,,0.409477361314433,0.0102794772632112
6981,IL030350N0020E0,35N 2E,State of Illinois,,IL,,,,0.399328391388974,0.00976603911759539
6982,IL030090S0080E0,9S 8E,State of Illinois,,IL,,,,0.400337938054889,0.00986918493100971
6983,IL030060N0050E0,6N 5E,State of Illinois,,IL,,,,0.404326072725585,0.0100302189717563
6984,IL030080N0130W0,8N 13W,State of Illinois,,IL,,,,0.403355416975368,0.00992003676806051
6985,IL020120N0130W0,12N 13W,State of Illinois,,IL,,,,0.39679454063027,0.00970849777750713
6986,IL040180N0060E0,18N 6E,State of Illinois,,IL,,,,0.409166978887685,0.010174449393394
6987,IL030010N0050E0,1N 5E,State of Illinois,,IL,,,,0.401466441500136,0.0099076093582842
6988,IL030420N0080E0,42N 8E,State of Illinois,,IL,,,,0.407455828139745,0.0101202695722049
6989,IL040110N0040E0,11N 4E,State of Illinois,,IL,,,,0.401868501517357,0.00992157224667925
6990,IL030070N0050W0,7N 5W,State of Illinois,,IL,,,,0.401740065519963,0.00991987136371919
6991,IL030300N0050E0,30N 5E,State of Illinois,,IL,,,,0.405934903115346,0.0101296115525306
6992,IL040160N0050W0,16N 5W,State of Illinois,,IL,,,,0.405313160040671,0.0100493581825608
6993,IL040220N0080E0,22N 8E,State of Illinois,,IL,,,,0.403922620784198,0.00997511957945395
6994,IL030220N0050W0,22N 5W,State of Illinois,,IL,,,,0.398530098931467,0.00977520589537257
6995,IL030320N0020E0,32N 2E,State of Illinois,,IL,,,,0.406748916107268,0.0101362205459991
6996,IL040020N0040W0,2N 4W,State of Illinois,,IL,,,,0.410974078353854,0.0103716822552636
6997,IL030250N0070E0,25N 7E,State of Illinois,,IL,,,,0.424463721367798,0.0111678054248057
6998,IL030020S0040E0,2S 4E,State of Illinois,,IL,,,,0.400472538037916,0.00992778031452284
6999,IL030310N0070E0,31N 7E,State of Illinois,,IL,,,,0.402183352691486,0.00993428843112395
7000,IL030170N0130W0,17N 13W,State of Illinois,,IL,,,,0.294654297559433,0.0035935747245706
7001,IL020120N0110W0,12N 11W,State of Illinois,,IL,,,,0.417633034937783,0.00963099779314136
7002,IL040040N0030W0,4N 3W,State of Illinois,,IL,,,,0.405405167121451,0.0100499230163534
7003,IL040110N0060E0,11N 6E,State of Illinois,,IL,,,,0.404840582071028,0.0100565871775594
7004,IL040080N0080E0,8N 8E,State of Illinois,,IL,,,,0.320442046229596,0.0036625006125312
7005,IL030330N0010E0,33N 1E,State of Illinois,,IL,,,,0.405142415215864,0.0100769032788312
7006,IL030040S0050W0,4S 5W,State of Illinois,,IL,,,,0.39611330732499,0.00968880991200332
7007,IL030050S0100E0,5S 10E,State of Illinois,,IL,,,,0.394971451247572,0.00966878450252889
7008,IL020090N0130W0,9N 13W,State of Illinois,,IL,,,,0.400957756596726,0.00999712166871921
7009,IL040190N0080E0,19N 8E,State of Illinois,,IL,,,,0.404178274398372,0.00999789553542203
7010,IL040010N0060W0,1N 6W,State of Illinois,,IL,,,,0.409735439155332,0.0102869406783717
7011,IL040140N0020W0,14N 2W,State of Illinois,,IL,,,,0.409232248739986,0.0102188264278668
7012,IL020050N0140W0,5N 14W,State of Illinois,,IL,,,,0.40699757252166,0.0101766218289572
7013,IL030200N0070E0,20N 7E,State of Illinois,,IL,,,,0.386898588939024,0.00911592767316581
7014,IL030100S0100E0,10S 10E,State of Illinois,,IL,,,,0.117033598008791,0.000258356142371039
7015,IL040080N0060W0,8N 6W,State of Illinois,,IL,,,,0.385965127887357,0.00851485732414762
7016,IL030040S0080E0,4S 8E,State of Illinois,,IL,,,,0.391540555681012,0.00945984037230732
7017,IL030120S0100E0,12S 10E,State of Illinois,,IL,,,,0.253640773150821,0.00323409102756951
7018,IL030140S0030W0,14S 3W,State of Illinois,,IL,,,,0.38720037028253,0.00925737296026665
7019,IL020020N0110W0,2N 11W,State of Illinois,,IL,,,,0.352242918903397,0.00494108128891433
7020,IL030150N0080E0,15N 8E,State of Illinois,,IL,,,,0.415561612257027,0.0107229094380231
7021,IL030110N0080W0,11N 8W,State of Illinois,,IL,,,,0.399781253753574,0.00982440866127777
7022,IL030130N0060E0,13N 6E,State of Illinois,,IL,,,,0.402981801344863,0.00996784547831858
7023,IL030140S0030E0,14S 3E,State of Illinois,,IL,,,,0.391704515242072,0.00950169764542044
7024,IL030230N0070E0,23N 7E,State of Illinois,,IL,,,,0.400007018110315,0.0098558194620906
7025,IL040120N0020W0,12N 2W,State of Illinois,,IL,,,,0.408413799212408,0.0102679484361969
7026,IL040050N0020W0,5N 2W,State of Illinois,,IL,,,,0.405534088410777,0.0101167559293104
