rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
6170,303069,-13417,277749866043606,394895990753289,148
6170,303093,-22852,278466566121469,278466865997897,255
6175,354831,31670,277178366094874,277178665971280,255
6175,354857,-25190,277638866033758,277639165909992,255
6175,354863,-22623,277737566117644,277737865993961,255
6175,354875,-26206,277984766130662,277985066007328,255
8702,354899,28434,332205618086587,278444065999179,255
3406,303133,-5598,295698164677141,277005865969776,255
6179,303160,25131,277501766038816,277502065915403,255
6107,300551,4729,276185666098703,144862596485454,255
6107,300622,9368,277851866071091,277852165947749,198
6114,543046,27757,277489466106686,277489765983284,255
6121,1402031,5014,276386366117801,276386665994275,148
6121,1402045,-18107,276618566070424,387714068500443,255
6121,1402054,-28833,276708866129410,276709166005984,376
6126,301409,3507,276173666096223,276173965972959,255
6126,301412,-9379,276257366096254,309301082141396,255
6126,301412,15740,276257966096178,276258265972969,312
6126,301414,-26882,276294866042583,276295165919336,255
6126,301448,-14744,344575391840954,338624233963341,267
6126,301451,-17090,276950366063835,157616298422532,255
1125,193913,7706,206784379186165,276191976011495,255
1127,194290,4032,276203676133290,276203976033270,255
1127,194293,19256,276326076126151,276326376058424,255
1128,17497,-11336,276178176151122,276178476051202,255
4483,17509,-3040,276381876201795,276382176017392,255
1128,17528,23037,276899376147037,276899676063030,255
1128,17531,-25863,277040676150150,277040976049907,262
1128,17534,19651,364817478091786,203556575352996,255
1128,17537,5247,277316376181092,277316676080976,255
4579,17538,-13836,277327176181141,277327476081351,255
7266,17538,4642,277327476181333,277327776081244,346
1128,17577,-15869,278334276109596,278334576008733,255
1133,52413,-2769,276353076163343,276353376063518,255
1136,4625,94149,276446676176352,276446976076206,255
1138,5119,82308,286264544683560,276711576088746,255
1138,195551,-31222,276176676149264,276176976048988,130
1138,195551,-28877,276175476117401,276175776049107,255
1140,5452,-24355,254806303061585,276178176080783,255
291,24812,9167,276266376154934,281065164059530,255
1141,71426,-12753,277138176125885,302392368660815,255
1141,71426,-9417,277136976191626,277137276091782,255
2595,286121,-13380,277687166116238,277687465992899,180
1111,68622,-2867,276299676173835,276299976073848,255
1111,68624,7870,276383976198339,335482941193430,255
1111,68627,-3890,276434376139976,276434676055642,255
1111,68667,-21626,276901476196655,276901776097086,255
3741,53971,-4293,276302676161433,367475178135497,255
1112,53977,25676,327494046714131,276433476047273,255
1112,53978,24621,276446676189701,276446976089301,255
1112,53997,-7008,276779376111605,276779676027964,255
1112,53997,30244,276779076111607,276779376011580,255
1112,54008,29109,277080276149041,211611245875614,255
1112,54064,-3076,278075676104354,278075976004442,255
1112,54083,-29578,278351076186227,278351376086996,255
1112,54112,-29880,278767476176339,278767776076099,255
1113,58653,-19349,276274476156925,276274776056494,255
1114,15437,18252,276347076155417,276347376055711,255
1114,15457,-14114,276725376183410,412045934061338,151
1115,15902,81082,276954876140117,276955176039989,255
1117,1523,14072,276282576198662,312385743424472,286
1117,190926,12632,277426466084289,277426765960074,191
1117,190928,-21940,277431566035709,277431865912364,340
1117,190938,-31965,278106866075442,278107165951735,244
1118,2050,-13639,276179676162209,159828890320304,255
3265,288498,12557,276960866087308,276961165963593,335
3271,288675,7504,276623066039204,276623365915913,255
3271,288702,32518,277046366050610,277046665927302,255
6042,296594,-4978,276910466102389,276910765978784,255
6048,585505,-26372,277478666090370,277478965967124,255
3356,585519,23015,277753166068468,277753465945003,240
6048,585524,-80723,277933766108393,277934065984784,212
6048,585532,1091,278256866060873,278257165937504,255
6048,585532,14082,278254766061059,278255065937418,255
5265,585549,-5654,278713466088134,278713765965048,255
6048,585554,89338,278799266090370,278799565966688,255
6060,1132560,-28426,276274166069251,276274465945947,255
6060,1132564,-6621,277380566094934,277380865971501,255
6060,1132567,-11322,277501766127324,277502066015741,255
5293,1132577,16163,162381925153206,277775966006114,255
6060,1132601,18250,301776843115790,162381997431200,255
6060,1132611,93204,278600666076921,278600965953548,138
4496,309736,1422,278026466042211,278026765918746,255
6299,309736,22516,328851619555263,278027065918977,255
6299,309745,23715,278199566040372,278199865916995,255
6303,309798,-32438,276885566039932,276885865916924,287
6303,309817,-9545,348950405583081,351065588227989,255
6333,310348,7661,276213566117275,315184329188191,255
6360,312168,19362,276617666051481,276617965927913,255
8724,312232,29927,276471266113007,276471565989790,255
6362,312242,12617,276555266047636,276555565924078,255
6362,312255,-92248,276650366098538,276650665975067,255
6362,312279,31744,277421966129659,277422266006255,255
6362,312289,86934,277594766035136,277595065911546,255
6363,312337,-7791,277225766068693,277226065945186,255
6363,312365,-27228,277564466104517,222687789649628,168
4330,1103102,24466,277835666096331,277835965972885,255
6365,1103107,12347,277853366043083,306498228017966,255
6365,1240302,-18412,276440666090204,276440965966979,231
6365,1240332,-1298,276954866096163,276955165973021,255
6365,1240350,-13211,277131866045444,277132165921692,255
6365,1240367,30579,277388966063683,277389265939538,255
6365,1240373,-3844,277479266047050,277479565923558,255
4375,1240395,-19225,277676666059528,277676965935814,233
3783,1240398,5479,277683866061908,277684165938120,255
7833,1240494,-90117,278769566108385,278769865984971,255
8812,1031511,-24197,277237166063898,277237465940752,255
6366,1031514,23714,277335266092478,277335565969182,255
8882,1031514,27419,354563425389840,277335865969181,255
6366,1031514,28177,277335866092523,277336165969143,255
6367,312494,8612,277683866127709,277684166004285,255
6367,312507,16281,278106866120837,278107165997153,255
6367,312526,15597,278467766098332,278468065974643,357
6367,312527,11833,278530166033583,278530465910346,255
6367,312533,-3202,278593766111846,278594065988620,255
6367,312538,-85913,278702066081408,245159551067872,255
6107,300583,19005,277407866052078,277408165928365,255
6107,300585,-26259,277409366121952,277409665998404,255
6107,300622,-7631,277852166071235,277852465947767,255
6107,300622,22458,277850366071199,277850665947751,255
6114,543036,25344,277304366074830,200806251490483,255
6114,543038,-18499,277339466139024,277339766015771,255
6114,543054,1787,277583366095028,277583665971877,311
6121,1402034,-78758,363646876368428,276437365959451,255
6121,1402037,88982,276522866129842,276523166006198,255
6121,1402057,11392,276715766090102,276716065966832,255
6121,1402067,-5625,276782966037827,276783265914006,255
7610,301419,91153,276383366104780,276383665981203,255
1127,3971,10954,276371676120993,276371976020882,255
1128,17513,24055,276464076107514,284221605324417,255
1128,17513,32374,276464376124049,276464676023790,255
4645,17532,88174,277076676154164,277076976053674,255
1128,17534,-1010,277157076145862,277157376062433,255
1128,17541,-2908,277472676144420,277472976044327,255
1128,17544,-30027,277558776142410,277559076058056,255
9341,17548,23689,277674576154762,277674876054542,255
1128,17568,-2576,277999476156017,277999776055801,255
5136,52492,16261,278372076171105,278372376070675,255
1136,194939,-14529,195650347931303,276386676074324,255
1138,5087,30795,276207876167690,276208176067360,255
1138,5105,28486,276435276153475,276435576053201,255
1138,5109,-13205,276523476124340,276523776023792,255
3837,195579,-6890,276547176174670,276547476074327,255
1138,195587,2569,276713076162229,276713376062293,333
1138,195589,-13573,276779676126891,276779976026810,213
1140,5466,-15524,276471576167532,344994516569659,255
1140,195926,-9239,276388476180832,276388776081188,255
4315,195932,-16501,276467676116569,276467976016452,255
291,24814,-2917,276297276172696,276297576073022,255
2497,285272,-14964,276372566116794,265882118124434,255
2497,285283,5303,290510440882778,143122698740124,255
2595,286175,-25967,278300666104362,196383195007647,255
291,24841,30740,276902376173424,276902676073996,255
4554,24875,9486,278165676185824,278165976038274,255
1111,68619,17859,382996954922291,276261576059582,255
1111,68621,6434,276298176174603,276298476074510,255
1111,68629,-15176,276478476177104,276478776077037,255
1111,68629,677,276478776176973,276479076076829,255
1111,68629,19484,276479076176811,187735022146531,255
1111,68675,1807,277125276117857,277125576017960,255
1111,68691,-10767,277932576153783,277932876072437,255
10288,68701,9284,278277276137265,306973639161418,255
7708,53964,-29086,276174276121240,145466327076083,255
9718,53972,25999,276347676173542,276347976073486,335
1112,54034,32749,277384776105722,277385076005350,255
1112,54037,-7402,277470876169546,277471176069481,255
5478,54039,4690,277512276184705,277512576084586,215
5084,54044,-30336,277729176117162,277729476016924,255
1112,54063,-770,189877151348768,242140060686582,255
1112,54064,-79902,278075376187383,416895179397859,332
1112,54064,20515,278075976104142,278076276019306,255
1112,54080,19779,408157488376849,278283276069046,255
1112,54109,29660,278680776171266,278681076087075,266
1114,15459,-13643,276748176116530,276748476016585,255
4814,15877,-21745,276524376169005,369256962216540,255
1115,15892,14645,276720276182906,276720576083767,161
1115,15897,25760,276822576151834,276822876052181,373
1117,190939,-6721,278111066129102,278111366005712,201
6048,585545,83364,278687066089768,375537381768085,255
6060,1132593,-9146,278106266079527,278106565955781,350
3271,288675,-30306,276622766039626,276623065915925,255
3271,288693,-16629,276974666125693,276974966002284,255
3271,288702,-11016,305136240446604,277046965926985,199
3271,288703,-8547,277052066077453,277052365954037,255
3271,288710,-20018,277180466066342,277180765942630,255
3271,288711,-12093,277227266122469,277227565998680,255
3271,288735,26087,277568666041422,277568965917868,255
6303,309798,-80598,276885866039988,276886165916893,255
6303,309811,1189,277402766090124,277403065966739,255
6303,309824,5636,401801099964895,163979344220773,255
6303,309831,4395,277853066042333,277853365918815,255
6360,312158,-85250,276471266034727,276471565910861,255
6360,312158,91307,379447596571378,276471865910902,255
6360,312173,-29978,276653666046993,276653965923449,255
6360,312173,-24763,276651266047133,276651565923498,255
6360,312173,6987,276650966047244,276651265923510,255
5336,312173,17616,253808447064913,276653365923456,238
6360,312177,-17671,276730466044546,276730765921131,255
6362,312226,1767,276350066084007,276350365960240,255
6362,312242,91029,276554966047620,276555265924096,307
7781,312242,1658,276555866047692,276556165924058,255
6362,312285,17015,277507466077241,396331670880590,255
6362,312287,8007,142049420885350,277511065996064,255
8795,312431,23838,278773766047142,350121374760478,255
6365,1240291,32631,276269366072487,276269665949050,255
6365,1240321,26358,276785066127508,276785366003738,255
6365,1240360,-32145,277229966126619,277230266002941,255
6365,1240365,-16583,344378874352386,387159602579581,278
4490,1031498,-12980,276384266089065,276384565965287,255
6366,1031513,-1150,277321166077605,277321465954264,255
6367,312459,-18756,220728561558489,276210265925150,147
9700,312483,14692,277506566140647,277506866017072,255
6367,312492,5520,277644266074759,388256556243609,255
6367,312504,25792,277989266055453,277989565931960,255
6106,300405,-22326,277658066122531,137688187862805,315
6107,300553,25792,276210266126665,276210566003059,255
6107,300588,27026,303833152767359,277499665914452,255
6107,300632,7572,277995566049876,277995865926364,255
6114,543036,-28738,277303766074808,277304065951222,255
6121,1402067,-78404,276783266037903,297962990617563,255
7511,301410,7597,245415120141018,276205765940262,255
6126,301410,31624,276205166064255,276205465940269,255
6126,301417,8592,276347066078693,380198762080650,255
6126,301440,-25927,276710666075233,276710965951727,255
6126,301445,8108,228116771155997,213284073114806,255
6126,301449,-12809,276903566088863,395644932250106,321
6126,301449,32694,276904166088850,276904465965677,255
6126,301471,-17032,277326566046816,284964991846558,255
6126,301471,-7999,277319666046729,277319965922960,255
3970,301473,-20686,277383866052580,277384165929463,255
6128,301549,-14171,276211766087702,276212065964054,255
1121,16685,-21200,276225276165690,335551124844582,255
1122,17207,32324,276818076159293,276818676091626,255
1123,3335,-21341,276385476140096,276385776040094,255
1123,193657,-23393,276344976190943,181218953640732,354
1125,3590,7706,276191676111919,276191976011495,255
1127,3968,-9681,276241476160264,276241776060440,255
3952,17498,19104,276207576151109,226640275652753,255
1128,17516,23674,276558876153342,276559176053189,255
1128,17541,28498,277472976144338,374384859645358,255
1128,17548,-4024,277675176154485,277675476054576,255
1128,17551,93931,277731276162476,277731576078307,255
1128,17552,19021,303144164938572,277764576059492,255
3880,17571,20602,211345809037285,278111376033362,214
7195,17576,-29129,373909202570344,278285976081251,255
1136,4616,-14529,276386376174067,276386676074324,255
1138,195560,-24686,243813441614102,276293976067599,255
1138,195572,-887,276434976153385,276435276053473,255
1138,195574,-10290,276465876106418,276466176006189,255
4896,195576,-4382,276521676157263,276521976073173,255
1140,5458,12583,276350976107075,276351276006564,255
2907,5466,-14179,276472176167827,170092988282002,255
291,24872,-15818,278111076173845,278111376073772,255
291,24892,17992,368565575899347,278529276008998,255
291,24897,-81927,278685876199732,278686176099886,255
2497,285285,-12572,277769666076573,277769965953176,364
2497,285306,-12316,278277266131714,278277565908412,255
2497,285318,13328,278619866114517,278620165991260,255
1141,71330,26540,276356976119184,276357276019201,255
1141,71338,-25598,276366876171970,276367176071919,255
1141,71427,25245,277142677076519,291732491654973,255
1141,71532,-32004,278172876154809,243946986656301,255
1141,71573,-32451,278358276158152,278358576057542,255
1111,68670,-7605,276989976176983,276990276009688,255
1111,68689,23767,255073577305305,277763676043542,154
1111,68706,-9134,278368476172927,278368776088450,255
9994,68710,27544,278378376185563,278378676085394,255
8624,53978,-17076,152709748605859,276447276089724,255
1112,54040,-77336,277556976104978,277557276020228,255
1112,54045,-83889,277764576112654,277764876012888,255
1112,54076,-28863,278248476117187,278248776017765,255
1112,54110,-20658,278715576137975,278715876037837,274
1112,54110,-4593,278714376177360,278714676092167,218
1113,58804,-19206,277579776179497,277580076080043,255
1114,15443,9367,276444276166037,276444576066077,255
1114,15446,-88200,276556776106749,276557076022095,255
1114,15446,22993,393391889502537,276557676050386,255
1114,15450,87568,276634776201099,306435314321312,255
3550,15459,-20530,276747576116748,276747876016535,133
3984,15859,6560,276263976168970,276264276068336,255
1115,15898,30841,253401775363188,276868776041795,255
8271,190936,447,277600766113854,277601065990172,271
1117,190944,22477,278464166116343,278464465992738,374
1118,2057,25085,276261276106484,177194034380364,339
3891,192066,29211,276179376162271,276179676062188,255
3271,288695,7100,276979766092154,276980065968310,255
3271,288704,24234,277130666089115,408012690577063,255
4958,288735,22133,277568966041551,277569265917840,361
3271,288739,5819,277592966042328,277593265918870,255
6048,585505,-18257,277477466090514,277477765967151,255
6048,585505,-10693,277478366090239,203289274332646,255
6048,585506,11870,277506266099822,277506565976280,255
6048,585520,91186,277770266079096,351339080360996,255
3909,1132576,-23107,277766366126791,277766666003334,255
6060,1132588,-25903,277985666038055,277985965914490,274
6064,297869,-13405,276355766038712,276356065915338,255
6360,312155,-4113,276348266088070,276348565964659,255
6360,312165,-88803,276560666110401,184581206617029,255
6360,312168,12170,353116215131052,276615865928027,255
6360,312173,13080,276652166047168,276652465923492,255
3841,312255,-22616,395506654353625,276650365974904,255
3742,312255,-15264,224230522972812,276651265974928,255
6363,312349,-18981,277321766103318,277322065979727,255
6365,1103048,10811,358930968811437,371234962740364,255
6365,1103102,12505,277837466096082,277837765972867,255
8332,1240320,22890,347241555956935,379926296452110,255
6365,1240359,1057,277226366120293,277226665996838,255
6365,1240376,6043,277486466093645,277486765970329,255
6365,1240440,-16207,270913668166772,278164166005883,255
6365,1240451,2170,278287166057097,382724863391936,255
6366,1031499,-25807,276394766247824,276395065924356,255
5163,312460,26323,276262166064219,276262465941371,255
6367,312465,20534,276352766116534,276353065992988,255
6367,312482,29437,277470266129557,277470566006252,228
6367,312519,-77567,278425466052996,278425765929089,357
6367,312520,-25149,278438366120368,278438665997016,255
6367,312540,-2252,278717066064790,278717365941550,255
6303,309798,27272,145067834733081,276885565916889,255
6303,309824,8960,277766066131880,277766366008190,255
6333,310365,3857,276561566139047,288186438619199,255
6333,310483,78908,278717366053287,278717665929996,157
6107,300587,14742,277498166056071,277498465932726,255
6107,300603,7249,277649666129986,277649966006364,255
6114,543038,20797,303828747183268,249574226288828,182
6121,1402038,-3943,276557066106795,276557365983573,255
6121,1402046,16356,276619766098645,276620065975305,368
6121,1402047,11750,276623966094016,276624265970506,255
6121,1402047,22960,397016018673195,276623965970452,255
8278,1402060,-23308,276725966094112,276726265970582,299
6121,1402060,-10858,276726566093728,276726865970572,255
9197,301428,-17648,164252810412460,276551665998706,229
1119,2233,12930,187797651405301,276260376018033,255
1119,2233,18206,276260376118036,276260676018191,255
1121,16710,-725,276829476102849,276829776057559,255
1121,16714,5183,276880776112148,276881076011924,308
1122,17173,5193,276360276118600,276360576018681,255
1123,3333,1229,276302376117030,276302676033039,255
1123,3334,-23393,276344976190943,276345276090689,244
1123,3339,20733,398105482950108,276475176078182,255
1123,3343,17715,276518076118090,276518376017881,255
1123,3354,-9476,276706476103899,276706776035954,255
4574,193657,-9405,276345276190741,276345576091183,255
1127,3971,16544,276371376120692,276371676020985,255
1128,17509,28025,276382176117392,330078196032723,255
1128,17513,9308,276463776107802,276464076007556,255
9179,17529,-20680,276954276103959,276954576003883,255
1128,17570,-15456,346356088608833,278077776100888,144
3758,52460,-3860,277509276139279,277509576039464,255
4639,52467,-21024,277595076163507,409178909274697,291
1133,52514,-6480,278722476142044,278722776098720,255
1138,5114,4489,276629376199649,196320294929018,255
1138,195581,4489,276629376199649,276629676099478,255
1141,71386,-15957,276797376119125,276797676019190,255
291,24837,25149,276807576180806,276807876097228,255
3702,24851,29929,277128876140941,277129176056224,255
1141,71606,32100,239524691967177,278688576071109,255
2595,286117,22601,277645166092624,313882308569621,255
4916,286171,-78495,278285666062282,278285965939097,255
4618,285273,-20653,276383366059641,276383665935861,255
3696,285282,-24317,277757066061545,277757365937981,255
2497,285303,-435,278109566038978,278109865915214,255
1111,68624,-4950,276383676198617,276383976098339,255
3289,68665,-23960,276832476180342,276832776080955,255
1111,68668,-1895,241201676023716,276907776015666,255
5378,68700,-1535,278246976179896,278247276080009,255
1111,68721,2387,278546076177405,278546376093905,255
1111,68728,-16879,278716176194939,278716476094946,255
1112,53969,865,276295776190322,276296076091229,255
1112,53977,5352,276435276147219,276435576047019,255
1112,54001,-19968,276866376152254,276866676052109,255
1112,54001,3992,276866676152103,276866976052379,255
1112,54040,82123,277557276120230,277557576020607,255
1112,54072,29905,278196876170336,278197176070108,255
5312,54113,32277,278800776157660,278801076057453,305
1114,15450,-877,276635076201514,276635376101368,255
9896,15880,8972,276555876162550,276556176062553,156
1115,15891,28786,276712476162705,276712776062456,255
1115,15892,5458,276720576183332,276720876083154,255
1115,15895,-5848,276800376151013,276800676051338,255
1115,15927,-27523,277337376166056,277337676065847,351
8013,1523,82539,276282876130367,276283176030544,255
1117,190912,10616,277169666073139,277169965949673,255
1117,190915,-6685,277251266099845,277251565976522,255
1118,192066,-10172,344366196053217,276179376062264,255
6037,296406,5659,276711566116084,316201149286870,255
9191,296407,93266,276713366076143,276713665952838,255
6048,585519,13889,277753766068338,277754065945001,255
3249,585519,25858,277754366068453,277754665945016,255
6048,585520,16519,277769366078921,277769665955574,129
6048,585532,-29071,278255366060704,278255665937441,288
6060,1132585,-1861,277915766108523,277916065984884,255
2968,297794,17868,276266966071134,276267265947807,307
3271,288730,-29392,277496666053538,277496965930011,255
6299,309736,-11700,278027666042141,278027965918713,255
6303,309806,14532,339925857356152,277307366006118,255
6303,309811,-873,277402466090162,277402765966781,255
6303,309824,-25491,277767266131594,277767566008158,255
6303,309831,-25751,277851566042040,277851865918832,255
6303,309831,919,277850966042082,277851265918840,255
6360,312150,-8148,276262166047134,276262465923370,255
6360,312156,10066,276386366032016,276386665908590,255
6360,312168,-6829,276612866051368,276613165927903,255
6360,312168,-3644,276617066051433,276617365927895,255
6360,312168,16116,276611066051127,276611365927911,255
6360,312168,20419,276617966051292,240664262493029,255
6360,312168,30547,360093221172424,276619765927879,328
6360,312180,32379,276744866082327,276745165958798,255
6360,312192,-1837,277593866056024,277594165932283,255
6362,312232,-90889,276470366113143,276470665989839,255
6362,312236,-14519,276478166077500,276478465954011,255
6362,312236,5747,276478466077774,328716395843388,255
6362,312242,-31142,395366696829424,276555865924082,255
6362,312256,14373,276704366052573,405897822245713,255
6363,312346,-6671,277251566033507,277251865909509,255
8124,312353,18320,277391666053335,277391965929615,347
6363,312372,-22225,277649966100528,277650265976810,255
6363,312434,-28821,278781266130521,278781566006826,296
6365,1240291,24493,413277077602417,276269365949058,255
6365,1240306,15147,276457166034960,276457465911712,263
6365,1240307,-24121,276472766032183,276473065909007,217
6365,1240313,-12359,276553766075573,276554065952215,255
6365,1240322,25548,276814766112801,276815065989142,255
6365,1240332,-10659,276954566096171,276954865973021,255
6365,1240373,1151,277478966046935,277479265923545,255
6365,1240424,-30090,277992866116949,277993165993511,255
6365,1240496,-21014,278786966115859,309506027988921,210
6366,1031513,-25261,277321766077575,277322065954259,255
4033,1031513,-17128,342181765627129,277320865954260,255
6367,312484,-8325,277565666063670,277565965940423,255
6107,300603,-10633,277649366130114,277649666006388,255
6107,300622,-24786,277852466071119,139968943614549,255
6107,300622,-11488,277850966071222,323391631049150,283
6114,543036,3881,277304966074793,277305265951385,255
6121,1402029,32281,276383366089732,276383665966476,255
6121,1402037,10087,276522566129936,276522866006204,255
6121,1402037,25391,233214983417967,363578670967952,255
6121,1402048,2544,276633266034824,276633565911447,348
6126,301409,-2277,276174566096114,276174865972950,255
6126,301417,-25840,276346166078434,276346465955088,255
6126,301421,-24268,276462566127344,276462866003979,255
6126,301428,-20438,175852369489470,276553165998673,231
1119,192247,-5269,292827085858509,320041991231971,255
8917,17189,15522,276557976155765,276558276077426,255
1123,3332,84542,260242858270036,276261876090356,255
1123,3357,18949,276724776139968,276725076040063,255
10144,3363,-27452,396186062336126,276736776053986,255
6644,319711,-963,278793866068854,278794165945567,255
5343,320049,-24600,410537400632552,278378065948026,255
6650,320052,5513,278598866033558,278599165910287,255
1123,193687,24268,276785076144385,276785376043880,255
1128,17517,-17008,276638376138225,276638676037974,255
1128,17530,18533,276986676170404,276986976070464,248
1128,17537,19191,277317276181087,344845022078077,255
1128,17545,12067,277590576153727,277590876084159,255
1128,17572,-2973,138421727315876,278164476073159,255
1128,17574,32627,320658166417356,278199576079519,255
1128,17577,-79795,278333976192228,278334276009594,255
1133,52465,-28723,277562676199470,277562976032254,255
1138,5120,2569,237976495321370,276713376062293,333
1138,195554,32761,193239646316361,276207876067719,255
1138,195576,84930,276523476124340,276523776023792,255
10321,24871,-85865,277761876155317,277762176055058,255
2497,285267,-28456,276273866105069,276274165981758,255
2497,285314,-20932,278372666062032,278372965938638,255
2497,285327,-15524,205782397558538,278797765916323,255
1141,71612,24664,278696976113485,278697276013331,255
1566,1157810,1566,278306383194924,241800444694453,255
7461,68629,-6816,276477276116234,276477576046770,169
1111,68666,-93299,276866676116343,276866976015975,280
1111,68666,17687,181626333915763,417796557756435,255
8584,68671,-9059,277038576150665,277038876050561,255
1111,68692,18294,277940976136618,277941276036583,255
1111,68702,-14815,278279676182520,278279976082693,255
1111,68703,-15505,278286876144032,278287176043750,355
1111,68723,83875,278595576133234,278595876049441,255
1112,53964,93654,276175176121161,276175476021473,255
1112,53977,23334,276434076146961,276434376047210,255
1112,54005,5705,409037600476892,277038876059064,255
1112,54015,25822,277138476109790,277138776009674,255
1112,54063,8150,278030976146409,278031276046408,255
1112,54072,748,278196276170182,278196576070139,255
1112,54087,5141,278369676102678,139429291570453,255
1112,54112,5508,278767176176194,278767476076292,255
1114,15448,-28607,276620976146271,361113605000460,296
1114,15454,-31255,276700776201380,276701076102328,255
3702,15880,-6260,276556176162553,276556476062768,255
1115,15880,28175,177672836524791,276557676062532,255
1115,15896,5825,276806976196150,276807276096189,255
1117,190893,-15223,390440529156090,276296365917940,255
2595,286093,12955,277090466094799,277090765971385,255
6048,585532,-30959,278256566060931,278256865937507,255
6060,1132565,12257,277415066034608,328985543790190,255
8462,1132570,-91119,277553966101110,277554265977886,255
6060,1132573,16198,277674566116518,337063631579658,255
6060,1132575,29450,277726766061989,277727065938746,255
6060,1132596,-383,192018468983284,278195065995808,255
6060,1132598,-4925,278244566118965,278244865995205,255
6060,1132601,-1821,238103420323463,278365765922915,255
3271,288702,11421,277046966050296,277047265926966,255
3271,288705,13076,277134266126303,277134566002972,255
3271,288739,-18084,277593266042317,277593565918855,255
3271,288740,9606,277595666112759,277595965988975,255
6299,309736,-6114,278027366042120,278027665918759,255
