characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",1089,230.0,2.2,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, nonb-Hispanic",2013,234.0,2.2,Data not availavble.
"Total - Male, Hispanic",Male,Hispanic,2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Hispanic",Male,Hispanic,2003,230.0,2.2,Data not availabe.
"Total - Male, Hispanic",Male,Hispanic,2004,230.0,2.2,Data not available.
"Total - Male, Hispanic",ale,Hispanic,2788,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Hispanic",Male,Hispanic,2006,230.0,2.2,Daa not available.
"Total - Male, Hispanic",Male,Hispanic,2007,230.0,2.2,Data not zavailable.
"Total - Male, Hispanic",Male,Hispanic,2008,230.0,2.2,Data not available.
"Total - Male, Hispanic",Male,Hispanic,1584,231.0,3.2,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2700,196.23457536298275,2.2,Data not available.
"Total - Male, Hispanic",Male,Hipsanic,2011,230.0,2.2,Data not available.
"Total - Male, Hispanic",Maole,Hispanic,2012,157.03940577532302,2.2,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2013,240.0,2.8,Dat anot available.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either therqe are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Mle,"Asian, non-Hispanic",2003,277.715159839971,2.2,Data not availabl. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2004,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",ale,"Asian, non-Hispanic",2006,230.0,2.2,Data not available. Data for 2002 through 2i009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",bMale,"Asian, non-Hispanic",1020,290.62655139385504,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",1767,267.5515797415936,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2009,230.0,2.011261753951492,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Mle,"Asian, non-Hispanic",2010,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islnaders.
"Total - Male, Asiakn, non-Hispanic",Male,"Asian, non-Hispanic",2011,230.0,2.2,Data not available.s Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",1733,230.0,2.2,Daat not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",aMle,"Asian, non-Hispanic",2013,248.234199162813,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, nonH-ispanic",2005,230.0,2.2,Data not availablel.
"Total - Male, Pacific Islander, non-Hispanic",Mael,"Pacific Islander, non-Hispanic",2628,142.38364165276957,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,230.0,2.2,Datya not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Mae,"Pacific Islander, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Malxe,"Pacific Islander, non-Hispanic",2012,230.0,2.6982581628707374,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",1271,230.0,1.5713429540972412,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Idian/Alaska Native, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,230.0,2.2,Data not avialable.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2005,230.0,1.155721381092952,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,230.0,2.2,Data not availauble.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"American Indian/Alaska Native, non-Hispanic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,230.0,1.2383690870335355,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Malve,"American Indian/Alaska Native, non-Hispanic",2012,230.0,2.2,Data not avasilable.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",mMale,"Two or more races, non-Hispanic",1173,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2350,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",3019,230.0,1.1363851666445797,Data not vaailable.
"Total - Male, Two or more races, non-Hispanic",Mlae,"Two or more races, non-Hispanic",2007,262.93557738773035,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,138.67745674625974,2.840533808502404,Data not available.
"Total - Male, Two or more races, non-Hispanic",aMle,"Two or more races, non-Hispnic",2009,230.0,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",uMale,"Two or more races, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Male, Tw or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,230.0,2.2,Data ot available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,223.92031334387536,2.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,263.0,1.5687245591630443,Data nto available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2003,129.13592214873103,2.2,Data not avaimlable.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2004,230.0,1.8731995239367527,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,255.0,4.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female,W hite, non-Hispanic",Female,"White, non-Hispanic",2888,230.0,2.2,Data not available.
"Total - Female, White, no-Hispanic",Female,"White, non-Hispanic",1253,230.0,2.036035112108828,Data not available.
"Total - Female, White, non-Hispanic",Feamle,"White, non-Hispanic",2009,263.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2010,230.0,2.932973888003205,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",1160,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Fkemale,"White, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2013,263.0,2.5,Data no tavailable.
"Total - Female, Black, non-Hispani c",Female,"Black, non-Hispanic",2369,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Black, non-Hispani c",Female,"Black, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, Black, nonHispanic",Femlale,"Black, non-ispanic",2004,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispandic",2005,231.0,5.5,Data not available.
"Tota - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",1960,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2007,309.2648729396252,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2008,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black,l non-Hispanic",2292,240.0,3.3,Data not available.
"Total - Female, Black, non-Hispnic",Female,"Black, non-Hispanic",1719,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Femae, Black, non-Hispanic",Female,"Black, non-Hispanic",2013,242.0,4.5,Data not available.
"Total - Female, Hispanic",Female,Hispaic,2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hispanic,1293,230.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2004,230.0,2.9372384004928533,Data not available.
"Total - Female, Hispanic",Female,Hsipanic,2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or grefater.
"Total - Female, Hispanic",Female,Hispanic,2006,230.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2007,230.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2008,230.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2009,235.0,3.8,Data not available.
