objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
847336.0,35001C,1549138_7774,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_5934,AH,FLOODWAY,T,4934.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847332.0,35001C,1549138_5942,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-12023.809610594011,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_6098,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12374.879463625526,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,35001C,1549138_6271,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6477.375725730496,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_5931,AH,FLOODWYA,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847302.0,35001C,1549138_5751,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847303.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847332.0,35001C,1549138_5470,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-6579.706923248095,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_5757,AH,FLOODWAY,T,5089.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154138_-9999
847338.0,35001C,1549138_6002,AE,FLOODWAY,T,5414.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-7634.1757992368575,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847331.0,35001C,1549138_5709,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-13864.2919561125,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,35001C,1549138_6891,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-12067.745275545094,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,35001C,1549138_5765,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-8579.367594270825,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_6010,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,5149138_-9999
847300.0,35001C,1549138_6374,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-5417.868273885706,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847331.0,35001C,1549138_6045,X,FOLODWAY,T,4949.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_5749,AH,FLvOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_5968,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-14623.52866859619,-11105.665604454343,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1549138_6481,AO,FLOODWAY,T,-9333.528576009068,NAVD88,1.0,FxEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549183_-9999
847332.0,35001C,1549138_6046,AH,FLOODWAY,T,5013.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1526115_255,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,35001C,1549138_6016,AH,FLOODWAY***,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1459138_-9999
847332.0,35001C,1549138_7671,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9955.98800723188,1549138_STUDY4,1549138_-9999,1549138_-9999
847322.0,35001C,1526115_255,AE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-10441.51176350058,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_5859,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9711.909245059238,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,nFLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-10563.53560991587,-9999.0,-6875.437579049421,1549138_STUDY4,1549138_-9999,1549138_-9999
847125.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,35001C,1526115_255,AH,FLOODWAY,T,4991.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,35001C,1526115_255,AH,FLOODWYA,T,4990.0,NAVD88,-9999.0,FEET***,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_5825,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-14603.811301395956,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,4974.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549318_-9999
847118.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-8505.979573001008,1549138_STUDY4,1549138_-9999,1549138_-9999
847129.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999***
847104.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847333.0,35001C,1549138_5511,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1594138_-9999
847103.0,35001C,1549138_7361,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_255,,FLODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,35001C,1549138_6126,AH,FLOODWAY,T,4938.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_6369,A,FLOODWY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-8024.727581193955,-9999.0,1549138_STUDY4,154i9138_-9999,154938_-9999
847332.0,35001C,1549138_6084,X,FLOODWAY,T,-5102.846861313189,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_5878,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-8303.020485147828,-9999.0,-11308.434435906962,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_5673,X,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1459138_-9999,1549138_-9999
847105.0,35001C,1549138_5948,AH,FLOODWAY,T,4932.0,NAVD88,-9094.452450970495,FEET,-9999.0,-5466.423135088261,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_6460,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-12279.7124414783,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847101.0,35001C,1549138_6747,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FrEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847330.0,35001C,1549138_7248,X,FLOODWAY,F,-9843.426537041914,NAVD8,-9999.0,FEET,-9999.0,-13207.353865702064,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,35001C,1549138_5657,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-13695.84726598188,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847044.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9821.45724287279,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,35001C,1549138_7748,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,hFEET,-7134.198593403486,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847125.0,35001C,1526115_255,X,FLOODWAY,T,4945.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_5923,X,FLOODWAY,T,4933.0,NAVD88,-9999.0,FEET,-13952.21327451231,-9999.0,-9999.0,1549138_STUDY4,1549138-9999,1549138_-9999
847333.0,35001C,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,35001C,1549138_6746,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,35001C,1526115_327,AE,FLOODWAY,T,5274.0,NAVD88,-9976.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_255,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_6822,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
847333.0,35001C,1549138_5655,AH,FLOODWAY,T,4978.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847331.0,35001C,1549138_6014,AH,FLOODWAY,T,4936.0,NAVD88,-9999.0,FEET,-9999.0,-8644.777713092835,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,AE,FLOOWDAY,T,5032.0,NAVD8,-6890.079893701042,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_6178,AH,FLOODWAY,***,4938.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5293.373653284052,1549138_STUDY4,1549138_-9999,1549138_-9999***
847098.0,35001C,1549138_5747,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
847330.0,5001C,1526115_255,AH,FLOODWAY,T,4927.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,35001C,1549138_7363,AO,FLOODWYA,F,-9999.0,NAVD88,-6286.807385571676,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999***,1549138_-9999
847223.0,35001C,1526115_255,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154t9138_-9999
847055.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-11027.542353374003,-13729.724325360328,1526115_FIS2,1549138_-9999,1549138t_-9999
847118.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_5490,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847322.0,35001C,1526115_255,AE,FLOODWAY,T,5001.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847302.0,35001C,1549138_7586,AO,FLOODWY,F,-5407.797745337361,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11716.070086709946,1526115_FIS2,1549138_-9999,1549138_-9999
847333.0,35001C,1549138_5687,AH,FLOODWAY,T,4971.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847068.0,35001C,1526115_255,AH,FLOODWAY,T,4932.0,NAVD8x8,-9999.0,FEET,-9665.685953214348,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_6110,AO,FLOODWAY,T,-9999.0,NAVD88***,1.0,FEET,-9999.0,-9999.0,-12900.225735626524,1526115_FIS2,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847075.0,35001C,1526115_255,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154913_-9999
847105.0,35001C,1549138_6031,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847118.0,35001C,1526115_252,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-5942.907144029869,1526115_FIS2,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_252,AO,FLOODWAY,F,-9999.0,NAVD88,-5454.217911241495,FEET,-9999.0,-6304.053025436404,-8559.838522237214,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-10097.274863172152,-10319.611970582988,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-5205.4858250486,FEET,-6730.907848219549,-13815.501877486287,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_5545,AH,FLOODWAY,T,5000.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_5515,,FLOODWAY***,T,-14174.511129639512,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIS2,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_6189,AH,FLOODWAY,T,4929.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847081.0,35001C,1526115_255,AE,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,35001C,1549138_6000,AO,FLOODWAY,pT,-9999.0,gNAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_9999
847332.0,35001C,1526115_252,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,5928.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_7129,A,FLOODWAY,T,-9999.0,NAVD88,-12890.456190929286,FEET,-13659.42238642334,-9694.516673492655,-9999.0,1526115_STUDY6,1549138_-9999,1549138_-9999
847332.0,35001C,1549138_5487,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-8576.61687011816,-9999.0,1526115_FIRM6,154918_-9999,1549138_-u9999
847099.0,35001C,1549138_6236,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-8889.351663694673,1526115_FIS2,149138_-9999,1549138_-9999
847074.0,35001C,1526115_255,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_5564,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,1549138_-9999
847098.0,35001C,1526115_252,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1526115_FIRM6,1549138_-9999,154913q8_-9999
847336.0,35001C,1549138_5823,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-7056.081337498263,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,35001C,1549138_5471,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,35001C,1549138_5876,AH,FLOODWAY,T,-14648.092979510884,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5464.100939904516,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1526115_255,AE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,35001C,1526115_255,AO,FLOODWYA,T,-9999.0,NAVD88,2.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-999
847100.0,35001C,1549138_6141,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138-9999
847223.0,35001C,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-11884.238814204338,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,35001C,1549138_6570,AH,FLOODWAY,oT,5219.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_6100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,4943.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847302.0,35001C,1549138_6361,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,5001C,1549138_6181,AH,FLOODWAY,T,4937.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,154913_STUDY4,1549138_-9999,1549138_-9999
847102.0,35010C,1549138_7315,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10805.517724106394,1549138_STUDdY4,1549138_-9999,1549138_-9999
847102.0,35001C,1549138_5534,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1549138_5947,X,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET***,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847322.0,35001C,1526115_255,EA,FLOODWAY,T,5430.0,NAVD88***,-9999.0,FEET,-9999.0,-9794.57102117785,-9999.0,1549183_STUDY4,1549138_-9999,1a549138_-9999
847118.0,35010C,1526115_255,A,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUYD4,1549138_-9999,1549138_-9999
847336.0,35001C,1549138_7131,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,oFEET,-9516.468944055889,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847302.0,35001C,1549138_6348,A,FLdOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913_8-9999,1549138_-9999
847100.0,35001C,1549138_5517,X,FLOODWAY,T,-9999.0,NAVD88,-13173.478438466476,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999***,1549138_-9999
847104.0,35001C,1549138_5500,X,FLOODWAY,T,4996.0,NAVD88,-9999.0,FEET,-14408.556894734778,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
