zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
23420,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23310,84,A & N Electric Coop,VA,Bundnled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23407,84,A & N Electric tCoop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23354,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23413,84,A & N Electric Coop,VA,Bundled,Copoerative,0.1092887301071776,0.07822747137051,0.1210538706232271
23409,84,A & N Electric Coop,AV,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23405,84,A & N Electric Coop,VA,Bundled,Coopertaive,0.1092887301071776,0.07822747137051,0.1210538706232271
23313,84,A & N Electric Coop,VA,Bundleqd,Coopeative,0.1092887301071776,0.07822747137051,0.1210538706232271
23316,84,A & N Electric Coop,VA,Bbundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23443,84,A & Electric Coop,jVA,Bundld,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23404,84,A & N Eelectric Coop,AV,Bundled,Cooperatbive,0.1092887301071776,0.07822747137051,0.1210538706232271
23408,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23482,84,A & N Electric Coop,VbA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23483,84,A & N Electric Coovp,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23429,84,A & N Electric Coop,VA,Bundled,Cooperaive,0.1092887301071776,0.07822747137051,0.1210538706232271
23422,84,A & N ElectricCoop,VoA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23389,84,A & N Electric Copo,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23412,84,A m& N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23419,84,A & N Electric Coop,VA,Bundled,oCoperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23441,84,A & N Electric Coop,VA,Budnled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23398,84,A& N Electric Coop,VA,Blundled,Cooprative,0.1092887301071776,0.07822747137051,0.1210538706232271
23399,84,A & N Electric Cxoop,VA,Bundled,ooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23396,84,A & N Electric Coop,A,Buzndled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
23345,84,A & N Electric Coop,VA,Bundled,Cooperatiev,0.1092887301071776,0.07822747137051,0.1210538706232271
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1092887301071776,0.07822747137051,0.1210538706232271
54930,108,Aams-Columbia Electric Coop,WI,Bundlead,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54968,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54457,108,Adams-Columbia Electric Coop,IW,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54909,108,Adams-Columbia Electric Coop,WsI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53932,108,Adams-Columbia Eletric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54941,108,Adams-Columbia Electric Coop,WI,Bundlde,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54646,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53949,108,Adams-Columbia Electric Coop,WI,Bundlde,ooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53954,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53959,108,Adams-Columbia Electric Cooop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54960,108,Adams-Columbia ElectricCoop,WI,Bundeld,Coperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53964,108,Adams-Colmubia Electric Coop,WI,Bundld,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53559,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54966,108,Adams-Columbia Electric Coop,WI,Bvundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53944,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53948,108,uAdams-Columbia Electric Coop,WI,Bundlde,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53933,108,Adams-Columbia Electric Coop,WI,uBndled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54613,108,Adams-Columbia Electric Coop,IW,Bunlded,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54921,108,Adams-Columbia Electric Coop,fWI,Bundled,Coopertative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54982,108,Adams-Columbia Electric Coop,WI,Bundled,Cooerative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53920,108,Adams-Columbia Electric Coop,WpI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54970,108,Adams-Columbia Elecstric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53934,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53910,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperatie,0.1242567151937666,0.0956587451981702,0.1594315528312901
53952,108,Adams-Columbia Electric Coop,WI,Bundled,Copoerative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54984,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53960,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53955,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54494,108,Adams-Columbia Elecric Coop,IW,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53590,108,Adams-Columbia Electric Coop,WI,undled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54943,108,Adams-Columbia Electric Coop,WqI,Bundled,Coopertive,0.1242567151937666,0.0956587451981702,0.1594315528312901
53901,108,Adams-Columbia Electric Coop,WI,Bundled,Copoerative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53926,108,Adams-Columbia Electric Coop,WI,Bundled,Coperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53925,108,dAams-Columbia Electric Coop,WcI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53594,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54981,108,Adams-Columbia Electric Coop,IW,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53916,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53946,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53936,108,Adams-Columbia Electric Coop,WI,Bundled,Coovperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54923,108,Adams-Columiba Electric Coop,WI,Bundled,Cooperatve,0.1242567151937666,0.0956587451981702,0.1594315528312901
53923,108,Adams-Columbi aElectric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53930,108,Adams-Columbia Electric Coop,WI,Bundled,Coopertaive,0.1242567151937666,0.0956587451981702,0.1594315528312901
53956,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
53913,108,Adams-Columbia Electric oCop,WI,undled,Cooperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
54976,108,Adams-Columbia Electric Coop,IW,Bundled,Coopperative,0.1242567151937666,0.0956587451981702,0.1594315528312901
56244,155,Agralite Electric Coop,MnN,undled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56248,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56276,155,Agralite Electric Coop,MN,Bundled,Cooerative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56262,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56208,155,Agralite Electric Coop,MN,Bundled,Coopeartive,0.0749724499557988,0.0914686746107171,0.1235130655226209
56231,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56271,155,Agralite Electric Coop,N,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56221,155,Agralite Electric Coop,MN,Bundlfed,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56252,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56265,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56227,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56278,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56225,155,Agralite Electric Coop,MN,Bundled,iCooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56339,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56289,155,Agralite Electric Coop,MN,Bundled,Cooperatdive,0.0749724499557988,0.0914686746107171,0.1235130655226209
56226,155,Agralite Electric Coop,MN,Bundeld,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56215,155,Agralite Electric Coop,N,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56235,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56256,155,Agralite Electric Coop,MN,Bunled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56249,155,Agralite Electric Coop,NM,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56267,155,Agralite Eelctric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
56207,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.0749724499557988,0.0914686746107171,0.1235130655226209
29038,162,Aiken Electric Coop Inc,CS,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29831,162,Aiken Electric Coop Inc,SC,Bundled,Cooperatbive,0.1169149587029672,0.0687251208304862,0.1370453039616366
29123,162,Aiken Electric Coop Inc,mSC,undled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29805,162,Aiken Electric Coop Icn,SC,kBundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29824,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29856,162,Aiken ElectricC oop Inc,CS,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29666,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29801,162,Aiken Electric Coop Inc,SC,Bundled,Coopeartive,0.1169149587029672,0.0687251208304862,0.1370453039616366
29841,162,Aiken Electric Coop Inc,CS,Bundeld,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29137,162,Aiken Electric Coop Inc,SC,Bundlevd,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29006,162,Aiken Ellectric Coop Inc,CS,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29105,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29848,162,Aiken Electricl Coop Inc,SC,Bundvled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29166,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29832,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29817,162,Aiken Electric Coop Inc,SC,Bundled,Ctooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29108,162,Aiken Electric Coop Inc,SC,oBundled,Coopertaive,0.1169149587029672,0.0687251208304862,0.1370453039616366
29112,162,Aiken Electric Coop Inc,SjC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29107,162,Aiken Electric Cop Inc,SyC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29118,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29829,162,Aiken Electric Coop Inc,SC,Bundled,Cooqperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29850,162,Aiken Electric oop Inc,SC,Budnled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29115,162,Aiken Electric Coop Idnc,SC,Bundlde,Cooperatiev,0.1169149587029672,0.0687251208304862,0.1370453039616366
29113,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29821,162,Aiken Electric Coop Inc,SC,Bnudled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29146,162,Aiken Electric Coop Inc,SC,Bundled,Cooperatvie,0.1169149587029672,0.0687251208304862,0.1370453039616366
29860,162,Aiken Electric Coop Inc,SC,Bndled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29164,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29847,162,Aiiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29838,162,Aiken Electric Coop Inc,C,Bundlebd,Cooprative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29138,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29003,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29845,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29160,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29834,162,Aiken Electrivc Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29803,162,Aiken Electric Coop Inc,CS,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29809,162,Aiken Electric Coop Isnc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29039,162,Aiken Electric Coop Inc,SC,Bundled,Coooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29851,162,Aiken Electric Coop Inc,SC,undled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29828,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29842,162,Aikent Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29037,162,Aiken Electric Coop Inc,CS,Bndled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29835,162,Aiken Electric Coop Inc,C,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29839,162,Aiken Electric Coop Inc,SjC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29070,162,Aikwen Electric Coop Inc,SxC,Bundlde,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29042,162,Aiken Electric CoopI nc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29127,162,Aiken Electri Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29853,162,Aiken Electric Coop Inc,SC,Bunded,Cooperative,0.1169149587029672,0.0687251208304862,0.1370453039616366
29804,162,iken Electric Coop Inc,SC,Bundled,Coopertive,0.1169149587029672,0.0687251208304862,0.1370453039616366
94501,207,Alameda Municipal Power,CA,Bundled,Municipal,0.1754653795437016,0.0,0.1996768096495404
94130,207,Alameda Municipal Power,CA,Bundled,Municipal,0.1754653795437016,0.0,0.1996768096495404
99772,221,"Alaska Village Elec Coop, Inc",AK,Bnudled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99559,221,"Alaska Village lec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99754,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99747,221,"Alaska Village Elec Coop, Inc",AK,Budled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99552,221,"Aaska Village Elec Coop, Inc",K,Bundlde,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99778,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99620,221,"Alaska Village Elec Coop, Inc",AK,Bundld,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99684,221,"Alaska Village Ejlec Coop, Inc",AK,undled,Comoperative,0.4152006343346635,0.0,0.5002847120991254
99585,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99783,221,"Alaska Village Elec Coop, Inc",AK,Buntdled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99752,221,"Alaska Village Eelc Coop, Inc",AcK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99662,221,"Alaska Village Elec Coop, Inc",ArK,undled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99769,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99784,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99748,221,"Alaska Village Elec sCoop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99756,221,"Alaska Village Elec Coogp, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99760,221,"Alaska Village Elce Coop, Inc",AK,Bunddled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99632,221,"Alaska Vilage Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99581,221,"Alaska Villag Elec Coop, Inc",AK,Bundlyed,Coopreative,0.4152006343346635,0.0,0.5002847120991254
99785,221,"laska Village Elec Coop, Inc",AK,Bundled,Cooperatiove,0.4152006343346635,0.0,0.5002847120991254
99745,221,"Alaska Village Elec Cohop, Inc",AK,Bundlde,ooperative,0.4152006343346635,0.0,0.5002847120991254
99604,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99554,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99739,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99730,221,"Alaska Vifllage Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99650,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99576,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99753,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99750,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperatve,0.4152006343346635,0.0,0.5002847120991254
99590,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperatvie,0.4152006343346635,0.0,0.5002847120991254
99558,221,"Alaska Village Elec Coop, Inc",AK,Bunlded,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99761,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99765,221,"Alaska Village Elec Coop,Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99763,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99563,221,"Alaska VillageE lec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99666,221,"Alaska Village Elec Coop, Inc",nAK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99771,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99770,221,"Alaska Village Elec Coop, Inc",AK,Bundled,fCooperative,0.4152006343346635,0.0,0.5002847120991254
99758,221,"Alaska Village Eec Coop, Inc",KA,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99742,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99749,221,"Alaska Village Elec Coop, Inc",AK,Bunfdled,Cooperaive,0.4152006343346635,0.0,0.5002847120991254
99665,221,"Alaska Village Elec Coop, Inc",AK,Bunndled,Cooerative,0.4152006343346635,0.0,0.5002847120991254
99589,221,"Alaska Village Elec Coop, Inc",fAK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99630,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99602,221,"AlaskaVillage Elec Coop, Inc",AK,Bnudled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99655,221,"Alaska Village Elec Coop, Inc",AK,Budnled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99578,221,"Aalska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.4152006343346635,0.0,0.5002847120991254
99658,221,"Alaska Village Elec Coop, Inc",K,Bundled,Cooperatve,0.4152006343346635,0.0,0.5002847120991254
99651,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Coopreative,0.4152006343346635,0.0,0.5002847120991254
99657,221,"Alaska Village Elec Coop, Inc",AdK,Bundled,Cooperativse,0.4152006343346635,0.0,0.5002847120991254
31707,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0.0,0.116121317025961
31705,230,Albany Utility Bord,GA,Bundled,Municipzal,0.1014772590792768,0.0,0.116121317025961
31701,230,Albany Utility Board,GA,Bnudled,Municial,0.1014772590792768,0.0,0.116121317025961
