NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
62559,0205,90,62559020590,Nicardipine Hydrochloride Capsules 20mg,01,0074670,N,1,CAP,90.000,N/A,AB,10/28/1996,07/30/1998,07/30/2021,
62559,0206,90,62559020690,Nicardipine Hydrochloride Capsules 30mg,01,0074670,N,1,CAP,90.000,N/A,AB,10/28/1996,07/30/1998,07/30/2021,
62559,0991,30,62559099130,Fluconazole 100mg Tablets,01,0078423,N,1,TAB,30.000,N/A,AB,03/07/2011,08/07/2015,07/30/2021,
62559,0992,12,62559099212,Fluconazole 150mg Tablets,01,0078423,N,1,TAB,12.000,N/A,AB,03/07/2011,03/01/2017,07/30/2021,
62559,0993,30,62559099330,Fluconazole 200mg Tablets,01,0078423,N,1,TAB,30.000,N/A,AB,03/07/2011,08/07/2015,07/30/2021,
63044,0402,01,63044040201,"Vitamin D3 1.25MG (50,000) Choleciferol",08,       ,N,1,CAP,30.000,N/A,NR,06/20/2021,06/26/2021,07/30/2021,
65862,0709,01,65862070901,Raloxifene HCL Tablets 60 mg - 100/Bottle,01,0204310,N,1,TAB,100.000,N/A,NR,08/28/2015,11/04/2015,07/26/2021,
65862,0897,88,65862089788,Nylia 7/7/7 Norethindrone and Ethinyl Estradiol Tablets USP),01,0207054,N,1,TAB,1.000,N/A,NR,10/21/2016,03/30/2021,07/26/2021,
68462,0687,01,68462068701,"Tacrolimus Capsules, USP 5 mg 100",01,0206662,N,1,CAP,1.000,N/A,AB,11/19/2020,07/13/2021,07/29/2021,
68982,0822,02,68982082202,Panzyga IVIG 2500mg/25ml,02,0125587,S,1,ML ,25.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,03,68982082203,Panzyga IVIG 5000mg/50ml,02,0125587,S,1,ML ,50.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,04,68982082204,Panzyga IVIG 10000mg/100ml,02,0125587,S,1,ML ,100.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,05,68982082205,Panzyga IVIG 20000mg/200ml,02,0125587,S,1,ML ,200.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,06,68982082206,Panzyga IVIG 30000mg/300ml,02,0125587,S,1,ML ,300.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,82,68982082282,Panzyga IVIG 2500mg/25ml,02,0125587,S,1,ML ,25.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,83,68982082283,Panzyga IVIG 5000mg/100ml,02,0125587,S,1,ML ,50.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,84,68982082284,Panzyga IVIG 10000mg/100ml,02,0125587,S,1,ML ,100.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,85,68982082285,Panzyga IVIG 20000mg/200ml,02,0125587,S,1,ML ,200.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
68982,0822,86,68982082286,Panzyga IVIG 30000mg/300ml,02,0125587,S,1,ML ,300.000,N/A,NR,08/02/2018,11/26/2018,07/28/2021,
69097,0974,07,69097097407,Meprobamate Tabs 200mg 100,01,0040797,N,1,TAB,100.000,N/A,AA,02/27/2008,03/11/2008,07/27/2021,
69097,0975,07,69097097507,Meprobamate Tabs 400mg 100,01,0040797,N,1,TAB,100.000,N/A,AA,02/27/2008,03/11/2008,07/27/2021,
69367,0312,01,69367031201,Sodium Fluoride 5000 Fruity 1.1% 100mL,07,       ,N,1,ML ,100.000,N/A,NR,09/30/1990,06/30/2021,07/29/2021,
69367,0320,16,69367032016,Sodium Citrate & Citric Acid Oral Solution USP 500mg-334mg/5mL,12,       ,N,1,ML ,473.000,N/A,NR,09/30/1990,06/30/2021,07/29/2021,
69452,0193,20,69452019320,"Potassium Citrate ER Tablets, 10MEQ",01,0212799,N,1,EA ,100.000,N/A,AB,06/29/2020,06/22/2021,07/27/2021,
70377,0055,11,70377005511,Esomeprazole Magnesium DR Capsules 20mg,01,0213486,N,1,CAP,30.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0055,12,70377005512,Esomeprazole Magnesium DR Capsules 20mg,01,0213486,N,1,CAP,90.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0055,13,70377005513,Esomeprazole Magnesium DR Capsules 20mg,01,0213486,N,1,CAP,1000.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0056,11,70377005611,Esomeprazole Magnesium DR Capsules 40mg,01,0213486,N,1,CAP,30.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0056,12,70377005612,Esomeprazole Magnesium DR Capsules 40mg,01,0213486,N,1,CAP,90.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0056,13,70377005613,Esomeprazole Magnesium DR Capsules 40mg,01,0213486,N,1,CAP,1000.000,N/A,AB,03/19/2021,06/09/2021,07/29/2021,
70377,0060,12,70377006012,Labetalol Hydrochloride Tablet 100mg,01,0209603,N,1,TAB,100.000,N/A,AB,06/20/2018,06/01/2021,07/29/2021,
70377,0061,12,70377006112,Labetalol Hydrochloride Tablet 200mg,01,0209603,N,1,TAB,100.000,N/A,AB,06/20/2018,06/01/2021,07/29/2021,
70377,0062,12,70377006212,Labetalol Hydrochloride Tablet 300mg,01,0209603,N,1,TAB,100.000,N/A,AB,06/20/2018,06/01/2021,07/29/2021,
70436,0151,57,70436015157,Arformoterol Tartrate Inh Sol 15mcg/2mL,01,0213762,N,1,EA ,30.000,N/A,AN,06/22/2021,06/23/2021,07/28/2021,
70436,0151,58,70436015158,Arformoterol Tartrate Inh Sol 15mcg/2mL,01,0213762,N,1,EA ,60.000,N/A,AN,06/22/2021,06/23/2021,07/28/2021,
70436,0167,02,70436016702,"Metoprolol Succinate Extended-Release Tablets USP, 200mg",01,0213854,N,1,TAB,500.000,N/A,AB,02/12/2021,06/03/2021,07/28/2021,
70510,2201,01,70510220101,Exservan,03,0212640,S,1,EA ,1.000,N/A,NR,11/22/2019,06/24/2021,07/30/2021,
70594,0034,02,70594003402,Daptomycin 500mg prx 1x1,01,0206005,N,1,EA ,1.000,N/A,AP,06/15/2016,09/12/2016,07/29/2021,
70594,0036,01,70594003601,micafungin sodium 10mg/ml 1 5ml vial,01,0211713,N,1,EA ,1.000,N/A,NR,06/02/2021,06/08/2021,07/29/2021,
70594,0037,01,70594003701,micafungin sodium 20mg/ml 1 5ml vial,01,0211713,N,1,EA ,1.000,N/A,NR,06/02/2021,06/08/2021,07/29/2021,
70954,0151,10,70954015110,NAPROXEN 125 MG / 5 ML,01,0211910,N,1,ML ,500.000,N/A,AB,03/12/2021,05/24/2021,07/29/2021,
70954,0504,10,70954050410,SELEGILINE HYDROCHLORIDE 5 MG,01,0075352,N,1,CAP,60.000,N/A,AB,04/01/2021,05/08/2021,07/29/2021,
70954,0504,20,70954050420,SELEGILINE HYDROCHLORIDE 5 MG,01,0075352,N,1,CAP,1000.000,N/A,AB,04/01/2021,05/08/2021,07/29/2021,
71258,0022,01,71258002201,PYLARIFY,03,0214793,S,1,EA ,1.000,N/A,NR,05/26/2021,05/26/2021,07/28/2021,
72237,0102,02,72237010202,XPOVIO,03,0212306,S,1,TAB,8.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0102,06,72237010206,XPOVIO,03,0212306,S,1,TAB,8.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0102,07,72237010207,XPOVIO,03,0212306,S,1,TAB,4.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
