NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
55513,0123,01,AMGEN INC.,Active,TEZSPIRE (tezepelumab-ekko),2,761224,S,1,N,12/17/2021,01/06/2022,ML,1.91,NR,Y,02/14/2023,02/14/2023,,,02/21/2023
55513,0400,01,AMGEN INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,09/23/2016,01/31/2023,ML,0.8,NR,Y,,01/31/2023,,,02/21/2023
55513,0400,02,AMGEN INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,09/23/2016,01/31/2023,ML,1.6,NR,Y,,01/31/2023,,,02/21/2023
55513,0410,01,AMGEN INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,09/23/2016,01/31/2023,ML,0.8,NR,Y,,01/31/2023,,,02/21/2023
55513,0411,01,AMGEN INC.,Active,AMJEVITA (adalimumab-atto),2,761024,S,1,N,09/23/2016,02/01/2023,ML,0.4,NR,Y,,02/01/2023,,,02/21/2023
59353,0407,09,VIFOR (INTERNATIONAL) INC.,Active,Mircera 120 ug/.3mL,2,125164,S,1,N,04/28/2016,01/10/2023,ML,0.3,AP,Y,,01/10/2023,,,02/26/2023
59651,0426,01,"AUROBINDO PHARMA USA, INC.",Active,Spironolactone Tablets USP 25mg,1,202187,N,1,N,03/06/2014,12/22/2022,TAB,100,AB,N,,12/22/2022,,,02/22/2023
59651,0438,99,"AUROBINDO PHARMA USA, INC.",Active,Digoxin Tablets USP 250 mcg (0.25 mg),1,214982,N,1,N,02/08/2022,09/30/2022,TAB,1000,AB,N,,09/30/2022,,,02/22/2023
60687,0566,40,AMERICAN HEALTH PACKAGING,Active,HYDROMORPHONE HCL SOL 5MG/5ML,4,19891,I,1,N,09/01/2021,10/01/2021,ML,5,AB,N,,10/01/2021,,,02/23/2023
60687,0566,46,AMERICAN HEALTH PACKAGING,Active,HYDROMORPHONE HCL SOL 5MG/5ML,4,19891,I,1,N,09/01/2021,10/01/2021,ML,50,AB,N,,10/01/2021,,,02/23/2023
60687,0693,01,AMERICAN HEALTH PACKAGING,Active,Lamotrigine Tablet,1,77633,N,1,N,11/20/2022,02/10/2023,TAB,100,AB,N,,02/10/2023,,,02/20/2023
60687,0693,11,AMERICAN HEALTH PACKAGING,Active,Lamotrigine Tablet - INNER,1,77633,N,1,N,11/20/2022,02/10/2023,TAB,1,AB,N,,02/10/2023,,,02/20/2023
60687,0697,01,AMERICAN HEALTH PACKAGING,Active,Potassium Chloride ER Tablet,1,209688,N,1,N,12/20/2022,02/16/2023,TAB,100,AB,N,,02/16/2023,,,02/20/2023
60687,0697,11,AMERICAN HEALTH PACKAGING,Active,Potassium Chloride ER Tablet-INNER,1,209688,N,1,N,12/20/2022,02/16/2023,TAB,1,AB,N,,02/16/2023,,,02/20/2023
60842,0021,01,"KALEO, INC",Active,Auvi-Q .1mg,3,201739,S,1,N,08/10/2012,11/17/2017,EA,1,BX,Y,,01/02/2023,,,02/22/2023
61825,0302,60,Galt Pharmaceuticals LLC,Active,Orphengesic Forte,1,75141,N,1,N,05/29/1998,04/01/2019,TAB,1,NR,N,04/01/2019,01/27/2023,,,02/23/2023
62135,0068,18,CHARTWELL RX LLC,Active,"Indomethacin Capsules, USP 50mg x 180 count.",1,70651,N,1,N,09/30/1990,10/31/2022,TAB,180,AB,N,,10/31/2022,,,02/24/2023
62135,0130,30,CHARTWELL RX LLC,Active,"Fluconazole Tablets, USP 50mg x 30 count.",1,76665,N,1,N,07/29/2004,01/25/2023,TAB,30,AB,N,,01/25/2023,,,02/24/2023
62135,0131,30,CHARTWELL RX LLC,Active,"Fluconazole Tablets, USP 100mg x 30 count.",1,76665,N,1,N,07/29/2004,01/25/2023,TAB,30,AB,N,,01/25/2023,,,02/24/2023
62135,0133,30,CHARTWELL RX LLC,Active,"Fluconazole Tablets, USP 200mg x 30 count.",1,76665,N,1,N,07/29/2004,01/25/2023,TAB,30,AB,N,,01/25/2023,,,02/24/2023
62135,0425,30,CHARTWELL RX LLC,Active,"Paroxetine Extended-Release Tablets, USP 12.5mg x 30 count.",1,204744,N,1,N,06/10/2016,01/13/2023,TAB,30,AB,N,,01/13/2023,,,02/24/2023
62135,0426,30,CHARTWELL RX LLC,Active,"Paroxetine Extended-Release Tablets, USP 25mg x 30 count.",1,204744,N,1,N,06/10/2016,01/13/2023,TAB,30,AB,N,,01/13/2023,,,02/24/2023
62135,0427,30,CHARTWELL RX LLC,Active,"Paroxetine Extended-Release Tablets, USP 37.5mg x 30 count.",1,204744,N,1,N,06/10/2016,01/13/2023,TAB,30,AB,N,,01/13/2023,,,02/24/2023
62135,0428,12,CHARTWELL RX LLC,Active,"Dicyclomine Hydrochloride Tablets, USP 20mg x 120 count.",1,40230,N,1,N,02/26/1999,01/13/2023,TAB,120,AB,N,,01/13/2023,,,02/24/2023
62135,0429,60,CHARTWELL RX LLC,Active,Posaconazole Delayed-Release Tablets 100mg x 60 count.,1,212411,N,1,N,08/21/2019,01/13/2023,TAB,60,AB,N,,01/13/2023,,,02/24/2023
62135,0560,90,CHARTWELL RX LLC,Active,"Doxepin Hydrochloride Capsules, USP 10mg x 90 count.",1,210268,N,1,N,09/04/2020,01/12/2023,CAP,90,AB,N,,01/12/2023,,,02/24/2023
62135,0561,90,CHARTWELL RX LLC,Active,"Doxepin Hydrochloride Capsules, USP 25mg x 90 count.",1,210268,N,1,N,09/04/2020,01/12/2023,TAB,90,AB,N,,01/12/2023,,,02/24/2023
62135,0562,90,CHARTWELL RX LLC,Active,"Doxepin Hydrochloride Capsules, USP 50mg x 90 count.",1,210268,N,1,N,09/04/2020,01/12/2023,CAP,90,AB,N,,01/12/2023,,,02/24/2023
62135,0563,90,CHARTWELL RX LLC,Active,"Doxepin Hydrochloride Capsules, USP 75mg x 90 count.",1,210268,N,1,N,09/04/2020,01/12/2023,CAP,90,AB,N,,01/12/2023,,,02/24/2023
62135,0564,90,CHARTWELL RX LLC,Active,"Doxepin Hydrochloride Capsules, USP 100mg x 90 count.",1,210268,N,1,N,09/04/2020,01/12/2023,CAP,90,AB,N,,01/12/2023,,,02/24/2023
62332,0494,30,ALEMBIC PHARMACEUTICALS INC.,Active,"Lurasidone HCl Tablet, 20mg",1,213248,N,1,N,05/13/2021,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/24/2023
62332,0495,30,ALEMBIC PHARMACEUTICALS INC.,Active,"Lurasidone HCl Tablet, 40mg",1,213248,N,1,N,05/13/2021,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/24/2023
62332,0496,30,ALEMBIC PHARMACEUTICALS INC.,Active,"Lurasidone HCl Tablet, 60mg",1,213248,N,1,N,05/13/2021,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/24/2023
62332,0497,30,ALEMBIC PHARMACEUTICALS INC.,Active,"Lurasidone HCl Tablet, 80mg",1,213248,N,1,N,05/13/2021,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/24/2023
62332,0498,30,ALEMBIC PHARMACEUTICALS INC.,Active,"Lurasidone HCl Tablet, 120mg",1,213248,N,1,N,05/13/2021,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/24/2023
62332,0620,05,ALEMBIC PHARMACEUTICALS INC.,Active,Paclitaxel Injection Solution USP 6mg/ml,1,216874,N,1,N,10/20/2022,02/13/2023,ML,5,AB,Y,,02/13/2023,,,02/24/2023
62332,0621,17,ALEMBIC PHARMACEUTICALS INC.,Active,Paclitaxel Injection Solution USP 6mg/ml,1,216874,N,1,N,10/20/2022,02/13/2023,ML,16.7,AB,Y,,02/13/2023,,,02/24/2023
62332,0622,50,ALEMBIC PHARMACEUTICALS INC.,Active,Paclitaxel Injection Solution USP 6 mg/ml,1,216874,N,1,N,10/20/2022,02/13/2023,ML,50,AB,Y,,02/13/2023,,,02/24/2023
62559,0285,30,"ANI PHARMACEUTICALS, INC.",Active,Oxistat 1% 30 mL Lotion,3,20209,S,1,N,09/30/1992,10/01/1992,ML,30,NR,N,01/10/2023,01/10/2023,,,02/24/2023
62559,0285,60,"ANI PHARMACEUTICALS, INC.",Active,Oxistat 1% 60 mL Lotion,3,20209,S,1,N,09/30/1992,10/01/1992,ML,60,NR,N,01/10/2023,01/10/2023,,,02/24/2023
62559,0376,30,"ANI PHARMACEUTICALS, INC.",Active,Fesoterodine Fumarate ER Tablets 8mg 30ct,1,204504,N,1,N,01/04/2023,01/04/2023,TAB,30,AB,N,,01/04/2023,,,02/24/2023
63323,0566,63,"FRESENIUS KABI USA, LLC",Active,Enoxaparin Sodium 60 MG 0.6 ML PFS,1,78990,N,1,N,09/28/2018,11/14/2019,ML,0.6,AP,Y,11/14/2019,11/14/2019,,,02/23/2023
63323,0566,65,"FRESENIUS KABI USA, LLC",Active,Enoxaparin Sodium 60 MG 0.6 ML PFS,1,78990,N,1,N,09/28/2018,11/14/2019,ML,0.6,AP,Y,11/14/2019,11/14/2019,,,02/23/2023
63323,0586,63,"FRESENIUS KABI USA, LLC",Active,Enoxaparin Sodium 100 MG 1 ML PFS,1,78990,N,1,N,09/28/2018,11/14/2019,ML,1,AP,Y,,11/14/2019,,,02/23/2023
63323,0586,65,"FRESENIUS KABI USA, LLC",Active,Enoxaparin Sodium 100 MG 1 ML PFS,1,78990,N,1,N,09/28/2018,11/14/2019,ML,1,AP,Y,,11/14/2019,,,02/23/2023
63739,0170,13,MCKESSON CORPORATION DBA SKY PACKAGING,Active,LIDOCAINE HCL INJ 1% 10,1,212821,N,1,N,05/07/2020,06/22/2022,ML,10,AP,Y,01/19/2023,01/19/2023,,,02/21/2023
63739,0170,24,MCKESSON CORPORATION DBA SKY PACKAGING,Active,LIDOCAINE HCL INJ 1% 10,1,212821,N,1,N,05/07/2020,06/22/2022,ML,50,AP,Y,01/19/2023,01/19/2023,,,02/21/2023
66689,0318,16,"VISTAPHARM, INC.",Active,Metformin Hydrochloride Oral Solution Rx,1,212677,N,1,N,08/19/2022,01/23/2023,ML,473,AB,N,,01/23/2023,,,02/23/2023
66689,0836,99,"VISTAPHARM, INC.",Active,METHADONE HCL 10 MG TABLET,1,204166,N,1,N,03/16/2020,10/05/2020,TAB,100,AA,N,,10/05/2020,,,02/23/2023
68001,0564,22,BLUEPOINT LABORATORIES,Active,Cyclophosphamide Injection,4,212501,I,1,N,11/30/2022,02/21/2023,ML,5,AP,N,,02/21/2023,,,02/22/2023
68001,0565,28,BLUEPOINT LABORATORIES,Active,Cyclophosphamide Injection,4,212501,I,1,N,11/30/2022,02/21/2023,ML,10,AP,N,,02/21/2023,,,02/22/2023
68084,0288,65,AMERICAN HEALTH PACKAGING,Active,Fludrocortisone Acetate Tablet,1,40431,N,1,N,09/17/2008,09/17/2008,TAB,50,AB,N,,09/17/2008,,,02/20/2023
68180,0670,06,"LUPIN PHARMACEUTICALS, INC.",Active,Lurasidone Hydrochloride Tablets 20mg,1,208031,N,1,N,01/03/2019,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/21/2023
68180,0671,06,"LUPIN PHARMACEUTICALS, INC.",Active,Lurasidone Hydrochloride Tablets 40mg,1,208031,N,1,N,01/03/2019,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/21/2023
68180,0672,06,"LUPIN PHARMACEUTICALS, INC.",Active,Lurasidone Hydrochloride Tablets 60mg,1,208031,N,1,N,01/03/2019,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/21/2023
68180,0673,06,"LUPIN PHARMACEUTICALS, INC.",Active,Lurasidone Hydrochloride Tablets 80mg,1,208031,N,1,N,01/03/2019,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/21/2023
68180,0674,06,"LUPIN PHARMACEUTICALS, INC.",Active,Lurasidone Hydrochloride Tablets 120mg,1,208031,N,1,N,01/03/2019,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/21/2023
68382,0859,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,LURASIDONE HCL TAB 60MG,1,208052,N,1,N,03/19/2019,02/21/2023,TAB,1,AB,N,02/21/2023,02/21/2023,,,02/22/2023
68382,0965,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,LURASIDONE HCL TAB 20MG,1,208052,N,1,N,03/19/2019,02/21/2023,TAB,1,AB,N,02/21/2023,02/21/2023,,,02/22/2023
68382,0966,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,LURASIDONE HCL TAB 40MG,1,208052,N,1,N,03/19/2019,02/21/2023,TAB,1,AB,N,02/21/2023,02/21/2023,,,02/22/2023
68382,0967,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,LURASIDONE HCL TAB 80MG,1,208052,N,1,N,03/19/2019,02/21/2023,TAB,1,AB,N,02/21/2023,02/21/2023,,,02/22/2023
68382,0968,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,LURASIDONE HCL TAB 120MG,1,208052,N,1,N,03/19/2019,02/21/2023,TAB,1,AB,N,02/21/2023,02/21/2023,,,02/22/2023
68599,1090,03,MCKESSON MEDICAL SURGICAL,Active,"LOZENGE, COUGH SUPPRESS SUG-FRMENTHOL (300/PK)",10,PART341,N,2,N,09/30/1990,02/25/2016,EA,1,NR,N,01/02/2023,01/02/2023,,,02/21/2023
68599,8247,04,MCKESSON MEDICAL SURGICAL,Active,"ORASOL, GEL 20% BENZOL 0.9GM (75/BX)",9,PART356,N,2,N,09/30/1990,04/07/2011,GM,1,NR,N,01/18/2023,01/18/2023,,,02/21/2023
69097,0940,93,"CIPLA USA, INC.",Active,Pirfenidone Cap 267 mg 270 ct,1,212077,N,1,N,08/01/2022,01/17/2023,CAP,270,AB,N,,01/17/2023,,,02/24/2023
69230,0321,34,CAMBER CONSUMER CARE INC.,Active,"Levocetirizine Dihydrochloride Tablets 5 mg, 180 ct",1,213513,N,2,N,04/29/2020,10/28/2020,TAB,180,AA,N,,10/28/2020,,,02/24/2023
69230,0326,05,CAMBER CONSUMER CARE INC.,Active,"Famotidine Tablets USP, 10 mg",1,215766,N,2,N,11/08/2021,10/25/2022,TAB,500,AB,N,,10/25/2022,,,02/24/2023
69230,0326,10,CAMBER CONSUMER CARE INC.,Active,"Famotidine Tablets USP, 10 mg",1,215766,N,2,N,11/08/2021,10/25/2022,TAB,1000,AB,N,,10/25/2022,,,02/24/2023
69230,0327,10,CAMBER CONSUMER CARE INC.,Active,"Famotidine Tablets USP, 20 mg",1,215766,N,2,N,11/08/2021,09/28/2022,TAB,1000,AB,N,,09/28/2022,,,02/24/2023
69230,0327,30,CAMBER CONSUMER CARE INC.,Active,"Famotidine Tablets USP, 20 mg",1,215766,N,2,N,11/08/2021,09/28/2022,TAB,30,AB,N,,09/28/2022,,,02/24/2023
69230,0328,01,CAMBER CONSUMER CARE INC.,Active,Loratadine Tablets USP 10 mg,1,210722,N,2,N,12/23/2019,11/18/2022,TAB,100,AB,N,,11/18/2022,,,02/24/2023
69315,0283,01,"LEADING PHARMA, LLC",Active,ESTERFIED ESTROGEN/METHYLTESTOSTERONE 0.625 - 1.25MG,5,,N,1,N,10/01/2022,01/05/2023,TAB,1,NR,N,,01/05/2023,,,02/20/2023
69315,0284,01,"LEADING PHARMA, LLC",Active,ESTERFIED ESTROGEN/METHYLTESTOSTERONE 0.625 - 1.25MG,5,,N,1,N,10/01/2022,01/05/2023,TAB,1,NR,N,,01/05/2023,,,02/20/2023
69315,0506,09,"LEADING PHARMA, LLC",Active,DICLOFENAC POTASSIUM POWDER 50MG,4,22165,I,1,N,06/17/2009,01/05/2023,EA,9,AB,N,,01/05/2023,,,02/20/2023
70677,0124,01,STRATEGIC SOURCING SERVICES LLC,Active,SM LANSOPRAZOLE 15MG CAP 42,1,202319,N,2,N,05/18/2012,05/21/2012,CAP,1,NR,N,11/11/2022,11/11/2022,,,02/21/2023
70677,0163,02,STRATEGIC SOURCING SERVICES LLC,Active,SM ASPIRIN E/C 81MG TAB 300,9,PART343,N,2,N,09/30/1990,07/01/1993,TAB,1,NR,N,11/23/2022,11/23/2022,,,02/21/2023
70677,0167,01,STRATEGIC SOURCING SERVICES LLC,Active,SM LAX PLUS STOOL SOFT TAB  60,9,PART334,N,2,N,09/02/1993,12/01/2002,TAB,1,NR,N,01/03/2023,01/03/2023,,,02/21/2023
70860,0305,51,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,EPTIFIBATIDE INJECTION 75MG/ 100ML,1,213081,N,1,N,04/20/2022,01/12/2023,ML,100,AP,Y,,01/12/2023,,,02/22/2023
70860,0784,05,"ATHENEX PHARMACEUTICAL DIVISION, LLC",Active,VALPROATE SODIUM INJECTION USP 500MG/ 5ML (100MG PER ML),1,76295,N,1,N,11/14/2002,01/24/2023,ML,50,AP,Y,,01/24/2023,,,02/22/2023
72205,0207,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,LURASIDONE HCL 20MG TABS,1,208037,N,1,N,09/09/2022,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/25/2023
72205,0208,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,LURASIDONE HCL 40MG TABS,1,208037,N,1,N,09/09/2022,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/25/2023
72205,0209,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,LURASIDONE HCL 60MG TAB,1,208037,N,1,N,09/09/2022,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/25/2023
72205,0210,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,LURASIDONE HCL 80MG TAB,1,208037,N,1,N,09/09/2022,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/25/2023
72205,0211,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,LURASIDONE HCL 120MG TABS,1,208037,N,1,N,09/09/2022,02/20/2023,TAB,30,AB,N,,02/20/2023,,,02/25/2023
72603,0112,01,NORTHSTAR RX LLC,Active,CLORAZE DIPO TB 3.75MG100NSTR,1,75731,N,1,N,04/27/2000,04/27/2000,TAB,1,AB,N,01/20/2023,01/20/2023,,,02/21/2023
72603,0113,01,NORTHSTAR RX LLC,Active,CLORAZE DIPO TB 7.5MG 100NSTR,1,75731,N,1,N,04/27/2000,04/27/2000,TAB,1,AB,N,01/20/2023,01/20/2023,,,02/21/2023
72603,0114,01,NORTHSTAR RX LLC,Active,CLORAZE DIPO TB 15MG 100NSTR,1,75731,N,1,N,04/27/2000,04/27/2000,TAB,1,AB,N,01/20/2023,01/20/2023,,,02/21/2023
72603,0118,01,NORTHSTAR RX LLC,Active,MEMANTINE HCL TB 5MG 60 NSTR,1,90048,N,1,N,04/14/2010,07/11/2015,TAB,1,AB,N,01/09/2023,01/09/2023,,,02/21/2023
72603,0119,01,NORTHSTAR RX LLC,Active,MEMANTINE HCL TB 10MG 60 NSTR,1,90048,N,1,N,04/14/2010,07/11/2015,TAB,1,AB,N,01/09/2023,01/09/2023,,,02/21/2023
72603,0119,02,NORTHSTAR RX LLC,Active,MEMANTINE HCL TB 10MG 500NSTR,1,90048,N,1,N,04/14/2010,07/11/2015,TAB,1,AB,N,01/09/2023,01/09/2023,,,02/21/2023
72603,0128,01,NORTHSTAR RX LLC,Active,PANTOPRA SOD VL 40MG 10 NSTR,1,215860,N,1,N,08/29/2022,01/02/2023,ML,10,AP,Y,01/02/2023,01/02/2023,,,02/21/2023
72603,0128,10,NORTHSTAR RX LLC,Active,PANTOPRA SOD VL 40MG 10 NSTR,1,215860,N,1,N,08/29/2022,01/02/2023,ML,100,AP,Y,01/02/2023,01/02/2023,,,02/21/2023
72786,0102,02,"GLOBAL BLOOD THERAPEUTICS, INC.",Active,OXBRYTA 300mg Tabs 60,3,213137,S,1,Y,11/25/2019,01/03/2023,TAB,1,NR,N,,01/03/2023,,,02/21/2023
72786,0102,03,"GLOBAL BLOOD THERAPEUTICS, INC.",Active,OXBRYTA 300mg Tabs 90,3,213137,S,1,Y,11/25/2019,01/03/2023,TAB,1,NR,N,,01/03/2023,,,02/21/2023
72854,0136,16,"RECKITT BENCKISER, INC.",Active,Mucinex Cold and Flu,10,part341,N,2,N,07/01/2022,07/01/2022,CAP,16,NR,N,09/30/1990,07/01/2022,,,02/24/2023
72888,0076,01,Advagen Pharma Ltd,Active,Potassium Chl ER Tab USP 20mEq 100,1,215725,N,1,N,07/25/2022,01/12/2023,TAB,100,AB,N,,01/12/2023,,,02/22/2023
72888,0081,00,Advagen Pharma Ltd,Active,Isosorbide Dinitrate Tab USP 5mg 1000,1,215723,N,1,N,07/08/2022,10/14/2022,TAB,1000,AB,N,,10/14/2022,,,02/22/2023
72888,0084,00,Advagen Pharma Ltd,Active,Isosorbide Dinitrate Tab USP 30mg 1000,1,215723,N,1,N,07/08/2022,10/21/2022,TAB,1000,AB,N,,10/21/2022,,,02/22/2023
72888,0092,01,Advagen Pharma Ltd,Active,Bisoprolol Fum Tab USP 5 mg 100,1,75643,N,1,N,11/16/2000,01/24/2023,TAB,100,AB,N,01/24/2023,01/24/2023,,,02/22/2023
72888,0093,01,Advagen Pharma Ltd,Active,Bisoprolol Fum Tab USP 10 mg 100,1,75643,N,1,N,11/16/2000,01/24/2023,TAB,100,AB,N,01/24/2023,01/24/2023,,,02/22/2023
72888,0093,30,Advagen Pharma Ltd,Active,Bisoprolol Fum tab USP 10mg 30,1,75643,N,1,N,11/16/2000,01/24/2023,TAB,30,AB,N,01/24/2023,01/24/2023,,,02/22/2023
81964,0203,51,US Antibiotics,Active,AMOXICILLIN-CLAVULANATE POTASS 600mg-42.9mg 75ml,4,50755,I,1,N,06/22/2001,09/06/2001,ML,75,AB,N,11/08/2022,01/25/2023,,,02/24/2023
81964,0203,54,US Antibiotics,Active,AMOXICILLIN-CLAVULANATE POTASS 600mg-42.9mg 200ml,4,50755,I,1,N,06/22/2001,09/06/2001,ML,200,AB,N,11/08/2022,01/25/2023,,,02/24/2023
81964,0203,69,US Antibiotics,Active,AMOXICILLIN-CLAVULANATE POTASS 600mg-42.9mg 125ml,4,50755,I,1,N,06/22/2001,09/06/2001,ML,125,AB,N,11/08/2022,01/25/2023,,,02/24/2023
81964,0221,14,US Antibiotics,Active,AMOXICILLIN-CLAVULANATE POTASS 875mg/125mg Tabs 20 ct,4,50720,I,1,N,02/13/1996,02/14/1996,TAB,20,AB,N,11/09/2022,01/25/2023,,,02/24/2023
82009,0026,90,Quallent Pharmaceuticals Health,Active,AMLODIPINE BESYLATE 2.5 MG TABLET 90ct,1,77073,N,1,N,09/26/2007,05/01/2015,TAB,90,AB,N,01/25/2023,01/25/2023,,,02/24/2023
