EstablishmentID,CountyID,RCode,RCodeDesc,EstType,PremiseName,PermiseStreetNo,PremiseStreet,PremiseExtraAddrLine,PremiseCity,PremiseState,PremiseZip,InspectionIntervalDays,IsPayFee,IsStateOwned,Status,WaterProvider,SewageProvider,IsBonded,RenewalStatus,PermitPrinted,Language,RiskType,MenuType,IsCaterer,IsDriveThru,IsTrucksOnly,Area,MailAppIDDesc,MailPermitIDDesc,HoursOfOperation,DaysOfOperation,MonthsOfOperation,opening_date,renewal_sent_date,renewal_received_date,permit_print_date,permit_expiration_date,next_inspection_date,bond_expiration_date,Quantity1,Quantity1Unit,Quantity2,Quantity2Units,latitude,longitude,comments,TotalFeeAmt,PermitFeeAmt,InspectionFeeAmt,VarianceGranted,FollowUpDate,ObjectId
14679,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,GENERAL FOOD MANUFACTURER/PROCESSOR,DAWN FOOD PRODUCTS,6303,KENJOY DR,,LOUISVILLE,KY,40214,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2019/01/14 00:00:00,2019/01/14 00:00:00,2019/12/31 00:00:00,2015/06/05 00:00:00,,0,N/A,80000,SQ FEET,38.16666,-85.75867,,400,400,0,,,11
14692,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,CARBONATED BEVERAGE PLANT,KEURIG DR. PEPPER,6207,STRAWBERRY LN,,LOUISVILLE,KY,40214,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,BILLING,,,,,2023/10/13 00:00:00,2018/12/13 00:00:00,2018/12/13 00:00:00,2019/12/31 00:00:00,2018/06/08 00:00:00,,0,N/A,125000,SQ FEET,38.16685,-85.75404,,500,500,0,,,12
14695,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,SALVAGE PROCESSOR,DARE TO CARE INC.,5803,FERN VALLEY ROAD,,LOUISVILLE,KY,40228,540,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,2,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/17 00:00:00,2018/12/17 00:00:00,2019/12/31 00:00:00,2016/05/27 00:00:00,,0,N/A,40000,SQ FEET,38.15634,-85.65305,,300,300,0,,,13
14701,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,DRYDEN PROVISION,1016,E. WASHINGTON,,LOUISVILLE,KY,40201,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/11 00:00:00,2018/12/11 00:00:00,2019/12/31 00:00:00,2021/01/30 00:00:00,,0,N/A,14400,SQ FEET,38.25491,-85.73288,,200,200,0,,,14
14704,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,GRAIN STORAGE OR MILL,CONSOLIDATED GRAIN & BARGE INC,1047,S 15TH ST,,LOUISVILLE,KY,40210,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1991/12/09 00:00:00,2023/10/13 00:00:00,2019/05/22 00:00:00,2019/05/22 00:00:00,2019/12/31 00:00:00,2018/09/29 00:00:00,,0,N/A,29000,SQ FEET,38.23949,-85.77722,,300,300,0,,,15
14722,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,PRODUCE STORAGE WAREHOUSE/REPACKER,"STANLEY BROS PROD., INC. - L'VILLE PROD. TERM.",4601,JENNINGS LANE,,LOUISVILLE,KY,40218,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,N/A,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/14 00:00:00,2018/12/14 00:00:00,2019/12/31 00:00:00,2017/01/21 00:00:00,,0,N/A,13125,SQ FEET,38.1897,-85.68499,,200,200,0,,,16
14739,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,GARDNER & LOSE,1720,LEROY AVE,,LOUISVILLE,KY,40216,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/14 00:00:00,2018/12/14 00:00:00,2019/12/31 00:00:00,2017/05/18 00:00:00,,0,N/A,2080,SQ FEET,38.19481,-85.80463,,160,160,0,,,17
14746,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,WHITE CASTLE SYSTEM INC,4730,ALLMOND AVE,,LOUISVILLE,KY,40209,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/17 00:00:00,2018/12/17 00:00:00,2019/12/31 00:00:00,2022/07/22 00:00:00,,0,N/A,16135,SQ FEET,38.17766,-85.75811,,200,200,0,,,18
14750,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,FOOD COLORS/FLAVOR ADDITIVIES MANUF,"D.D. WILLIAMSON CO., INC.",1901,PAYNE STREET,,LOUISVILLE,KY,40206,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/11/20 00:00:00,2018/11/20 00:00:00,2019/12/31 00:00:00,2017/08/26 00:00:00,,0,N/A,23000,SQ FEET,38.25318,-85.71288,,300,300,0,,,19
14768,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,PRODUCE STORAGE WAREHOUSE/REPACKER,BLONDIE HOFFMAN PRODUCE,4601,JENNINGS LANE,,LOUISVILLE,KY,40218,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,N/A,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/17 00:00:00,2018/12/17 00:00:00,2019/12/31 00:00:00,2016/06/05 00:00:00,,0,N/A,4500,SQ FEET,38.18957,-85.68422,,160,160,0,,,20
14770,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,PRODUCE PROCESSOR,HORTON FRUIT CO INC,4701,JENNINGS LN,,LOUISVILLE,KY,40218,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/17 00:00:00,2018/12/17 00:00:00,2019/12/31 00:00:00,2017/02/05 00:00:00,,0,N/A,41000,SQ FEET,38.11266,-85.41087,,400,400,0,,,21
19075,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,"SCHWAN'S HOME SERVICE, INC.",267,CARTER AVE,,LOUISVILLE,KY,40229,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1990/07/17 00:00:00,2023/10/13 00:00:00,2018/11/20 00:00:00,2018/11/20 00:00:00,2019/12/31 00:00:00,2017/02/10 00:00:00,,0,N/A,4800,SQ FEET,38.07288,-85.69017,,160,160,0,,,22
21342,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,BAKERY,"ADAM MATTHEWS, INC.",2104,PLANTSIDE DR,,LOUISVILLE,KY,40299,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1990/04/10 00:00:00,2023/10/13 00:00:00,2018/12/11 00:00:00,2018/12/11 00:00:00,2019/12/31 00:00:00,2018/04/27 00:00:00,,0,N/A,30000,SQ FEET,38.21569,-85.57207,,300,300,0,,,23
23219,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,ARAMARK REFRESHMENT SERVICES,3600,CHAMBERLAIN LN,,LOUISVILLE,KY,40222,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1991/08/12 00:00:00,2023/10/13 00:00:00,2018/12/26 00:00:00,2018/12/26 00:00:00,2019/12/31 00:00:00,2022/05/15 00:00:00,,0,N/A,12000,SQ FEET,38.29806,-85.54288,,200,200,0,,,24
23811,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,GENERAL FOOD MANUFACTURER/PROCESSOR,"AAK USA K1-K2, LLC",2520,S 7TH ST,,LOUISVILLE,KY,40208,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1992/08/11 00:00:00,2023/10/13 00:00:00,2018/12/14 00:00:00,2018/12/14 00:00:00,2019/12/31 00:00:00,2016/10/03 00:00:00,,0,N/A,120000,SQ FEET,38.21561,-85.78415,,500,500,0,,,25
26268,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,GENERAL FOOD MANUFACTURER/PROCESSOR,"CONAGRA FOODS, PACKAGED FOODS HOLDINGS, PLANT #1",12730-H,WESTPORT ROAD,,LOUISVILLE,KY,40245,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1-HIGH,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/14 00:00:00,2018/12/14 00:00:00,2019/12/31 00:00:00,2016/11/07 00:00:00,,0,N/A,130000,SQ FEET,38.29716,-85.5127,,500,500,0,,,26
26598,255,615,FOOD PROCESSING OR STORAGE ESTABLISHMENT,AMBIENT WAREHOUSE/DISTRIBUTOR/REPACKER,SYSCO-LOUISVILLE FOOD SERVICES,7705,NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,1080,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,3,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,,2023/10/13 00:00:00,2018/12/14 00:00:00,2018/12/14 00:00:00,2019/12/31 00:00:00,2018/07/15 00:00:00,,0,N/A,225000,SQ FEET,38.14054,-85.75278,,600,600,0,,,27
28955,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,ARMORED ACRES,15811,DIXIE HWY,,WEST POINT,KY,40177,270,YES,NO,ACTIVE,PUBLIC,PRIVATE,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,2005/09/23 00:00:00,2023/03/30 00:00:00,2023/04/06 00:00:00,2023/04/06 00:00:00,2024/06/30 00:00:00,2024/07/08 00:00:00,,30,MH SPACES,0,RV SPACES,38.223,-85.9162,,375,150,225,,,28
28966,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,CEDAR HEIGHTS MOBILE HOME PARK,9500,BARN RD,,LOUISVILLE,KY,40291,360,YES,NO,ACTIVE,PUBLIC,PRIVATE,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1970/07/16 00:00:00,2023/03/30 00:00:00,2023/06/13 00:00:00,2023/06/13 00:00:00,2024/06/30 00:00:00,2024/10/20 00:00:00,,398,MH SPACES,0,RV SPACES,38.1342,-85.597,,675,150,525,,,29
28967,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,CLARK MOBILE HOME PARK,5209,CANE RUN RD,,LOUISVILLE,KY,40216,270,YES,NO,ACTIVE,PUBLIC,PRIVATE,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1965/07/01 00:00:00,2023/03/30 00:00:00,2023/04/05 00:00:00,2023/04/05 00:00:00,2024/06/30 00:00:00,2024/07/29 00:00:00,,66,MH SPACES,0,RV SPACES,38.176,-85.8756,,450,150,300,,,30
28972,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,BARRINGTON POINTE,1321,GLENGARRY DR,,FAIRDALE,KY,40118,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1971/08/02 00:00:00,2023/03/30 00:00:00,2023/04/24 00:00:00,2023/04/24 00:00:00,2024/06/30 00:00:00,2024/10/18 00:00:00,,493,MH SPACES,0,RV SPACES,38.1243,-85.7418,,750,150,600,,,31
28975,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,LAZY ACRES MOBILE HOME PARK,5601,CANE RUN RD,,LOUISVILLE,KY,40258,270,YES,NO,ACTIVE,PUBLIC,PRIVATE,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1966/04/05 00:00:00,2023/03/30 00:00:00,2023/05/24 00:00:00,2023/05/24 00:00:00,2024/06/30 00:00:00,2024/07/16 00:00:00,,212,MH SPACES,0,RV SPACES,38.169,-85.8918,"3-31-23: Changed owner & billing address to 3374 Shore Pkwy Ste 2C, Brooklyn, NY 11235 per address issues report from Waystar. Verified the address via the KY SOS Website.",600,150,450,,,32
28987,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,WOODLAND ESTATES MHP,8201,MINORS LANE,,LOUISVILLE,KY,40219,270,YES,NO,ACTIVE,PUBLIC,PRIVATE,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1970/03/10 00:00:00,2023/03/30 00:00:00,2023/09/12 00:00:00,2023/09/12 00:00:00,2024/06/30 00:00:00,2024/07/29 00:00:00,,86,MH SPACES,0,RV SPACES,38.1292,-85.705,,450,150,300,,,33
28993,56,625,MOBILE HOME/REC VEHICLE PARKS,MOBILE HOME / REC. VEHICLE PARK,ASHLEY POINTE MHP,1115,PENILE RD,,LOUISVILLE,KY,40272,270,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1998/01/12 00:00:00,2023/03/30 00:00:00,2023/04/24 00:00:00,2023/04/24 00:00:00,2024/06/30 00:00:00,2024/07/22 00:00:00,,335,MH SPACES,0,RV SPACES,38.1153,-85.7873,,675,150,525,,,34
28999,299,606,VENDING MACHINES,VENDING MACHINE COMPANY,BREAKTIME VENDING SOUTHEAST DBA TOTAL VEND,4710,ROBARDS LANE,,LOUISVILLE,KY,40218,720,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/06/01 00:00:00,2023/03/30 00:00:00,2023/05/08 00:00:00,2023/05/08 00:00:00,2024/06/30 00:00:00,2016/10/10 00:00:00,,52,VENDING MACHINES,0,COMMISARIES,0,0,,250,250,0,,,35
29012,56,695,SWIMMING AREA,SWIMMING POOL,CHARLESTOWN OF DOUGLASS HILLS,407,CHARLESTOWN COURT,,LOUISVILLE,KY,40243,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 1,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/03/01 00:00:00,2023/05/04 00:00:00,2023/05/04 00:00:00,2024/04/30 00:00:00,2024/02/26 00:00:00,,94626,GALLONS,2450,FEET,38.24313,-85.55323,,300,100,200,,,36
29022,56,695,SWIMMING AREA,SWIMMING POOL,RESIDENCE INN BY MARRIOTT,120,N HURSTBOURNE PKWY,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 2,BILLING,BILLING,,,,1988/06/02 00:00:00,2023/03/01 00:00:00,2023/04/05 00:00:00,2023/04/05 00:00:00,2024/04/30 00:00:00,2024/01/21 00:00:00,,11801,GALLONS,380,FEET,38.24788,-85.57873,,190,100,90,,,37
29025,56,695,SWIMMING AREA,SWIMMING POOL,SHELBY HOUSE,8605,SHELBYVILLE ROAD UNIT 231,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 2,OWNER,OWNER,,,,1988/06/02 00:00:00,2023/03/01 00:00:00,2023/04/24 00:00:00,2023/04/24 00:00:00,2024/04/30 00:00:00,2024/01/20 00:00:00,,23100,GALLONS,770,FEET,38.2492,-85.59437,,190,100,90,,2022-06-23 00:00:00,38
29029,56,620,HOTEL OR MOTELS,HOTEL / MOTEL,LITTLE BIFF'S MOTEL,13305,DIXIE HWY,,LOUISVILLE,KY,40272,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,12,1988/06/02 00:00:00,2023/10/13 00:00:00,2022/11/16 00:00:00,2022/11/16 00:00:00,2023/12/31 00:00:00,2023/10/14 00:00:00,,9,ROOMS,0,N/A,38.63,-85.8858,,250,100,150,,,39
29030,56,620,HOTEL OR MOTELS,HOTEL / MOTEL,LOUISVILLE MANOR MOTEL,4600,DIXIE HWY,,LOUISVILLE,KY,40216,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/06/02 00:00:00,2023/10/13 00:00:00,2023/11/08 00:00:00,2023/11/08 00:00:00,2024/12/31 00:00:00,2024/03/30 00:00:00,,54,ROOMS,0,N/A,38.1775,-85.8205,,300,100,200,,,40
29032,56,620,HOTEL OR MOTELS,HOTEL / MOTEL,ECONO LODGE,401,S. 2ND ST,,LOUISVILLE,KY,40202,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/06/02 00:00:00,2023/10/13 00:00:00,2023/10/31 00:00:00,2023/10/31 00:00:00,2024/12/31 00:00:00,2024/02/25 00:00:00,,97,ROOMS,0,N/A,38.2523,-85.7528,,300,100,200,,,41
29037,56,620,HOTEL OR MOTELS,HOTEL / MOTEL,BUDGETEL INN,3304,BARDSTOWN RD,,LOUISVILLE,KY,40218,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/06/02 00:00:00,2023/10/13 00:00:00,2023/11/02 00:00:00,2023/11/02 00:00:00,2024/12/31 00:00:00,2024/10/12 00:00:00,,187,ROOMS,0,N/A,38.207,-85.6691,,325,100,225,,2022-11-07 00:00:00,42
29055,56,620,HOTEL OR MOTELS,HOTEL / MOTEL,DAYS INN AIRPORT,2905,FERN VALLEY RD,,LOUISVILLE,KY,40213,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,24,7,12,1988/06/02 00:00:00,2023/10/13 00:00:00,2023/11/09 00:00:00,2023/11/09 00:00:00,2024/12/31 00:00:00,2024/05/13 00:00:00,,109,ROOMS,0,N/A,38.1576,-85.7099,,325,100,225,,,43
