STATEFP,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ELSDLEA,UNSDLEA,SCSDLEA,Shape_Length,Shape_Area,OBJECTID
06,0634980,San Mateo Union High School District,00,09,12,G5410, ,E,162006310,122330680,+37.5784337,-122.3292816, , ,34980,0.996701486232055,0.0290028709058079,104
06,0636390,Sequoia Union High School District,00,09,12,G5410, ,E,256670400,62936124,+37.4640935,-122.2255367, , ,36390,1.13087726660921,0.0325510987121541,105
06,0619650,King City Joint Union High School District,00,09,12,G5410, ,E,4841499763,63075068,+36.1143669,-121.0487966, , ,19650,4.15153399788185,0.490950862881054,106
06,0633980,Salinas Union High School District,00,07,12,G5410, ,E,668524043,4599039,+36.6532922,-121.6154238, , ,33980,1.81134148273437,0.0678351174729317,107
06,0616500,Hanford Joint Union High School District,00,09,12,G5410, ,E,646753831,2468994,+36.3047466,-119.6141167, , ,16500,1.41450850117113,0.0651395780021125,108
06,0621400,Lemoore Union High School District,00,09,12,G5410, ,E,661390883,321825,+36.2331345,-119.8435592, , ,21400,1.30291234234411,0.0663305960967427,109
06,0630750,Placer Union High School District,00,09,12,G5410, ,E,2200817042,25227821,+39.0715279,-120.7122179, , ,30750,3.51683445402901,0.23170653641124,110
06,0633630,Roseville Joint Union High School District,00,09,12,G5410, ,E,183540970,12570316,+38.7632586,-121.2955334, , ,33630,1.01637151697407,0.0203260389579591,111
06,0606013,Turlock Unified School District in Chatom Union,00,09,12,G5410,A,F,165066170,477368,+37.4710052,-120.9627120, , ,06013,0.760271401167681,0.0168621931865989,112
06,0606021,Bishop Unified School District in Round Valley (9-12),00,09,12,G5410,A,F,476790139,4512133,+37.4054387,-118.6301034, , ,06021,1.20353967114294,0.0489778863281576,113
06,0636940,Siskiyou Union High School District,00,09,12,G5410, ,E,5528952129,25154412,+41.3926588,-122.0181498, , ,36940,6.40502390273558,0.599142289623949,114
06,0643410,Yreka Union High School District,00,09,12,G5410, ,E,3356624922,20958806,+41.7984998,-122.6322692, , ,43410,3.60634049014637,0.365833699547571,115
06,0606001,Yosemite Unified School District in Bass Lake,00,09,12,G5410,A,F,721619456,4871530,+37.4169095,-119.5990979, , ,06001,1.62933100736369,0.0739459545162338,116
06,0606002,Yosemite Unified School District in Raymond-Knowles,00,09,12,G5410,A,F,502931732,11866102,+37.1737072,-119.9030808, , ,06002,1.54665726856489,0.052240369115392,117
06,0635600,Santa Cruz City High School District,00,07,12,G5410, ,E,362096057,279584229,+37.0020733,-122.1134729, , ,35600,1.97081611368072,0.0649640588101943,118
06,0636600,Shasta Union High School District,00,09,12,G5410, ,E,4704649990,44670054,+40.6652243,-122.1342460, , ,36600,7.16671567227799,0.505768467671019,119
06,0606033,Tracy Unified School District (9-12) in New Jerusalem,00,09,12,G5410,A,F,98976568,972798,+37.6469333,-121.3149687, , ,06033,0.548455001883683,0.0102054299848377,120
06,0606031,Tracy Unified School District (9-12) in Banta,00,09,12,G5410,A,F,95276198,3054995,+37.7590922,-121.3564239, , ,06031,0.545550451631828,0.0100540079209556,121
06,0606032,Tracy Unified School District (9-12) in Jefferson,00,09,12,G5410,A,F,356557283,61969,+37.6257134,-121.4377868, , ,06032,0.781353752156474,0.0363927342476242,122
06,0619540,Kern High School District,00,09,12,G5410, ,E,7737492445,50934469,+35.3930930,-118.7772289, , ,19540,6.37533236069376,0.772785952319233,123
06,0631230,Point Arena Joint Union High School District,00,09,12,G5410, ,E,1044769002,422977134,+38.8349084,-123.5185681, , ,31230,2.66020382289323,0.152279335665393,124
06,0605820,Brawley Union High School District,00,09,12,G5410, ,E,2029246031,198658273,+33.0859033,-115.6791989, , ,05820,3.09762514159734,0.215181004682177,125
06,0606014,Turlock Unified School District in Keyes Union,00,09,12,G5410,A,F,25041703,0,+37.5477298,-120.9066941, , ,06014,0.256472125177735,0.00255321947806968,126
06,0606015,Santa Cruz City High School District (9-12) in Soquel,00,09,12,G5410,A,F,37770506,4034269,+37.0013895,-121.9520594, , ,06015,0.39445873231738,0.0042320181045817,127
06,0602700,Anderson Union High School District,00,09,12,G5410, ,E,615538433,7173748,+40.4431202,-122.3156362, , ,02700,1.85326306478756,0.0660997678750211,128
06,0629270,Oxnard Union High School District,00,09,12,G5410, ,E,599769177,284870882,+34.1666166,-119.0841513, , ,29270,1.74084475137597,0.0864941644751731,129
06,0637260,Sonora Union High School District,00,09,12,G5410, ,E,806139842,47022173,+37.9227248,-120.4225030, , ,37260,2.18207766938869,0.0874186014925691,130
06,0638280,Summerville Union High School District,00,09,12,G5410, ,E,3282342497,46660141,+38.1414340,-119.9276170, , ,38280,3.40072891655313,0.342122201240295,131
09,0900005,Regional High School District 19,00,09,12,G5410, ,E,302134909,5055984,+41.8616318,-072.2239694, , ,00005,0.924953272141898,0.0333047832893091,132
09,0903570,Regional High School District 11,00,07,12,G5410, ,E,163559341,1536941,+41.7517126,-072.0772975, , ,03570,0.610705915447018,0.0178745578058316,133
09,0903600,Regional High School District 01,00,09,12,G5410, ,E,680901467,13906825,+41.8823963,-073.3768438, , ,03600,1.25179577360653,0.0753689646802761,134
09,0903630,Regional High School District 04,00,07,12,G5410, ,E,103517061,7459342,+41.3763804,-072.4608355, , ,03630,0.47353121062294,0.0119451074454444,135
09,0903660,Regional High School District 05,00,07,12,G5410, ,E,147890073,2584498,+41.3635379,-073.0038921, , ,03660,0.718216104563512,0.0161921265301968,136
09,0903720,Regional High School District 07,00,07,12,G5410, ,E,388925025,16082921,+41.9699218,-073.1784731, , ,03720,1.35513979247616,0.0439694338157644,137
09,0903750,Regional High School District 08,00,07,12,G5410, ,E,196049301,1985327,+41.6644949,-072.4113823, , ,03750,0.696444601534733,0.021409448903608,138
09,0903780,Regional High School District 09,00,09,12,G5410, ,E,152607025,4655380,+41.2881408,-073.3553307, , ,03780,0.690622933567644,0.0169036026865717,139
13,1313053,Chattahoochee County for Fort Benning,00,09,12,G5410,A,F,489955989,4281677,+32.3717532,-084.7974159, , ,13053,1.362454580779,0.0473574952372562,140
13,1313215,Muscogee County for Fort Benning,00,09,12,G5410,A,F,191854964,550018,+32.4698571,-084.8130988, , ,13215,0.951888376130424,0.0184567626746444,141
17,1717901,Flanagan-Cornell District 74 in Cornell,00,09,12,G5410,A,F,161795241,338506,+40.9935122,-088.7233485, , ,17901,0.913625930161294,0.0173500838286449,142
17,1732220,Pontiac Township High School District 90,00,09,12,G5410, ,E,702832979,1079513,+40.9124848,-088.5631348, , ,32220,1.96625299988013,0.0752422782673822,143
17,1738100,Streator Township High School District 40,00,09,12,G5410, ,E,315401320,95539,+41.1575752,-088.7877848, , ,38100,1.61897015344298,0.0338448023706966,144
17,1732700,Princeton High School District 500,00,09,12,G5410, ,E,589237420,849932,+41.3562143,-089.4554288, , ,32700,2.2850742152902,0.0634963566732078,145
17,1741370,Webber Township High School District 204,00,09,12,G5410, ,E,220918127,979185,+38.3702056,-088.7531928, , ,41370,0.799006811292225,0.022875067173822,146
17,1743200,Woodlawn Community High School District 205,00,09,12,G5410, ,E,261108245,434007,+38.3599490,-089.0575056, , ,43200,0.936843955101751,0.0269586697953015,147
17,1734290,Rochelle Township High School District 212,00,09,12,G5410, ,E,563436812,642848,+41.9436890,-089.0439671, , ,34290,1.68128496327914,0.0612400900649874,148
17,1725650,Mendota Township High School District 280,00,09,12,G5410, ,E,524310606,505349,+41.5786140,-089.0930993, , ,25650,2.08512152312008,0.0566620669849569,149
17,1729730,Ohio Community High School District 505,00,09,12,G5410, ,E,130733715,88305,+41.5594694,-089.4448495, , ,29730,0.806929270389233,0.0141210137702125,150
17,1723050,Lincoln Community High School District 404,00,09,12,G5410, ,E,698643822,1970215,+40.1403132,-089.3890882, , ,23050,2.36671667154727,0.0740424317010298,151
17,1719080,Township High School District 113,00,09,12,G5410, ,E,64035662,352741,+42.1787848,-087.8367459, , ,19080,0.461816536783039,0.00701636981518318,152
17,1721780,Lake Forest Community High School District 115,00,09,12,G5410, ,E,55461273,177376,+42.2526073,-087.8589232, , ,21780,0.447329610229667,0.00606949489192308,153
17,1722830,Libertyville Community High School District 128,00,09,12,G5410, ,E,89158131,2313022,+42.2800147,-087.9399419, , ,22830,0.58276806308118,0.00998336843510679,154
17,1727570,Mundelein Consolidated High School District 120,00,09,12,G5410, ,E,88438654,4466825,+42.2805066,-088.0538524, , ,27570,0.515914998754529,0.010139304274261,155
17,1732580,Adlai E. Stevenson High School District 125,00,09,12,G5410, ,E,104960173,2141502,+42.1907826,-087.9810471, , ,32580,0.768646052807266,0.0116736948741128,156
17,1733510,Richmond-Burton Community High School District 157,00,09,12,G5410, ,E,112936914,669707,+42.4546502,-088.2767482, , ,33510,0.490658868168535,0.0124331615421846,157
17,1740800,Warren Township High School District 121,00,09,12,G5410, ,E,132275876,2675136,+42.3897157,-087.9458874, , ,40800,0.525038153235455,0.0147539242359596,158
17,1743890,Zion-Benton Township High School District 126,00,09,12,G5410, ,E,94468812,1187652,+42.4611073,-087.8726236, , ,43890,0.593112072740987,0.0104696449015816,159
17,1727740,Nashville Community High School District 99,00,09,12,G5410, ,E,836804840,2335524,+38.3234419,-089.3236894, , ,27740,2.1600743714971,0.0864566047603044,160
17,1735190,Salem Community High School District 600,00,09,12,G5410, ,E,664956692,2850347,+38.5968831,-088.8692552, , ,35190,1.21584727173608,0.0690492903179497,161
17,1726180,Fairfield Community High School District 225,00,09,12,G5410, ,E,570278185,1990398,+38.3505563,-088.3329368, , ,26180,1.87271906116602,0.0589741449753108,162
17,1722950,Limestone Community High School District 310,00,09,12,G5410, ,E,128767646,2157054,+40.6569862,-089.6840634, , ,22950,0.676748283393788,0.0139424552929421,163
17,1704770,Central Community High School District 71,00,09,12,G5410, ,E,528155623,1712477,+38.6059576,-089.5269379, , ,04770,1.32018726700087,0.0547989095679229,164
17,1708370,Carbondale Community High School District 165,00,09,12,G5410, ,E,336278789,14604155,+37.7079289,-089.2020600, , ,08370,1.01302098669891,0.0358510484030665,165
17,1734380,Rock Falls Township High School District 301,00,09,12,G5410, ,E,208650929,6218658,+41.7263082,-089.6803904, , ,34380,0.923362029271304,0.0232523127949902,166
17,1704230,Armstrong Township High School District 225,00,09,12,G5410, ,E,347154112,416186,+40.2823717,-087.9020276, , ,04230,1.16295638444767,0.0368069512057714,167
17,1733240,Rantoul Township High School District 193,00,09,12,G5410, ,E,389478261,362791,+40.2981747,-088.1345724, , ,33240,1.21289865537941,0.0412918324613184,168
17,1737410,St. Joseph-Ogden Community High School District 305,00,09,12,G5410, ,E,312389486,839091,+40.1461844,-088.0393249, , ,37410,1.06192337677643,0.0331041466694131,169
17,1724090,Maine Township High School District 207,00,09,12,G5410, ,E,72202919,640546,+42.0294530,-087.8642087, , ,24090,0.558483445830919,0.00791928369360633,170
17,1726880,J. Sterling Morton High School District 201,00,09,12,G5410, ,E,39757440,588757,+41.8320708,-087.7814893, , ,26880,0.339500571848143,0.00437292795132027,171
