X,Y,OBJECTID,Tab_Name,Name,Short_Desc,Latitude,Longitude,Address,Hours,Desc1,Desc2,Desc3,Desc4,Desc5,Website,Pic_URL,Artist,Year,Year_Sort_FirstYr,Neighborhood,Developer,Cycle_Type,Special_Sort
-111.917025,33.414789,11,Valley Metro ,The Space Between,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414789,-111.917025,"Dorsey Ln & Apache Blvd, Tempe, 85281","Cast Bronze, Steel, Ceramic Mosaics","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"The four collaborated on a theme that loosely tied their works together and then set about making dynamic pieces that interweave and catch the viewer's eye at every level. The Space Between in the collective title for the Dorsey station artworks. Echoing this theme, Zhao's cast bronze Hands stand 21-feet high, towering over the entryway.  This lacy interwoven surface suggests conversations in different languages. Corson's chrome skeletal remains of a Saguaro is hollow inside with dramatic lighting that focuses attention on both interior and exterior surfaces. Shaw's Energize pavers radiate out from the center of the platform relating stories and anecdotes collected from the Apache neighborhood. Finally, Bourdette's richly colored mosaic boxes, Points of View, present both human and animal figures, on each side of the green screen separate yet engaged and seemingly in dialogue.","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_The%20Space%20Between.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,6
-111.917025,33.414789,12,All Art,The Space Between,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414789,-111.917025,"Dorsey Ln & Apache Blvd, Tempe, 85281","Cast Bronze, Steel, Ceramic Mosaics","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"The four collaborated on a theme that loosely tied their works together and then set about making dynamic pieces that interweave and catch the viewer's eye at every level. The Space Between in the collective title for the Dorsey station artworks. Echoing this theme, Zhao's cast bronze Hands stand 21-feet high, towering over the entryway.  This lacy interwoven surface suggests conversations in different languages. Corson's chrome skeletal remains of a Saguaro is hollow inside with dramatic lighting that focuses attention on both interior and exterior surfaces. Shaw's Energize pavers radiate out from the center of the platform relating stories and anecdotes collected from the Apache neighborhood. Finally, Bourdette's richly colored mosaic boxes, Points of View, present both human and animal figures, on each side of the green screen separate yet engaged and seemingly in dialogue.","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_The%20Space%20Between.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,6
-111.908428,33.4147530000001,13,All Art,Life is Growth,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414753,-111.908428,"McClintock Dr & Apache Blvd, Tempe, 85281","Five Gallon Water Bottles, Inlaid Glass, Ceramic Mosaics","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"The collective title for this station is Life & Growth.  The artwork explores themes of change and growth in the community, its people, commerce and lifestyles.
Corson's Water Chandeliers are composed of light blue 5-gallon water bottles arranged in a series of chandeliers above the canopy line.  At night they glow as a sort of ""water beacon"" linking the life and growth theme and affirming our dependence on this precious resource.
In Grow, an ear of corn, a desert blossom and a yucca plant, made from Shaw's hand crafted, glass-inlaid pavers speak to the cultivation of the area's agricultural beginnings.
Bourdette's Time Cycles repeat hourglass-shaped openings holding fragments of life, culture and history in this area.  Framing these various elements are images of growing corn and the rising and setting sun.
Two 20-foot high pillars stand at each entrance to the station.  Zhao's Splitting Columns mix Native American texts, translated in a multitude of languages: Spanish, English, Chinese, Arabic and Hebrew to name a few, to reference the influx of immigrants and cultures into the area.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Life_is_Growth.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,7
-111.908428,33.4147530000001,14,Valley Metro ,Life is Growth,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414753,-111.908428,"McClintock Dr & Apache Blvd, Tempe, 85281","Five Gallon Water Bottles, Inlaid Glass, Ceramic Mosaics","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"The collective title for this station is Life & Growth.  The artwork explores themes of change and growth in the community, its people, commerce and lifestyles.
Corson's Water Chandeliers are composed of light blue 5-gallon water bottles arranged in a series of chandeliers above the canopy line.  At night they glow as a sort of ""water beacon"" linking the life and growth theme and affirming our dependence on this precious resource.
In Grow, an ear of corn, a desert blossom and a yucca plant, made from Shaw's hand crafted, glass-inlaid pavers speak to the cultivation of the area's agricultural beginnings.
Bourdette's Time Cycles repeat hourglass-shaped openings holding fragments of life, culture and history in this area.  Framing these various elements are images of growing corn and the rising and setting sun.
Two 20-foot high pillars stand at each entrance to the station.  Zhao's Splitting Columns mix Native American texts, translated in a multitude of languages: Spanish, English, Chinese, Arabic and Hebrew to name a few, to reference the influx of immigrants and cultures into the area.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Life_is_Growth.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,7
-111.900549,33.4148040000001,15,All Art,Domestic Fabric,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414804,-111.900549,"Smith Rd & Apache Blvd, Tempe, 85281","Ceramic Mosaics, Vines, Shadow Projection","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"Domestic Fabric is the collective title for the works at the Smith-Martin station.  Here the artwork explores the prominent Hispanic traditions, the weave of languages and the strong family structure.
Shaw's Traverse pavers are scattered across the station, a serpentine path of stepping stones winds through a field of evaporation and condensation. Childhood reminiscences mingle with facts about the businesses and landmarks on a changing streetscape.
In Bourdette's Domestic Structure, ""cultural bouquets"" of interweaving textile patterns and spiral staircases (in honor of the Escalante family name) from the central cores of windows framed by the roots and branches of family trees and the Virgin of Guadalupe's familiar halo glow.
Zhao's bright Writing Vine, hanging above the canopy line in the green screen, echoes surface of his Hands sculpture and the idea of layers of language and communications.  As the vines grow they will mingle in with the turning and twisting metal.
Corson's Carpet of Languages creates an environment of shadow projections on the entryway floor. Snippets of text, real or imagined conversations about grandmothers, are presented in a handful of languages that represent the more than 70 languages spoken in the area.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Domestic_Fabric.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,8
-111.900549,33.4148040000001,16,Valley Metro ,Domestic Fabric,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",33.414804,-111.900549,"Smith Rd & Apache Blvd, Tempe, 85281","Ceramic Mosaics, Vines, Shadow Projection","<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao<br><font size='2'><b>Year:</b> 2008",,"Domestic Fabric is the collective title for the works at the Smith-Martin station.  Here the artwork explores the prominent Hispanic traditions, the weave of languages and the strong family structure.
Shaw's Traverse pavers are scattered across the station, a serpentine path of stepping stones winds through a field of evaporation and condensation. Childhood reminiscences mingle with facts about the businesses and landmarks on a changing streetscape.
In Bourdette's Domestic Structure, ""cultural bouquets"" of interweaving textile patterns and spiral staircases (in honor of the Escalante family name) from the central cores of windows framed by the roots and branches of family trees and the Virgin of Guadalupe's familiar halo glow.
Zhao's bright Writing Vine, hanging above the canopy line in the green screen, echoes surface of his Hands sculpture and the idea of layers of language and communications.  As the vines grow they will mingle in with the turning and twisting metal.
Corson's Carpet of Languages creates an environment of shadow projections on the entryway floor. Snippets of text, real or imagined conversations about grandmothers, are presented in a handful of languages that represent the more than 70 languages spoken in the area.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Domestic_Fabric.jpg,"Christine Bourdette, Dan Corson, Benson Shaw, Suikang Zhao",2008,2008,,,,8
-111.888254,33.4148260000001,17,All Art,Division and Reconnection,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw<br><font size='2'><b>Year:</b> 2008",33.414826,-111.888254,"Price Freeway 101 & Apache Blvd, Tempe, 85281",Ceramic Mosaics,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw<br><font size='2'><b>Year:</b> 2008",,"The title for Tempe's border station which serves the 101 Loop is Division and Reconnection.  Themes here include the initial divisions caused by canal, freeway, boulevard and light rail; water links past and future and strong neighborhood pride despite economic and social divisions.
Bourdett's Links and the Circuitous Path illustrate the formation of community through a long and circuitous chain of events.  Nearly divided but still connected, the links and serpentine shapes combine traditional forms with patterns addressing the flow of change.
Above the canopy line, Corson's v use the architectural vernacular of the perforated louvers, under which are located an arrangement of colored neon tubes.  The concept is that the coded language used extensively in the pioneer days and the early railroad system.
Shaw's work relates directly to the Tempe canal history and auto culture.  Blue glass/water canal pavers stripe across the platform while a dark line of pavers suggests the freeway cutting across the area simultaneously obstructing and providing access.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Division_Reconnection.jpg,"Christine Bourdette, Dan Corson, Benson Shaw",2008,2008,,,,9
-111.888254,33.4148260000001,18,Valley Metro ,Division and Reconnection,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw<br><font size='2'><b>Year:</b> 2008",33.414826,-111.888254,"Price Freeway 101 & Apache Blvd, Tempe, 85281",Ceramic Mosaics,"<font size='2'><b>Artist:</b> Christine Bourdette, Dan Corson, Benson Shaw<br><font size='2'><b>Year:</b> 2008",,"The title for Tempe's border station which serves the 101 Loop is Division and Reconnection.  Themes here include the initial divisions caused by canal, freeway, boulevard and light rail; water links past and future and strong neighborhood pride despite economic and social divisions.
Bourdett's Links and the Circuitous Path illustrate the formation of community through a long and circuitous chain of events.  Nearly divided but still connected, the links and serpentine shapes combine traditional forms with patterns addressing the flow of change.
Above the canopy line, Corson's v use the architectural vernacular of the perforated louvers, under which are located an arrangement of colored neon tubes.  The concept is that the coded language used extensively in the pioneer days and the early railroad system.
Shaw's work relates directly to the Tempe canal history and auto culture.  Blue glass/water canal pavers stripe across the platform while a dark line of pavers suggests the freeway cutting across the area simultaneously obstructing and providing access.
","Artwork at the four stations along Apache Boulevard followed a slightly different model from the rest.  Rather than selecting one artist per station, four were chosen to work together, each in a separate specialty.  Portland artist Christine Bourdette, to create artwork in the green screens; Seattle artist Dan Corson as a lighting artist; Seattle artist Benson Shaw selected to create artwork in the paving; and New York artist Suikang Zhao for sculptural pieces.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bourdette_Division_Reconnection.jpg,"Christine Bourdette, Dan Corson, Benson Shaw",2008,2008,,,,9
-111.936132,33.4189210000001,19,ASU Art,Blue Vase,<font size='2'><b>Artist:</b><br><font size='2'><b>Year:</b> 1893,33.418921,-111.936132,Between Dixie Gammage and West halls,,<font size='2'><b>Artist:</b><br><font size='2'><b>Year:</b> 1893,"Although simply titled Blue Vase, this ceramic vessel dates to the World's Columbian Exposition, held in Chicago in 1893, and has been in the ""Secret Garden"" courtyard for more than six decades. It is dedicated to Professor E.J. Hilkert the first dean of the College of Business Administration.",,,,,https://gis.tempe.gov/publicart/unknown_Blue_Vase.jpg,,1893,1893,,,,
-111.936132,33.4189210000001,20,All Art,Blue Vase,<font size='2'><b>Artist:</b><br><font size='2'><b>Year:</b> 1893,33.418921,-111.936132,Between Dixie Gammage and West halls,,<font size='2'><b>Artist:</b><br><font size='2'><b>Year:</b> 1893,"Although simply titled Blue Vase, this ceramic vessel dates to the World's Columbian Exposition, held in Chicago in 1893, and has been in the ""Secret Garden"" courtyard for more than six decades. It is dedicated to Professor E.J. Hilkert the first dean of the College of Business Administration.",,,,,https://gis.tempe.gov/publicart/unknown_Blue_Vase.jpg,,1893,1893,,,,
