sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
Total - Female,Femalhe,"American Indbian/Alaska Native, non-Hispanic",2009,243.0,0.9,Data not available.
Total - Female,uFemale,"American Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
Total - Female,eFmale,"American Indian/Alaska Native, non-Hispanic",2011,244.0,0.9,Data not available.
Total - Female,Fxemale,"American Indian/Alaska Native, non-Hispaic",2012,229.0,0.7,Data not available.
Total - Female,Femael,"American Indian/Alaska Native, non-Hispanic",2013,243.0,0.7,Data not available.
Total,Female,"White, non-Hispanic",2000,239.0,2.5,Data not available.
Total - Male,Female,"White, non-Hispanic",2001,229.0,0.7,Data not available.
Total - Female,Female,"White, non-Hispanic",2002,229.0,0.7,Data not available.
Total - Male,Female,"White, non-Hispanic",2003,253.0,0.6,Data not available.
Total - Male,Female,"White, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2005,255.0,0.5,Data not available.
Total - Male,Female,"White, non-Hispanic",2006,229.0,0.7,Data not available.
Total - Male,Female,"White, non-Hispanic",2007,257.0,0.7,Data not available.
"Total - White, non-Hispanic",Femnale,"White, non-Hispanic",2008,229.0,0.7,Data not available.
Total,Female,"White, non-Hispanic",2009,260.0,0.6,Data not available.
Total,Female,"White, non-Hispanic",2010,229.0,0.7,Data not available.
Total,Female,"White, non-Hispanic",2011,260.0,0.7,Data not available.
Total,Female,"White, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - White, non-Hispanic",emale,"White, non-Hispanic",2013,259.0,0.6,Data not available.
Total,Female,"Black, non-Hispanic",2000,206.0,3.6,Data not available.
Total,Female,"Black, non-Hispanic",2001,229.0,0.7,Data not available.
Total,Female,"Black, non-Hispanic",2002,229.0,0.7,Data not available.
Total,Female,"Black, non-Hispanic",2003,219.0,1.1,Data not available.
Total - Male,Female,"Black, non-Hispanic",2004,229.0,0.7,Data not available.
Total - Male,Female,"Black, non-Hispanic",2005,222.0,1.0,Data not available.
Total - Male,Female,"Black, non-Hispanic",2006,229.0,0.7,Data not available.
Total,Female,"Black, non-Hispanic",2007,226.0,1.3,Data not available.
Total,Female,"Black, non-Hispanic",2008,229.0,0.7,Data not available.
Total - Female,Female,"Black, non-Hispanic",2009,229.0,1.1,Data not available.
Total - Female,Female,"Black, non-Hispanic",2010,229.0,0.7,Data not available.
Total,Female,"Black, non-Hispanic",2011,231.0,1.0,Data not available.
Total,Female,"Black, non-Hispanic",2012,229.0,0.7,Data not available.
Total,Female,"Black, non-Hispanic",2013,232.0,0.7,Data not available.
Total,Female,Hispanic,2000,218.0,5.1,Data not available.
Total,Female,Hispanic,2001,229.0,0.7,Data not available.
Total - Male,Female,Hispanic,2002,229.0,0.7,Data not available.
Total - Hispanic,Female,Hispanic,2003,228.0,1.5,Data not available.
Total,Female,Hispanic,2004,229.0,0.7,Data not available.
Total,Female,Hispanic,2005,229.0,1.0,Data not available.
Total,Female,Hispanic,2006,229.0,0.7,Data not available.
Total,Female,Hispanic,2007,231.0,1.3,Data not available.
Total - Male,Female,Hispanic,2008,229.0,0.7,Data not available.
Total - Male,Female,Hispanic,2009,235.0,1.4,Data not available.
Total,Female,Hispanic,2010,229.0,0.7,Data not available.
Total - Hispanic,Femmale,Hispanic,2011,237.0,1.3,Data not available.
Total,Female,Hispanic,2012,229.0,0.7,Data not available.
Total - Hispanic,eFmale,Hisanic,2013,238.0,1.0,Data not available.
Total - Female,Female,"Asian, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2003,251.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2005,249.0,3.5,Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2007,249.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Femle,"Asian, no-nHispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2009,253.0,4.4,Data for 2000 through 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2011,266.0,6.0,Data for 2000 through 2009 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2013,258.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
Total,Female,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2008,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Data not available.
Total - Male,Female,"Pacific Islander, non-Hispanic",2010,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2011,227.0,7.3,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2012,229.0,0.7,Data not available.
Total,Female,"Pacific Islander, non-Hispanic",2013,232.0,4.3,Data not available.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - American Indian/Alaska Native, non-Hispanic",Feamle,"American Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,234.0,1.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hsipanic",2005,236.0,2.1,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Fmale,"American Indan/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Fmale,"Amesrican Indian/Alaska Native, non-Hispanic",2007,235.0,2.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femaple,"American Indian/Alaska Native, non-Hipanic",2008,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Fecmale,"American Indian/Alaska Native, non-Hispcanic",2009,232.0,3.2,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",emale,"Ameircan Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Asian, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,232.0,3.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femlae,"Americanu Indian/Alaska Native, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femlae,"American Indian/Aaska Native, non-Hispanic",2013,241.0,4.0,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
Total,Female,"Two or more races, non-Hispanic",2001,229.0,0.7,Data not available.
Total - Female,Female,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
Total,Female,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not available.
Total,Female,"Two or more races, non-Hispanic",2005,229.0,0.7,Data not available.
Total - Hispanic,Female,"Two or more races, non-Hispanic",2006,229.0,0.7,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2007,229.0,0.7,Data not available.
Total,Female,"Two or more races, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,229.0,0.7,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2010,229.0,0.7,Data not available.
Total,Female,"Two or more races, non-Hispanic",2011,250.0,5.3,Data not available.
Total - Male,Female,"Two or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Femnale,"Two orr more races, non-Hispanic",2013,248.0,2.9,Data not available.
Total,Male,"White, non-Hispanic",2000,244.0,3.2,Data not available.
Total,Male,"White, non-Hispanic",2001,229.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2003,256.0,0.7,Data not available.
Total - Male,Male,"White, non-Hispanic",2004,229.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2005,258.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2006,229.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2007,260.0,0.7,Data not available.
Total - Male,Male,"White, non-Hispanic",2008,229.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2009,263.0,0.7,Data not available.
Total - Male,Male,"White, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Mael,"Wihte, non-Hispanic",2011,264.0,0.8,Data not available.
Total - Male,Male,"White, non-Hispanic",2012,229.0,0.7,Data not available.
Total,Male,"White, non-Hispanic",2013,262.0,0.7,Data not available.
Total,Male,"Black, non-Hispanic",2000,206.0,4.8,Data not available.
Total - Female,Male,"Black, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Male,"Black, non-Hispanic",2002,229.0,0.7,Data not available.
Total,Male,"Black, non-Hispanic",2003,220.0,1.2,Data not available.
Total,Male,"Black, non-Hispanic",2004,229.0,0.7,Data not available.
Total - Female,Male,"Black, non-Hispanic",2005,224.0,1.1,Data not available.
Total,Male,"Black, non-Hispanic",2006,229.0,0.7,Data not available.
Total,Male,"Black, non-Hispanic",2007,227.0,1.5,Data not available.
"Total - White, non-Hispanic",Male,"Black, non-Hispanic",2008,229.0,0.7,Data not available.
Total - Male,Male,"Black, non-Hispanic",2009,231.0,1.4,Data not available.
Total,Male,"Black, non-Hispanic",2010,229.0,0.7,Data not available.
Total - Male,Male,"Black, non-Hispanic",2011,232.0,1.2,Data not available.
Total - Male,Male,"Black, non-Hispanic",2012,229.0,0.7,Data not available.
Total,Male,"Black, non-Hispanic",2013,234.0,0.9,Data not available.
Total,Male,Hispanic,2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Total,Male,Hispanic,2001,229.0,0.7,Data not available.
Total - Male,Male,Hispanic,2002,229.0,0.7,Data not available.
Total - Male,Male,Hispanic,2003,230.0,2.0,Data not available.
Total,Male,Hispanic,2004,229.0,0.7,Data not available.
Total,Male,Hispanic,2005,232.0,1.4,Data not available.
Total,Male,Hispanic,2006,229.0,0.7,Data not available.
Total,Male,Hispanic,2007,233.0,1.6,Data not available.
Total,Male,Hispanic,2008,229.0,0.7,Data not available.
Total - Male,Male,Hispanic,2009,238.0,1.6,Data not available.
Total,Male,Hispanic,2010,229.0,0.7,Data not available.
Total,Male,Hispanic,2011,239.0,1.7,Data not available.
Total,Male,Hispanic,2012,229.0,0.7,Data not available.
Total - Male,Male,Hispanic,2013,239.0,1.3,Data not available.
Total,Male,"Asian, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total - Female,Male,"Asian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2003,253.0,4.3,Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2005,249.0,4.4,Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2007,248.0,4.8,Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2009,254.0,6.2,Data for 2000 through 2009 include Pacific Islanders.
Total - Female,Male,"Asian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2011,267.0,7.1,Data for 2000 through 2009 include Pacific Islanders.
Total - Male,Male,"Asian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Asian, non-Hispanic",2013,264.0,5.0,Data for 2000 through 2009 include Pacific Islanders.
Total,Male,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
Total - Female,Male,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2008,229.0,0.7,Data not available.
Total - Female,Male,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Data not available.
Total - Male,Male,"Pacific Islander, non-Hispanic",2010,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2011,229.0,9.7,Data not available.
Total - Female,Male,"Pacific Islander, non-Hispanic",2012,229.0,0.7,Data not available.
Total,Male,"Pacific Islander, non-Hispanic",2013,231.0,4.5,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"Afmerican Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alaska Native, non-Hispanic",2003,234.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alzaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mavle,"mAerican Indian/Alaska Native, non-Hispanic",2005,237.0,2.5,Data not available.
Total - Hispanic,Male,"American Indian/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"Amreican Indian/Alaska Native, non-Hispanic",2007,236.0,3.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mlale,"American Indian/Alask aNative, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"American Indian/Alaska Native, nona-Hispanic",2009,234.0,3.9,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mle,"Ameriacn Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,237.0,4.4,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",aMle,"American Indian/Alaka Native, non-Hispanic",2012,229.0,0.7,Data not available.
Total - Hispanic,Male,"American Indian/Alaska Native, non-Hispanic",2013,245.0,4.2,Data not available.
Total - Male,Male,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
Total,Male,"Two or more races, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Msale,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Majle,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, on-Hispanic",2006,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more races, non-Hipsanic",2007,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hishpanic",2008,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more races, nn-Hispanic",2009,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Malke,"Two or mores races, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mae,"Two or more racezs, non-Hispanic",2011,254.0,6.9,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more races, non-ispanic",2012,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",ale,"Two or more rces, non-Hispanic",2013,252.0,4.2,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2000,229.0,3.4,Data not available.
"Total - Female, White, non-Hispanic",Female,"Whicte, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2003,247.0,1.0,Data not available.
"Total - Female, White, non-Hispanic",Femlae,"White, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Femmale,"White, non-Hispanci",2005,248.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White,non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Femalhe,"hWite, non-Hispanic",2007,251.0,1.2,Data not available.
"Total - Female, White, non-Hispanic",Femxale,"Whtie, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Femable,"Whit, non-Hispanic",2009,254.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Feumale,"Whitex, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",eFmale,"Whitte, non-Hispanic",2011,254.0,1.0,Data not available.
"Total - Female, White, non-Hispanic",Feale,"White, non-iHspanic",2012,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Femael,"White, non-Hispanc",2013,252.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2000,206.0,5.1,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, no-nHispanic",2001,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femle,"Black, non-Hispanic",2003,217.0,1.8,Data not available.
"Total - Female, Black, non-Hispanic",Femlae,Black non-Hispanic,2004,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femael,"Blacyk, non-Hispanic",2005,219.0,1.3,Data not available.
"Total - Female, Black, non-Hispanic",Fmale,"Black,non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femlae,"Blaock, non-Hispanic",2007,225.0,1.9,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispaic",2008,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Fmale,"Black, non-Hispani c",2009,226.0,1.7,Data not available.
"Total - Female, Black, non-Hispanic",Feamle,"Black, on-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femael,"Blac, non-Hispanic",2011,229.0,1.5,Data not available.
"Total - Female, Black, non-Hispanic",Femlae,"Black, no-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femle,"Black,non-Hispanic",2013,229.0,1.4,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hisphanic,2001,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2002,229.0,0.7,Data not available.
"Total - Female, Hispanic",emale,Hipanic,2003,225.0,2.2,Data not available.
"Total - Female, Hispanic",Femuale,Hispanic,2004,229.0,0.7,Data not available.
"Total - Female, Hispanic",Femael,Hispaic,2005,225.0,1.6,Data not available.
"Total - Female, Hispanic",Femlae,Hispainc,2006,229.0,0.7,Data not available.
"Total - Female, Hispanic",Femael,ispanic,2007,227.0,2.4,Data not available.
"Total - Female, Hispanic",Femae,iHspanic,2008,229.0,0.7,Data not available.
"Total - Female, Hispanic",Feamle,Hisanic,2009,229.0,2.3,Data not available.
"Total - Female, Hispanic",Femae,iHspanic,2010,229.0,0.7,Data not available.
"Total - Female, Hispanic",Femlae,Hispanci,2011,233.0,2.2,Data not available.
"Total - Female, Hispanic",Femle,Hispanci,2012,229.0,0.7,Data not available.
"Total - Female, Hispanic",Feamle,Hispanci,2013,235.0,1.6,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asbian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femael,"Asian, non-Hspanic",2003,247.0,6.2,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asian, nn-Hispanic",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanic",2005,249.0,5.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femlae,"Asian,n on-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femlae,"Asian, on-Hispanic",2007,250.0,5.6,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femalwe,"Asian, no-Hispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
