ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
8343988.0,comment,8337269.0,8337269.0,2.0,0,ericbb,,,"Reading that article inspired me to write a little generic recursion library. The idea is that you&#x27;d write a &#x27;map&#x27; function for each recursive data structure and then generate recursive functions from non-recursive functions using &#x27;induction&#x27; and &#x27;coinduction&#x27;.<p><pre><code>    // induction : ((t (Fix t), Fix t -> r) -> t r, t r -> r) -> Fix t -> r\n    function induction(map, f) {\n        // g : Fix t -> r\n        function g(x) {\n            return f(map(x.unfold(), g));\n        };\n        return g;\n    };\n    \n    // coinduction : ((t s, s -> Fix t) -> t (Fix t), s -> t s) -> s -> Fix t\n    function coinduction(map, f) {\n        // g : s -> Fix t\n        function g(s) {\n            return {\n    \t        unfold: function() {\n    \t            return map(f(s), g);\n                }\n            };\n        };\n        return g;\n    };\n\n    // fold : t (Fix t) -> Fix t\n    function fold(w) {\n        return {\n            unfold: function() { return w; }\n        };\n    };</code></pre>",1411199710.0
8343987.0,comment,8343283.0,8343544.0,4.0,0,bdonlan,,,"IANAL either, but as I read it, if you sue facebook the patent license just goes away. It&#x27;s essentially the same at that point as if they hadn&#x27;t mentioned anything at all. So you&#x27;re either getting something (a conditional license for the patents) at no direct cost to you, or you&#x27;re getting nothing and losing nothing - how is that a raw deal?<p>These patent grants are commonly used by companies who gather patent portfolios as a means of patent mutually assured destruction. The goal is to ensure that they will never be sued for patent infringement by making sure they have a broad enough patent portfolio to always be able to countersue.<p>Now, if you want to use this and retain the ability to safely sue facebook, you could always negotiate a separate, irrevocable patent license. This is what you would need to do (that, or ignore any potential patents and hope you&#x27;re not sued) in the absence of such a grant in the first place.",1411199692.0
8343986.0,comment,8320968.0,8321785.0,1.0,0,kazagistar,,,How would (or how does) Nix deal with windows anyways? Are it&#x27;s abstractions portable enough?,1411199651.0
8343985.0,story,,,3.0,0,uladzislau,"iOS 8 Problems: Grimm Tale with Slow, Buggy, Laggy, Crashy, Drainy, Bloaty",http://www.computerworld.com/article/2686096/ios-8-problems-itbwcw.html,,1411199619.0
8343984.0,comment,8341218.0,8341615.0,1.0,0,joshuaellinger,,,"1. Big Build up in defense spending\n2. Very High Interest Rates (Volcker in 80-81).\n3. Collapse in Oil Prices<p>Yes, ending the cold war was great.  I even give Reagan some credit for it by pushing them over the edge.  Seems like we could have gotten the same outcome at a 1/10 the cost.",1411199611.0
8343983.0,story,,,1.0,0,NEILFLESCH,Referendum in Scotland – Where Is the Braveheart?,http://humanembodiment.com/2014/09/20/referendum-scotland-braveheart/,,
8343982.0,comment,8343469.0,8343958.0,3.0,0,saurik,,,"The title of your post is less catchy and less clear, which for good or for bad likely had an effect on the outcomes of these two submissions (and frankly I bet had much more to do with anything than the actual technical details: frankly, your assh looks much more powerful in valuable ways, and doesn&#x27;t seem overly complex to use either).",1411199597.0
8343981.0,comment,8341513.0,8342903.0,1.0,0,judk,,,<i>Decade</i>? Nintendo is over 30 years old.,1411199595.0
8343980.0,comment,8343469.0,8343959.0,2.0,0,jsmeaton,,,"Do you like configuring bash{rc,_profile} on all the machines you connect to? Or would you prefer that the remote server used your local configs?",1411199587.0
8343979.0,comment,8343469.0,8343959.0,2.0,0,riffraff,,,the .bashrc/.profile is synced automatically to each new box.,
8343977.0,comment,8343487.0,8343964.0,1.0,0,billyboar,,,"The only thing that worries me is getting a visa. I&#x27;m not sure my visa would come out in time. As for big names, investors, I guess, you won&#x27;t meet so many, but you will definitely meet some smart people.",1411199498.0
8343976.0,comment,8342959.0,8343893.0,6.0,0,ghshephard,,,"&quot;There&#x27;s agriculture competition for the river, not the reservoir. &quot;<p>Given that in this case, the &quot;River&quot; feeds into the &quot;Reservoir&quot; - the two water bodies can be viewed as the same entity for purposes of water sourcing.  Given that only 15% of the Tuolumne is needed for the Reservoir, and 50%+ is required for Agriculture, the major drain on the Tuolumne is not San Francisco residents, but Agriculture.  San Francisco may have rights to the Tuolumne, but I don&#x27;t know whether they are Sr. to the Central Valleys, or, what happens if San Francisco has to turn off the water downstream in order to keep Hetch Hetchy full.<p>But - I do see your point, it&#x27;s not the case that all water comes from the same place - there&#x27;s lots of reservoirs that can&#x27;t be used for Agriculture in the Central valley.  For example, Crystal Springs, a 70k cubic meter reservoir in San Mateo, is entirely for urban use.  There is no agriculture competition for it.  Every gallon we conserve there, is another gallon conserved for city use.<p>But - it&#x27;s important to realize, Cities and Agriculture are in competition for the Sierra Nevada water.  And every gallon that goes to the farms, is one less gallon that goes to the residents.  As the cities conserver more, and more, reducing showers to 5 minutes, and switching to Ultra-Low-Flush .5 gallon flow Toilets, that water is going to become more valuable to city residents, than it will be to agriculture.<p>I&#x27;m not suggesting we don&#x27;t cut back residential usage - I&#x27;m a huge fan of conservation (and an even bigger fan of efficiency) - but, I am saying that we could go to emergency rationing of 50 gallons/day (down from 329 gallons currently), and agriculture could still use up all the Sierra Nevada water.  The inverse isn&#x27;t true - if Agricultural use somehow cut its water use by the same percentage, it would be difficult for residential use to consume the existing supplies.",1411199472.0
8343975.0,comment,8320968.0,8322139.0,1.0,0,kazagistar,,,It seems you could look at unannotated code with a tool which gives you inferred annotations.,1411199435.0
8343974.0,story,,,1.0,0,daisyjerry,Web design company,https://www.acquia.com/blog/5-php-components-every-drupal-8-developer-should-know-part-1-composer,,1411199373.0
8343973.0,comment,8343884.0,8343884.0,3.0,0,keeperofdakeys,,,"Just as an aside, the &str is not stored as two pointers, but a pointer and a length.",1411199365.0
8343972.0,comment,8339693.0,8339693.0,1.0,0,jessaustin,,,"<i>&quot;When Atrato briefly returned as a provider at 06:49 UTC, VolumeDrive passed them nearly all the routes it learned from Cogent. Evidently Atrato did not have the circuit breaker on the quantity of routes it would accept from VolumeDrive (MAXPREF), because it in turn announced these routes to the rest of the world.&quot;</i><p>Presumably Atrato&#x27;s upstreams could also have been configured to disregard unreasonable announcements?",1411199358.0
8343971.0,comment,8320968.0,8323339.0,-1.2542396003202438,0,kazagistar,,,"Interesting, how do you get around it, when those packages are depended upon by user facing software?",1411199296.0
8343970.0,comment,8343469.0,8343469.0,2.0,0,userbinator,,,&quot;make your ssh sessions feel like 127.0.0.1&quot;,1411199281.0
8343969.0,story,,,1.0,0,dot,Honey Dance,http://www.newyorker.com/magazine/2014/07/28/honey-dance,,1411199243.0
8343968.0,comment,8320968.0,8321467.0,1.0,0,kazagistar,,,"Most of the unix package management systems are not really that good for development: they don&#x27;t support sandboxing, or non-root installation/execution, or don&#x27;t support the right kind of versioning, or don&#x27;t support multiple versions of a library, or some other issue.<p>The only existing system that I might trust enough for this kind of thing Nix, and at least for Haskell it is a pretty solid alternative to their language-standard package manager. Unfortunately, its popularity is way lower then stuff like apt or yum which are pretty shitty for development compared to something like pip or cabal.",1411199207.0
8343967.0,story,,,2.0,0,abyx,Ded nspteI,http://www.codelord.net/2014/09/20/it-depends/,,1411199180.0
8343966.0,comment,8341513.0,8342503.0,1.0,0,judk,,,You.. Don&#x27;t think mothers are programmers? Do you live in Alaska?,1411199153.0
8343965.0,comment,8342131.0,8343832.0,1.0,0,vegggdor,,,"> I never claimed forking is expensive. I said it&#x27;s expensive ...\nyeah, no that seems to be exactly what you are saying. just nitpickinkg.",1411199075.0
8343964.0,comment,8343487.0,8343487.0,2.0,0,gokulnaths,,,"I got accepted but I&#x27;ve to travel a long way -- from India, is it worth it? I do have plans to set up a bunch of meetings pre and post event, though. (oh and how difficult is it to get a meeting scheduled with big names? I know it&#x27;s a naive question but still...)",1411199030.0
8343963.0,comment,8343274.0,8343759.0,3.0,0,chenzhekl,,,What&#x27;s the font used?,1411198951.0
8343962.0,comment,8343469.0,8343937.0,1.0,0,mixmastamyk,,,"Interesting, I wonder if python fabric or its ssh libs could help.",1411198941.0
8343961.0,comment,8342755.0,8343603.0,1.0,0,anigbrowl,,,Bloat.,1411198902.0
8343960.0,comment,8341513.0,8343940.0,1.0,0,lotsofmangos,,,Cos you have the free will to do so might be as good a reason as any other.,1411198883.0
8343959.0,comment,8343469.0,8343469.0,1.0,0,spc476,,,How is this any different than .bashrc or .bash_profile?,1411198803.0
8343958.0,comment,8343469.0,8343469.0,12.0,0,DrewRWx,,,"Ouch, this is a better version of what I submitted a few days ago [1]. I guess that&#x27;s what I get for trying to emulate the unwieldiness of ssh_config.<p>[1] <a href=""https://news.ycombinator.com/item?id=8324538"" rel=""nofollow"">https://news.ycombinator.com/item?id=8324538</a>",1.2868920488349223e+308
21061.66023335825,story,,,2.0,0,fayimora,Student convinced family she was on trip around Asia,http://www.express.co.uk/news/world/509243/Student-convinced-family-trip-around-Asia-despite-never-leaving-bedroom,,1411198773.0
8343955.0,comment,8342231.0,8342231.0,13.0,0,fernly,,,"Just this past july we rode the Hurtigruten from Bergen to Trondheim. Although the upper decks of the MV Polarlys are like a modest and tasteful cruise ship, and the majority of passengers were there for the scenery and the day-trip excursions, they do still haul cargo and commuters. At every stop there are cars and cargo being put on and off the cargo deck. One surprise was when I got up at 4am to see the famous road bridge at Måløy, and walking through the Panorama deck found there were a dozen people sacked out sleeping on the couches. Apparently you can buy a no-stateroom ticket cheap, and people do.<p>Some pics if anyone cares: <a href=""http://cortesi.smugmug.com/Scandinavia-2014/Trip-Segments/Hurtigruten-Cruise-Norway"" rel=""nofollow"">http://cortesi.smugmug.com/Scandinavia-2014/Trip-Segments/Hu...</a>",1411198658.0
8343954.0,story,,,1.0,0,yiransheng,A working car has been 3D-printed out of carbon fiber plastic,http://www.washingtonpost.com/blogs/the-switch/wp/2014/09/19/so-this-exists-a-working-car-has-been-3d-printed-out-of-carbon-fiber-plastic/,,1411198647.0
8343953.0,comment,8342755.0,8343926.0,2.0,0,corysama,,,"You are getting downvotes, but energy efficient computation has been a large driver in the recent upsurge in interest in C++.",1411198602.0
8343952.0,comment,8341513.0,8343604.0,1.0,0,judk,,,"It is same in every medium of art, but video games are what the Interneterati talk about the most, since they are computer lovers.",1411198589.0
8343951.0,comment,8343166.0,8343166.0,3.0,0,Richardc10,,,"The fuel core for the SNAP-27 generator was stored on the _outside_ of the LM descent stage. It was installed into the generator by the astronauts on the lunar surface. I have chopped an image and some text from the Apollo 13 press kit.<p><a href=""https://www.dropbox.com/s/02px58fhbz0gigt/apollo13.pdf?dl=0"" rel=""nofollow"">https://www.dropbox.com/s/02px58fhbz0gigt/apollo13.pdf?dl=0</a><p>I doubt there would have been much thermal path from the fuel element back into the LM itself - indeed the mount would probably have been designed to minimise that flow since the problem is normally how to reject heat from a spacecraft, rather than absorb it. The story just seems a tag to discuss plutonium.",1411198545.0
8343950.0,comment,8343442.0,8343571.0,3.0,0,wiml,,,"I&#x27;m pretty sure I&#x27;ve seen that product already ... aha, yes, it&#x27;s being marketed to snowboarders: <a href=""http://www.reconinstruments.com/products/snow2/"" rel=""nofollow"">http://www.reconinstruments.com/products/snow2/</a>",1411198456.0
8343949.0,comment,8340988.0,8342746.0,1.0,0,vicaya,,,"The industry term is NVM, which refers to all classes of non-volatile memory, typically high density ones.<p>How do you like Crystal Ridge?",1411198413.0
8343948.0,comment,8341458.0,8342584.0,5.0,0,userbinator,,,"<i>I don&#x27;t care whether your developer time is costlier than compiler time, I need the software to work as fast as it can only constrained by the specifications of my machine.</i><p>I can&#x27;t agree more. Many programmers are traditionally taught that optimisation is some sort of &quot;last moment&quot; effort for when thing are seriously bloated and slow and that programmer time is more expensive than machine time, and it seems all this does is breed a lazy, selfish attitude; yes, it&#x27;s very likely not worth expending an hour or even 10 minutes to optimise a throwaway script that&#x27;s used by yourself and isn&#x27;t a bottleneck in your process, but when your software is used by hundreds, thousands, or even millions or more users worldwide, who are often <i>paying</i> users, it doesn&#x27;t seem nice at all to be making them all wait or be forced to buy newer hardware just so <i>you</i> can &quot;save&quot; a bit of work that you should be doing anyway.<p>It&#x27;s like <a href=""http://xkcd.com/1205/"" rel=""nofollow"">http://xkcd.com/1205/</a> , multiplied by the size of the userbase.",1411198253.0
8343947.0,story,,,11.0,4,angrygoat,"Show HN: Sedge, templating and sharing of SSH config",https://github.com/grahame/sedge,,1411198205.0
8343946.0,comment,8341842.0,8343861.0,4.0,0,jhchen,,,HTTP has standard error codes that tell you why a file didn&#x27;t download (ex. 404 means it doesn&#x27;t exist). File systems behave similarly (ex. ENOENT). None of this is language specific and therefore do not belong in Node.js documentation (except perhaps to say that these Node.js libraries also adhere to the same standards everyone else does but this is obvious the moment one of these error objects is printed or inspected).,1411198190.0
8343945.0,comment,8343487.0,8343630.0,1.0,0,shiv86,,,Thanks mate also booked a spot. Live in telegraph hill.,1411198181.0
8343944.0,comment,4.4648440889012283e+307,8343733.0,1.0,0,judk,,,"In almost every household, at least one parent works 40 hours/week. Is that person not parenting? Are you aware how many hours are in a week? That children go to school?",1411198173.0
8343943.0,comment,8340584.0,8343000.0,2.0,0,kazagistar,,,"Choice is not black and white. Bacteria have a low amount of choice. Most humans have a fairly high choice compared to most animals. Among humans, some have more choice then others. We can pretend that morals are special and different, but they too are the product of some chemical machinery.",1411198146.0
8343942.0,comment,8341017.0,8341975.0,1.0,0,skrebbel,,,Yes. I order pizza through them and give them money.,1411198097.0
8343941.0,comment,8341799.0,8343621.0,2.0,0,vegggdor,,,Had to read that twice to catch it,1411198055.0
8343940.0,comment,8341513.0,8343895.0,1.0,0,judk,,,"If you had free will, why would you worry about if you have it?",1411198026.0
8343939.0,comment,8342718.0,8343880.0,6.0,0,hawkice,,,"I think if you sit down with the code clojure uses to implement transducers and compare it directly against the haskell code and _don&#x27;t_ come to the conclusion that the clojure code is simpler, there might be some motivated cognition at work. I don&#x27;t think it&#x27;s trivial for someone with Haskell experience to even verify that code implements the same (or a similar) thing.<p>I also believe it lacks sufficient polymorphism, for instance surrounding the output of the step function, and lacks safety around (notably, but not exclusively) the application of the step function (i.e. to only the last value of the transducer, not just something of that type). So this would be squarely in the tries-to-be-simple category, despite it&#x27;s use of profunctors (don&#x27;t know why that was used here, it&#x27;s not a super-standard abstraction).<p>But this is all beside the larger point. Things generally working is learned through philosophical induction in the case of clojure -- just seeing something work a bunch of times and understanding the mechanisms in some level of detail. That&#x27;s not the same as having a machine-verified proof, but it&#x27;s also not the same as not knowing at all.",1411198016.0
8343938.0,story,,,1.0,0,sch0larite,A Designer's Guide to Acing Everything (in Life),http://sevenredlines.tumblr.com/post/97951124857/a-designers-guide-to-acing-everything,,1411197941.0
8343937.0,comment,8343469.0,8343918.0,2.0,0,Russell91,,,"yes, but using a separate scp command requires a second round trip and second password/key authentication, which would double the wait time of the already slow ssh login process.",1411197909.0
8343936.0,comment,8342755.0,8343921.0,1.0,0,rdtsc,,,Well modern aircraft are pretty efficient and probably not the top offender.<p>However he also mentions we probably can&#x27;t do a lot more with computer to reduce their power consumption.,1411197846.0
8343935.0,story,,,6.0,0,U006D,First PyCharm 4 Preview Build Now Available,http://blog.jetbrains.com/pycharm/2014/09/first-pycharm-4-preview-build-now-available/,,1411197845.0
8343934.0,comment,8343933.0,8343933.0,1.0,0,Joof,,,"This lady takes the bio-electric readings from plants and uses it to make incredible music. Don&#x27;t see much from the creator&#x27;s project / motherboard around here, but I&#x27;m a pretty big fan.",1411197757.0
8343933.0,story,,,2.0,1,Joof,Making Music with Plants (Motherboard),https://www.youtube.com/watch?v=wYU18eiiFt4&feature=youtu.be,,1411197751.0
8343932.0,comment,8341218.0,8341589.0,1.0,0,joshuaellinger,,,Reagan (really more Phil Graham) killed a lot of the depression era regulation that made financial markets safe and boring.  But the talent drain into Finance didn&#x27;t really pickup until much later.<p>Certainly a giant waste of smarts today.,1411197705.0
8343931.0,comment,8340584.0,8343801.0,1.0,0,kazagistar,,,"We have only been at it for so long, and barely gotten started in earnest. Plus... energy and additives are not &quot;external&quot; to the system: they are provided by a natural species in the system, us.<p>Yes, we do need to get to a point where we are not relying on expendable reserves to run the system. But it certainly is possible that we will engineer a better ecosystem (robot cultivators and solar panels included) that results in a more efficient net benefit for us.",1411197531.0
8343930.0,comment,8340731.0,8341293.0,1.0,0,michaelmior,,,I&#x27;ve found alt-tab does the trick for me in those cases.,1411197519.0
8343929.0,story,,,4.0,1,Red_Tarsius,Ideas about a New Programming Language for Games (ft. John Blow),https://www.youtube.com/watch?v=TH9VCN6UkyQ#t=12,,1411197514.0
8343927.0,comment,8329755.0,8338385.0,1.0,0,eru,,,"Thanks.  So it includes a markup from `wholesale&#x27; to `retail&#x27;, too.  By the way, I guess smoking is prohibited completely in prison?  Or are the rations just too small?",1411197435.0
8343926.0,comment,8342755.0,8343921.0,7.0,0,adamnemecek,,,"&quot;Save the environment, code in C.&quot;",1411197413.0
8343925.0,comment,8341799.0,8342761.0,2.0,0,brusch,,,"I have a friend with pretty big health problems (gout and other problems). \nI don&#x27;t know if it is because of gout or any other disease, but he says he shouldn&#x27;t drink acidic drinks. He cut Coca Cola and is drinking now Red Bull Cola.<p><a href=""http://en.wikipedia.org/wiki/Red_Bull_Cola"" rel=""nofollow"">http://en.wikipedia.org/wiki/Red_Bull_Cola</a><p>I don&#x27;t like Red Bull Cola and think it is a pretty poor substitute - but he enjoys it.",1411197363.0
8343924.0,comment,8343487.0,8343718.0,1.0,0,asadlionpk,,,same here. I am not a social guy.,1411197358.0
8343923.0,story,,,1.0,0,ximeng,Can Alibaba's kung fu culture floor its global rivals?,http://www.bbc.com/news/business-29011649,,1411197348.0
8343922.0,comment,8343849.0,8343849.0,3.0,0,Animats,,,"William Langewiesche on aviation is always worth reading.  For more background on the technology, read his &quot;Fly by Wire&quot;, which explains why the &quot;miracle on the Hudson&quot; water landing was mostly the work of the computers.<p>This article discusses the other side of cockpit automation, in the context of the Air France 447 crash. The key point here is, as &quot;Boeing’s Delmar Fadden explained, “We say, ‘Well, I’m going to cover the 98 percent of situations I can predict, and the pilots will have to cover the 2 percent I can’t predict.’ This poses a significant problem. I’m going to have them do something only 2 percent of the time. Look at the burden that places on them. First they have to recognize that it’s time to intervene, when 98 percent of the time they’re not intervening. Then they’re expected to handle the 2 percent we couldn’t predict.&quot;<p>This is a key problem in computing. Things are &quot;user friendly&quot;, and don&#x27;t require much understanding, until something goes wrong. Then they require vast amounts of understanding. This is OK (although tacky) for banal applications, but not OK for ones that can kill.<p>Automotive engineers sort of get this. Anti-skid braking systems, traction control, roll control, and air bags are all intended to work properly in emergencies with no user attention.  During normal driving, they do nothing. That&#x27;s as it should be.<p>&quot;Internet of things&quot; people do not get this at all.  They&#x27;re happy to hook a phone app to some actuator (probably via some &quot;cloud&quot;) and let the end user worry about problems.  This will be dangerous for &quot;things&quot; that have any real power.",1411197289.0
8343921.0,comment,8342755.0,8342755.0,1.0,0,p1mrx,,,"During the last minute of the talk, he says:<p>&quot;Computers are becoming a big environmental threat.  They&#x27;re using more energy than air traffic.&quot;<p>Is this actually true?  Sure, the average person spends a lot more time on a computer than in a plane, but still it seems crazy that they&#x27;d be comparable.  Or at least the comparison isn&#x27;t very relevant, because the Internet can significantly reduce people&#x27;s need to travel.",1411197258.0
8343920.0,comment,8329755.0,8338399.0,1.0,0,eru,,,"No, but I assume the combination is rare.",825895777.3144889
8343919.0,comment,8341513.0,8343678.0,4.0,0,mikeash,,,It&#x27;s bullshit. In what world does adding additional difficulty never induce failure?,1411197227.0
8343918.0,comment,8343469.0,8343911.0,1.0,0,beerbajay,,,Couldn&#x27;t the 1MB limit be bypassed by invoking scp to transfer the files?,1411197216.0
8343917.0,comment,8341273.0,8343025.0,3.0,0,bowlofpetunias,,,Nothing to do with being introverts.<p>The manipulative nature of artificial team building exercises is an insult to the intelligence of any smart person with an analytical mind.,1411197162.0
8343916.0,comment,8342817.0,8343054.0,1.0,0,iaw,,,That lambda value in the equation under Figure 2 is their &#x27;fudge factor&#x27;.  How do you quantify that value when we only have one complex system with multiple inputs to study?,1411197133.0
8343915.0,comment,8342817.0,8343881.0,4.0,0,Daishiman,,,"My point is that, precisely, such premise is full of crap; scientists are well aware of the limitations of that knowledge, but those limitations are bounded within limits which show a rather limited set of choices as far as valid courses of action to take. All of them indicate that we&#x27;re doing far too little as it is.",1411197075.0
8343914.0,sytor,,,1.0,0,bane,China unveils world's largest supercollider,http://www.aljazeera.com/indepth/features/2014/09/china-unveils-world-largest-supercollider-science-physi-2014919131524321817.html,,1411197072.0
8343913.0,comment,8341513.0,8343600.0,9.0,0,eru,,,"Done in good taste, we are OK with self promotion on HN.",1411197020.0
8343912.0,comment,8342131.0,8343446.0,1.0,0,eropple,,,I&#x27;ve spent a decent amount of time trying to make evented Apache work. It&#x27;s never been worth it when a better choice that <i>just does it</i> is right there for the taking.<p>(And god help you if you try to do it with Passenger.),1411196991.0
8343911.0,comment,8343469.0,8343828.0,6.0,0,Russell91,,,"np. The funny thing is that sshrc is just a bash script, so it really could have come about 10 years ago. All it took was a few weeks of unemployment and refusal to believe that it couldn&#x27;t be done. For those of you that opt out of reading the source but are curious as to how it works internally: the tool zips all your files, dumps them as hex code, and stuffs them into an argument string for the little known ssh -t option, which carries instructions to undo the whole process on the server side. As a side note, stuffing a linux filesystem into an argument string is the reason why your ~/.sshrc.d can be much bigger than a megabyte - bash doesn&#x27;t like processing commands that are that long.",1411196938.0
8343910.0,comment,8343874.0,8343874.0,1.0,0,creamyhorror,,,"What I find interesting in the comments section is the assertion by some of the pro-patent people that the reality of computer programming does not align with the Supreme Court&#x27;s decision. The crux of the issue seems to essentially be:<p>Lemley: <i>&quot;We shouldn&#x27;t allow patents on pure functionality; only on the means of achieving that functionality.&quot;</i> He also phrases this as <i>patenting the solution and not the problem</i>. <a href=""http://www.wired.com/2012/10/mark-lemley-functional-claiming/"" rel=""nofollow"">http://www.wired.com/2012/10/mark-lemley-functional-claiming...</a><p>Pro-patent people: <i>&quot;Specifying functionality is the way software is developed - just look at any software outsourcing site. And that specified functionality is what should be patentable.&quot;</i><p>I wonder what experienced software developers would say to this. At what point, if ever, should functionality (alone) be patentable? The Supreme Court seems to have gone with &quot;nope, it isn&#x27;t patentable without some new inventive step or hardware&quot;. But that means there&#x27;s no clear line.<p>======<p>A nice hypothetical, quoted from elsewhere, that cuts to the center of the issues:<p><i>Assume that a person has no knowledge of computers or programming at all, but they believe that certain functionality would be profitable, for example – a function that analyzes your food eating habits and work schedule and automatically orders and pays for delivery, so your favorite dish is waiting for you when you get home. Can this person receive a patent? And I want to be very clear here – This person knows nothing about computers, he only knows what function he wants to see them achieve. His specification will read with the same level of expertise as my exposition here does. Why or why not?</i><p>This is quite analogous to much of what&#x27;s been happening in the industry. Should it be patentable or not?",1411196923.0
8343909.0,comment,8343487.0,8343739.0,1.0,0,hkmurakami,,,Can you not use their email to you as the invitation letter for visa purposes? (Or does it need to properly address you by name and address?),1411196910.0
8343908.0,comment,8339263.0,8343493.0,1.0,0,dfc,,,He seems to reside in .au and has a decent command of English idioms.  Quotes like the following lead me to believe he is simply a little &quot;less than classy and virtuous.&quot;<p><pre><code>   Dont be  a depressed waste  of space like I  was...Id even\n   get on something like Tinder and start getting pussy again\n   just for your self esteem and self worth.</code></pre>,1411196895.0
8343907.0,comment,8342998.0,8343120.0,2.0,0,krainboltgreene,,,You can do both.,1411196728.0
8343906.0,comment,8341513.0,8343895.0,3.0,0,lutusp,,,"> Also, on the face of it, it would seem slightly odd for a completely clockwork universe to contain beings that worry about if they have free will.<p>Maybe, but to argue thew other side, we have a god-free universe filed with people who wonder if they&#x27;ve joined the one true church.",1411196634.0
8343905.0,story,,,3.0,0,cmikec,SpaceX Rocket Carrying Our 3D Printer Did Not Launch Today,https://medium.com/@mikechen/spacex-rocket-carrying-our-3d-printer-did-not-launch-today-2db2fd4b829a,,1411196632.0
8343904.0,comment,8342826.0,8343857.0,1.0,0,talex5,,,"The list of publicly-known packages can be found on the default mirror site: <a href=""http://roscidus.com/0mirror/"" rel=""nofollow"">http://roscidus.com/0mirror/</a><p>In general, though, if there&#x27;s some package you want and you look for it there you&#x27;re likely to be disappointed. 0install is probably more interesting to people wanting to publish software (and particularly, collections of related software).<p>Good use cases would be:<p>- Using it to build a package manager for a programming language (Rust would have been a good fit, I think, though like most languages they prefer to build their own language-specific system).<p>- Distributing applications for a desktop environment (the ROX desktop was the original motivation to create 0install).<p>- Managing plugins for a large application (Drupal, etc).<p>It might be best to think of it as a platform on which you can build a package manager or community.<p>Of course, people use it for individual applications too, but then you pay the cost of having to explain to your users what it is the first time. With a larger collection, the payoff is better.",1411196626.0
8343903.0,comment,8341513.0,8342503.0,2.0,0,eru,,,">> software developer is actually a pretty cushy gig<p>> it can be<p>If it&#x27;s not, you are either doing something wrong in the current climate, or you are more ambitious by choice.  Pulling six figure salaries is laughably easy, if you are willing to move.",1411196583.0
8343902.0,comment,8343487.0,8343698.0,1.0,0,cperciva,,,"No, it means I thought that repurposing Twitter&#x27;s search capability was a cute hack.<p>... but yes, I do plan on attending.",1411196564.0
8343901.0,comment,8337828.0,8343675.0,1.0,0,mafribe,,,"Truth be told, I was hoping for a more substantial answer, something that I could look at that unequivocally shows her &quot;brilliance&quot;. The public statements of her&#x27;s that I&#x27;m familiar with are pretty hum-drum.",1411196560.0
