OBJECTID,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,MATERIAL,MODEL_TYPE,ASSET_HEIGHT,ASBLT,INSTALL_DATE,COMMENTS,CATEGORY,STYLE,CURRENT_STATUS,CURRENT_STATUS_DATE,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,OWNERSHIP_DATE,ADDDTTM,MODDTTM,MAINTAINED_BY,LAST_ASSET_VERIFICATION_DATE,MAINTENANCE_FINANCIAL_RESP,MAINTENANCE_AGREEMENT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,LOG_COMMENT_1,LOG_COMMENT_2,LOG_COMMENT_3,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,ATTACHMENT_10,NUM_ATTACHMENTS,DATE_MVW_LAST_UPDATED,SHAPE_Length,SHAPE_Area
1070,764671,16,603103,RRX-101263T,RRX,BURKE GILMAN TRL BETWEEN 11TH AVE NW AND 8TH AVE NW CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"NW 45th @ 9th Ave NW; Milepost designation in ERROR. 1 track ACAC FAIR. Xing turns to industry track running down centerline of NW 45th St. Multiple potholes along length of track in NW 45th St. Stop sign at NB and SB; no other vehicular safety signage or striping at xing, either direction. 
Access to Fred Meyer and 45th/9th. Track runs in the middle of 45th St. B-G Trail runs parallel to track. Both streets are busy and no indications of train activity.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/07/11 00:00:00+00,FAIR,2019/07/11 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BurkeGilmanTrail_ImplementAgment_19910923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_Ltr_BDTL_XingRepairNotice_NW45th_11th_14th_20100610.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_101263T_Photos_9thAve_20150712.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101263T_InspectRecord_20190711.pdf,10,2023/09/26 19:13:07+00,123.828437376091,-894.079033300352
1071,764769,16,21157,RRX-809642D,RRX,S RIVER ST BETWEEN 3RD AVE S AND 4TH AVE S CROSSING 2 TRACKS,RRX-AC/PC,RRX-INDY,0,,,"PRIVATE, Seattle Distribution; Coordinates updated 8/8/19. Fallen pole with ENS, W10-1  private, bent reflective tape (where I got xing # from). 2 indy tracks - South (main) track is AC/PC GOOD. North track AC/AC GOOD, ends abruptly north of xing. No active signage for traffic - W10-1 sign is fallen. PRIVATE",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/07 00:00:00+00,GOOD,2019/08/07 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809642D_InspectRecord_20190807.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,,6,2023/09/26 19:13:07+00,204.862426199233,-2334.63412047688
1072,764770,16,8766,RRX-399752D,RRX,ALASKAN WY VI NB BETWEEN EAST MARGINAL WAY S AND ALASKAN WY VI NB ON RP CROSSING 1 TRACKS,RRX-AC/PC,RRX-YARD,0,,,"Public Alley; Under HWY 99. 1 yard track ACPC GOOD - no visible damage, clean surface. Xbucks with tape, ENS signs for EB/WB traffic (2 total for each). Not busy.  Included in the UTC inventory (UTC says there's 2 yield signs, but none found during inspection).",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/01 00:00:00+00,GOOD,2019/08/01 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\MAP_UPRR_HistoricalOrdinanceEMW_1913.pdf,,,,,6,2023/09/26 19:13:07+00,89.5638989648874,-530.894608026087
1073,764771,16,13725,RRX-399753K,RRX,ALASKAN WY VI NB ON RP BETWEEN SPOKANE ST - ALASKAN RP AND ALASKAN WY VI NB CROSSING 2 TRACKS,RRX-AC/AC,RRX-YARD,0,,,"S Spokane St,  EB; Out of Service BNSF track also @ this crossing (per FRA Inventory); Spokane St & HWY 99. 2 yard tracks ACAC POOR - eroded pavement, trash everywhere, overgrown weeds, doesn't look maintained at all. Passive. Xbuck (no tape) facing drivers exiting WS Bridge (EB), 100 ft west of xing. White stop sign (presumably out of service) south of xing, faces SB traffic.  Included in the UTC inventory",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/07/24 00:00:00+00,POOR,2019/07/24 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\399753K_InspPhotos_20150713.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\MAP_UPRR_HistoricalOrdinanceEMW_1913.pdf,,,,7,2023/09/26 19:13:07+00,80.6769247964648,428.792300738654
1074,764697,16,12830,RRX-101229L,RRX,SHILSHOLE AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"PRIVATE, Salmon Bay W; Milepost designation is in ERROR. Should be PUBLIC. No signage. 2 tracks ACAC POOR - covered up by dirt, tracks look abandoned and not maintained. Xing serves the same business as 101230F (Salmon Bay Sand & Gravel Co)",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/09/19 00:00:00+00,POOR,2019/09/19 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BurkeGilmanTrail_ImplementAgment_19910923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Shilshole_Ave.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101229L_InspectRecord_20190919.pdf,,9,2023/09/26 19:13:07+00,102.55749241711,-782.845464074489
1075,764698,16,12830,RRX-101230F,RRX,SHILSHOLE AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"PRIVATE, Salmon Bay E; Milepost designation is in ERROR. Xing serves the same business as 101229L (Salmon Bay Sand & Gravel Co). 2 tracks AC/AC POOR - gravel completely covers tracks. PRIVATE",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/09/19 00:00:00+00,POOR,2019/09/19 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BurkeGilmanTrail_ImplementAgment_19910923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Shilshole_Ave.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101230F_InspectRecord_20190919.pdf,,9,2023/09/26 19:13:07+00,125.811272602519,-1136.98202432841
1076,764598,16,23274,RRX-085420P,RRX,W EMERSON PL BETWEEN 23RD AVE W AND GILMAN AVE W CROSSING 1 TRACKS,RRX-BRIDGE,RRX-YARD,0,,,"W. Emerson St Bridge; over north end of BNSF Interbay-Balmer Yard; Likely City of Seattle ownership",RRX-UNDER,RRX-NONE,INSVC,2019/08/19 00:00:00+00,GOOD,2019/08/19 00:00:00+00,MULTIPLE,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT7, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Interbay.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_BNSF_Executred_C&M_23rdAveOC_Gilman_19851010.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Emerson_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085420P_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Thurman_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085420P_InspPhotos_20150714.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,14,2023/09/26 19:13:07+00,279.09121602722,-4910.20583252444
1077,764599,16,23315,RRX-085423K,RRX,W FORT ST BETWEEN 27TH AVE W AND GILMAN AVE W CROSSING 2 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"Government Wy/Fort St Bridge; Likely City of Seattle ownership",RRX-UNDER,RRX-NONE,INSVC,2019/08/19 00:00:00+00,GOOD,2019/08/19 00:00:00+00,MULTIPLE,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT7, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Interbay.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085423K_InspPhotos_20150714.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Government_Wy.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_BNSF_FortStBridge_Ltrs_1981-1982.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_BNSF_Executed_C&M_FortStBridge_19840217.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085423K_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Fort_St..pdf,14,2023/09/26 19:13:07+00,104.172695569106,-653.229464721191
1078,764613,16,23532,RRX-096192K,RRX,WEST MARGINAL WAY SW BETWEEN SW ANDOVER ST AND SW DAKOTA ST CROSSING 1 TRACKS,RRX-AC/AC,RRX-YARD,0,,,"PRIVATE along WMW; Two ENS signs -  Blue ENS sign says 096192K, B&W ENS sign says 096193S. 1 yard track AC/AC FAIR - mud and dirt gathering, chipped asphalt. WB traffic has stop, W10-1 old fashioned. EB traffic has 2 ENS signs. PRIVATE.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/02 00:00:00+00,FAIR,2019/08/02 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT1, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-096192K_InspectRecord_20190802.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,,,,5,2023/09/26 19:13:07+00,101.443727016561,-590.704622923634
1079,764753,16,14402,RRX-809576T,RRX,EAST MARGINAL WAY S BETWEEN S MEAD ST AND S FIDALGO ST CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"Ardagh Glass employee and visitor parking lot. 3 Private Xing sign, 2 ENS, 2 stop signs. 1 indy track AC/AC POOR - pavement erosion. PRIVATE",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/05 00:00:00+00,POOR,2019/08/05 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809576T_InspectRecord_20190805.pdf,,,,,6,2023/09/26 19:13:07+00,90.7519217099743,-518.563894123913
1080,764754,16,19980,RRX-809577A,RRX,S FIDALGO ST BETWEEN DEAD END 2 AND EAST MARGINAL WAY S CROSSING 1 TRACKS,RRX-AC/PC,RRX-INDY,0,,,1 indy track AC/PC GOOD. Xbuck with tape for WB traffic. 2 ENS signs for EB traffic,RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/05 00:00:00+00,GOOD,2019/08/05 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809577A_InspPhotos_20150716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809577A_InspectRecord_20190805.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,7,2023/09/26 19:13:07+00,103.359990127646,-601.547650989151
1081,764755,16,14403,RRX-809578G,RRX,EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S CROSSING 2 TRACKS,RRX-AC/PC,RRX-INDY,0,,,"PRIVATE, CertainTeed truck and employee facility entrance. 2 indy tracks AC/PC FAIR - dusty; lines are intact. Runs along west sidewalk of E Marginal Way. 2 ENS signs, 2 W10-1 private signs, 2 stop signs, 1 No U-turn sign (private property). PRIVATE.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/11/11 00:00:00+00,FAIR,2019/11/11 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809578G_InspectRecord_20191111.pdf,,,,,6,2023/09/26 19:13:07+00,148.548522008344,-937.600373819982
1082,764847,16,11530,RRX-LRT0027,RRX,M L KING JR WR WAY S BETWEEN S BRADFORD ST AND S ANDOVER ST CROSSING 2 TRACKS,RRX-PC/PC,RRX-TRNST,0,,,"S Andover St; Skewed pedestrian ONLY xing. EB/WB and NB/SB has 1 ped xing each. East side of MLK is continuous sidewalk. Flashing W10-7 (LRT approaching) facing EB, WB. Small barriers between train platform and vehicle road. Crosswalk has numerous potholes.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/12/10 00:00:00+00,FAIR,2019/12/10 00:00:00+00,TRANSIT,,2020/05/05 00:00:00+00,,TRANSIT,,TRANSIT,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-LRT0027_InspectRecord_20191210.pdf,,,,,,,,,,1,2023/09/26 19:13:07+00,219.372181636224,-2618.81000569971
1083,764848,16,11526,RRX-LRT0028,RRX,M L KING JR WR WAY S BETWEEN S HINDS ST AND S DELLA ST CROSSING 2 TRACKS,RRX-PC/PC,RRX-TRNST,0,,,"S Walden St; Small island in middle of MLK with 3ft barriers. Train goes from at-grade to elevated north of xing. Noise, flashing lights indicate train coming in all directions. Normal MLK signage. Not much separation of train and road. Flashing W10-7 (LRT approaching) for all directions of traffic. Small R15-6  sign (No Vehicles on Tracks) for SB traffic. R4-7 sign (keep right) south of xing for SB drivers.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/12/10 00:00:00+00,FAIR,2019/12/10 00:00:00+00,TRANSIT,,2020/05/05 00:00:00+00,,TRANSIT,,TRANSIT,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-LRT0028_InspectRecord_20191210.pdf,,,,,,,,,,1,2023/09/26 19:13:07+00,218.30367333484,-1477.95181263619
1084,764849,16,11522,RRX-LRT0029,RRX,M L KING JR WR WAY S BETWEEN S HANFORD N ST AND S HANFORD S ST CROSSING 2 TRACKS,RRX-BRIDGE,RRX-TRNST,0,,,"S Hanford St; Grade separated L-turn/WB onto S Hanford SSt.",RRX-OVER,RRX-NONE,INSVC,, ,,TRANSIT,,2020/05/05 00:00:00+00,,TRANSIT,,TRANSIT,,DISTRICT2, ,N,,,,,,,,,,,,,,,0,2023/09/26 19:13:07+00,245.667988561294,-3786.02555740896
1085,764850,16,21574,RRX-LRT0030,RRX,S WINTHROP ST BETWEEN 27TH AVE S AND M L KING JR WAY S CROSSING 2 TRACKS,RRX-BRIDGE,RRX-TRNST,0,,,"S Winthrop St; Mount Baker Station is immediately NORTH. Stop sign for EB drivers turning onto MLK. Crosswalk parallel to Rainier.",RRX-OVER,RRX-NONE,INSVC,2019/11/21 00:00:00+00,GOOD,2019/11/21 00:00:00+00,TRANSIT,,2020/05/05 00:00:00+00,,TRANSIT,,TRANSIT,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-LRT0030_Insp_Photos_20191211.pdf,,,,,,,,,,1,2023/09/26 19:13:07+00,199.270290323301,-2587.06365946303
1086,764851,16,4063,RRX-LRT0031,RRX,27TH AVE S BETWEEN S FOREST ST AND DEAD END 3 CROSSING 2 TRACKS,RRX-BRIDGE,RRX-TRNST,0,,,"27th Ave S; Mount Baker Station is immediately SOUTH; Adjacent to S Forest St OC. Train runs about 12 ft above road. No crosswalks. Stop sign for NB drivers on 27th Ave turning onto Forest St. Parking lot immediately north of xing. Street parking also available. No pavement markings (lane dividers, turn arrows, etc).",RRX-OVER,RRX-NONE,INSVC,2019/11/21 00:00:00+00,FAIR,2019/11/21 00:00:00+00,TRANSIT,,2020/05/05 00:00:00+00,,TRANSIT,,TRANSIT,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-LRT0031_Insp_Photos_20191211.pdf,,,,,,,,,,1,2023/09/26 19:13:07+00,231.344588279674,-2772.51847865172
1087,764699,16,12830,RRX-101231M,RRX,SHILSHOLE AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"PRIVATE, Standard Oil W; Milepost designation in ERROR. There are two xings servicing same property. 2 tracks ACAC POOR - tracks completely covered by dirt. PRIVATE",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/09/19 00:00:00+00,POOR,2019/09/19 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BurkeGilmanTrail_ImplementAgment_19910923.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Shilshole_Ave.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101231M_InspectRecord_20190919.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,,9,2023/09/26 19:13:07+00,94.1025654125901,-649.289934028114
