NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
25021,0192,87,"SAGENT PHARMACEUTICALS, INC.",Active,CIPROFLOXACIN/DEXTROSE 5% 2MG/ML 24x200ML,1,78252,N,1,N,3/18/2008,5/2/2023,ML,200,AP,Y,,5/2/2023,,,6/27/2023
27241,0256,11,AJANTA PHARMA LIMITED,Active,Pantoprazole Sodium for DR Oral Suspension 40mg 1CT,1,217416,N,1,N,2/9/2023,5/4/2023,EA,1,AB,N,,5/4/2023,,,6/29/2023
27241,0256,38,AJANTA PHARMA LIMITED,Active,Pantoprazole Sodium for DR Oral Suspension 40mg 30CT,1,217416,N,1,N,2/9/2023,5/4/2023,EA,30,AB,N,,5/4/2023,,,6/29/2023
39822,3030,01,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Inhalation Solution,1,206983,N,1,N,1/20/2023,6/30/2023,EA,1,AN,Y,,6/30/2023,,,6/29/2023
39822,3030,02,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Inhalation Solution,1,206983,N,1,N,1/20/2023,6/30/2023,EA,1,AN,Y,,6/30/2023,,,6/29/2023
39822,3050,01,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Injection,1,206982,N,1,N,3/17/2022,6/30/2023,EA,1,AP,Y,,6/30/2023,,,6/29/2023
39822,3050,02,"XGEN PHARMACEUTICALS DJB, INC.",Active,Pentamidine Isethionate for Injection,1,206982,N,1,N,3/17/2022,6/30/2023,EA,10,AP,Y,,6/30/2023,,,6/29/2023
43547,0530,10,"SOLCO HEALTHCARE USA, LLC",Active,Rocuronium Bromide Inj 50mg/5ml 10Vial,1,212668,N,1,N,5/26/2022,5/2/2023,ML,50,AP,Y,,5/2/2023,,,6/29/2023
43547,0531,10,"SOLCO HEALTHCARE USA, LLC",Active,Rocuronium Bromide Inj 100mg/10ml 10Vial,1,212668,N,1,N,5/26/2022,5/2/2023,ML,100,AP,Y,,5/2/2023,,,6/29/2023
43598,0830,90,"DR. REDDY'S LABORATORIES, INC.",Active,AtorvastatnCalTabUSP10mg(Cryst)90sHDPEUS,1,214659,N,1,N,7/17/2012,7/17/2012,TAB,1,AB,N,11/11/2022,11/11/2022,,,6/28/2023
46122,0729,96,AMERISOURCE BERGEN,Active,GNP NAUSEA RELIEF CHERRY 4OZ LIQUID,12,,N,2,N,10/14/2022,5/1/2023,ML,118,NR,N,,5/1/2023,,,6/29/2023
46122,0740,38,AMERISOURCE BERGEN,Active,GNP MAGNESIUM CITRATE SOL LEMON 12X10OZ,9,PART334,N,2,N,1/31/2023,5/24/2023,ML,1296,NR,N,,5/24/2023,,,6/29/2023
46122,0741,38,AMERISOURCE BERGEN,Active,GNP MAGNESIUM CITRATE CHRY LIQ 12X10OZ,9,PART334,N,2,N,1/3/2023,5/24/2023,ML,296,NR,N,,5/24/2023,,,6/29/2023
49884,0147,11,PAR PHARMACEUTICAL,Active,Dexlansoprazole DR Caps 30mg 30s,1,202294,N,1,N,6/16/2022,6/9/2023,CAP,1,AB,N,,6/9/2023,,,6/26/2023
49884,0151,24,PAR PHARMACEUTICAL,Active,"Bismuth Subcitrate Potassium, Metronidazole, and Tetracycline H",1,205770,N,1,N,3/6/2023,3/9/2023,CAP,3,AB,N,,3/9/2023,,,6/26/2023
49884,0151,54,PAR PHARMACEUTICAL,Active,"Bismuth Subcitrate Potassium, Metronidazole, and Tetracycline H",1,205770,N,1,N,3/6/2023,3/9/2023,CAP,3,AB,N,,3/9/2023,,,6/26/2023
50268,0405,11,AVPAK,Active,HYDROCORTISONE TAB 5MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1,AB,N,,5/2/2023,,,6/30/2023
50268,0405,15,AVPAK,Active,HYDROCORTISONE TAB 5MG,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50,AB,N,,5/2/2023,,,6/30/2023
50268,0406,11,AVPAK,Active,HYDROCORTISONE TAB 10MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1,AB,N,,5/2/2023,,,6/30/2023
50268,0406,15,AVPAK,Active,HYDROCORTISONE TAB 10MG,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50,AB,N,,5/2/2023,,,6/30/2023
50268,0407,11,AVPAK,Active,HYDROCORTISONE TAB 20MG unit pack,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,1,AB,N,,5/2/2023,,,6/30/2023
50268,0407,15,AVPAK,Active,HYDROCORTISONE TAB 20MG ,1,40646,N,1,N,3/30/2007,5/2/2023,TAB,50,AB,N,,5/2/2023,,,6/30/2023
50268,0656,11,AVPAK,Active,OMEPRAZOLE DR CAP 20MG unit pack,1,75576,N,1,N,10/22/2007,5/24/2023,CAP,1,AB,N,,5/24/2023,,,6/30/2023
50268,0656,15,AVPAK,Active,OMEPRAZOLE DR CAP 20MG,1,75576,N,1,N,10/22/2007,5/24/2023,CAP,50,AB,N,,5/24/2023,,,6/30/2023
50268,0657,11,AVPAK,Active,OMEPRAZOLE DR CAP 40MG unit pack,1,78490,N,1,N,3/16/2009,5/22/2023,CAP,1,AB,N,,5/22/2023,,,6/30/2023
50268,0657,15,AVPAK,Active,OMEPRAZOLE DR CAP 40MG ,1,78490,N,1,N,3/16/2009,5/22/2023,CAP,50,AB,N,,5/22/2023,,,6/30/2023
51991,0379,06,"BRECKENRIDGE PHARMACEUTICAL, INC.",Active,Everolimus Tablets 0.25mg,1,205432,N,1,N,5/20/2021,8/19/2021,TAB,60,AB,N,,8/19/2021,,,6/26/2023
51991,0380,06,"BRECKENRIDGE PHARMACEUTICAL, INC.",Active,Everolimus Tablets 0.5mg,1,205432,N,1,N,5/20/2021,8/19/2021,TAB,60,AB,N,,8/19/2021,,,6/26/2023
52427,0775,30,"ALMATICA  PHARMA, LLC.",Active,"Zolpidem Capsules, 7.5mg",3,215721,I,1,N,4/13/2023,5/25/2023,EA,30,NR,N,,5/25/2023,,,6/28/2023
52817,0117,10,"TRUPHARMA, LLC",Active,PRIMIDONE 125 MG 100 TABLETS,1,214896,N,1,N,12/28/2022,2/15/2023,TAB,1,AB,N,5/9/2023,5/9/2023,,,6/29/2023
52817,0390,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 10MG/100MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1,AB,N,,5/3/2023,,,6/29/2023
52817,0391,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 25MG/100MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1,AB,N,,5/3/2023,,,6/29/2023
52817,0392,10,"TRUPHARMA, LLC",Active,CARBIDOPA AND LEVODOPA 25MG/250MG 100 TABLETS,1,216505,N,1,N,9/21/2022,5/3/2023,TAB,1,AB,N,,5/3/2023,,,6/29/2023
60687,0249,86,AMERICAN HEALTH PACKAGING,Active,LEVETIRACETAM SOL 500MG/5ML 5ML,1,203052,N,1,N,1/15/2019,3/13/2019,ML,150,AA,N,,3/13/2019,,,6/28/2023
60687,0283,11,AMERICAN HEALTH PACKAGING,Active,Cefuroxime Axetil Tablet,1,65496,N,1,N,3/10/2023,6/26/2023,TAB,1,AB,N,,6/26/2023,,,6/28/2023
60687,0283,94,AMERICAN HEALTH PACKAGING,Active,Cefuroxime Axetil Tablet,1,65496,N,1,N,3/10/2023,6/26/2023,TAB,20,AB,N,,6/26/2023,,,6/28/2023
60687,0699,11,AMERICAN HEALTH PACKAGING,Active,Cefdinir Capsule,1,210220,N,1,N,4/1/2023,6/26/2023,CAP,1,AB,N,,6/26/2023,,,6/28/2023
60687,0699,21,AMERICAN HEALTH PACKAGING,Active,Cefdinir Capsule,1,210220,N,1,N,4/1/2023,6/26/2023,CAP,30,AB,N,,6/26/2023,,,6/28/2023
60687,0780,11,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,5/23/2023,6/20/2023,TAB,1,AB,N,,6/20/2023,,,6/28/2023
60687,0780,21,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,5/23/2023,6/20/2023,TAB,30,AB,N,,6/20/2023,,,6/28/2023
62135,0321,90,CHARTWELL RX LLC,Active,"Methyldopa Tablets, USP 250mg x 90 count.",3,18934,I,1,N,9/30/1990,5/25/2023,TAB,90,AB,N,,5/25/2023,,,6/30/2023
62135,0322,90,CHARTWELL RX LLC,Active,"Methyldopa Tablets, USP 500mg x 90 count.",3,18934,I,1,N,9/30/1990,5/25/2023,TAB,90,AB,N,,5/25/2023,,,6/30/2023
62135,0444,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 50mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90,AB,N,,5/30/2023,,,6/30/2023
62135,0445,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 75mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90,AB,N,,5/30/2023,,,6/30/2023
62135,0446,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 100mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90,AB,N,,5/30/2023,,,6/30/2023
62135,0447,90,CHARTWELL RX LLC,Active,Pregabalin Capsules (CV) 150mg x 90 count.,1,212865,N,1,N,3/20/2020,5/30/2023,CAP,90,AB,N,,5/30/2023,,,6/30/2023
62135,0477,60,CHARTWELL RX LLC,Active,"Danazol Capsules, USP 200mg x 60 count.",1,77246,N,1,N,4/19/2007,5/4/2023,CAP,60,AB,N,,5/4/2023,,,6/30/2023
62135,0509,90,CHARTWELL RX LLC,Active,Oxybutynin Chloride Extended-Release Tablets USP 15mg x 90 coun,1,78503,N,1,N,2/4/2009,5/4/2023,TAB,90,AB,N,,5/4/2023,,,6/30/2023
62135,0524,90,CHARTWELL RX LLC,Active,"Terbutaline Sulfate Tablets, USP 2.5mg x 90 count.",1,77152,N,1,N,3/25/2005,5/4/2023,TAB,90,AB,N,,5/4/2023,,,6/30/2023
62135,0525,90,CHARTWELL RX LLC,Active,"Terbutaline Sulfate Tablets, USP 5mg x 90 count.",1,77152,N,1,N,3/25/2005,5/4/2023,TAB,90,AB,N,,5/4/2023,,,6/30/2023
62135,0530,30,CHARTWELL RX LLC,Active,"Omeprazole Delayed-Release Capsules, USP 10mg x 30 count.",1,75410,N,1,N,11/1/2002,5/8/2023,CAP,30,AB,N,,5/8/2023,,,6/30/2023
62135,0531,30,CHARTWELL RX LLC,Active,Venlafaxine Hydrochloride Extended-Release Tablets 225mg x 30 c,1,209193,N,1,N,10/31/2019,5/4/2023,TAB,30,AB,N,,5/4/2023,,,6/30/2023
62135,0532,30,CHARTWELL RX LLC,Active,Verapamil Hydrochloride Extended-release Capsules (PM) 100mg x ,3,20943,I,1,N,9/30/1990,5/8/2023,CAP,30,AB,N,,5/8/2023,,,6/30/2023
62135,0551,60,CHARTWELL RX LLC,Active,"Hydrocortisone Tablets, USP 5mg x 60 count.",1,207029,N,1,N,4/27/2017,5/4/2023,TAB,60,AB,N,,5/4/2023,,,6/30/2023
62135,0552,90,CHARTWELL RX LLC,Active,"Hydrocortisone Tablets, USP 10mg x 90 count.",1,207029,N,1,N,4/27/2017,5/4/2023,TAB,90,AB,N,,5/4/2023,,,6/30/2023
62135,0574,12,CHARTWELL RX LLC,Active,"HydrOXYzine Hydrochloride Tablets, USP 25mg x 120 count.",1,204279,N,1,N,8/20/2014,5/30/2023,TAB,120,AB,N,,5/30/2023,,,6/30/2023
62135,0575,12,CHARTWELL RX LLC,Active,"HydrOXYzine Hydrochloride Tablets, USP 50mg x 120 count.",1,204279,N,1,N,8/20/2014,5/30/2023,TAB,120,AB,N,,5/30/2023,,,6/30/2023
62332,0565,30,ALEMBIC PHARMACEUTICALS INC.,Active,Erlotinib Tablet 25mg,1,214719,N,1,N,7/8/2021,6/28/2023,TAB,30,AB,N,,6/28/2023,,,6/29/2023
62332,0566,30,ALEMBIC PHARMACEUTICALS INC.,Active,Erlotinib Tablet 100mg,1,214719,N,1,N,7/8/2021,6/28/2023,TAB,30,AB,N,,6/28/2023,,,6/29/2023
62332,0567,30,ALEMBIC PHARMACEUTICALS INC.,Active,Erlotinib Tablet 125mg,1,214719,N,1,N,7/8/2021,6/28/2023,TAB,30,AB,N,,6/28/2023,,,6/29/2023
63323,0464,09,"FRESENIUS KABI USA, LLC",Active,Sensorcaine (Bupivacaine HCl) Inj 75mg 30mL MPF SDV PRX,1,18304,N,1,N,9/30/1990,9/30/1990,ML,30,AP,Y,8/27/2009,8/27/2009,,,6/27/2023
63323,0464,39,"FRESENIUS KABI USA, LLC",Active,Sensorcaine (Bupivacaine HCl) Inj 75mg 30mL MPF SDV PRX,1,18304,N,1,N,9/30/1990,9/30/1990,ML,30,AP,Y,8/27/2009,8/27/2009,,,6/27/2023
63868,0347,23,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,Natural Fiber Powder Original 48 Dose (QC94675),9,PART334,N,2,N,1/2/2019,4/17/2019,GM,368,BE,N,,4/17/2019,5/23/2019,,6/29/2023
63868,0882,02,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,QC Hand Sanitizer Original 70% (QC99841),9,PART348,N,2,N,6/10/2021,10/5/2021,ML,59,AT,N,,10/5/2021,,,6/27/2023
64253,0400,30,"MEDEFIL, INC.",Terminated,"Atropine Sulfate Injection, USP",1,214970,N,1,N,11/4/2022,5/11/2023,ML,1,AP,Y,,5/11/2023,,,6/30/2023
64253,0400,91,"MEDEFIL, INC.",Terminated,"Atropine Sulfate Injection, USP",1,214970,N,1,N,11/4/2022,5/11/2023,ML,10,AP,Y,,5/11/2023,,,6/30/2023
64850,0440,01,"Elite Laboratories, Inc.",Active,PHENDIMETRAZINE TARTRATE TAB 35MG,1,40762,N,1,N,1/28/2008,1/28/2008,TAB,1,AA,N,5/5/2023,5/5/2023,,,6/30/2023
64850,0440,10,"Elite Laboratories, Inc.",Active,PHENDIMETRAZINE TARTRATE TAB 35MG,1,40762,N,1,N,1/28/2008,1/28/2008,TAB,1,AA,N,5/5/2023,5/5/2023,,,6/30/2023
64850,0810,01,"Elite Laboratories, Inc.",Active,PHENTERMINE HCL TAB 37.5MG,1,40190,N,1,N,5/30/1997,10/1/1999,TAB,1,AA,N,5/16/2023,5/16/2023,,,6/30/2023
64850,0810,10,"Elite Laboratories, Inc.",Active,Phentermine Hydrochloride,1,40190,N,1,N,5/30/1997,10/1/1999,TAB,1,AA,N,5/16/2023,5/16/2023,,,6/30/2023
64850,0840,01,"Elite Laboratories, Inc.",Active,DANTROLENE SODIUM CAP 25MG,1,76686,N,1,N,10/24/2005,10/26/2005,TAB,1,AB,N,5/5/2023,5/5/2023,,,6/30/2023
64850,0841,01,"Elite Laboratories, Inc.",Active,DANTROLENE SODIUM CAP 50MG,1,76686,N,1,N,10/24/2005,10/26/2005,CAP,1,AB,N,5/17/2023,5/17/2023,,,6/30/2023
64850,0842,01,"Elite Laboratories, Inc.",Active,Dantrolene Sodium,1,76686,N,1,N,10/24/2005,10/26/2005,CAP,1,AB,N,6/30/2023,6/30/2023,,,6/30/2023
64850,0890,01,"Elite Laboratories, Inc.",Active,LOXAPINE SUCCINATE CAP 5MG,1,76868,N,1,N,8/4/2005,9/1/2006,CAP,1,AB,N,5/17/2023,5/17/2023,,,6/30/2023
64850,0891,01,"Elite Laboratories, Inc.",Active,LOXAPINE SUCCINATE CAP 10MG,1,76868,N,1,N,8/4/2005,9/1/2006,CAP,1,AB,N,5/5/2023,5/5/2023,,,6/30/2023
64850,0892,01,"Elite Laboratories, Inc.",Active,LOXAPINE SUCCINATE CAP 25MG,1,76868,N,1,N,8/4/2005,9/1/2006,CAP,1,AB,N,5/17/2023,5/17/2023,,,6/30/2023
64850,0893,01,"Elite Laboratories, Inc.",Active,Loxapine Succinate Cap 50mg 100ct,1,76868,N,1,N,8/4/2005,9/1/2006,CAP,1,AB,N,5/31/2023,5/31/2023,,,6/30/2023
65219,0065,02,FRESENIUS KABI USA LLC,Active,Rocuronium Bromide Inj 50mg 5mL MDV,1,78651,N,1,N,12/29/2008,12/29/2008,ML,5,AP,Y,5/24/2023,5/24/2023,,,6/27/2023
65219,0065,05,FRESENIUS KABI USA LLC,Active,Rocuronium Bromide Inj 50mg 5mL MDV,1,78651,N,1,N,12/29/2008,12/29/2008,ML,5,AP,Y,5/24/2023,5/24/2023,,,6/27/2023
68001,0526,45,BLUEPOINT LABORATORIES,Active,HYDROCORTISONE OINT 1% 28.4GM TUBE,9,PART348,N,2,N,1/24/2022,5/24/2023,GM,1,NR,N,,5/24/2023,,,6/28/2023
68001,0573,41,BLUEPOINT LABORATORIES,Active,Decitabine Injection,1,210984,N,1,N,5/23/2023,6/7/2023,EA,1,AP,Y,,6/7/2023,,,6/28/2023
68682,0231,01,OCEANSIDE PHARMACEUTICALS,Active,"Azathioprine Tablets, USP 75mg",1,75252,N,1,N,2/3/2003,2/3/2003,TAB,100,AB,N,5/25/2023,5/25/2023,,,6/26/2023
68682,0241,01,OCEANSIDE PHARMACEUTICALS,Active,"Azathioprine Tablets, USP 100mg",1,75252,N,1,N,2/3/2003,2/3/2003,TAB,100,AB,N,5/25/2023,5/25/2023,,,6/26/2023
69452,0275,20,"BIONPHARMA, INC.",Active,"Ketorolac Tromethamine Tablets, USP",1,216759,N,1,N,2/23/2023,5/8/2023,TAB,100,AB,N,,5/8/2023,,,6/27/2023
70114,0120,01,"COHERUS BIOSCIENCES, INC.",Active,UDENYCA AUTOINJECTOR (PEGFILGRASTIM-CBQV),2,761039,S,1,N,11/2/2018,1/3/2019,ML,0.6,NR,Y,5/23/2023,5/23/2023,,,6/30/2023
70700,0272,05,"XIROMED, LLC.",Active,Ramelteon Tablets,1,216209,N,1,N,11/25/2022,11/25/2022,TAB,500,AB,N,,11/25/2022,,,6/30/2023
70700,0272,10,"XIROMED, LLC.",Active,Ramelteon Tablets,1,216209,N,1,N,11/25/2022,11/25/2022,TAB,100,AB,N,,11/25/2022,,,6/30/2023
70700,0272,30,"XIROMED, LLC.",Active,Ramelteon Tablets,1,216209,N,1,N,11/25/2022,11/25/2022,TAB,30,AB,N,,11/25/2022,,,6/30/2023
70700,0273,22,"XIROMED, LLC.",Active,"Estradiol Valerate Injection USP, 50 mg/5 mL (10 mg/mL)",1,216656,N,1,N,4/28/2023,5/1/2023,ML,5,AO,Y,,5/1/2023,,,6/30/2023
70700,0274,22,"XIROMED, LLC.",Active,"Estradiol Valerate Injection USP, 100 mg/5 mL (20 mg/mL)",1,216656,N,1,N,4/28/2023,5/1/2023,ML,5,AO,Y,,5/1/2023,,,6/30/2023
70700,0275,22,"XIROMED, LLC.",Active,"Estradiol Valerate Injection USP, 200 mg/5 mL (40 mg/mL)",1,216656,N,1,N,4/28/2023,5/1/2023,ML,5,AO,Y,,5/1/2023,,,6/30/2023
70710,1613,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,VARENICLINE TAB 0.5MG (56 CT),1,216723,N,1,N,6/12/2023,6/26/2023,TAB,1,AB,N,,6/26/2023,,,6/30/2023
70710,1614,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,VARENICLINE TAB 1MG (56 CT),1,216723,N,1,N,6/12/2023,6/26/2023,TAB,1,AB,N,6/26/2023,6/26/2023,,,6/30/2023
70756,0025,30,LIFESTAR PHARMA LLC,Active,"NEBIVOLOL TABLETS,2.5MG, 30CT.",1,216172,N,1,N,11/14/2022,5/24/2023,TAB,30,AB,N,,5/24/2023,,,6/28/2023
70756,0291,30,LIFESTAR PHARMA LLC,Active,"NEBIVOLOL TABLETS, 5 MG, 30CT.",1,216172,N,1,N,11/14/2022,5/24/2023,TAB,30,AB,N,,5/24/2023,,,6/28/2023
70756,0292,30,LIFESTAR PHARMA LLC,Active,"NEBIVOLOL TABLETS,10MG, 30CT.",1,216172,N,1,N,11/14/2022,5/24/2023,TAB,30,AB,N,,5/24/2023,,,6/28/2023
70756,0293,30,LIFESTAR PHARMA LLC,Active,"NEBIVOLOL TABLETS,20MG, 30CT..",1,216172,N,1,N,11/14/2022,5/24/2023,TAB,30,AB,N,,5/24/2023,,,6/28/2023
