NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
33342,0050,44,33342005044,"Losartan and Hydrochlorothiazide Tablets, USP 50mg/12.5mg 1000c",01,0202289,N,1,TAB,1000.000,N/A,AB,08/09/2012,06/01/2015,09/17/2021,
33342,0051,44,33342005144,"Losartan and Hydrochlorothiazide Tablets, USP 100mg/12.5mg 1000",01,0202289,N,1,TAB,1000.000,N/A,AB,08/09/2012,06/01/2015,09/17/2021,
60687,0538,11,60687053811,Febuxostat Tab 40mg,01,0205467,N,1,TAB,10.000,N/A,AB,09/15/2020,09/03/2021,09/16/2021,
60687,0538,21,60687053821,Febuxostat Tab 40mg,01,0205467,N,1,TAB,30.000,N/A,AB,09/15/2020,09/03/2021,09/16/2021,
61269,0981,35,61269098135,DOCOSANOL CREAM 10% 2GM/TUBE,01,0208754,N,2,GM ,2.000,N/A,AB,11/19/2018,04/05/2019,09/13/2021,
62011,0269,03,62011026903,HM ALLERGY REL NASAL 72 SPR,01,0207957,N,2,ML ,11.100,N/A,NR,05/26/2016,06/14/2016,09/14/2021,
62011,0421,02,62011042102,HM STOOL SOFTENER SFTGEL   250,09,PART334,N,2,CAP,1.000,N/A,NR,09/30/1990,04/01/1993,09/14/2021,
62332,0086,31,62332008631,Fenofibrate Capsules USP 200mg,01,0213842,N,1,CAP,100.000,N/A,AB,10/19/2020,09/13/2021,09/16/2021,
62332,0316,31,62332031631,Desipramine HCL Tablets 25mg,01,0209785,N,1,TAB,100.000,N/A,AB,07/07/2021,09/09/2021,09/16/2021,
68001,0486,00,68001048600,Lisinopril Tab 40mg,01,0077321,N,1,TAB,100.000,N/A,AB,05/01/2021,08/26/2021,09/16/2021,
68382,0452,19,68382045219,MESALAMINE ER CAPS 0.375G (120 CT),01,0208954,N,1,CAP,1.000,N/A,AB,08/12/2021,08/25/2021,09/13/2021,
68462,0840,11,68462084011,Telmisartan and HCTZ Tablets USP 40MG / 12.5MG (1x10 Blister),01,0202544,N,1,TAB,10.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
68462,0840,13,68462084013,Telmisartan and HCTZ Tablets USP 40MG / 12.5MG (3x10 Blister),01,0202544,N,1,TAB,30.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
68462,0841,11,68462084111,Telmisartan and HCTZ Tablets USP 80MG/12.5MG (1x10 Blister),01,0202544,N,1,TAB,10.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
68462,0841,13,68462084113,Telmisartan and HCTZ Tablets USP 80MG/12.5MG (3x10 Blister),01,0202544,N,1,TAB,30.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
68462,0842,11,68462084211,Telmisartan and HCTZ Tablets USP 80MG/25MG (1x10 Blister),01,0202544,N,1,TAB,10.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
68462,0842,13,68462084213,Telmisartan and HCTZ Tablets USP 80MG/25MG (3x10 Blister),01,0202544,N,1,TAB,30.000,N/A,AB,03/04/2019,08/31/2021,09/13/2021,
69315,0182,01,69315018201,OXYBUTYNIN TABS 5MG 100,01,0212798,N,1,TAB,1.000,N/A,AB,04/06/2020,08/16/2021,09/15/2021,
69315,0182,05,69315018205,OXYBUTYNIN TABS 5MG 500,01,0212798,N,1,TAB,1.000,N/A,AB,04/06/2020,08/16/2021,09/15/2021,
69315,0182,10,69315018210,OXYBUTYNIN TABS 5MG 1000,01,0212798,N,1,TAB,1.000,N/A,AB,04/06/2020,08/16/2021,09/15/2021,
70677,0092,02,70677009202,SM ASPIRIN TAB 325 MG      100,09,PART343,N,2,TAB,1.000,N/A,NR,09/30/1990,09/30/1990,09/14/2021,
70710,1757,02,70710175702,ENOXAPARIN INJ 30MG/0.3ML (1 X 0.3 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1757,06,70710175706,ENOXAPARIN INJ 30MG/0.3ML (10 X 0.3 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1758,02,70710175802,ENOXAPARIN INJ 40MG/0.4ML (1 X 0.4 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1758,06,70710175806,ENOXAPARIN INJ 40MG/0.4ML (10 X 0.4 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1759,02,70710175902,ENOXAPARIN INJ 60MG/0.6ML (1 X 0.6 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1759,06,70710175906,ENOXAPARIN INJ 60MG/0.6ML (10 X 0.6 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1760,02,70710176002,ENOXAPARIN INJ 80MG/0.8ML (1 X 0.8 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1760,06,70710176006,ENOXAPARIN INJ 80MG/0.8ML (10 X 0.8 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1761,02,70710176102,ENOXAPARIN INJ 100MG/ML (1 X 1 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1761,06,70710176106,ENOXAPARIN INJ 100MG/ML (10 X 1 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1762,02,70710176202,ENOXAPARIN INJ 120MG/0.8ML (1 X 0.8 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1762,06,70710176206,ENOXAPARIN INJ 120MG/0.8ML (10 X 0.8 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1763,02,70710176302,ENOXAPARIN INJ 150MG/ML (1 X 1 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70710,1763,06,70710176306,ENOXAPARIN INJ 150MG/ML (10 X 1 ML),01,0076726,N,1,ML ,1.000,N/A,AP,06/23/2014,08/19/2021,09/13/2021,
70748,0312,09,70748031209,Ibuprofen & Famotidine Tablets 800mg/26.6mg,04,0022519,I,1,TAB,90.000,N/A,AB,04/23/2011,09/14/2021,09/15/2021,
,,,,,,,,,,,,,,,,
