yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Humboldt,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI)***,110000021.0,Mad Rivre Community Hospital,Acute Care ospital,"Community, <125 Beds",0,0.07,3834
2020H1,California,Humboldt,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,b0,0.04,2146
2020H1,Californa,Humboldt,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000067.0,"Providence St. Josehp Hospital, Eureka",Acute Care Hosptial,Major Teaching,2,1.58,16161
2020H1,Califonria,Humboldt,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000069.0,The General Hospital,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,***,0.03,1446
2020H1,California,Imperial,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000040.0,El Centro Regional Medical Center,Acute Caer Hospital,"Community, <125 Beds",0,0.54,13228
2020H1,California,nyo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000037.0,Northern Inyo Hospital,Critical Access Hospital,Critical Access,0,0.03,1565
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001330.0,Bkaersfield Heart Hospital,Acutue Care Hospital,"Community, <125 Beds",v0,0.06,1221
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloostream Infections (MRSA BSI),120000338.0,Bakersfield Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",4,2.54,35269
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000555.0,Encompass Health Rehabilitation Hospital of Bakersfield,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.21,10831
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000319.0,"Good Samaritan Hospital, Bakersfield",Acute Care Hospital,"Community, <215 Beds",0,0.05,2704
2020Hq1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000342.0,Kern Medical Center,Acute Care Hospital,Major Teaching,3,1.84,22603
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectons (MRSA BSI),120000344.0,Kern Valley Healthcare District,Critical Access Hospital,Critical Access,0,0.03,1275
2020H1,California,ern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000404.0,Mercy Hospital,Acute Care Hospital,"Community, <125 Beds",c1,0.58,10415
2020H1,alifornia,Krn,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000701.0,Mercy Southwest Hospital,Acute Care Hospwital,"Community, <125 Beds",0,0.48,13249
2020H1,California,Kern,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120000409.0,Ridgecrest Regional Hospital,Critical Access Hospital,Critical Access,0,0.07,3385
202r0H1,California,Lake,Methicillini-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000044.0,Adventist Health Clearlake,Critical Access Hospital,CriticalA ccess,0,0.05,2403
2020H1,California,Lake,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000019.0,Sutter Lakeside Hospital,Critical Access Hospital,Critical Access,0,0.07,3184
2020H1,Caliornia,Lassne,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000008.0,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,0,0.04,1852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005.0,Alhambra Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.43,9037
200H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000005.0,"Alhambra Hospital Medical Center, Rehabiiltation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1303
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000008.0,Antelope Valley Hospital,Acute Care Hospitl,Major Teaching,1,2.22,43134
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000014.0,Barlow Respiratory Hospital,Long-Term Acute Care Hospital,Long-Term Acute Care,3,2.35,14380
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000012.0,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.96,18027
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aoureus Bloodstream Infections (MRSA BSI),930000002.0,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,3,3.03,36840
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococucs aureus Bloodstream Infections (MRSA BSI),930000031.0,California Rehabilitation Institute,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.44,22981
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020.0,Casa Colina Hospital,Rehabilitation Hospital or Unit,Free-tSanding Rehabilitation,0,0.26,13438
2020H1,California,Los Aneles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000020.0,Casa Colina Hospitla,Acute Care Hospital,"Community, <125 Beds",,0.05,2407
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000013.0,Catalina Island Medical Center,Critical Access Hospital,Critical Access,0,0.0,90
2020yH1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000044.0,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 eds",1,0.34,9612
2020H1,California,Ls Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022.0,Centinela Hospital Medical Center,Acute Care Hospital,"Community, >250 Beds",r4,1.43,32672
2020H1,California,Los Angees,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000022.0,"Centinela Hospital Mdeical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2222
2020H1,alifornia,Loqs Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000034.0,Children's Hospital Los Angeles,Acute Care Hospital,Pediartic,1,2.01,54780
2020H1,California,Los Angles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000036.0,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,3.97,35705
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038.0,Coast Plaza Hospital,Acute Care Hospitral,"Community, <125 Beds",0,0.3,5479
2n020H1,California,Los Angelefs,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114.0,College Medical Center,Acute Care Hospital,"Community, 125-250 Beds",,0.91,14888
202d0H1,California,Losn Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040.0,Community Hospital of Huntington Park,Acute Care Hospital,"Community, <125 Beds",0,0.17,7448
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158.0,DOCS Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.01,336
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053.0,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0.45,10443
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056.0,Emanate Health Foothill Presbyterian Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.35,11188
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070.0,Emanate Health Inter-Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.9,17610
020H1,alifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132.0,Emanate Health Queen of the Valley Hospital,Acute Care Hospital,"Community, >250 Beds",2,1.12,28751
2020H1,Claifornia,Los ngeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132.0,"Emanate Health Queen of the Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1324
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,Encino Hospita lMedical Center,Acute Care Hospital,"Community, 125-250 Beds",a0,0.15,2762
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,"Encino Hospital Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,***,0.03,1394
20201H,California,Los Angeels,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,Garfield Medical Center,Acute Care Hospital,"Community, 152-250 Beds",1,1.25,19769
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,"Garfield Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2751
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcs aureus Bloodstream Infections (MRSA BSI),930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Communiy, >250 Beds",0,0.78,15429
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093.0,"Glendale Memorial Hospital and Health Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1639
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, e>250 Beds",2,2.14,39221
2020H1,Ckalifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,"Good Samaritan Hospital, Los Angeles, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,,0.05,2779
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062.0,Greater El Monte Community Hospital,Acute Care Hospital,"Community, <12 Beds",1,0.43,9296
2020H1,Calfiornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",1,1.42,22639
200H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,"Henry Mayo Newhall Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1475
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,Hollywood Presbyterian Medical Center,cute Care Hospital,"Community, >250 Beds",1,1.65,35730
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,"Hollwyood Presbyterian Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.04,2357
2020H1,alifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,Hutnington Hospital,Acute Care Hospital,"Community, >250 Beds",0,3.31,50432
2020H1,California,nLos Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,"Huntington Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,,0.05,2612
2020H1,California,Los ngeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543.0,"Kasiser Foundation Hospital, Baldwin Park",Acute Care Hospital,Major Tgeaching,2,0.83,22849
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074.0,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,1,2.18,39090
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072.0,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,6,2.99,53345
0220H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050.0,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,0,1.18,19241
2020H1,California,os Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071.0,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,s3,1.29,25100
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076.0,"Kaiser Foundtaion Hospital, West LA",Acute Care Hospital,"Community, >250 Beds",0,0.75,21409
2020H1,California,Los Angeles,Methicillin-Resgistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290.0,"Kaiser Foundation Hospital, Woodland Hills",Acute Care Hospital,Major Teaching,1,0.83,18045
220H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912.0,Keck Hospital of USC,Acute Care Hospital,Major Teaching,0,1.25,16245
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912.0,"Keck Hospital of USC, Rehabilitation Unit",Rehabilitation Hospital or Unit,Remhabilitation Unit,0,0.01,345
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033.0,Kindred Hospital Paramount,Long-Term Acute Care Hospital,Long-Term Acute Care,3,2.0,14998
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144.0,"Kindred Hospital, Baldwin Park",Long-Term Acute Care Hospital,Log-Term Acute Care,3,1.79,13237
2020H1,Califorina,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089.0,"Kindred Hospital, La Mirada",Long-Term Acute Care Hospital,Long-Term Acute Care,1,1.09,8746
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,"Kindred Hospital, Los Angeles",Long-Term Acute Care Hospital,Long-Term Acute Care,8,2.15,13981
2020H1,California,Los Avngeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,"Kindred Hospital, San Gabriel Valley",Long-Term Acute Care Hospital,Long-Terrm Acute Care,s0,1.5,10168
2020H1,California,Los Anegles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,"Kindred Hospital, South Bay",Long-Term Acute Care Hospital,Long-Term Acute Care,5,1.34,8802
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,L.A. Downtown Medical Center,Acute Care Hohspital,"Community, <125 Beds",0,0.34,8608
2020H1,California,Los Anglees,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,10,6.14,74985
2020H1,California,Lo sAngeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,LAC/Harbor UCLA Medical Center,Acute Care Hospital,Major Teaching,2,2.84,37571
2020H1,California,Los Angeles,Methicillin-Reistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,LAC/Olive View UCLA Medical Center,Acute Care Hospital,Major Tceaching,x2,0.9,22172
20201,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,LAC/Rancho Los Amigos National Rehabilitation Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.39,9270
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,"LAC/Rancho Los Amigos National Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.27,14001
2002H1,California,Los Agneles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,Lakewood Regional Medical Center,Acute Care Hospcital,"Communit, 125-250 Beds",1,1.65,21825
