NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
62756,0091,40,62756009140,MEDROXYPROGESTERONE 150 MG/ML PFS   1,01,0210761,N,1,ML ,1.000,N/A,AB,04/24/2019,09/07/2021,09/08/2021,
63868,0332,36,63868033236,Low Dose Chewable Aspirin Orange,09,PART343,N,2,TAB,36.000,N/A,NR,07/02/2021,07/02/2021,09/10/2021,
66689,0062,01,66689006201,"Atovaquone Oral Suspension, USP 750mg/5mL X 1UD",01,0202960,N,1,ML ,1.000,N/A,AB,08/30/2018,08/30/2018,09/10/2021,
68180,0287,06,68180028706,Emtricitabine & Tenofovir Disoproxil Fumarate Tablets 200mg/300,01,0204131,N,1,TAB,30.000,N/A,AB,06/04/2021,06/23/2021,09/07/2021,
68180,0876,71,68180087671,Norethindrone Tablets 0.35mg,01,0091325,N,1,TAB,28.000,N/A,AB,09/19/2011,11/16/2011,09/07/2021,
68180,0876,73,68180087673,Norethindrone Tablets 0.35mg,01,0091325,N,1,TAB,84.000,N/A,AB,09/19/2011,11/16/2011,09/07/2021,
68180,0902,73,68180090273,Drospirenone and Ethinyl Estradiol Tablets 3MG/0.03MG x 3x28,01,0201663,N,1,TAB,84.000,N/A,AB,12/18/2012,07/10/2013,09/09/2021,
68180,0979,01,68180097901,Lisinopril 40mg Tablets,01,0077321,N,1,TAB,100.000,N/A,AB,09/09/2005,07/29/2021,09/09/2021,
70000,0055,01,70000005501,LDR CHEST/C/RLF IR TB 400MG 60,10,PART341,N,2,TAB,60.000,N/A,NR,01/01/2005,01/01/2005,09/07/2021,
70000,0056,01,70000005601,LDR CHEST/C/RLF DM IR TB 60,10,PART341,N,2,TAB,60.000,N/A,NR,10/02/2012,10/02/2012,09/07/2021,
70000,0059,01,70000005901,LDR DMST PETRO OI 41% 50GM,10,PART347,N,2,GM ,50.000,N/A,NR,01/26/2021,08/20/2021,09/07/2021,
70000,0071,01,70000007101,LDR KIDS SUNSCREEN AE 155GM SPF50,09,PART352,N,2,GM ,155.000,N/A,NR,12/09/2020,08/10/2021,09/07/2021,
70000,0074,01,70000007401,LDR SPORT SNSC AE 155GM SPF30,09,PART352,N,2,GM ,155.000,N/A,NR,12/09/2020,07/14/2021,09/07/2021,
70000,0079,01,70000007901,LDR BABY SKIN PRT OI 41% 85GM,10,PART347,N,2,GM ,85.000,N/A,NR,02/08/2021,08/13/2021,09/07/2021,
70000,0092,01,70000009201,LDR ACETAMIN PN/RLV TB 325MG 100,09,PART343,N,2,TAB,100.000,N/A,NR,11/28/2016,04/12/2017,09/07/2021,
70000,0095,01,70000009501,LDR ESOMEPRAZOLE MG TB 20MG 14 DR,01,0212088,N,2,TAB,14.000,N/A,NR,06/25/2020,08/05/2021,09/07/2021,
70000,0095,02,70000009502,LDR ESOMEPRAZOLE MG TB 20MG 42 DR,01,0212088,N,2,TAB,42.000,N/A,NR,06/25/2020,08/05/2021,09/07/2021,
70000,0097,01,70000009701,LDR MOTION SICKNESS RLF TB25MG 32,10,PART336,N,2,TAB,32.000,N/A,NR,05/11/2021,08/05/2021,09/07/2021,
70000,0253,04,70000025304,LDR ASPIRIN TB 325MG 500,09,PART343,N,2,TAB,500.000,N/A,NR,02/10/1996,03/16/2012,09/07/2021,
,,,,,,,,,,,,,,,,
