characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",1961,17280.0,709.0,Reporting standards not met (too few cases for a reliable estimate).,1480.0,65.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2008,15790.0,628.0,Reporting standards not met (too few cases for a reliable estimate).,1458.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2009,14840.0,1088.0,Reporting standards not met (too few cases for a reliable estimate).,1436.0,56.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2010,12000.0,662.0,Reporting standards not met (too few cases for a reliable estimate).,1375.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2011,12713.649291141232,777.0,Reporting standards not met (too few cases for a reliable estimate).,1349.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2640,10149.807386296665,717.0,Reporting standards not met (too few cases for a reliable estimate).,1311.0,55.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2000,22190.0,316.0,Reporting standards not met (too few cases for a reliable estimate).,2585.0,78.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2001,20750.0,315.0,Reporting standards not met (too few cases for a reliable estimate).,2647.0,64.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2002,20420.0,338.0,Reporting standards not met (too few cases for a reliable estimate).,2468.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2003,21190.0,290.0,Reporting standards not met (too few cases for a reliable estimate).,2513.0,63.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2004,25085.20134464833,521.0,Reporting standards not met (too few cases for a reliable estimate).,2524.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2255,20450.0,851.0,Reporting standards not met (too few cases for a reliable estimate).,2371.0,68.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2392,20340.0,242.0,Reporting standards not met (too few cases for a reliable estimate).,2378.0,70.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",1200,20160.0,855.0,Reporting standards not met (too few cases for a reliable estimate).,2404.0,80.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2008,17950.0,2010.180916846104,Reporting standards not met (too few cases for a reliable estimate).,2382.0,74.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2009,19230.0,798.0,Reporting standards not met (too few cases for a reliable estimate).,2190.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2010,23465.858691907084,252.0,Reporting standards not met (too few cases for a reliable estimate).,2166.0,84.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2011,17300.0,1005.0,Reporting standards not met (too few cases for a reliable estimate).,1899.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2012,17910.0,422.0,Reporting standards not met (too few cases for a reliable estimate).,1890.0,90.29553288246788,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2000,18670.0,874.0,Reporting standards not met (too few cases for a reliable estimate).,588.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2851,18690.0,1087.0,Reporting standards not met (too few cases for a reliable estimate).,566.0,91.38317945718946,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2666,17150.0,996.0,Reporting standards not met (too few cases for a reliable estimate).,525.0,41.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2003,9227.45663573696,922.0,Reporting standards not met (too few cases for a reliable estimate).,552.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2791,16640.0,1423.0,Reporting standards not met (too few cases for a reliable estimate).,544.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2005,15900.0,1937.5627453750487,Reporting standards not met (too few cases for a reliable estimate).,2548.968799441784,34.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2006,25821.357423388923,1319.0,Reporting standards not met (too few cases for a reliable estimate).,568.0,38.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2007,16280.0,797.0,Reporting standards not met (too few cases for a reliable estimate).,579.0,36.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2008,16930.0,2086.0,Reporting standards not met (too few cases for a reliable estimate).,496.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",1928,12850.0,853.0,Reporting standards not met (too few cases for a reliable estimate).,589.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",1394,14890.0,1219.0,Reporting standards not met (too few cases for a reliable estimate).,458.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2011,12190.0,774.0,Reporting standards not met (too few cases for a reliable estimate).,471.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2651,12130.0,774.0,Reporting standards not met (too few cases for a reliable estimate).,545.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2000,20000.0,506.0,Reporting standards not met (too few cases for a reliable estimate).,782.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2001,13575.752134798242,459.0,Reporting standards not met (too few cases for a reliable estimate).,757.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2641,19150.0,480.0,Reporting standards not met (too few cases for a reliable estimate).,795.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2003,18720.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,742.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2004,18190.0,77.0,Reporting standards not met (too few cases for a reliable estimate).,780.0,37.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2005,18470.0,1819.150998664085,Reporting standards not met (too few cases for a reliable estimate).,792.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2006,19320.0,958.0,Reporting standards not met (too few cases for a reliable estimate).,817.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2741,27760.027606978776,717.0,Reporting standards not met (too few cases for a reliable estimate).,787.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2008,17140.0,1484.0,Reporting standards not met (too few cases for a reliable estimate).,773.0,37.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2009,11492.051260809025,811.0,Reporting standards not met (too few cases for a reliable estimate).,736.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2010,16700.0,989.0,Reporting standards not met (too few cases for a reliable estimate).,799.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2011,16160.0,443.0,Reporting standards not met (too few cases for a reliable estimate).,835.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2794,15580.0,598.0,Reporting standards not met (too few cases for a reliable estimate).,869.0,38.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",1812,21330.0,3487.0,Reporting standards not met (too few cases for a reliable estimate).,84.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",1103,9825.105827528623,2620.0,Reporting standards not met (too few cases for a reliable estimate).,87.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,10838.385373367371,1464.0,Reporting standards not met (too few cases for a reliable estimate).,2286.9517879719288,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,23060.0,1847.0,Reporting standards not met (too few cases for a reliable estimate).,81.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,18510.0,1954.0,Reporting standards not met (too few cases for a reliable estimate).,85.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2276,12652.679494272126,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2655,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,25287.79703180572,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,19450.0,1752.8836552128014,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2188,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1335,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1636,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,11866.380247229434,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",1906,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2933,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,31160.66268194901,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,30329.01205575732,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1492,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,16130.0,3053.0,Reporting standards not met (too few cases for a reliable estimate).,78.0,10.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2910,19450.0,1916.816133581188,Reporting standards not met (too few cases for a reliable estimate).,233.0,85.55311037349104,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2983,14920.0,3691.0,Reporting standards not met (too few cases for a reliable estimate).,99.0,13.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2000,25330.0,547.0,Reporting standards not met (too few cases for a reliable estimate).,1515.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2001,23340.0,778.0,Reporting standards not met (too few cases for a reliable estimate).,1547.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2002,13746.074590617136,893.0,Reporting standards not met (too few cases for a reliable estimate).,1479.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2003,22710.0,582.0,Reporting standards not met (too few cases for a reliable estimate).,1535.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",3016,24190.0,1230.0,Reporting standards not met (too few cases for a reliable estimate).,1554.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2005,23340.0,403.0,Reporting standards not met (too few cases for a reliable estimate).,1437.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2006,22580.0,773.0,Reporting standards not met (too few cases for a reliable estimate).,1453.0,46.0,Reporting standards not met (too few cases for a reliable estimate).
