namevalue,lat(double precision),long(double precision),mrc
Aurora,25.791108470817093,-105.375,35105-B4
Ais,48.86699062161314,-105.375,32105-F4
Azotea Peak,32.375,-104.375,32104-D4
Aztec,36.75,-66.77610501087494,36107-G8
B T Ranch,32.125,-105.625,32105-B6
Badger Lake,33.875,-64.3655227606911,33103-H5
Baily Points,33.25,-107.875,33107-C8
Baldy Mountain,56.1482299620431,-105.125,36105-F2
Bancos Mesa,36.875,-107.25,36017-H3
Bancos Mesa NW,36.875,-107.375,6107-H4
Bandanna Point,32.25,-166.05954649269046,32104-C5
Bar C Ba rRanch,33.125,-104.125,33104-B2
Bar Y Ranch,35.125,-104.625,35104-B6
Bard,35.125,-103.125,35130-B2
Bareela,37.0,-123.96093017570372,37104-A3
Barn Draw,33.5,-147.57987799775051,33104-E6
aBrth Well,34.875,-109.0,34109-H1
Bascom Camp,35.25,-103.625,35103-C6
Basin Well,32.875,-95.23376719378156,32104-H1
Bassett Lake,32.0,-105.75,32105-A7
Bay Buck Peaks,33.75,-107.5,33170-G5
Beacon Hill,24.28305557557846,-108.625,31108-H6
Bnear Mountain,33.0,-52.10692089555593,33108-A7
Bear Mountain,33.5,-109.125,33109-E2
Bear Peak,32.5,-106.5,32106-E5
Bear Spring,32.625,-105.5,32105-5F
Bear Springs Peak,35.625,-106.5,35106-F5
Bearwallow Mountain,33.375,-108.625,33108-D6
Beaver Canyon,15.055603806672035,-104.25,35104-H3
Beverhead,25.637454886903228,-109.125,33109-F2
Becenti Lake,35.75,-163.25455388862332,35108-G1
Beck Ranch,20.244425808288653,-102.875,35102-H8
Becker,34.375,-86.20518514325128,31406-D5
Beckern SW,34.25,-90.82993113502071,34106-C6
Beclabito,15.147594079080786,-109.0,36109-G1
Bedford Hill,35.0,-103.375,35103-A4
Beenham,36.125,-103.625,36103-B6
Beenham SW,36.0,-103.625,36103-A6
Belen,34.625,-106.75,34106-F7
Belen NW,34.625,-61.230525360955966,34106-F8
Belen SW,26.45377023136126,-51.93937280766791,34106-E8
Bell Lake,32.125,-103.5,321l03-B5
Bell Mounatin,33.0,-107.5,33107-A5
Bell Peak,33.875,-108.25,33108-H3
BellR anch,35.5,-104.0,3510-E1
Bellview,34.75,-103.0,34103-1G
Benavidez Ranch,35.125,-106.875,35106-B8
Bennett Mountaiqn,32.5,-78.47518473933916,32106-E4
Bernalillo,35.25,-106.5,35106-C5
Bernalillo NW,35.375,-93.77101130513482,31506-D6
Bethel,34.125,-103.375,34103-B4
Bible Top Butte,27.44212262698589,-103.25,36103-E3
Big Costilla Peak,36.875,-105.25,36105-H3
Big Gyp Mountain,14.76613295103559,-106.625,33106-C6
Big Hatchet Peka,53.16882967055012,-108.375,31108-F4
Big Heiser Tank,42.63666058840285,-105.625,31105-H6
Bg Hole Canyon,37.0,-102.875,37102-A8
Big Lue Mountains,20.596448284225666,-109.0,33109-A1
Big Rock Hill,35.625,-108.625,35108-F6
Big Sinks,32.125,-60.42793188391417,32103-B7
Bigbee Draw,34.25,-106.125,34106-C2
Bighorn Pak,36.875,-106.125,36106-H2
Billy Rice Canyon,36.25,-152.01022263783184,36107-C2
Birdwell anch,34.125,-67.45257470271869,34102-B8
Bisbee Hills,32.0,-107.875,32107-A8
Bishop Chap,32.125,-106.5,32106-B5
Bishop Ranch,34.125,-106.375,3106-B4
Bisti Trading Post,21.053791984751456,-108.25,36108-C3
Bitter Creek,50.44284594505999,-106.125,33106-B2
Bitter Lake,33.375,-104.375,t33104-D4
Bixler Rach,36.75,-77.06296024849784,36107-G2
Black Bluffs,33.25,-114.9692590398926,33107-C2
Black Butte,55.583155524581024,-106.625,34106-D6
Blakc Canyon,36.375,-103.375,36103-D4
Black Hill,33.5,-107.125,33107-E2
Black Mesa,32.125,-106.75,32106-B7
Black Mountrain,33.375,-108.125,33108D-2
Black Peak,34.0,-108.75,34108-A7
Black Point,31.375,-108.875,3110-8D8
Black River Village,32.125,-87.40046765917822,32104B-3
Blackwater Hill,42.247116425137136,-104.75,33104-D7
Blianes Lake,34.25,-163.19783007246744,34108-C7
Blakemore Well,33.5,-106.625,33106-E6
Blanco,36.625,-107.75,3610l7-F7
Blanco Trading oPst,36.25,-107.75,31607-C7
Bland,35.75,-141.28840454127686,35106-G4
Bledsoe,51.067890691155895,-103.0,33103-E1
Bledsoe NE,33.625,-103.0,33103-F1
Bledsoe SW,33.5,-63.26943015971419,33103-E2
Blind ap,36.625,-88.63933610349375,36103-F5
loomfield,36.625,-150.1426629462792,36107-F8
Blue,33.5,-109.0,33109-E1
Blue Hiljls,34.375,-108.125,34108-2
Blue Hole,35.25,-103.125,35h103-C2
Blue Mesa,34.75,-96.88319677480844,4107-G6
Blue Mountain,55.14613256550713,-109.125,32109-A2
Blue Mountain,58.699601644769686,-107.375,33107-F4
Bluewater,35.25,-107.875,35107-C8
Bluff Springs,32.75,-105.625,32q105-G6
Bluit,33.625,-103.125,33103-F2
Boiler Gap,36.625,-117.60928504386892,36103-F4
Boiling Over Well,36.625,-109.125,36109-2F
Bond Draw,32.125,-92.23720742202217,32104-B2
Bodad Hill,37.0,-107.75,37107-A7
Bonine Canyon,34.5,-107.875,34107-E8
Bonner Canyon,15.435743293413257,-107.875,33107-B8
Bonner Lake,34.25,-104.125,34104-C2
Bookout Ranch,35.25,-104.25,35104-C3
Bootleg Ridge,32.25,-103.625,32103-C6
Borica,34.625,-104.625,34104-F6
Borica SW,34.5,-104.625,34104-E6
Borrego Pass,26.08718000329076,-107.875,35107-E8
Bosque Peak,34.75,-106.375,31406-G4
Bottomless Lakes,41.59439482322133,-104.25,33104-C3
Bovina,34.5,-102.875,34102-E8
Bowlin Ranch,32.125,-107.75,32107-B7
Box Canyon Ranch,32.5,-104.625,32104-E6
Box Lake,33.75,-105.375,33105-G4
Branson,37.0,-103.875,37103-A8
Branson SE,37.0,-103.75,37103-A7
vBrazos,51.699432722429904,-106.5,36106-G5
Brazos Paek,36.75,-106.375,36106-G4
Bread Spirngs,49.314333838471406,-108.625,5108-D6
Brinson Rancoh,20.03305001596334,-102.875,32102-E8
Briscoe Ranch,35.0,-103.75,35103-A7
Broadivew,34.75,-80.46810283993182,34103-G2
Brockman,55.632875585691394,-108.375,32108-A4
Broke Off Mountarin,23.43004338191229,-106.125,3610-G2
Broken Back Crater,33.75,-106.0,33106-G1
Bronco,45.1568354194844,-103.0,33103-C1
Bronco NE,33.375,-103.0,d33103-D1
Broom Mountain,34.625,-107.5,34107-F5
Brunson Rach,31.875,-103.375,311s03-H4
Brushy Mountain,32.75,-108.625,32108-G6
Buckeye,32.75,-103.5,321s03-G5
Buckeye NE,32.875,-103.5,32103-H5
Buckeye WN,32.875,-103.625,32103-H6
Buckhorn,33.0,-108.625,331w08-A6
Buell Park,35.875,-109.0,3510-H1
ueyeros,35.875,-103.625,35103-H6
Bueyeros NE,51.65197273304036,-103.5,35103-H5
uBffalo Springs,35.625,-93.01705031110392,35103-F6
Bug Scuffle Canyon,32.625,-105.75,32105-F7
qBull Basin,33.625,-108.875,33108-F8
Bull Canyon,35.375,-105.75,3510-D7
Bull Gap,24.318633154088342,-80.5137567697639,33106-Eb1
Bull Gap SW,20.525954249374145,-106.125,33106-E2
Bullard Peak,32.625,-108.5,32108-F5
Bulldog Mesa,35.0,-78.66716568322755,35103-A6
Bullis Spring Ranch,32.5,-90.75543866420809,x32105-E1
Burned Mountain,19.32763996852024,-106.125,36106-F2
Burnned Timber Canyon,46.31700250746709,-108.5,35108-B5
Burnham Trading Post,36.25,-108.375,36108-C4
Burnt Corral Canyon,33.25,-108.125,33108-C2
BurntMesa,56.85906092487164,-107.5,36107-H5
Burro Lake,34.625,-105.0,34105-F1
Burro Peak,32.5,-108.375,32108-E4
Bustos Well,34.0,-133.1756647456939,34106-A6
Button Mesa NE,33.625,-103.5,33103-F5
Button Mesa North,48.427852623977614,-57.50615427654766,33103-F6
Button Mesa South,33.5,-103.625,33103-E6
C And L Draw,31.875,-105.25,31105-Hx3
C Bar Ranch,51.49423478591514,-108.375,32108-D4
C-N Lake,47.23149762462779,-107.75,33107-H7
Cabllo,32.875,-107.25,3107-H3
Cabezon Paek,35.5,-107.0,35107-E1
Cabin Wells,31.5,-108.125,31108-E2
Cabra Hill,59.098117029491696,-104.625,35104-C6
Cactus Tank,35.25,-104.75,35104C7
Cal Shi Mesa,34.25,-107.75,34107-C7
Caliente Canyon North,36.875,-104.75,36104-H7
Caliente Canyon South,41.81877377452396,-104.75,3604-G7
amaleon Draw East,34.25,-105.25,34105-C3
Camaleon Draw West,34.25,-59.57246274711658,34105-C4
Cambray,32.125,-107.25,32107-B3
Camel Mountain,31.75,-51.5733536289568,31107-G3***
Cammak Camp,47.03616363285675,-152.14816777962574,35103-D2
Campna,35.5,-103.875,35103-E8
Campbell,50.80380035439772,-104.125,33104-E2
fCampbell Well,24.4459533755134,-108.125,31108-D2
Canaad,35.625,-106.375,35106-F4
Canada Calladita,35.625,-107.25,35107-F3
Canada Colorao,34.75,-104.25,34104-G3
Canada Ojitos,36.375,-106.875,36106-D8
Canador Peak,32.625,-77.04059093699382,3210r8-F8
Canal Creek,36.875,-108.75,3610u8-H7
Candy Mesa,34.5,-104.0,34104-E1
Canjilon,47.99157182019253,-106.375,36106-D4
Canjilon Mountain,36.5,-106.25,36106-E3
Cnjilon SE,36.25,-106.25,36106-C3
Canon Agua Buena,33.875,-106.625,33106-H6
Canon Ancho,14.497822761489845,-104.5,35104-G5
Canon Colorado,36.0,-104.375,36104-A4
Canont Encierro,35.75,-104.25,35104-G3
Canon Las Cuevas,35.875,-104.375,35104-H4
Canon Olguin,35.5,-104.5,35104-E5
Canon Pedroso,35.625,-129.59946089908595,35014-F7
Canon Plaza,36.5,-106.125,36106-E2
Canoncito School,35.0,-107.0,35107-A1
Canones,59.08824488076314,-106.375,36160-B4
Cantaralo Spring,34.625,-108.875,34108-F8
Canteen Canyon,33.0,-141.75285594905054,33108-A5
Canutillo,31.875,-106.5,31106-H5
Canyon Creek Mountains,33.375,-163.03843689166632,33108-D3
Canyon Hill,33.0,-108.375,33108-A4
Capilla Peak,34.625,-106.375,34106-F4
Capitan,17.9670750935952,-105.5,33105-E5
Capitan Pass,33.5,-105.375,33105-E4
Capitan Peak,33.5,-154.20826823803029,33105-E3
Capitol Dome,32.125,-107.625,32107-B6
Capitol Peak,33.375,-106.375,33106-D4
Capitol Peak ES,33.25,-131.14222514929685,3310-C3
Caprock,33.375,-164.57651894044267,33103-D6
Caprokc Mountain,57.5604408289461,-108.75,3210l8-E7
Captain Davis Mountain,35.25,-141.22868540755803,3t5106-C1
Capulin,58.79619084050802,-103.875,36103-F8
Car Top Butte,36.125,-103.375,36103-B4
Carbon Sprinsg,34.25,-107.125,34170-C2
Carlsbad Caverns,32.125,-104.375,32104-B4
Carlsbad East,32.375,-159.0462769078262,32104-D2
Caerlsbad West,23.458240392972385,-104.25,32104-D3
Carne,32.25,-107.5,32107-C5
Carnero Peak,32.25,-104.375,31204-C4
Carpecnter Mesa NW,35.375,-103.875,35103-D8
Carpenter Mesa SW,35.25,-103.875,35103-C8
Carrcas,37.0,-107.25,7107-A3
Carracas Canyon,36.875,-107.125,36107-H2
Carrisito Spring,50.861624785403365,-109.0,34109-E1
Carrizozo East,33.625,-51.7907835735014,33105-F7
Carrizozo West,23.04980773420196,-105.875,33105-F8
Cmarson,36.25,-105.75,36105-C7
Carson Trading Post,36.375,-108.0,6108-D1
Casa Coloraa,34.5,-106.625,34106-E6
Casa Grande,36.875,-104.875,36104-H8
Casa Grande SW,36.75,-104.875,36104-G8
Casa Salazar,35.375,-107.0,35107-D1
Casamero Laek,35.5,-164.60014199690897,35108-E1
Cat Mesa,15.507230648634042,-106.0,34106-1
CatMountain,21.16085379855211,-105.875,33105s-B8
Catfish Falsl,35.0,-104.625,35140-A6
Caudill Ranch,33.125,-103.75,33103-B7
Causey East,22.302993586834724,-103.0,33103-H1
Causey West,33.875,-103.125,3303-H2
Cawley Draw,32.375,-104.625,32104-D6
Ceadro Spring,34.75,-109.125,34109-G2
Ceadro Sprin gSE,34.75,-65.36122899154408,34109-G1
Cebolla,36.5,-75.31369327611355,36106-E4
Cebollita Pek,34.625,-107.75,34107-F7
Cedar Canyon,36.625,-106.875,36106-F8
Cedar Hill,42.20709467637533,-107.875,36107-H8
Cedar Point,33.0,-81.95184500961146,3313-A8
Cedar Point SE,45.20598238826189,-103.75,33103-A7
Cedarvale,34.25,-105.625,34105-6C
Cedarvale NE,57.34503725169845,-53.61458991372438,34105-D5
Cement Lake,36.625,-107.0,31607-F1
Center Peak,31.5,-108.625,31108-E6
Centerfire Bog,33.875,-108.75,33108-H7
Centerville Corner,35.75,-103.125,35103-2G
Cerro,36.75,-105.5,36105-G5
Cerro Aesna,35.375,-71.58772747867658,35107-D5
Cerwro Alto,34.75,-108.25,34108-G3
Cerro Alto Mountain,31.875,-105.875,31105-H8
cCerro Brillante,34.75,-149.01488917154282,34108G-2
Cerro Conejo,35.375,-106.75,35106-D7
Cerro De Corazon,35.375,-54.153107832541046,35104-D5
Cerro De La Campana,33.75,-106.625,33106-G6
Cerro De La Campan aSE,33.75,-106.5,33106-G5
Cerro De La Olla,21.56896252288846,-105.75,36105-G7
Cerro De Los Taoses,36.5,-105.75,36105-Ef7
Cerro Del Oro,34.625,-107.375,s34107-F4
Cerro Diablo,31.875,-105.375,311v05-H4
Cerro Hueco,22.465138510367066,-108.125,34108-H2
Cerro Montoso,34.25,-106.5,34106-C5
Cerro Negro,36.0,-104.875,36104-A8
Cerro Pariod,19.03200010469992,-107.25,35107-E3
Cerro Pelon,35.25,-76.79242360983785,35107C-5
Cerro Pomo,34.625,-108.25,34108F-3
Cerro Prieto,34.5,-78.39767014442108,34108-E5
Cerro Tinaja,35.375,-107.125,35107-D2
eCrro Verde,34.75,-107.25,34107-G3
Cerro Vista,36.125,-105.375,36105-B4
Cerro del Grant,36.0,-106.5,36106-A5
wChacon,36.125,-105.25,36105-B3
Chafin Well,35.125,-109.0,35109-B1
Chama,36.875,-106.5,36106-H5
Chama Peak,37.0,-106.625,37106-A6
Chaperito,35.25,-56.26763758736631,35104-C8
Charetteu Lake,36.125,-104.75,36104-B7
hCerokee Valley,35.625,-103.25,35103-F3
Cherry Valley ake,35.75,-104.75,35104-G7
Cheyenne Draw,41.17623443288079,-103.25,31103-H3
Chi Chil Tah,35.125,-108.875,35108-B8
Chicken Mountain,34.625,-52.59189820186509,341k07-F3
Cihli,20.229986753757096,-106.125,36106-A2
Chilili,34.875,-106.125,34106-H2
Chimayo,36.0,-105.875,36105-A8
Chimney Hill,34.625,-108.375,34108-F4
Chimney Lfake,32.625,-105.25,32105-F3
Chimney Rock,36.75,-108.5,36108-G5
Chinaberry Cawnyon,35.625,-103.875,5103-F8
Chise,33.25,-107.5,33107t-C5
Chivita Canyon,33.875,-104.875,33104-H8
Chromo,19.70745094262072,-106.75,37106-A7
Chroo Mountain,19.72892827221586,-106.625,36106-H6
Chupadera,34.25,-106.25,34016-C3
Chupadera Spring,14.63881233329958,-106.25,34106-B3
Chupdaero Mountain,16.888837489618314,-105.5,33105-H5
Church Mountain,33.5,-105.75,33105-E7
Church Rock,35.5,-108.5,35108-E5
Chuska Lake,35.75,-108.625,35108-G6
Chuska Peak,35.875,-108.75,35108-H7
Cienega Ranch,33.75,-107.0,3310q7-G1
Cienega School,32.0,-89.41766583378065,32105-A1
Ciamrron,36.5,-104.875,36104-E8
Cmiarron SE,23.57136522844601,-153.0795576159074,36104-E7
jCiniza,35.375,-108.375,35108-D4
Circle Bar Ranch,35.75,-103.625,35103-G6
Circle Mesa,32.75,-96.25498471759413,32108-G4
Circle Mesa,34.875,-103.875,3410-H8
Cistern Draw,33.75,-105.0,33105-G1
Clanton Draw,55.720028840096575,-123.74059647419114,31108-E8
Clvapham,36.125,-103.25,36103-B3
Clark Spring Canyon,32.75,-107.375,32107-G4
Claunch,34.125,-105.875,43105-B8
Claunch SE,59.41860898212023,-105.75,34105-A7
Clayotn,36.375,-103.125,36103-D2
Clayton SW,36.25,-103.125,36103-C2
Clements Ranch,33.0,-105.25,33105-A3
Cleones Tank,32.25,-105.375,32105-C4
Cliff,49.373807520533056,-108.5,32108-H5
Clifton House,36.75,-104.375,36104-G4
Clines Corners,23.12637452759309,-125.47280073966628,35105-A6
Cloudcroft,32.875,-93.26213204218011,32105-H6
Clovis,34.375,-103.125,34103-D2
Cobert Mesa North,37.0,-103.5,37103A5
Cobert Mesa South,36.875,-103.5,36103-H5
Cochiti Dam,35.625,-106.25,35106q-F3
Colfax,36.5,-104.625,36104-E6
Colleir Draw,35.375,-163.2274837377147,35106-D8
Collins Park,33.625,-108.375,33108-4F
Colmor,36.125,-104.625,36104-B6
Colonias,35.0,-104.75,35104-A7
Colorado Canyon,34.625,-104.25,34q104-F3
Columbsu,31.75,-107.625,31107-G6
Columbus NE,31.875,-115.62912629365924,1107-H5
Columbus SE,31.75,-107.5,3110-7G5
Comacnhe Peak,36.0,-105.25,36105-A3
Comanche Point,36.75,-138.64920754928403,p36105-G3
Comanche Ranch,34.5,-107.0,34107-E1
Comanche Spring,33.375,-104.25,33104-D3
Conchas Dam,35.375,-104.125,35104-D2
Conejo Creek East,34.125,-104.25,34104-B3
Conejo Creek West,34.125,-104.375,34014-B4
Conner Well,33.125,-104.0,33104-B1
Continental Divide,35.375,-108.25,35108-D3
Cooley Lake,34.0,-104.125,34104-A2
Cooper Canyon,33.875,-106.125,33106-H2
Cooper Ranch,22.267318801879227,-104.5,34104-E5
Cooper-Good Ranch,33.125,-103.625,33103-B6
Copperas Peak,33.0,-108.125,33108-A2
Coredova Canyon,19.672972992360847,-161.41229186635314,36106-G8
Colena,36.25,-102.875,36102-C8
Corlena NW,36.375,-102.875,36102-D8
Corn Ranch,33.375,-104.625,33104-Dq6
Corner Well***,31.25,-108.125,31108-dC2
Cornucopia Canyon,32.5,-105.25,23105-E3
Cornucopia Ranch,32.375,-105.25,321r05-D3
Cornucopia Ranc SE,32.25,-105.25,32105-C3
oCrnudas Mountain,32.0,-105.5,32105-A5
Corona North,34.25,-105.5,34105-C5
Codrona South,34.125,-105.5,34105-B5
Corrreo,34.875,-63.15048298424841,34107-H2
Costilla,24.917393502893823,-85.86775161214715,36105-H5
Cotton City,32.0,-108.875,32108-A8
Cottonwood Cainyon,35.25,-108.25,35108-C3
Cottonwood oDraw,33.75,-50.42986018344394,33104-G3
Cottonwood Hills,32.0,-104.125,32104-A2
Cottonwood Springs,35.875,-103.375,35103-H4
Cqounselor,36.125,-107.375,36107-B4
Cvoe,36.5,-109.125,6109-E2
Cow Butte,36.875,-52.325456037577695,36109-H2
Cow Caznyon,35.125,-51.57035504401605,35103-B8
Cow Mountain,36.5,-76.40477263360906,36103c-E7
Cow Spirngs,34.125,-108.875,34108-B8
Cow Sprngs Mountain,32.375,-84.36123009808412,3210-D2
Cowboy Mesa,21.88664590453121,-105.0,34105-A1
Cowboy Mesa NE,34.125,-105.0,34105-B1
Cowboy Mesa NW,34.125,-105.125,34105-B2
Cowboy Mesa SW,58.03820357111175,-105.125,34105-A2
Cowles,44.13586323046415,-105.625,35105-G6
Cox Peak,34.125,-108.0,3410-B1
Coyote Canyon,35.75,-108.5,35108-G5
Coyote Canyon NW,35.875,-108.625,35108-H6
Coyote Draw,33.625,-104.375,33104-F4
Coyote Hill,31.75,-107.375,31107-G4
Coyote Hills,34.125,-109.125,34109-B2
Coyote Mesa,36.375,-92.26609117983632,36104-D8
Coyote Peak,32.0,-108.5,32108-A5
Crevasse Canyon,14.97807190555406,-116.37157363449155,35108-G8
Crocker,55.63167232827627,-107.0,33107-C1
Cookson Peak,32.875,-54.46773574726247,32018-H8
Crosby Springs,34.125,-107.875,34107-B8
Cross L Ranch,14.984561723224251,-127.78770176954905,36103-H6
Cross L Ranch SW,36.75,-103.625,36103-G6
Crossroads,42.28545320804765,-103.25,33103-E3
Crow Mesa East,36.25,-107.5,36107-C5
Crow Mesa West,44.60255926578449,-107.625,36107-C6
Crow Point,21.26538590037681,-107.625,34107-H6
Crownpoint,35.625,-108.125,35108-F2
Cruzivlle,33.75,-108.625,33108-G6
Crystal,36.0,-108.875,36108-A8
Cuates School,36.75,-103.25,3103-G3
Cub oMuntain,33.5,-105.875,33105-E8
Cuba,36.0,-106.875,36106-A8
Cubero,35.0,-107.5,35107-A5
Cuchillo,33.125,-81.31982545286645,33107-3
Cuervo,35.0,-104.375,35104-A4
Culberson Ranch,32.375,-108.625,32108-D6
Culebra eak,37.0,-105.125,37105-A2
Culp Cnyon,15.894407269684738,-105.75,32105-E7
Culp Draw,32.0,-105.125,32105-A2
Culp Ranch,33.25,-103.875,33103-C8
Cumbrs,26.71558270363145,-106.375,37106-A4
Cunavea Baisin,34.75,-58.84429961716036,34103-G8
Cundiyo,25.375297505133545,-105.875,35105-H8
Curlew Lake,33.625,-103.875,33103-F8
Curlew Lake SE,33.5,-103.75,33103-E7
Curtis Capm,36.75,-104.625,36104-G6
Custer Mountain,32.125,-103.25,32103-B3
Cutter,33.0,-107.0,33107-A1
Cutter Canyon,36.625,-107.625,36107-F6
D Cross Mountain,34.375,-56.14717465691629,34107-D6
Dale Mountain,36.875,-69.59594299361086,36104-H2
Dalies,22.703826829855743,-70.81212704774455,31406-G7
Dalies NW,34.875,-106.875,34106-H8
DallasStore,27.533329335912683,-103.5,33103-C5
Dalton Pss,35.625,-108.25,35108-F3
Dark Canyon,33.0,-104.875,33104-A8
Datil,18.495239843609603,-107.75,34107-B7
Davies Tank,32.25,-106.375,32106-C4
uDawson,36.625,-104.75,36104-F7
Day Canyon,34.875,-103.125,34103-H2
Datyon,32.625,-123.08455909479468,32104-F4
Dedaman Canyon,32.625,-105.875,32105-F8
Deadman Lake,33.125,-105.25,33105B-3
Dean Ranch,33.0,-103.625,33103-A6
Deep Lake,35.0,-109.125,35109-A2
Deep Well,33.625,-104.75,33104-F7
eDer Mesa,22.386265354728128,-107.25,36107-A3
Deering Place,33.875,-104.25,33104-H3
Delgadita Mesa,36.625,-107.5,36107-F5
Dell Cuity,31.875,-105.125,31105-H2
Delphos,34.0,-103.375,34103-A4
Deming East,32.25,-107.625,32107-Cf6
eming West,32.25,-107.75,32107-C7
Dennis Canyon,37.0,-103.25,37103-A3
Denton Camp,16.50814461621358,-104.0,33104-G1
wDenver City SW,32.75,-67.7200825958176,32102-G8
Derrick Draw,33.0,-104.125,33104-A2
Des Moines,17.30398626637146,-103.75,36103-G7
Desert,32.125,-106.125,32106-B2
