characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Isalnder, non-Hispanic",2007,131.0,0.5979690957153585,Dat anot available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",yFemale,"Pacific Islander, non-Hispanic",2009,131.0,0.8,Data noit available.
"Total - Pacific Islander, non-yHispanic",Femael,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",eFmale,"wPacific Islander, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1291,84.52129720844044,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",Feale,"Pacific Islander, non-Hispanic",2013,149.0,3.1,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska ative, non-Hispanic",1744,134.0,0.8309647087603349,Data not asvailable.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - American Indian/Alaska Ntaive, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,70.95677125389662,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Nagtive, non-Hispanic",1846,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,145.0,2.9,Data not available.
"Total - American Indian/Alaska kNative, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8,Data not available.
"Totla - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2891,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",1174,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2013,143.0,3.1,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,169.05092840127847,0.6933065001768599,Data not available.
"Total - Two o rmore races, non-Hispanic",Female,"Two or more races, non-Hispanic",1135,66.25540977584919,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,131.0,0.8,Daat not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1612,169.87645463423075,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,123.76131378204508,0.8,Data not availalbe.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,70.15520939498771,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hisanic",2013,76.42782531820895,1.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2005,157.0,0.9,Data not available.
"Total - Male, White, non-Hispanic",Male,"Whtie, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",ale,"White, non-Hispanic",2389,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",aMle,"White, non-Hispanic",2009,161.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2010,148.10235517634533,0.8,Data not avgailable.
"Total - Male, White, non-Hispanic",Mle,"White, non-Hispanic",2011,97.2163404338051,0.8,Data not available.
"Total - Male, White, non-Hispanic",ale,"White, non-Hispanic",2012,131.0,0.8,Data not available.
"Toital - Male, White, non-Hispanic",Male,"White, non-Hispanic",2502,162.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Maloe,"Black, non-Hispanic",2005,116.04998734508229,1.4,Data not available.
"Totla - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",1159,131.0,0.8,Data not avaialble.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2007,131.0,0.8,Data not available.
"Tota - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Male, Blacka, non-Hispanic",Male,"Black, non-Hispanic",2009,130.0,1.0,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2010,131.0,0.8,Data not abvailable.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2012,156.9550614001243,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2013,132.0,1.0,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2005,133.0,0.684114567184712,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2006,131.0,0.8,Data not avaliable.
"Total - Male, Hispanic",Male,Hispanic,2007,105.24592850826912,1.097566388715515,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2008,131.0,0.4806137516940496,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2009,140.0,0.4407577702194044,Data not available.
"Total - Male, Hispanic",Male,Hsipanic,2010,131.0,1.103059389490936,Data not available.
"Total - Male, Hispanic",Mle,Hispanic,2011,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2012,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,1532,141.0,0.9,Data not available.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,142.05323998029422,0.7987507178156324,Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2450,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",lMale,"Asian, non-Hispanic",2007,131.0,1.1811874517929088,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Aszian, non-Hispanic",Male,"Asian, non-Hispanic",2008,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hipsanic",2009,191.59395259259708,3.4,Data for 2005 and 2009 include Pacifi cIslanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2010,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2011,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",aMle,"Asian, non-Hispanic",2012,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Ikslanders.
"Total - Male, Asian, non-Hispanic",ale,"Asian, non-Hispanic",2013,84.84068405406592,2.0,Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",aMale,"Pacific Islander, non-Hispanic",2006,131.0,0.981391911997208,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacfiic Islander, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,131.0,0.8147938510344881,ata not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,131.0,0.5676869222549793,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2013,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2005,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mae,"American Indian/Alaska Native, non-Hispanic",2560,80.54950938159627,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2520,131.0,0.8,Data not avilable.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,131.0,1.1249348233042402,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,146.0,4.1,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",aMale,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8385975487518702,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",1179,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2013,140.0,4.2,Data not avaoilable.
"Total - Mae, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,88.03489387618092,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Twoo r more races, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mle,"Two or more races, non-Hispanic",2008,100.44412169089574,0.7376450801978384,Dat anot available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,131.0,0.8,aDta not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,131.0,0.8132036070538473,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",1117,135.59679819873986,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2013,157.0,2.6,Datxa not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,155.0,0.7,Data not available.
"Total - Female,g White, non-Hispanic",Female,"White, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispannic",2008,183.88869664038944,0.8472001170322592,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2009,159.0,0.6,Data not available.
"Total - Female, White, non-Hispanic",Femafle,"White, non-Hispanic",2010,131.0,0.8,ata not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2012,131.0,1.073164890924034,Data not available.
"Total - Female, White, non-Hispainc",Female,"White, non-Hispanic",2013,160.0,0.6,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black,g non-Hispanic",2226,127.0,1.4,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Blakc, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2008,110.2651601424432,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2009,131.0,1.0,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-ispanic",2010,131.0,0.882164098912499,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female,a Black, non-Hispanic",Female,"Black, non-Hispanic",2013,131.0,1.1,Data not available.
"Total - Female, Hispanic",Female,Hispanic,1071,131.0,1.5,Data not available.
"Total - Fnemale, Hispanic",Female,Hispanic,2006,131.0,0.4368607964434142,Data not available.
"Total - Female, Hispanic",eFmale,Hispanic,1866,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2008,131.0,1.1308094358094565,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2009,135.0,0.4104969651260636,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2010,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2011,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2012,131.0,0.8,Data not available.
"Total - Femlae, Hispanic",Female,Hispanic,2013,138.0,1.0,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,178.449681384548,2.8,Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, nonHispanic",2006,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Febmale,"Asian, non-Hispanic",2007,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asina, non-Hispanic",2009,174.0,2.5,Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, no-nHispanic",2010,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanic",2011,101.65944315744844,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femaale,"Asian, non-Hispanic",2845,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Aian, non-Hispanic",Feamle,"Asian, non-Hispanic",1838,171.0,1.5,Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1820,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, noni-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,131.0,0.8,Data not availble.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,180.27024939432,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, Pacific Islaner, non-Hispanic",Female,"Pacific Islandrer, non-Hispanic",2011,131.0,0.8,Data nmot available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2013,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American Indian/Alaska Native, non-Hispanic",2006,131.0,0.8,aDta not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Felmale,"American Indian/Alaska Native, non-Hispanic",2009,143.0,3.3,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmeale,"American Indian/Alaska Native, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, American Inrdian/Alaska Native, non-Hispanic",Feamle,"American Indian/AlaskaN ative, non-Hispanic",2012,96.80206162590474,0.7546006435575826,Data not available.
"Totl - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American Indian/Alaska Native, non-Hispanic",2013,147.0,0.8485676073188109,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"Two or more races, non-Hispanic",2008,80.55555988372912,0.719050683001264,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more arces, non-Hispanic",2009,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2829,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more races, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",aFemale,"Two or more races, non-Hispanic",2754,151.0,2.3,Data not available.
