rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
1112,54071,20982,278162376113470,278162676013158,255
1112,54071,26023,278162076112921,242214750660820,376
8082,54072,-31900,278196576170179,278196876070332,255
1112,54072,-29865,304017863239655,278196276070159,255
1112,54072,748,278196276170182,278196576070139,265
1112,54072,27324,188303044996436,351336965601984,198
1112,54072,29905,278196876170336,278197176070108,255
1112,54076,84787,278248476117187,278248776017765,378
1112,54076,-2063,278247576143124,278247876058873,258
1112,54076,10541,278248176117009,278248476017223,255
1112,54076,19176,278247876158889,278248176017012,348
1112,54077,16526,278264076139192,278264376039077,352
1112,54079,-10910,278266776172155,278267076072237,232
1112,54080,-9801,278282676151529,278282976068795,255
1112,54080,85775,297991472227268,278283576085558,255
1112,54080,19779,278282976168804,278283276069046,255
8556,54080,31475,278282376151610,278282676051502,255
1112,54081,-31412,278334276197554,278334576012795,179
8439,54081,-13351,278334876113932,278335176013498,255
1112,54081,-12509,278333676196814,278333976097875,255
1112,54081,10935,278333976197897,278334276097573,255
1112,54081,11326,278334576112810,278334876013651,255
1112,54083,-29578,278351076186227,278351376086996,249
1112,54084,-150,278363976191652,261861706577770,170
1112,54084,12665,278364276191913,278364576091746,301
1112,54087,-23274,278369976118819,278370276038362,255
1112,54087,87409,278369676102678,155100593602874,255
1112,54087,13586,278370276138370,181390213679278,255
5270,54087,-84489,278369376102505,169055348255472,255
1112,54106,-16841,278603676161569,278603976061886,255
1112,54109,-21002,278680476171184,278680776071239,255
1112,54109,-15959,278681076187072,278681376086889,255
1112,54109,3901,278680176155918,305796187895090,255
1112,54109,16928,140946321257501,278681676004010,255
1112,54109,27015,278679876156215,411784583319251,255
7940,54109,29660,412130312033246,278681076087075,255
8847,54110,-22192,278714976192291,278715276037902,255
1112,54110,-20658,278715576137975,373291504802133,255
1112,54110,-7880,278715276137907,278715576037990,292
1112,54110,-4593,278714376177360,278714676092167,255
1112,54110,-898,278714676192168,278714976092318,255
1112,54112,-29880,278767476176339,278767776076099,255
1112,54112,-13506,278766876176096,219409305105771,255
1112,54112,5508,278767176176194,278767476076292,255
9668,54112,12169,278766576176449,278766876076055,174
1112,54112,25180,278767776176128,407543689606830,255
1112,54113,-27415,278801076157439,278801676057566,255
9397,54113,-18409,278801676157576,278801976057697,352
7423,54113,22040,278800476157466,278800776057632,277
9382,54113,32277,278800776157660,278801076057453,255
1113,58653,-19349,276274476156925,177165223895978,255
1113,58678,24,138339241839432,276445476028522,374
1113,58737,-15747,276982476172610,276982776072665,255
1113,58746,92223,374240085119274,277060776068585,255
1113,58756,19736,338962208267943,277138476011147,255
1113,58804,-19206,277579776179497,277580076080043,255
1113,58804,1806,277579476179626,277579776079491,255
1113,58814,-7764,401042344214382,277669776068142,255
1113,58845,-4870,278088876109594,278089176009398,255
1113,58855,-15306,278175276128118,300252741411898,255
1113,58873,22010,256763426633166,406590573228468,375
1114,15434,-5450,229410183865019,276188676007645,255
1114,15434,-93351,276188076107528,276188376008037,286
1114,15435,-23972,276192576191640,276192876091699,160
1114,15436,-30371,276302676103878,282468524352646,255
1114,15436,92564,276302376104493,276302676004032,365
1114,15437,-355,405910563219592,276347676055671,255
1114,15437,2803,350926286433950,276347076055476,255
1114,15437,18252,226597500692443,276347376055711,255
1114,15443,9367,177902617943426,276444576066077,255
8400,15446,-14037,276557076122353,276557376021761,255
3216,15446,3320,276556476106930,276556776006671,255
7789,15446,11417,347366009359561,276557076022095,255
1114,15446,22993,276557376121950,276557676050386,255
1114,15447,-16506,276569976120154,276570276020152,255
1114,15447,-9405,276571176120089,276571476019908,255
1114,15447,1659,276570276120054,276570576020089,255
8197,15447,14822,276570876120098,276571176020129,182
4561,15447,32339,276570576120005,276570876020039,255
1114,15448,-28607,276620976146271,276621276046597,255
1114,15450,-877,276635076201514,306468404056721,255
1114,15450,-84257,276634776201099,314605993413466,255
9683,15452,-6860,276646176200848,276646476031932,255
4750,15453,12850,276661776156404,225453427964142,380
1114,15454,-31255,276700776201380,276701076102328,257
1114,15457,-20867,217003059915046,276726576083501,204
3177,15457,-14114,276725376183410,225122274710057,255
1114,15457,-11052,355301808725873,276725976083488,330
1114,15457,1023,276726876183532,345177164416196,255
1114,15457,-86837,276725976183375,264221640768798,255
3561,15457,26289,276726576183445,276726876083575,255
1114,15459,-20530,345245144539813,276747876016535,255
3733,15459,-13643,212646812166238,276748476016585,255
1114,15459,-10257,276748476116874,276748776016585,198
1114,15459,15023,276747876116771,334313671728175,255
1114,15459,22730,276748776116881,276749076016488,155
1114,15461,89695,276811176168269,276811476068633,255
1114,15461,-9273,276811476168448,276811776068432,255
1115,15851,-29002,276180576175521,276180876007923,255
1115,15852,18215,276188076154370,276188376054104,255
1115,15857,23443,276218076201737,153093840398038,255
1115,15859,-19976,201379897234995,276264576068671,255
1115,15859,6560,276263976168970,160659589154285,255
1115,15861,-29180,276304176153434,304492608317792,222
1115,15863,-21052,226793440677732,276349476053407,255
8950,15868,29304,276437976157932,345792626865499,255
1115,15873,17937,276476976156434,175556705649758,233
1115,15873,21239,276477276156522,276477576056426,255
4530,15874,-18582,276487176147492,146641793012467,255
1115,15877,-21745,276524376169005,187096163524392,255
9375,15879,-32253,276548976153635,328089498249096,255
1115,15880,-26707,276557676162540,276557976062531,255
1115,15880,-20286,276557976162534,141280865667836,255
1115,15880,-14921,276556776162706,276557076062597,255
1115,15880,-6260,405423179117696,186223283393173,255
10260,15880,-92459,276555876162550,276556176062553,255
9588,15880,17251,271928789499744,276556776062673,243
1115,15880,22055,276555576162642,276555876062546,255
1115,15880,28175,276557376162633,188634401521774,255
1115,15880,28557,356123594527003,276555576062613,255
1115,15880,30890,276557076162665,388324444443646,255
1115,15891,-31230,276710976162597,276711276062501,255
1115,15891,-20629,276711876162503,276712176062506,255
1115,15891,3017,276711276162503,276711576062650,263
1115,15891,15072,276712176162503,276712476062703,255
4944,15891,27622,283225822460318,276711876062500,255
1115,15891,28786,276712476162705,276712776062456,255
5233,15892,5458,276720576183332,276720876083154,255
1115,15892,14645,276720276182906,276720576083767,255
7425,15893,-21328,276740976174864,276741276074118,255
1115,15893,-20403,191844032227224,197210402474782,255
1115,15893,91963,276741276174153,276741576074163,255
1115,15893,29128,276741876174230,276742176074314,255
1115,15895,-28202,292042185569610,276799176050902,255
3324,15895,-5848,276800376151013,276800676051338,131
1115,15895,17240,276799776150880,276800076050956,255
8838,15895,91374,302164005633123,409180522807093,255
9946,15895,26573,276799176150866,356323810075195,255
9253,15895,27352,276800076150953,276800376051001,255
9030,15896,5825,276806976196150,234166756364815,255
1115,15897,-14283,276822876152187,276823176052551,255
1115,15897,25760,276822576151834,276822876052181,255
1115,15897,94354,276823176152540,276823476051769,255
1115,15898,30841,276868476141619,276868776041795,229
1115,15901,-32732,276909276187659,170530807426399,255
1115,15902,-31611,276954876140117,276955176039989,255
1115,15909,-24510,277081776148121,277082076065260,255
1115,15911,-35,277128876154897,277129176069803,255
7693,15912,841,248519719033670,254026733679317,194
1115,15915,-19734,277157976189093,277158276089460,255
1115,15919,-4779,277178976124560,277179276024393,255
1115,15920,-24267,375950630793105,346006324414101,255
7516,15923,26376,277259376159006,277259676076885,255
1115,15926,-3140,277332276164118,277332576063888,255
1115,15927,-27523,277337376166056,277337676065847,255
1115,15927,28054,277337676165854,414924881791533,255
1115,15929,-7493,277391676121506,372462529101034,255
8124,15929,2753,277391076121504,277391376021750,255
1115,15929,21820,413626126317111,277391676021536,255
1117,1523,-5182,276282876130367,220218259085205,255
10089,1523,-86085,276282576198662,276282876030631,255
1117,190888,-5182,276282876130367,276283176030544,255
3184,190888,14072,276282576198662,276282876030631,255
1117,190891,-8505,276287366039246,276287665915610,255
1117,190891,-1144,413433915241800,276287065915645,255
1117,190891,-130,342852755741903,276287365915624,255
1117,190893,-15223,276296066041186,276296365917940,255
8840,190893,30131,276296366041585,276296665917829,253
9957,190897,-4004,276390266092267,147992657428065,255
4506,190901,-24851,149726694981830,191588401127564,277
1117,190904,-20543,276615266033668,276615565910488,266
1117,190912,-11877,277169366073121,277169665949699,255
1117,190912,88368,277169666073139,277169965949673,331
1117,190913,-4436,203522884886702,277175965954562,255
1117,190913,8514,277175966077966,277176265954507,255
1117,190915,-8155,386349343318672,277251265976532,165
9082,190915,-6685,277251266099845,277251565976522,255
1117,190916,-30593,419985862924200,409454176544568,255
1117,190917,26150,277259966063616,277260265938911,255
1117,190921,90217,291299431985763,313793898769481,236
1117,190921,8432,277344866111533,277345165988003,255
9123,190921,9257,277344266111434,277344565987960,279
3843,190922,-8230,277352366142999,277352666019628,166
1117,190923,-10567,319268765977849,277355365922968,255
1117,190926,12632,277426466084289,277426765960074,255
4705,190926,12750,277426766083187,191916386038993,255
1117,190927,91360,277429166061815,277429465938640,255
1117,190928,-21940,277431566035709,277431865912364,212
1117,190929,-12641,277432766112414,277433065988844,255
1117,190932,9062,277511666057220,277511965933638,255
1117,190934,-28284,277519166115840,277519465992237,255
1117,190936,-19955,384023184070712,406933536153164,255
4955,190936,447,277600766113854,277601065990172,255
3772,190938,-31965,278106866075442,278107165951735,255
1117,190939,-6721,155633680590092,278111366005712,255
1117,190940,-21906,278111966043086,278112265919550,255
1117,190940,-18476,278112266043745,278112565919535,255
1117,190941,-18237,278120966084803,278121265961014,255
1117,190941,5,208020443995627,278120965960999,255
1117,190942,-19891,278122466128081,278122766004453,353
1117,190942,30719,278122166127948,196270436961375,255
1117,190944,-30261,278464466116365,278464765992701,255
1117,190944,22477,278464166116343,278464465992738,255
1117,190945,17261,278470166044280,278470465920400,255
1117,190947,-2501,278734166140214,263747930539937,255
1117,190947,29373,278733866040294,278734166016564,255
1118,2050,-13639,276179676162209,401663710197518,255
10274,2050,-11470,232688057472169,276180276062275,235
5293,2050,-10172,276179076162122,276179376062264,255
1118,2050,7270,327050515160795,276178776062320,255
9559,2050,14656,276180276162275,276180576062190,370
1118,2050,22553,207077209370146,276179076062123,374
1118,2050,29211,210219997631938,276179676062188,255
1118,2057,-5762,276260976105567,276261276006485,255
1118,2057,-3913,276261576106306,292120509985186,255
4186,2057,25085,276261276106484,276261576006307,255
1118,2057,30585,207885159163576,276260676006356,255
7792,2057,31801,327397919737687,276260976005602,255
1118,2059,-18964,276276876173631,276277176074017,224
3192,192066,-13639,276179676162209,276179976062313,255
1118,192066,-11470,276179976162286,276180276062275,255
1118,192066,-10172,276179076162122,276179376062264,255
1118,192066,7270,276178476162357,276178776062320,152
1118,192066,14656,276180276162275,276180576062190,255
1118,192066,22553,276178776162333,210221156556724,229
7933,192066,29211,276179376162271,276179676062188,255
1118,192073,-5762,276260976105567,276261276006485,255
1118,192073,92285,186157073165629,276261876006193,255
1118,192073,25085,276261276106484,404668181867225,255
1118,192073,30585,276260376172480,276260676006356,255
3462,192073,31801,276260676106356,413844621884379,255
5376,192075,-18964,203854003410292,276277176074017,255
1119,2231,-5269,276184776132479,276185076032658,255
5233,2231,10281,276184476198918,315152161662711,375
1119,2233,-93657,276260676118210,276260976018205,255
1119,2233,12930,276260076118041,276260376018033,255
8316,2233,18206,276260376118036,276260676018191,255
4038,192247,94306,276184776132479,302433577405737,255
1119,192247,90559,276184476198918,276184776032468,255
1119,192249,-23111,276260676118210,276260976018205,255
1119,192249,12930,372189495737726,276260376018033,255
1119,192249,18206,276260376118036,276260676018191,255
1121,16684,26442,276179976135727,396060415471129,309
3287,16685,-21200,276225276165690,276225576027334,255
1121,16691,-1361,276292476106443,276292776006635,255
1121,16692,-26022,276352776119975,164960282908815,314
1121,16692,-85763,276352476187388,387311506801754,255
10205,16693,12344,267432210528970,276397776071759,255
1121,16698,-31087,276464076201387,276464376034069,255
1121,16701,27577,276542976147678,276543276063308,255
1121,16704,-11796,276547176201259,276547476102002,255
1121,16704,28396,276547476202024,276547776101489,255
1121,16707,-27660,276784776159014,276785076091181,255
1121,16708,11025,230143581104104,276816276101304,255
9845,16710,-725,276829476102849,276829776057559,255
1121,16714,5183,276880776112148,181725656032129,267
1121,16718,28183,276956976184874,276957276074127,255
1121,16719,-4212,277002576188856,394491775994516,255
1121,16726,15315,277052676174106,277052976074130,255
9463,17173,93489,276360276118600,276360576018681,255
1122,17173,18860,276359976118588,276360276018418,255
1122,17175,-27944,276384276136757,276384576007604,255
3180,17175,-4308,276385176115929,276385476016219,370
1122,17175,16044,276385476116231,157981281096049,313
1122,17175,16610,276384876116092,276385176015908,255
1122,17175,28632,276384576107603,257242684562288,255
1122,17180,9317,276442776181956,177701772406475,298
1122,17181,13170,315644275407955,276445176066124,255
1122,17182,92719,276447576196201,276447876096134,248
1122,17182,-430,276447876196502,276448176096767,255
9409,17182,885,315972285708737,276448476096694,255
9038,17184,-29942,276470676193978,276470976094267,255
1122,17184,-7144,276470976194269,276471276094121,255
10397,17184,-715,276471276194099,276471576093868,255
1122,17184,15798,375808555236635,414309332166751,255
1122,17188,-27527,276530076164371,289854050942905,255
1122,17188,-21992,276530376164342,276530676064506,255
1122,17189,-29020,276559176194293,276559476008207,255
1122,17189,-7103,139801981780711,276558576077514,212
8955,17189,5475,276558576177103,276558876094952,255
1122,17189,88353,276559476107990,213246572070508,255
