,execution_number,n_labels,precision,recall,fscore
59,3,1320,0.7950898756624374,0.64188369904012,0.6846733327228058
60,4,66,0.8000571687992392,0.6419190241109567,0.6854949016421356
61,4,132,0.7950898756624374,0.64188369904012,0.6846733327228058
62,4,198,0.4539124602046333,0.5,0.47584288825335186
63,4,264,0.8049333458371362,0.8333377333586864,0.8182850364949974
64,4,330,0.6725614431889487,0.6944945207095743,0.6825358202652825
65,4,396,0.806779521200631,0.8160692762964904,0.8113318984499684
66,4,462,0.4539124602046333,0.5,0.47584288825335186
67,4,528,0.846407025783886,0.7513719419190473,0.7893077510477549
68,4,594,0.6486681314746201,0.6538678595046165,0.6511984739681423
69,4,660,0.6915481144850628,0.8439746419334289,0.7328067510010576
70,4,726,0.7342955834226972,0.8343212375420637,0.771414009233578
71,4,792,0.6636670208072084,0.5855878839857418,0.6072877430173079
72,4,858,0.8000571687992392,0.6419190241109567,0.6854949016421356
73,4,924,0.6725614431889487,0.6944945207095743,0.6825358202652825
74,4,990,0.7745572362045802,0.6638301912510935,0.701123637673001
75,4,1056,0.7950898756624374,0.64188369904012,0.6846733327228058
76,4,1122,0.7189278800899016,0.8089195575986095,0.7525408911083292
77,4,1188,0.7899679482079109,0.8664753322199706,0.822058265957993
78,4,1254,0.4539124602046333,0.5,0.47584288825335186
79,4,1320,0.8000571687992392,0.6419190241109567,0.6854949016421356
80,5,66,0.7950898756624374,0.64188369904012,0.6846733327228058
81,5,132,0.7225810344727602,0.8041588727017903,0.7540798901653432
82,5,198,0.7183640916179759,0.8139727004484432,0.7533795512333391
83,5,264,0.6966039864677372,0.6781454871838568,0.6867250075508722
84,5,330,0.7745572362045802,0.6638301912510935,0.701123637673001
85,5,396,0.8681518580604846,0.7334156687254054,0.7819969949610934
86,5,462,0.8310498708160226,0.8235498889385571,0.8272434873097207
87,5,528,0.7390304590598988,0.7593354586911085,0.7486027938387676
88,5,594,0.8041537263914946,0.8473835416627058,0.8238275881906495
89,5,660,0.7321009826561837,0.8387762748903376,0.7707444273997092
90,5,726,0.4539124602046333,0.5,0.47584288825335186
91,5,792,0.7831107120304399,0.6410640435482229,0.6818852570091203
92,5,858,0.7745572362045802,0.6638301912510935,0.701123637673001
93,5,924,0.7745572362045802,0.6638301912510935,0.701123637673001
94,5,990,0.8389123514392578,0.6442817541807634,0.6935471833114134
95,5,1056,0.8160809137844189,0.7646215783018984,0.7873846356896747
96,5,1122,0.7239403146800485,0.8363782197496943,0.7633129233597575
97,5,1188,0.7317900768429215,0.8075047925391161,0.7619333343541244
98,5,1254,0.7223928894013187,0.7700178925860157,0.742878717993458
99,5,1320,0.6367045757667283,0.6615491149796671,0.6474457507176712
100,6,66,0.6766238198655093,0.7144230443309364,0.6927432780922261
101,6,132,0.4539124602046333,0.5,0.47584288825335186
102,6,198,0.8115081858313845,0.7324536810672592,0.7645679059320117
103,6,264,0.7239403146800485,0.8363782197496943,0.7633129233597575
104,6,330,0.6725614431889487,0.6944945207095743,0.6825358202652825
105,6,396,0.7745572362045802,0.6638301912510935,0.701123637673001
106,6,462,0.7061351189210134,0.7510192233220896,0.7253412043912442
107,6,528,0.8058295801594093,0.7046115211028025,0.7423523836400258
108,6,594,0.7745572362045802,0.6638301912510935,0.701123637673001
109,6,660,0.6980113019078583,0.7341541971403458,0.7138526799291576
110,6,726,0.4539124602046333,0.5,0.47584288825335186
111,6,792,0.6081204324123016,0.6223933306860356,0.6144881901586374
112,6,858,0.4539124602046333,0.5,0.47584288825335186
113,6,924,0.8034197069384914,0.6632460694696892,0.7067401490408252
114,6,990,0.7341919064781721,0.7957168299656994,0.7598200691031773
115,6,1056,0.7300252668961829,0.717550549952084,0.7235462047885727
116,6,1122,0.7393144329598014,0.7275069080966986,0.7332045031226014
117,6,1188,0.6725614431889487,0.6944945207095743,0.6825358202652825
118,6,1254,0.8389123514392578,0.6442817541807634,0.6935471833114134
119,6,1320,0.8389123514392578,0.6442817541807634,0.6935471833114134
120,7,66,0.4539124602046333,0.5,0.47584288825335186
121,7,132,0.6980113019078583,0.7341541971403458,0.7138526799291576
122,7,198,0.6725614431889487,0.6944945207095743,0.6825358202652825
123,7,264,0.8389123514392578,0.6442817541807634,0.6935471833114134
124,7,330,0.7950898756624374,0.64188369904012,0.6846733327228058
125,7,396,0.7950898756624374,0.64188369904012,0.6846733327228058
126,7,462,0.6732921671090383,0.5219464922109736,0.5206350383718988
127,7,528,0.6155143232823298,0.6368085144408503,0.624621667727234
128,7,594,0.7263783815885563,0.700024186544699,0.7120737495440885
129,7,660,0.7745572362045802,0.6638301912510935,0.701123637673001
130,7,726,0.7216562532752102,0.7841879035384556,0.7472902995510504
131,7,792,0.6980113019078583,0.7341541971403458,0.7138526799291576
132,7,858,0.4539124602046333,0.5,0.47584288825335186
133,7,924,0.7950898756624374,0.64188369904012,0.6846733327228058
134,7,990,0.728743987523425,0.8126612326766789,0.761192430927536
135,7,1056,0.7101424648898982,0.8176350567899061,0.7472919649795686
136,7,1122,0.7745572362045802,0.6638301912510935,0.701123637673001
137,7,1188,0.7931903765945756,0.8648166038111037,0.8236358885157818
138,7,1254,0.7551757399314377,0.729904963237342,0.74164727720062
139,7,1320,0.6725614431889487,0.6944945207095743,0.6825358202652825
140,8,66,0.8389123514392578,0.6442817541807634,0.6935471833114134
141,8,132,0.7237031731629032,0.7687476797681743,0.7432578060001735
142,8,198,0.7745572362045802,0.6638301912510935,0.701123637673001
143,8,264,0.7321009826561837,0.8387762748903376,0.7707444273997092
144,8,330,0.7239403146800485,0.8363782197496943,0.7633129233597575
145,8,396,0.6889797847299475,0.7322047954627643,0.7072653784407652
146,8,462,0.7745572362045802,0.6638301912510935,0.701123637673001
147,8,528,0.7308872882695368,0.8323768542410231,0.7681701976515733
148,8,594,0.7950898756624374,0.64188369904012,0.6846733327228058
149,8,660,0.7950898756624374,0.64188369904012,0.6846733327228058
150,8,726,0.7745572362045802,0.6638301912510935,0.701123637673001
151,8,792,0.7239403146800485,0.8363782197496943,0.7633129233597575
152,8,858,0.7490774064309258,0.6618807895735122,0.6932472570732322
153,8,924,0.8025787897318551,0.8461394307510829,0.8223776485933065
154,8,990,0.6980113019078583,0.7341541971403458,0.7138526799291576
155,8,1056,0.8000571687992392,0.6419190241109567,0.6854949016421356
156,8,1122,0.6900501540090209,0.7716300679840269,0.7197691678900288
157,8,1188,0.7893151131501619,0.7551255953429838,0.7707974236258781
158,8,1254,0.7621452858275437,0.8277311901512333,0.7898159313810729
159,8,1320,0.7745572362045802,0.6638301912510935,0.701123637673001
160,9,66,0.4539124602046333,0.5,0.47584288825335186
161,9,132,0.7745572362045802,0.6638301912510935,0.701123637673001
162,9,198,0.8176711888345178,0.8504357144419983,0.8329779761431022
163,9,264,0.7390304590598988,0.7593354586911085,0.7486027938387676
164,9,330,0.7071991644242488,0.7517041438332032,0.7262869443262051
165,9,396,0.4539124602046333,0.5,0.47584288825335186
166,9,462,0.4539124602046333,0.5,0.47584288825335186
167,9,528,0.6763412031934471,0.8241150415620694,0.7140701432426668
168,9,594,0.7745572362045802,0.6638301912510935,0.701123637673001
169,9,660,0.6915481144850628,0.8439746419334289,0.7328067510010576
170,9,726,0.6732921671090383,0.5219464922109736,0.5206350383718988
171,9,792,0.6853002025140094,0.67626750911096,0.6806195322328092
172,9,858,0.7987394565592958,0.6634924717877915,0.7060353694791961
173,9,924,0.6479967089492011,0.6125359093303622,0.62663990154775
174,9,990,0.7481567852015159,0.7739166564146136,0.7601497415311868
175,9,1056,0.7745572362045802,0.6638301912510935,0.701123637673001
176,9,1122,0.6889797847299475,0.7322047954627643,0.7072653784407652
177,9,1188,0.7051771617506188,0.8174612875294898,0.7428469576078264
178,9,1254,0.6920123706911518,0.7294400233322678,0.7082529591047236
179,9,1320,0.8172723599569625,0.8328260664659817,0.8248015494566188
180,10,66,0.8000571687992392,0.6419190241109567,0.6854949016421356
181,10,132,0.7271446582575423,0.8340542466746776,0.7654976607563746
182,10,198,0.728759759489179,0.7720666841108178,0.747732038936906
183,10,264,0.7370625599536396,0.8138860252790854,0.7677381258725045
184,10,330,0.7163355409283423,0.7396960200892113,0.727157382324774
185,10,396,0.7319224282187349,0.6795220728754082,0.701183953444032
186,10,462,0.8389123514392578,0.6442817541807634,0.6935471833114134
187,10,528,0.6915481144850628,0.8439746419334289,0.7328067510010576
188,10,594,0.7745572362045802,0.6638301912510935,0.701123637673001
189,10,660,0.58421685331978,0.5902633367322705,0.5870417733153724
190,10,726,0.7393144329598014,0.7275069080966986,0.7332045031226014
191,10,792,0.7759386181439343,0.6801267047518536,0.7149471535092232
192,10,858,0.7745572362045802,0.6638301912510935,0.701123637673001
193,10,924,0.7893151131501619,0.7551255953429838,0.7707974236258781
194,10,990,0.7745572362045802,0.6638301912510935,0.701123637673001
195,10,1056,0.6012841243833653,0.6774722812087334,0.6189576141629505
196,10,1122,0.7990519374013607,0.8603054947364492,0.8257908733254782
197,10,1188,0.7250342905693962,0.7725816436861672,0.7455358820536309
198,10,1254,0.6725614431889487,0.6944945207095743,0.6825358202652825
199,10,1320,0.8233428405797526,0.7855867456805576,0.8029390396109963
