county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,California,7297,02/14/2022 12:00:00 AM,23.237941424051364,-118.2282411,8830784,30146,8873200,-113950,0,0,0,0
Los Angeles,California,6037,02/15/2022 12:00:00 AM,34.30828379,-118.2282411,2777165,96333,8888536,83862,0,0,0,0
Los Angeles,California,6037,02/16/2022 12:00:00 AM,34.30828379,-137.0367911634773,2780323,-40790,8891694,83946,0,0,0,0
Los Angeles,California,6037,02/17/2022 12:00:00 AM,34.30828379,-118.2282411,2782953,30356,8894324,84002,0,0,0,0
Los Angeles,California,6037,02/18/2022 12:00:00 AM,34.30828379,-92.04041384346024,2784276,82140,8895647,-118420,0,0,0,0
Los Angeles,California,6037,02/19/2022 12:00:00 AM,34.30828379,-118.2282411,-3916075,84488,8923984,84364,0,0,0,0
Los Angeles,California,6037,02/20/2022 12:00:00 AM,34.30828379,-78.96354496264054,2787359,30447,8931967,84468,0,0,0,0
Los Angeles,California,6037,10/12/2021 12:00:00 AM,34.30828379,-118.2282411,1475694,26398,-13566130,246925,0,113,0,0
Los Angeles,California,6037,10/13/2021 12:00:00 AM,34.30828379,-118.2282411,1476791,26410,4811779,70616,1097,12,1097,317
Los Angeles,California,3288,10/14/2021 12:00:00 AM,19.184983482821988,-118.2282411,1477686,26414,4813204,258681,895,4,895,4
Los Angeles,California,7981,10/15/2021 12:00:00 AM,34.30828379,-118.2282411,1477686,99620,30959445,70829,0,0,0,361
Los Angeles,California,6037,10/16/2021 12:00:00 AM,34.30828379,-118.2282411,1479421,73583,31292145,70874,0,116,0,0
Los Angeles,California,6037,10/17/2021 12:00:00 AM,34.30828379,-118.2282411,1480656,26473,4835022,253913,0,0,0,0
Los Angeles,California,3035,10/18/2021 12:00:00 AM,31.229098563290798,-118.2282411,1481814,26506,4842472,71203,0,-70,0,1
Los Angeles,California,6037,10/19/2021 12:00:00 AM,34.30828379,-118.2282411,1483031,26527,4848946,71328,0,0,0,0
Los Angeles,California,6037,10/20/2021 12:00:00 AM,49.57172705770017,-108.72404998681866,1484192,26540,4850807,-122905,0,0,0,0
Los Angeles,California,6037,10/21/2021 12:00:00 AM,20.23881437429419,-118.2282411,1485105,26549,4852216,71350,0,0,0,0
Los Angeles,California,6037,10/22/2021 12:00:00 AM,34.30828379,-152.65547838608097,1485105,26549,4854041,71417,-664,-3,-1575,-26
Los Angeles,California,6037,10/23/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,26549,4854041,71417,0,0,0,0
Los Angeles,California,6037,10/24/2021 12:00:00 AM,34.30828379,-118.2282411,1485105,-35707,4854041,71417,-2397,-50,-22736,-351
Los Angeles,California,5719,10/25/2021 12:00:00 AM,34.30828379,-118.2282411,1489380,26604,4906317,71848,0,0,0,0
Los Angeles,California,6037,10/26/2021 12:00:00 AM,34.30828379,-118.2282411,8797468,26626,4913324,71952,0,0,0,0
Los Angeles,California,6037,10/27/2021 12:00:00 AM,34.30828379,-118.591987042775,1492106,26628,4914732,71941,0,0,0,0
Los Angeles,California,6037,10/28/2021 12:00:00 AM,34.30828379,-118.2282411,1493170,26637,4915796,71950,0,0,0,0
Los Angeles,California,6037,10/29/2021 12:00:00 AM,34.30828379,-118.2282411,1494119,26644,4932240,72112,0,113,41,1
Los Angeles,California,6037,10/30/2021 12:00:00 AM,34.30828379,-118.2282411,1495014,-33509,4936466,72188,0,0,0,0
Los Angeles,California,5393,10/31/2021 12:00:00 AM,34.30828379,-118.2282411,1496593,26683,4940995,72281,0,0,0,0
Los Angeles,California,6037,11/01/2021 12:00:00 AM,34.30828379,-118.2282411,1499911,26719,4958810,72489,1518,24,3168,123
Los Angeles,California,3077,11/02/2021 12:00:00 AM,34.30828379,-118.2282411,1501527,26740,4960591,276520,1616,-68,1781,22
Los Angeles,California,6037,11/03/2021 12:00:00 AM,34.30828379,-118.2282411,1502676,-33794,4973021,72525,1149,10,12430,14
Los Angeles,California,6037,11/04/2021 12:00:00 AM,34.30828379,-109.1840721720864,1503664,26752,4980260,-125832,988,2,7239,119
Los Angeles,California,6037,11/05/2021 12:00:00 AM,34.30828379,-118.2282411,1504843,26762,4985032,72681,1179,10,4772,37
Los Angeles,California,6037,11/06/2021 12:00:00 AM,34.30828379,-63.60553480947557,1506305,26796,4990096,215967,1462,34,5064,176
Los Angeles,California,6037,11/07/2021 12:00:00 AM,40.265919597050186,-107.77191897748337,1507736,26814,4992376,72960,1431,18,2280,103
Los Angeles,California,6037,11/08/2021 12:00:00 AM,42.48716103273619,-118.2282411,1509073,26838,5002154,73014,1337,24,9778,54
Los Angeles,California,6037,11/09/2021 12:00:00 AM,34.30828379,-118.2282411,1510434,78160,5005008,73105,1361,18,2854,312
Los Angeles,California,6037,11/10/2021 12:00:00 AM,34.30828379,-118.2282411,1511324,26862,5011378,73111,890,6,6370,6
Los Angeles,California,6037,11/11/2021 12:00:00 AM,34.30828379,-118.2282411,1512147,26872,5015745,-98625,823,10,4367,122
Los Angeles,California,6037,11/12/2021 12:00:00 AM,34.30828379,-118.2282411,8216478,89459,31021180,213425,869,31,5107,330
Los Angeles,California,6037,11/13/2021 12:00:00 AM,34.30828379,-100.122423791172,1514282,26923,5025778,73405,1266,20,4926,106
Los Angeles,California,6037,11/14/2021 12:00:00 AM,34.30828379,-118.2282411,1515324,26949,5031322,73552,1042,26,5544,147
Los Angeles,California,6687,11/15/2021 12:00:00 AM,34.30828379,-118.2282411,1516901,26973,5033964,255659,1577,24,2642,142
Los Angeles,California,6037,11/16/2021 12:00:00 AM,34.30828379,-118.2282411,1518732,26999,5035795,73720,1831,26,1831,26
Los Angeles,California,6037,11/17/2021 12:00:00 AM,34.30828379,-118.2282411,1519781,27010,5045896,73731,1049,11,10101,11
Los Angeles,California,7171,11/18/2021 12:00:00 AM,34.30828379,-118.2282411,1520504,27017,5050339,262121,723,7,4443,125
Los Angeles,California,6037,11/19/2021 12:00:00 AM,44.22820379182281,-87.82263601565407,1521197,27046,5054726,73939,693,29,4387,83
Los Angeles,California,8124,11/20/2021 12:00:00 AM,34.30828379,-118.2282411,1522240,27074,-12509282,74093,1043,28,1884,154
Los Angeles,California,6037,11/21/2021 12:00:00 AM,34.30828379,-118.2282411,-3784320,27074,5056610,74098,0,0,0,5
Los Angeles,California,6037,11/22/2021 12:00:00 AM,34.30828379,-118.2282411,1524294,27102,-13109655,74129,2054,28,2054,31
Los Angeles,California,6037,11/23/2021 12:00:00 AM,34.43671668766975,-118.2282411,1524912,91740,5059282,74152,618,19,618,23
Los Angeles,California,6037,11/24/2021 12:00:00 AM,34.30828379,-118.2282411,1525486,27128,5073933,74159,574,7,14651,7
Los Angeles,California,6037,11/25/2021 12:00:00 AM,34.30828379,-142.69775020816738,1526272,27138,5079168,74367,786,10,5235,208
Los Angeles,California,6037,11/26/2021 12:00:00 AM,34.30828379,-118.2282411,1527132,27166,5084546,74473,860,28,5378,106
Los Angeles,California,6037,11/27/2021 12:00:00 AM,38.573957039408654,-118.2282411,1528586,-37354,-12608937,74561,-3794,18,2222,88
Los Angeles,California,5001,11/28/2021 12:00:00 AM,34.30828379,-118.2282411,6827419,27208,5097638,74669,1940,24,10870,108
Los Angeles,California,6037,11/29/2021 12:00:00 AM,45.2511098873677,-118.2282411,-4046853,27208,5097638,74669,0,0,0,0
Los Angeles,California,6037,12/30/2021 12:00:00 AM,34.30828379,-64.41733892394454,1757522,27647,5692029,76540,16230,7,133669,17
Los Angeles,California,6037,01/03/2022 12:00:00 AM,34.30828379,-118.2282411,1887526,27756,6003152,77026,43604,28,108391,234
Los Angeles,California,3732,01/26/2022 12:00:00 AM,34.30828379,-118.2282411,2631994,28886,8275373,79764,0,0,0,0
Los Angeles,California,6037,01/28/2022 12:00:00 AM,34.30828379,-137.6749673030399,2668094,28998,31250808,-114389,8680,35,40409,132
Los Angeles,California,4855,02/21/2022 12:00:00 AM,45.484591131796776,-118.2282411,2789292,30519,8946146,84739,0,0,0,11
Los Angeles,California,6037,03/17/2022 12:00:00 AM,34.30828379,-118.2282411,2823354,31462,9065637,88024,0,0,0,-192
Los Angeles,California,6037,03/18/2022 12:00:00 AM,34.30828379,-118.2282411,-4114280,31491,9075006,88209,0,0,0,0
Los Angeles,California,6037,03/19/2022 12:00:00 AM,29.302723258700752,-118.2282411,6973183,87179,9076298,88251,0,0,0,0
Los Angeles,California,6037,03/20/2022 12:00:00 AM,34.30828379,-118.2282411,2826928,83295,9080457,229137,0,0,0,0
Los Angeles,California,6037,03/21/2022 12:00:00 AM,34.30828379,-118.2282411,2827802,31561,27145352,88476,0,0,0,0
Los Angeles,California,6037,03/22/2022 12:00:00 AM,34.30828379,-118.2282411,2829091,31576,22738855,227909,0,0,0,0
Los Angeles,California,6037,03/23/2022 12:00:00 AM,41.76616615382879,-118.2282411,2830048,31594,9089859,88597,0,0,0,0
Los Angeles,California,6037,03/24/2022 12:00:00 AM,28.204822542224065,-118.2282411,2830048,31594,9089859,88597,0,0,0,0
Los Angeles,California,6037,03/25/2022 12:00:00 AM,31.638591246953176,-118.2282411,2831103,31619,9095314,-121924,0,0,0,310
Los Angeles,California,6037,03/26/2022 12:00:00 AM,34.30828379,-118.2282411,8913565,-38572,9096593,275384,0,109,0,0
Los Angeles,California,6037,03/27/2022 12:00:00 AM,34.30828379,-118.2282411,2832706,31655,27037865,88879,0,0,0,0
Los Angeles,California,6037,03/28/2022 12:00:00 AM,34.30828379,-114.37829521464376,2833206,31669,9105480,88950,0,0,0,0
Los Angeles,California,6037,03/29/2022 12:00:00 AM,34.30828379,-118.2282411,2834317,31683,9109754,89012,0,0,0,0
Los Angeles,California,6037,03/30/2022 12:00:00 AM,34.30828379,-172.97648676500629,2834317,31683,9109754,242816,0,0,0,0
Los Angeles,California,6037,03/31/2022 12:00:00 AM,18.40602820986799,-138.51024219185337,2834317,31683,9109754,89012,0,0,0,0
Los Angeles,California,4391,04/01/2022 12:00:00 AM,34.30828379,-174.4719973161178,2836605,31710,9112044,-128170,0,0,0,0
Los Angeles,California,8996,04/02/2022 12:00:00 AM,34.30828379,-166.07425284858104,2837430,31722,9119178,-127124,0,0,-59,1
Los Angeles,California,6037,04/03/2022 12:00:00 AM,40.66890625793211,-118.2282411,2838442,31739,9120316,89221,0,0,0,0
Los Angeles,California,6037,04/04/2022 12:00:00 AM,25.683764815677343,-118.2282411,2839480,101156,9121363,89247,0,0,0,-183
Los Angeles,California,6037,04/05/2022 12:00:00 AM,34.30828379,-118.2282411,2843599,31770,9132927,89358,0,0,0,0
Los Angeles,California,6037,04/06/2022 12:00:00 AM,34.30828379,-118.2282411,2843599,31770,9132927,-118063,0,0,0,0
Los Angeles,California,6037,04/07/2022 12:00:00 AM,34.30828379,-60.45932430344607,-4659514,-35170,9132927,89358,0,0,2316,0
Los Angeles,California,6037,04/08/2022 12:00:00 AM,34.30828379,-174.87786092799945,2846303,31807,9135704,89403,0,-66,0,0
Los Angeles,California,6037,04/09/2022 12:00:00 AM,21.60408934127304,-118.2282411,2847097,31819,-15304332,89428,0,0,0,0
Los Angeles,California,6037,04/10/2022 12:00:00 AM,34.30828379,-118.2282411,2848030,88468,9137596,89550,6324,0,0,0
Los Angeles,California,6037,04/11/2022 12:00:00 AM,19.787011692661284,-118.2282411,2849185,31839,9150534,89556,0,0,0,0
Los Angeles,California,6037,04/12/2022 12:00:00 AM,34.30828379,-98.27337700783524,2850480,31852,31016061,89666,0,0,0,0
Los Angeles,California,6037,04/13/2022 12:00:00 AM,34.30828379,-61.00947342177459,-4465123,31852,9157755,260185,0,0,0,0
Los Angeles,California,6037,04/14/2022 12:00:00 AM,34.30828379,-118.2282411,2850480,31852,9157755,89670,0,0,0,0
Los Angeles,California,5862,04/15/2022 12:00:00 AM,34.30828379,-119.7483737532604,2853706,31872,9160986,89697,0,0,0,0
Los Angeles,California,6037,04/16/2022 12:00:00 AM,36.68084434272004,-118.2282411,2854567,31884,9171381,89797,0,0,0,0
Los Angeles,California,7055,04/17/2022 12:00:00 AM,19.49439247745465,-118.2282411,2855687,31899,9172767,89838,0,0,0,0
Los Angeles,California,6037,04/18/2022 12:00:00 AM,20.926698968268497,-118.2282411,2857772,31913,9174880,89852,0,0,0,328
Los Angeles,California,7281,11/30/2021 12:00:00 AM,34.30828379,-118.2282411,1532430,-40094,5105427,74781,0,0,0,0
Los Angeles,California,6037,12/01/2021 12:00:00 AM,34.30828379,-118.2282411,7098904,27244,31404687,280664,0,0,0,0
Los Angeles,California,6037,12/02/2021 12:00:00 AM,25.691489304970528,-118.2282411,1536351,-34427,-13482788,74802,0,0,0,0
Los Angeles,California,3645,12/03/2021 12:00:00 AM,24.846017359931075,-118.2282411,1537450,27248,5127121,74911,0,0,0,0
Los Angeles,California,6037,12/04/2021 12:00:00 AM,34.30828379,-118.2282411,1538451,27262,5128725,74953,0,0,0,0
Los Angeles,California,3069,12/05/2021 12:00:00 AM,34.30828379,-118.2282411,1540200,27275,5138995,230263,0,0,0,0
Los Angeles,California,6037,12/06/2021 12:00:00 AM,34.30828379,-118.2282411,1541886,27288,5146771,75178,0,0,0,0
Los Angeles,California,6037,12/07/2021 12:00:00 AM,34.30828379,-118.2282411,1545583,27325,5155233,-123407,1799,21,1799,23
Los Angeles,California,6037,12/08/2021 12:00:00 AM,34.30828379,-118.2282411,1547042,27330,23553121,75275,1459,5,1459,299
Los Angeles,California,6037,12/09/2021 12:00:00 AM,34.30828379,-118.2282411,1547042,27330,5156692,75275,0,0,0,0
Los Angeles,California,6037,12/10/2021 12:00:00 AM,34.30828379,-118.2282411,-4109525,27341,5171651,-110963,0,0,0,0
Los Angeles,California,6037,12/11/2021 12:00:00 AM,34.30828379,-74.17205196279681,1549296,27352,5177395,75428,0,0,0,0
Los Angeles,California,3191,12/12/2021 12:00:00 AM,34.30828379,-118.2282411,1551117,73035,5182686,75517,0,0,0,0
Los Angeles,California,6037,12/13/2021 12:00:00 AM,34.30828379,-118.2282411,9753410,27388,5191014,75603,0,0,0,0
Los Angeles,California,6037,12/14/2021 12:00:00 AM,34.30828379,-120.5877401946294,1556685,88320,5199762,75698,0,0,0,19
Los Angeles,California,6037,12/15/2021 12:00:00 AM,34.30828379,-118.2282411,1560377,27432,5203454,282417,0,0,0,0
Los Angeles,California,8899,12/16/2021 12:00:00 AM,34.30828379,-118.2282411,1563879,27441,5206956,75727,0,0,0,0
Los Angeles,California,6037,12/17/2021 12:00:00 AM,50.53652429114175,-118.2282411,1567133,73779,5226183,75826,0,0,0,0
Los Angeles,California,3956,12/18/2021 12:00:00 AM,34.30828379,-118.2282411,9632628,27473,5237078,75878,0,0,0,0
Los Angeles,California,6037,12/19/2021 12:00:00 AM,34.30828379,-93.31051094513768,1576702,27488,5249273,75958,0,0,0,0
Los Angeles,California,6037,12/20/2021 12:00:00 AM,34.30828379,-118.2282411,1585313,27512,5269446,76054,0,0,0,0
Los Angeles,California,6037,12/21/2021 12:00:00 AM,34.30828379,-118.2282411,1595239,97505,5289904,76126,0,0,0,0
Los Angeles,California,6037,12/22/2021 12:00:00 AM,34.30828379,-102.11456803308396,1595239,-32328,-13605434,76126,0,0,0,0
Los Angeles,California,6037,12/23/2021 12:00:00 AM,34.30828379,-74.25646813901909,1616033,27546,5310698,76139,0,0,0,0
Los Angeles,California,7814,12/24/2021 12:00:00 AM,27.241580095023945,-118.2282411,1623442,27555,5327107,268680,0,0,0,0
Los Angeles,California,6037,12/25/2021 12:00:00 AM,20.67592553009343,-118.2282411,1632893,27576,5377245,76255,0,0,0,0
Los Angeles,California,6037,12/26/2021 12:00:00 AM,34.30828379,-118.2282411,1649376,27601,5407310,76336,0,0,0,0
Los Angeles,California,6037,12/27/2021 12:00:00 AM,34.30828379,-118.2282411,1669545,89808,5456421,76437,0,0,0,0
Los Angeles,California,6037,12/31/2021 12:00:00 AM,34.30828379,-118.2282411,1780154,27671,5768815,265147,22632,24,76786,94
Los Angeles,California,6037,01/04/2022 12:00:00 AM,34.30828379,-118.2282411,1921890,27772,6037516,77043,34364,16,34364,17
Los Angeles,California,6037,01/29/2022 12:00:00 AM,34.30828379,-118.2282411,-4155224,29099,8538829,80497,15550,101,29212,321
Los Angeles,California,6037,02/22/2022 12:00:00 AM,36.28834750760805,-118.2282411,2791630,30587,-13386228,84980,0,0,0,0
Los Angeles,California,5638,02/23/2022 12:00:00 AM,34.30828379,-118.2282411,2793776,30650,8961636,85043,0,0,0,0
Los Angeles,California,4692,02/24/2022 12:00:00 AM,34.30828379,-118.2282411,2793776,30650,-14727888,85043,0,0,0,0
Los Angeles,California,6037,02/25/2022 12:00:00 AM,34.30828379,-103.24023137486122,2796560,30716,8978479,224939,0,0,0,0
Los Angeles,California,6037,02/26/2022 12:00:00 AM,34.30828379,-118.2282411,2797628,30773,8981736,85557,0,118,0,0
Los Angeles,California,7153,02/27/2022 12:00:00 AM,28.04514316032085,-118.2282411,2799169,30853,8987156,85827,0,0,0,0
Los Angeles,California,4745,02/28/2022 12:00:00 AM,34.30828379,-118.2282411,9515170,30911,8997446,86026,0,115,0,0
