OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
145,ROAD_OFFSET,SOURCEL,0,0.0563398702093024
146,ROAD_OFFSET,SOURCEL,0,0.0561921107242742
147,ROAD_OFFSET,SOURCEL,0,0.0392763044874571
148,ROAD_OFFSET,SOURCEL,0,0.0262413866024214
149,ROAD_OFFSET,SOURCEL,0,0.0973830769402325
150,ROAD,SOURCEL,0,0.0893228330853087
151,ROAD_OFFSET,SOURCEL,0,0.0725463707417102
152,ROAD_OFFSET,SOURCEL,0,0.0725454552660753
153,SUBDIVISION,CADNSDI,0,0.00187479312635669
154,SUBDIVISION,CADNSDI,0,6.23224017641523e-05
155,SUBDIVISION,CADNSDI,0,0.00954036993424628
156,SUBDIVISION,CADNSDI,0,0.0223964739215873
157,SUBDIVISION,CADNSDI,0,0.0386215938025866
158,ROAD,SOURCEL,0,0.0299152578869354
159,SUBDIVISION,CADNSDI,0,0.0335039924261998
160,ELEVATION,DRG,,0.0108030016231307
161,ELEVATION,DRG,,0.00308620856635803
162,ELEVATION,DRG,,0.00412334105487421
163,SUBDIVISION,CADNSDI,,0.00634977357088598
164,ELEVATION,DRG,,0.0150648770247682
165,ELEVATION,DRG,,0.00254727482895626
166,ELEVATION,DRG,,0.00580644309911224
167,SUBDIVISION,CADNSDI,,0.00187729293333079
168,ELEVATION,DRG,,0.00380451798970827
169,SUBDIVISION,CADNSDI,,0.0053274198347004
170,ELEVATION,DRG,,0.00197065144906442
171,SUBDIVISION,CADNSDI,,0.028302761084864
172,SUBDIVISION,CADNSDI,,0.00709384609798887
173,SUBDIVISION,CADNSDI,,0.00359763501210029
174,SUBDIVISION,CADNSDI,,0.0152894141807008
175,SUBDIVISION,CADNSDI,,0.00128885507749847
176,SUBDIVISION,CADNSDI,,0.00262031943219885
177,SUBDIVISION,CADNSDI,,0.00869657878127476
178,SUBDIVISION,CADNSDI,,0.0100802851096697
179,SUBDIVISION,CADNSDI,,0.00475196389315269
180,SUBDIVISION,CADNSDI,,0.00954250706072418
181,SUBDIVISION,CADNSDI,,0.000351110792903261
182,ROAD,DLG,,6.047448750454e-05
183,UNKNOWN,UNK,,0.00759535978615246
184,UNKNOWN,UNK,,0.0106319188382891
185,SUBDIVISION,CADNSDI,,0.00720634677001443
186,SUBDIVISION,CADNSDI,,0.00258803088342729
187,SUBDIVISION,CADNSDI,,0.00348696892828349
188,ROAD,DLG,,0.00246427838499886
189,SUBDIVISION,CADNSDI,,0.0213136928368158
190,SUBDIVISION,CADNSDI,,0.0447945364832369
191,SUBDIVISION,CADNSDI,,0.0212234137231391
192,SUBDIVISION,CADNSDI,,0.0290598072466788
193,SUBDIVISION,CADNSDI,,0.00359311941798687
194,ROAD_OFFSET,SOURCEL,0,0.0436895199618808
195,ROAD_OFFSET,SOURCEL,0,0.043753760932148
196,ROAD,SOURCEL,0,0.0534971067580573
197,ROAD_OFFSET,SOURCEL,0,0.0226575795368172
198,RIDGE,DRG,40,0.00350591049643563
199,ROAD,SOURCEL,0,0.0559878883658113
200,TRAIL,SOURCEL,0,0.0591201323615728
201,SUBDIVISION,CADNSDI,0,0.0166510599770434
202,SUBDIVISION,CADNSDI,0,0.0488175566715092
203,SUBDIVISION,CADNSDI,0,0.0415094392827929
204,SUBDIVISION,CADNSDI,0,0.0170081038541433
205,ROAD,SOURCEL,0,0.0264174638539273
206,SUBDIVISION,CADNSDI,,0.0315763692659613
207,SUBDIVISION,CADNSDI,0,0.0151091530144415
208,SUBDIVISION,CADNSDI,0,0.0752834181601965
209,ROAD_OFFSET,SOURCEL,0,0.00693498690201783
210,ROAD_OFFSET,SOURCEL,0,0.00971129298032479
211,ROAD_OFFSET,SOURCEL,0,0.0190448699943173
212,ROAD,SOURCEL,0,7.86863293207838e-05
213,ROAD_OFFSET,SOURCEL,0,0.0197176029587729
214,ROAD,SOURCEL,0,7.56854760761156e-05
215,TRAIL,SOURCEL,0,0.00793702958810126
216,ROAD_OFFSET,SOURCEL,0,0.0226521058650316
217,ROAD,SOURCEL,0,0.0229394392942206
218,ROAD_OFFSET,SOURCEL,0,0.0185488364031479
219,ROAD,SOURCEL,0,0.0187912994149592
220,ROAD_OFFSET,SOURCEL,0,0.0184787891130353
221,ROAD_OFFSET,SOURCEL,0,0.0184887327698235
222,ROAD_OFFSET,SOURCEL,0,0.0370769130286343
223,ROAD_OFFSET,SOURCEL,0,0.073827347559208
224,ELEVATION,DRG,40,0.0625062159190035
225,ROAD,SOURCEL,0,0.0118445626130515
226,ROAD_OFFSET,SOURCEL,0,0.0389403352132253
227,SUBDIVISION,CADNSDI,0,0.0115850283690812
228,SUBDIVISION,CADNSDI,0,7.3647343721569e-05
229,SUBDIVISION,CADNSDI,0,0.0169851863173464
230,SUBDIVISION,CADNSDI,0,0.00526714557482296
231,SUBDIVISION,CADNSDI,0,6.75393666323382e-05
232,SUBDIVISION,CADNSDI,0,0.0169908189523244
233,SUBDIVISION,CADNSDI,0,0.0148857680693565
234,SUBDIVISION,CADNSDI,0,0.0167926105243455
235,SUBDIVISION,CADNSDI,0,5.92559485122478e-05
236,SUBDIVISION,CADNSDI,0,0.00158493200995763
237,SUBDIVISION,CADNSDI,0,0.00741857051753808
238,SUBDIVISION,CADNSDI,0,0.0166824857974207
239,SUBDIVISION,CADNSDI,0,0.0162342762236753
240,SUBDIVISION,CADNSDI,0,0.0171270020344624
241,SUBDIVISION,CADNSDI,0,0.0169350746420815
242,SUBDIVISION,CADNSDI,0,0.015701242754078
243,SUBDIVISION,CADNSDI,0,0.0169710867540941
244,SUBDIVISION,CADNSDI,0,0.0167993214566122
245,ROAD,SOURCEL,0,0.0116603006335335
246,ROAD,SOURCEL,0,7.48019427572718e-05
247,ROAD_OFFSET,SOURCEL,0,0.145095008730524
248,SUBDIVISION,CADNSDI,0,0.0170152256422745
249,SUBDIVISION,CADNSDI,0,0.015852708264748
250,SUBDIVISION,CADNSDI,0,0.0336259591806727
251,SUBDIVISION,CADNSDI,0,0.0242610039904833
252,SUBDIVISION,CADNSDI,0,0.0793196462208702
253,SUBDIVISION,CADNSDI,0,0.0356391392822986
254,SUBDIVISION,CADNSDI,0,7.84613084197678e-05
255,SUBDIVISION,CADNSDI,0,0.0169613798843317
256,SUBDIVISION,CADNSDI,0,0.00848159820083246
257,SUBDIVISION,CADNSDI,0,0.0345634986776989
258,SUBDIVISION,CADNSDI,0,0.0475801735927645
259,SUBDIVISION,CADNSDI,0,0.0386357342305967
260,SUBDIVISION,CADNSDI,0,0.0183564649529217
261,ROAD,SOURCEL,0,0.0113916542607232
262,POINT-TO-POINT,DRG,40,0.00195092590062182
263,ROAD_OFFSET,SOURCEL,0,0.00592514479648356
264,UNKNOWN,UNK,,0.00176889755638372
265,UNKNOWN,UNK,,0.000974849647796037
266,UNKNOWN,UNK,,0.00119082524608391
267,UNKNOWN,UNK,,0.0012042048637374
268,UNKNOWN,UNK,,0.000973781030808914
269,UNKNOWN,UNK,,0.000944359300799313
270,UNKNOWN,UNK,,0.00330897189612194
271,UNKNOWN,UNK,,0.00238548909561538
272,UNKNOWN,UNK,,0.00147168486948478
273,UNKNOWN,UNK,,0.0300522583785402
274,UNKNOWN,UNK,,0.0318565751539402
275,UNKNOWN,UNK,,0.00834650978629294
276,UNKNOWN,UNK,,0.00327574622139924
277,UNKNOWN,UNK,,0.0037269083938472
278,UNKNOWN,UNK,,0.0152218076310861
279,UNKNOWN,UNK,,0.0100039145744158
280,UNKNOWN,UNK,,0.000211722968224645
281,UNKNOWN,UNK,,0.000254710661620575
282,SUBDIVISION,CADNSDI,0,0.0170300805895017
283,SUBDIVISION,CADNSDI,0,0.00849448849689183
284,SUBDIVISION,CADNSDI,0,0.00850181963294956
285,SUBDIVISION,CADNSDI,0,0.00831655163055309
286,SUBDIVISION,CADNSDI,0,0.00831566150778263
287,SUBDIVISION,CADNSDI,0,0.0121005179940583
288,SUBDIVISION,CADNSDI,0,0.0120972461393344
289,SUBDIVISION,CADNSDI,0,0.0150129377565788
290,UNKNOWN,UNK,,0.0534949008052455
291,ROAD,SOURCEL,0,0.106829018499458
292,ROAD_OFFSET,SOURCEL,0,0.0257709457923136
293,ROAD_OFFSET,SOURCEL,0,0.0196902735675751
294,ROAD_OFFSET,SOURCEL,0,0.0145170911302104
295,ROAD,SOURCEL,0,6.21708420688242e-05
296,SUBDIVISION,CADNSDI,0,0.0239027461783365
297,SUBDIVISION,CADNSDI,0,0.00825444676342145
298,ROAD,DLG,40,0.0073678414980085
299,SUBDIVISION,CADNSDI,0,0.0045322621785235
300,SUBDIVISION,CADNSDI,0,0.0046735238425082
301,SUBDIVISION,CADNSDI,0,0.00671763912789356
302,SUBDIVISION,CADNSDI,0,0.00284241398615454
303,SUBDIVISION,CADNSDI,0,0.00231305369701957
304,SUBDIVISION,CADNSDI,0,0.0371088441936891
305,ROAD,SOURCEL,0,0.0085521073544608
306,ROAD_OFFSET,SOURCEL,0,0.00727483568161927
307,ROAD,SOURCEL,0,0.0140353112719362
308,ROAD_OFFSET,SOURCEL,0,0.00724177612348641
309,VEGETATION,DRG,40,0.0248436513256461
310,ROAD,SOURCEL,0,5.79303865073961e-05
311,WATERCOURSE,DLG,40,0.000128253546944271
312,SHORELINE,DRG,40,0.00447938567467693
313,ROAD,SOURCEL,0,0.0699465999808785
314,ROAD,SOURCEL,0,0.0809767589888116
315,ROAD,SOURCEL,0,0.0631019320355767
316,UNKNOWN,UNK,,0.00607395357586824
317,UNKNOWN,UNK,,0.0144636636305751
318,UNKNOWN,UNK,,0.0171434304691894
319,UNKNOWN,UNK,,0.0044250399306556
320,UNKNOWN,UNK,,0.00307973776432984
321,UNKNOWN,UNK,,0.00477739125274532
322,UNKNOWN,UNK,,0.00179762843214828
323,ROAD,SOURCEL,0,0.045188826429385
324,SHORELINE,DLG,40,0.00235658389265904
325,ROAD,SOURCEL,0,0.029914007078403
326,ROAD_OFFSET,SOURCEL,0,0.00584909209032319
327,RIM,DRG,40,0.0495862055717057
328,SUBDIVISION,CADNSDI,0,0.0212877572046002
329,SUBDIVISION,CADNSDI,0,0.0436451900627404
330,SUBDIVISION,CADNSDI,0,0.0230872259069401
331,SUBDIVISION,CADNSDI,0,0.147187500259062
332,ROAD,SOURCEL,0,0.00245439020362122
333,SUBDIVISION,CADNSDI,0,0.0591468531183038
334,SUBDIVISION,CADNSDI,0,0.016565293961871
335,ROAD,SOURCEL,0,0.000112902612728796
336,SUBDIVISION,CADNSDI,0,0.00892403573788001
337,SUBDIVISION,CADNSDI,0,0.0141127023678746
338,SUBDIVISION,CADNSDI,0,9.7172608043215e-05
339,FENCE,DRG,40,0.0093910870502332
340,WATERCOURSE,SOURCEL,0,0.0198743925313945
341,ROAD_OFFSET,SOURCEL,0,0.0684462103755624
342,FENCE,SOURCEL,0,0.00887353705416772
343,VEGETATION,MAP,40,0.0196874138152895
344,ROAD,SOURCEL,0,0.0137217922739493
345,ROAD,SOURCEL,0,0.0211698264871954
346,FENCE,DRG,40,0.121567554143356
347,SUBDIVISION,SOURCEL,0,0.0131650425714635
348,SUBDIVISION,SOURCEL,0,0.0145300412854972
349,SUBDIVISION,SOURCEL,0,0.00128000000000839
350,SUBDIVISION,SOURCEL,0,0.00728730221596894
351,SUBDIVISION,SOURCEL,0,0.0131572915873075
352,SUBDIVISION,SOURCEL,0,0.00726508648504141
353,SHORELINE,DRG,40,0.00421214376430522
354,SHORELINE,DRG,40,0.00471618301019023
355,SUBDIVISION,SOURCEL,0,0.0144720331692288
356,SUBDIVISION,SOURCEL,0,0.00129003875909103
357,SUBDIVISION,SOURCEL,0,0.00958348469873993
358,SUBDIVISION,SOURCEL,0,0.00618336335360834
359,ROAD,SOURCEL,0,8.04557258225258e-05
360,SUBDIVISION,SOURCEL,0,0.00728116062174946
361,UNKNOWN,UNK,,0.000336912711438743
362,UNKNOWN,UNK,,0.000327266967551348
363,UNKNOWN,UNK,,0.000248009464910331
364,UNKNOWN,UNK,,0.00451811006156979
365,UNKNOWN,UNK,,0.00380679153730312
366,UNKNOWN,UNK,,0.00572355430163751
367,UNKNOWN,UNK,,0.00141534676091609
368,UNKNOWN,UNK,,0.00233885024937876
369,UNKNOWN,UNK,,0.00177356767062984
370,ROAD,SOURCEL,0,0.0519717351039861
371,ROAD,SOURCEL,0,0.0283014752078182
372,ROAD,SOURCEL,0,0.125640188249556
373,VEGETATION,DRG,40,0.033694067185643
374,FENCE,DRG,40,0.0295014214297841
375,WATERCOURSE,DLG,40,0.0300040021391666
376,ROAD,SOURCEL,0,0.0696059635146151
377,ROAD,SOURCEL,0,0.0491239057086384
378,SUBDIVISION,CADNSDI,0,0.00874052596539908
379,UNKNOWN,UNK,,0.00176383780881685
380,UNKNOWN,UNK,,0.000303760447179653
381,UNKNOWN,UNK,,0.00410761689194756
382,UNKNOWN,UNK,,0.00440524063141996
383,UNKNOWN,UNK,,0.00169498366838679
384,UNKNOWN,UNK,,0.00171043902994926
385,UNKNOWN,UNK,,0.0108465320146033
386,UNKNOWN,UNK,,0.00407584764195095
387,UNKNOWN,UNK,,0.00144069931266993
388,UNKNOWN,UNK,,0.0115986200261888
389,UNKNOWN,UNK,,0.001969840215423
390,UNKNOWN,UNK,,0.00267956310162033
391,UNKNOWN,UNK,,0.00130762936357146
392,UNKNOWN,UNK,,0.00521925011291062
393,UNKNOWN,UNK,,0.00538750033871853
394,UNKNOWN,UNK,,0.00158271240856515
395,UNKNOWN,UNK,,0.00203666314271189
396,UNKNOWN,UNK,,0.00356004784057031
397,UNKNOWN,UNK,,0.00350604387607544
398,UNKNOWN,UNK,,0.00719587769692761
399,UNKNOWN,UNK,,0.00239069746503548
400,ROAD,SOURCEL,0,0.0376441397926208
401,ROAD,SOURCEL,0,7.43405211711652e-05
402,ROAD_OFFSET,SOURCEL,0,0.0439018958501698
403,ROAD_OFFSET,SOURCEL,0,0.020434711140796
404,ROAD,SOURCEL,0,8.41643767784024e-05
405,SHORELINE,DRG,40,0.00175370604120316
406,SHORELINE,DRG,40,0.00140101662630704
407,TRAIL,DLG,40,0.00219126340913912
408,TRAIL,DLG,40,0.000929887353495584
409,POINT-TO-POINT,DRG,40,0.000901084291539379
410,SUBDIVISION,CADNSDI,0,0.071101293645572
411,SUBDIVISION,CADNSDI,0,0.00373571758764624
412,SUBDIVISION,CADNSDI,0,0.00869404181664735
413,SUBDIVISION,CADNSDI,0,0.00745147856239229
414,ROAD_OFFSET,SOURCEL,0,0.0869825829946982
415,SUBDIVISION,CADNSDI,0,0.00873872600039862
416,SUBDIVISION,CADNSDI,0,0.00872957487980896
417,UNKNOWN,UNK,,0.00234467110243715
418,SUBDIVISION,CADNSDI,0,0.00606217812066741
419,SUBDIVISION,CADNSDI,0,0.00306621789673702
420,SUBDIVISION,CADNSDI,0,0.0227523337866305
421,SUBDIVISION,CADNSDI,0,5.33601304533498e-05
422,SUBDIVISION,CADNSDI,0,0.0134261697265403
423,ROAD,SOURCEL,0,0.0116428114539895
424,ROAD,SOURCEL,0,0.00406857963445425
425,LEVEE,DRG,40,0.000483574277469549
426,POINT-TO-POINT,DRG,40,0.00187870804930132
427,UNKNOWN,UNK,,0.00223902904652552
428,TRAIL,DLG,40,0.00517901010628811
429,ROAD,SOURCEL,0,0.261408249764667
430,ROAD,SOURCEL,0,0.0592473195747499
431,ROAD,SOURCEL,0,0.122499941487079
432,FENCE,DRG,40,0.0494901482660875
433,ROAD_OFFSET,SOURCEL,0,0.0112115248328468
434,ROAD,SOURCEL,0,0.00594849623638072
435,ROAD_OFFSET,SOURCEL,0,0.000962377406703305
436,ROAD,SOURCEL,0,0.110866353461913
437,ROAD,SOURCEL,0,6.71292982184234e-05
438,ROAD,SOURCEL,0,0.0245666773643543
439,WATERCOURSE,DLG,40,0.0200754641805079
440,RIDGE,DRG,40,0.0323745919607688
441,WATERCOURSE,DLG,40,0.0146253244003825
442,RIDGE,DRG,40,0.0189845433767143
443,UNKNOWN,UNK,,0.00714357838956449
444,SUBDIVISION,CADNSDI,0,0.0276099753513112
445,SUBDIVISION,CADNSDI,0,0.0228922175705521
446,SUBDIVISION,CADNSDI,0,0.00729326949065023
447,ROAD,SOURCEL,0,0.0644333321809492
448,POINT-TO-POINT,DRG,40,5.53263852522375e-05
449,ROAD,SOURCEL,0,0.0407111090223285
450,ROAD_OFFSET,SOURCEL,0,0.0762833764827578
451,ROAD,SOURCEL,0,6.25664000095848e-05
452,FENCE,SOURCEL,0,0.033457605300941
453,ROAD,SOURCEL,0,0.00744658384148167
454,ELEVATION,SOURCEL,0,0.0432273451475171
455,ROAD_OFFSET,SOURCEL,0,0.0103069827973365
456,SUBDIVISION,CADNSDI,0,0.00418836795065866
457,SUBDIVISION,CADNSDI,0,0.0415383842067969
458,SUBDIVISION,CADNSDI,0,0.0146550389130051
459,FENCE,DRG,40,0.00443046937418737
460,UNKNOWN,UNK,,0.00253200173589517
461,UNKNOWN,UNK,,0.0174134595772685
462,UNKNOWN,UNK,,0.00711889311150299
463,UNKNOWN,UNK,,0.00662203462589867
464,UNKNOWN,UNK,,0.00684193826758087
465,UNKNOWN,UNK,,0.00248572073123498
466,UNKNOWN,UNK,,0.00168064982689854
467,UNKNOWN,UNK,,0.00030943386231939
468,UNKNOWN,UNK,,0.000323843900785896
469,ROAD,SOURCEL,0,0.000116164476325191
470,SUBDIVISION,SOURCEL,0,0.00705013415065344
471,SUBDIVISION,SOURCEL,0,0.0118822586521507
472,SUBDIVISION,SOURCEL,0,0.00474004219391752
473,SUBDIVISION,SOURCEL,0,0.00840061189413625
474,POINT-TO-POINT,DIS,40,0.00274006136181715
475,SUBDIVISION,SOURCEL,0,0.00323603483498218
476,SUBDIVISION,SOURCEL,0,0.00243124617750101
477,SUBDIVISION,SOURCEL,0,0.00117674578005412
478,ROAD_OFFSET,SOURCEL,0,0.0192250910839694
479,ROAD_OFFSET,SOURCEL,0,0.019181279952268
480,ROAD,SOURCEL,0,0.0475754261923574
481,ROAD,SOURCEL,0,0.000102835240025505
482,TRAIL,SOURCEL,0,0.0669414458630257
483,ROAD,SOURCEL,0,0.0449795296022791
484,ROAD,SOURCEL,0,0.00103945162917911
485,ROAD_OFFSET,SOURCEL,0,0.0278776905021738
486,POWERLINE,SOURCEL,0,0.0626073505139785
487,ROAD_OFFSET,SOURCEL,0,0.0563080845060994
488,ROAD,SOURCEL,0,0.0185524334068753
489,ROAD,SOURCEL,0,0.0405304894969914
490,ROAD,SOURCEL,0,0.0521512477680382
491,POWERLINE,SOURCEL,0,0.0220842442085138
492,ELEVATION,SOURCEL,0,0.00255671397668712
493,POINT-TO-POINT,DIS,40,0.000110571851450351
494,POWERLINE,MAP,40,0.0131135744348546
495,ROAD,SOURCEL,0,0.000341041614997993
496,ROAD_OFFSET,SOURCEL,0,0.0939089182743934
497,ROAD,SOURCEL,0,6.79657266359772e-05
498,POWERLINE,SOURCEL,0,0.0121575335219381
499,SHORELINE,DRG,40,8.52839547708688e-05
500,ROAD,SOURCEL,0,0.00589281501817368
501,TRAIL,SOURCEL,0,0.00504668507340416
502,TRAIL,DLG,40,0.000162901502705354
503,TRAIL,SOURCEL,0,0.0108596602263938
504,TRAIL,SOURCEL,0,0.00715665461297525
505,TRAIL,DLG,40,0.000958666242346314
506,ROAD,SOURCEL,0,0.00590942127190552
507,VEGETATION,DRG,40,0.174577074112039
508,WATERCOURSE,DLG,40,0.00503842617926868
509,TRAIL,DLG,40,0.0222131825792996
510,ROAD_OFFSET,SOURCEL,40,0.152094863453719
511,ROAD_OFFSET,SOURCEL,40,0.0758607710471193
512,FENCE,DRG,40,0.177923887465494
513,ROAD,DLG,,0.00595739348563455
514,ROAD,DLG,,0.00364600604789876
515,ROAD,DLG,,0.0128235711105392
516,SUBDIVISION,CADNSDI,,0.0548361805566124
517,SUBDIVISION,CADNSDI,,0.00420497139909003
518,SUBDIVISION,CADNSDI,-1,0.000156554672868694
519,SUBDIVISION,CADNSDI,-1,0.00892179461477668
520,SUBDIVISION,CADNSDI,-1,0.00434188179897354
521,ROAD,DLG,40,0.000382690767653194
522,SUBDIVISION,CADNSDI,-1,0.00722508738943017
523,POINT-TO-POINT,MAP,40,0.0059159834523571
524,ROAD,DLG,40,0.0182510089405696
525,ROAD_OFFSET,UNK,,0.000746255875255336
