X,Y,OBJECTID,FIELD_VISIT,VISIT_DATE,OBSERVER,ORGANIZATION,STYLE_FAIL,LS_TYPE1,LS_TYPE2,MATERIAL,ACTIVITY,FAIL_DATE,WIDTH_M,DEPTH_M,LENGTH_M,HEIGHT_M,ELEV_CROWN,ASPECT,SLIDE_ANGLE,SLOPE_ANGLE,AREA_ESTIMATE,TOE_CONDITION,BR_ON_SLOPE,BR_CONTROL,TALUS,SPRINGS,SEEPS,PIPING,OUTSIDE_ME,HEADCUTS,SURF_OBSERV,CAUSE1,CAUSE2,COMMENTS,SOURCE,SOURCEPUB_DATE,BANK_POSITION,REMEDIATED,TOWN,GlobalID,Creator,CreateDate,Editor,EditDate,VERIFIED,RPTDATE_GEO,LS_DAY_GEO,LS_MONTH_GEO,LS_YEAR_GEO
485876.4635,124539.416099999,2163,Yes,2010/11/29 00:00:00+00,PLF,TRORC,Gully,,,,,,,,60,20,,,,,,,,,,,,,,,,,,Gorge Pine Hill Rd,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Bridgewater,{5837CA22-258E-42A4-ADA4-69D231571F90},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
493717.054,133999.7377,2164,Yes,2011/08/05 00:00:00+00,PLF,TRORC,Gully,,,,,,,,100,30,,,,,,,,,,,,,,,,,, ,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Barnard,{E517F949-FA2D-41F7-BB03-9E915BA73E8C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507363.3902,126301.9125,2165,Yes,2011/08/10 00:00:00+00,PLF,TRORC,Gully,,,,,,,,6000,165,,,,,,,,,,,,,,,,,,Quechee Gorge,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Hartford,{065BD927-E004-4237-A4E3-CC6DA5AA2AA2},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
486872.5083,117137.786599999,2166,Yes,2012/04/03 00:00:00+00,PLF,TRORC,Gully,,,,,,,,500,60,,,,,,,,,,,,,,,,,,deep ravine,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Plymouth,{DD85E561-D49F-4425-B2D0-234376CB7680},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
495431.8634,122545.873400001,2167,Yes,2012/09/10 00:00:00+00,"PD,EK",BCE,Gully,,,,,,,,0,4,,,,,,,,,,,,,,,,,,height estimated. not recorded in field,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Woodstock,{B7D99AF9-A821-4946-8A63-C57FF0BCE120},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
497726.1175,124515.3828,2168,Yes,2012/09/24 00:00:00+00,"MN,EK",BCE,Gully,,,,,,,,2,2,,,,,,,,,,,,,,,,,,contributing sand,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Woodstock,{C0685055-862D-4DF0-815C-4232AB82EE10},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
497770.0439,124541.461999999,2169,Yes,2012/09/24 00:00:00+00,"MN,EK",BCE,Gully,,,,,,,,3,3,,,,,,,,,,,,,,,,,,incised trib,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Woodstock,{CA6E529F-E1F8-4F75-8A1D-E3E371C578EE},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
518038.3007,260305.747,2170,Yes,2009/08/06 00:00:00+00,"M. Dyer, J. Benoit",NorthWoods Stewardship Center,Gully,,,,,,,,300,5,,,,,,,,,,,,,,,,,,Gully over 300' of flat land - possibly resulting from diverted drainages from hillside 300' away,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Irasburg,{D5335BE0-B8A0-4304-A455-925843F91C42},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
447277.8697,232398.0594,2171,Yes,2010/10/27 00:00:00+00,S. Parker,FEA,Gully,,,,,,,,150,8,,,,,,,,,,,,,,,,,,8 feet wide and 150' back upslope,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Colchester,{3B239A53-9E98-4970-BC54-7F4F15A69F4C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
447310.5995,232544.088,2172,Yes,2010/11/03 00:00:00+00,S. Parker,FEA,Gully,,,,,,,,150,4,,,,,,,,,,,,,,,,,,"4'wide; from Dev. to west; VHD wrong","Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Colchester,{7B6B65B1-FE71-4D07-911A-F29BF453541B},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
540745.3772,222817.357799999,2173,Yes,2013/07/01 00:00:00+00,MPL,FEA,Gully,,,,,,,,15,2,,,,,,,,,,,,,,,,,,stormwater from New Boston Road,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Lyndon,{364F6502-C940-4AB6-A77C-1F7C660D63E1},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
541928.736,222856.2776,2174,Yes,2013/07/02 00:00:00+00,MPL,FEA,Gully,,,,,,,,250,3,,,,,,,,,,,,,,,,,,Originating from Ag field at the top of the slope possibly causing a large mass failure upslope,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Lyndon,{19338BAA-41C1-4F0E-ADF6-9E467E90CA09},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
537335.7267,224681.318,2175,Yes,2013/07/03 00:00:00+00,MPL,FEA,Gully,,,,,,,,60,2,,,,,,,,,,,,,,,,,,series of gullies on right bank,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Lyndon,{7137D715-5EAF-4276-904C-3EADD8535341},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
537336.3193,224679.502800001,2176,Yes,2013/07/03 00:00:00+00,MPL,FEA,Gully,,,,,,,,60,2,,,,,,,,,,,,,,,,,,series of gullies on right bank,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Lyndon,{02C65D02-6039-4621-8ED5-3FEC599B340F},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
537336.7551,224678.1677,2177,Yes,2013/07/03 00:00:00+00,MPL,FEA,Gully,,,,,,,,60,2,,,,,,,,,,,,,,,,,,series of gullies on right bank,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Lyndon,{5F9269B7-43BE-47BA-9EB8-53CEB3BB41F0},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
531776.2051,217462.0057,2178,Yes,2013/07/24 00:00:00+00,MPL,FEA,Gully,,,,,,,,80,5,,,,,,,,,,,,,,,,,,The gullly in 3' wide,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Danville,{B443BE5A-CA7F-46F5-BF6B-95A5BFD3A3CB},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
531541.2747,217582.646500001,2179,Yes,2013/07/24 00:00:00+00,MPL,FEA,Gully,,,,,,,,60,3,,,,,,,,,,,,,,,,,,This gully is 6'wide as well and separates the two mass failures,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Danville,{2527217B-6813-4443-8B9B-1D301991446E},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
535158.5502,209401.8335,2180,Yes,2013/11/11 00:00:00+00,JHB,FEA,Gully,,,,,,,,100,10,,,,,,,,,,,,,,,,,,6' wide gully on RB draining steep road to the southwest,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Barnet,{88A44F67-CAA4-4A85-A008-47F9304BA5EE},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
534991.8597,209670.9474,2181,Yes,2013/11/11 00:00:00+00,JHB,FEA,Gully,,,,,,,,200,4,,,,,,,,,,,,,,,,,,10' wide gully with a 10'x60' MF approximately 40' above stream,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Danville,{812645DC-3F92-4457-9DB5-EAF67381D4BA},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
533420.2054,210955.9431,2182,Yes,2013/11/12 00:00:00+00,JHB,FEA,Gully,,,,,,,,80,2,,,,,,,,,,,,,,,,,,4' wide gully on left bank to road,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Left,,Danville,{B17ECFFD-AC49-4F34-A560-09EEBA73C62B},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
533296.0574,217333.468599999,2183,Yes,2013/11/13 00:00:00+00,JHB,FEA,Gully,,,,,,,,100,2,,,,,,,,,,,,,,,,,,3' wide on right bank,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Danville,{4030DD7A-E4F7-47F6-B830-F5DF19C45240},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
534452.0459,215810.8937,2184,Yes,2013/11/13 00:00:00+00,JHB,FEA,Gully,,,,,,,,100,2,,,,,,,,,,,,,,,,,,2' wide gully on right bank,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,Right,,Danville,{E1348861-0442-4AF3-8A96-F98D31496569},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
534352.444,215677.397399999,2185,Yes,2013/11/13 00:00:00+00,JHB,FEA,Gully,,,,,,,,60,2,,,,,,,,,,,,,,,,,,Stormwater input w/ gully and a failed rock slope repair,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Danville,{19506C7F-79AB-4ECF-A216-44E0A02D8CAB},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
530391.7125,212073.5327,2186,Yes,2014/04/17 00:00:00+00,JHB,FEA,Gully,,,,,,,,400,6,,,,,,,,,,,,,,,,,,6ft wide gully likely orginates from VAST trail,"Vermont Agency of Natural Resources, 2018, Watershed Management Division, Rivers Progream, Stream Geomorphic Assessment.",2018,,,Danville,{B4B94631-A550-4CD0-876C-F64ABA873223},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
