sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data not avaialble.
Total - Fmeale,Femae,"American Indian/Alaska Native, non-Hispanic",2009,243.0,0.9,Data not aailable.
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not avaialble.
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2011,244.0,0.9,Data not available.
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2012,229.0,0.7,Data not available.
Total - Female,Female,"American Indian/Alaska Native, non-Hispanic",2013,243.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"Whte, non-Hispanic",2000,239.0,2.5,Data not available.
"Total - White, non-Hispanic",Female,"White, no-nHispanic",2001,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"White, non-iHspanic",2002,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"Whte, non-Hispanic",2003,253.0,0.6,Data no tavailable.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - White, non-iHspanic",Female,"White, non-Hispanic",2005,255.0,0.5,Data not available.
"Total - White, non-Hispanic",Fmale,"White, non-mHispanic",2006,229.0,0.7,Data not available.
"Total - White, on-Hispanic",Femae,"White, non-Hispanikc",2007,257.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2009,260.0,0.6,Data not available.
"Ttal - White, non-Hispanic",Female,"White, non-Hispanic",2010,229.0,0.7,Data not avafilable.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2011,260.0,0.7,Data not available.
"Total - White, non-Hispanic",Femae,"White, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - White, non-Hispanic",Female,"White, non-Hispanic",2013,259.0,0.6,Data not available.
"Totabl - Black, non-Hispanic",Female,"Black, non-Hispanic",2000,206.0,3.6,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Black, non-Hispanic",Femafle,"Black, non-Hispanic",2003,219.0,1.1,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2005,222.0,1.0,Data not available.
"Total - Black, nonp-Hispanic",Female,"Black, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2007,226.0,1.3,Data not available.
"Tota - Black, non-Hispanic",Female,"Black, non-Hispani c",2008,229.0,0.7,Daat not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2009,229.0,1.1,Data not available.
"Total - Blaqck, non-Hispanic",Feymale,"Black, non-Hispanic",2010,229.0,0.7,Dta not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2011,231.0,1.0,Data not available.
"Total - Black, non-Hispanic",Female,"Black, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Black, nonH-ispanic",Female,"Black, non-Hispanic",2013,232.0,0.7,Datan ot available.
Total - Hispanic,Female,Hispnaic,2000,218.0,5.1,Data not available.
Total - Hispanic,Female,Hispanic,2001,229.0,0.7,Data not available.
Total - Hispanic,Female,Hispanic,2002,229.0,0.7,Data not available.
Total - Hispanic,Female,Hispanic,2003,228.0,1.5,Data not available.
Toal - Hispanic,Female,ispanic,2004,229.0,0.7,Data not available.
xTotal - Hispanic,Female,Hispanic,2005,229.0,1.0,Data not available.
Total - Hispanic,Female,Hispanic,2006,229.0,0.7,Data not available.
Total - Hispanic,Female,Hspanic,2007,231.0,1.3,Data not available.
Total - Hispanic,Female,Hispanic,2008,229.0,0.7,Data not available.
Total - Hspanic,Female,Hispanic,2009,235.0,1.4,Data not available.
Total - Hispanic,Female,Hispanic,2010,229.0,0.7,Data not available.
Total - Hispanic,Female,Hispanic,2011,237.0,1.3,Data not available.
Total - Hispanic,Female,Hispanic,2012,229.0,0.7,Data not available.
Total - Hispanic,Female,Hispanic,2013,238.0,1.0,Data not available.
"Total - Asians, non-Hispanic",Female,"Asian, non-Hispadnic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asia,n non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, no-nHispanic",Female,"Asian, non-Hispanic",2003,251.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",lFemale,"Asian, non-Hispanci",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hisanic",2005,249.0,3.5,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Fmeale,"Asian, non-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,249.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,253.0,4.4,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,266.0,6.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Asian, non-Hspanic",Female,"Asain, non-Hispanic",2013,258.0,3.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not availagble.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not avilable.
"Total - Pacific Islander, non-Hispanic",Feemale,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not availale.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Fcemale,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hsipanic",2008,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-gHispanic",2009,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islande,r non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Femlae,"Pacific Islander, non-Hispanic",2011,227.0,7.3,Data not available.
"Total - Pacific Islander, non-Hispanic",Femmale,"Pacific Islander, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2013,232.0,4.3,Data not aailable.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Feamle,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,234.0,1.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,236.0,2.1,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"Americaln Indian/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not availableu.
"Total - American Indian/Alaska Native, non-Hispanic",Femle,"American Indian/Alaska Native, non-Hispanic",2007,235.0,2.7,Dta not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,232.0,3.2,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Naive, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - American Indian/Alaska Native, nonH-ispanic",Female,"American Indian/Ahlaska Native, non-Hispanic",2011,232.0,3.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Femamle,"American Indian/Alaska Native, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - American Indian/Alaska eNative, non-Hispanic",Fetmale,"American Indian/Alaska Native, non-Hsipanic",2013,241.0,4.0,Data not availbale.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Two or nmore races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,229.0,0.7,Data not avafilable.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or mroe races, non-Hispanic",2004,229.0,0.7,Data no tavailable.
"Total - Two or moer races, non-Hispanic",Foemale,"Two or vmore races, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",emale,"Two or more races, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Two or more races, non-Hspanic",eFmale,"Two or more races, non-Hspanic",2009,229.0,0.7,Data not available.
"Total - Two or more races, nonHispanic",Female,"Two or more races, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,250.0,5.3,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Two or more races, non-Hispanic",Femle,"Two or more races, non-Hispanic",2013,248.0,2.9,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2000,244.0,3.2,Data not available.
"Total - Male, White, nonHispanic",Male,"White, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Male, White,non-Hispanic",Male,"White, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2003,256.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"Whitek, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2005,258.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, nonH-ispanic",2006,229.0,0.7,ata not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2007,260.0,0.7,Data not available.
"Toatl - Male, White, non-Hispanic",Male,"White, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2009,263.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Male, White, non-Hispanic",ale,"White, non-Hispanic",2011,264.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2012,229.0,0.7,Data not availale.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2013,262.0,0.7,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2000,206.0,4.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Mlae, Black, non-Hispanic",Male,"Black, non-Hispanic",2002,229.0,0.7,Data no tavailable.
"Total - Male, Black, non-Hispanic",Mlae,"Black, non-Hispnaic",2003,220.0,1.2,Data not available.
"Total - Male, Black, non-Hipsanic",Male,"Black, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hsipanic",2005,224.0,1.1,Data not available.
"Total - Male, Black, non-Hispanic",Meale,"Black, non-Hispanic",2006,229.0,0.7,Data not vailable.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2007,227.0,1.5,Data not aailable.
"Total - Male, Black, non-Hispqanic",Male,"Black, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2009,231.0,1.4,Data not available.
"Total - Male, Black, non-Hispanic",ale,"Black, non-Hispanic",2010,229.0,0.7,Data notavailable.
"Total - Male, Black, non-Hispanic",ale,"Black, non-Hispanic",2011,232.0,1.2,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2012,229.0,0.7,Datanot available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2013,234.0,0.9,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a rleiable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Hispanic",Male,Hispanic,2001,229.0,0.7,Data not available.
"Total- Male, Hispanic",Male,Hispanic,2002,229.0,0.7,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2003,230.0,2.0,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2004,229.0,0.7,Data not available.
"Total - aMle, Hispanic",Male,Hispanic,2005,232.0,1.4,Data not available.
"Total - Male, Hispanpic",Male,qHispanic,2006,229.0,0.7,Data not available.
"Total - Male,c Hispanic",Male,Hispanic,2007,233.0,1.6,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2008,229.0,0.7,Data not available.
"Total - ale, Hispanic",Mae,Hispanic,2009,238.0,1.6,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2010,229.0,0.7,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2011,239.0,1.7,Data no tavailable.
"Total - Male, Hispanic",Male,Hispanic,2012,229.0,0.7,Data not availabl.
"Total - Male, Hispanic",Male,Hispanic,2013,239.0,1.3,Data nto available.
"Total - Male, Asian, non-Hispanic",Male,"Asiapn, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either therel are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, nonH-ispanic",Mael,"Asian, non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, nron-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2003,253.0,4.3,Data for 2000 through 2009 include Pacifci Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asaian, non-Hispanic",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,249.0,4.4,Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Totabl - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2007,248.0,4.8,Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,Asian non-Hispanic,2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islandesr.
"Total - Male, Asian, non-Hispanic",Mkale,"Asian, non-Hispanihc",2009,254.0,6.2,Data for 2000 through 2009 include Pacific Islanders.
"Total - Male,A sian, non-Hispanic",Male,"Asian, non-Hisanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Mawle,"Asian, non-Hispanic",2011,267.0,7.1,Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islzanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2013,264.0,5.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, Pcific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not avaialble.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,229.0,0.7,Data wnot available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Data not available.
"otal - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanci",2011,229.0,9.7,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Isladner, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Male, Pacific Islander, non-Hfispanic",Male,"Pacific Islander, non-Hispanic",2013,231.0,4.5,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaskac Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, Ameriacn Indian/Alaska Native, non-Hispanic",Male,"America Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not availabe.
"Total - Magle, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,234.0,2.2,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2005,237.0,2.5,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"Asmerican Indian/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mle,"American Indian/Alaska Native, non-Hispanic",2007,236.0,3.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data nbot available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,234.0,3.9,Data not availabl.e
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"Amaerican Indian/Alaska Native, non-Hispanic",2011,237.0,4.4,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Malfe,"American Indian/Alaska Native, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",mMale,"American Indian/Alaska Nativ,e non-Hispanic",2013,245.0,4.2,Data not available.
"oTtal - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or emore races, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, nn-Hispanic",2002,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,229.0,0.7,Daa not available.
"Total - Male, xTwo or more races, non-Hispanic",Mael,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Male, Two or more races, norn-Hispanic",Male,"Two or more races, non-Hispanic",2005,229.0,0.7,Data not availwable.
"Total - Male, Two sor more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Male, Twoor more races, non-Hispanic",Male,"Two or more race,s non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,229.0,0.7,Data not available.
"Totasl - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,229.0,0.7,Data no tavailable.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,254.0,6.9,Data not available.
"Ttoal - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2013,252.0,4.2,Data not available.
"Total - Female, White, non-Hispanic",Fegmale,"White, non-Hispanic",2000,229.0,3.4,Data not available.
"Total - Fmeale, White, non-Hispanic",Female,"White, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, White non-Hispanic",Fezmale,"White, non-Hispanic",2003,247.0,1.0,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Whitue, non-Hispanic",Female,"White, non-Hispanic",2005,248.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"Whtie, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2007,251.0,1.2,Data not available.
"Total - dFemale, White, non-Hispanic",Female,"White, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"Whiote, non-Hispanic",2009,254.0,0.8,Data not aailable.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanmic",2010,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Femael,"White, non-Hispanic",2011,254.0,1.0,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2013,252.0,0.8,Data not available.
"Total - Female, Black, non-Hispnaic",Female,"Black, non-Hispanc",2000,206.0,5.1,Data not availabgle.
