NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
27241,0184,30,27241018430,Lamotrigine Orally Disintegrating Tabs 50mg 30CT,01,0213271,N,1,TAB,30.000,N/A,AB,01/19/2021,08/01/2021,09/23/2021,
27241,0185,30,27241018530,Lamotrigine Orally Disintegrating Tabs 100mg 30CT,01,0213271,N,1,TAB,30.000,N/A,AB,01/19/2021,08/01/2021,09/23/2021,
27241,0186,30,27241018630,Lamotrigine Orally Disintegrating Tabs 200mg 30CT,01,0213271,N,1,TAB,30.000,N/A,AB,01/19/2021,08/01/2021,09/23/2021,
51672,4200,03,51672420003,Azithromycin Powder for Oral Suspension 200mg/5ml,01,0211521,N,1,ML ,30.000,N/A,AB,12/11/2019,09/04/2021,09/21/2021,
51672,4200,05,51672420005,Azithromycin Powder for Oral Suspension 200mg/5ml,01,0211521,N,1,ML ,15.000,N/A,AB,12/11/2019,09/04/2021,09/21/2021,
51672,4200,07,51672420007,Azithromycin Powder for Oral Suspension 200mg/5ml,01,0211521,N,1,ML ,22.500,N/A,AB,12/11/2019,09/04/2021,09/21/2021,
63323,0221,41,63323022141,Vancomycin HCl for Inj 500mg SDV Premier,01,0062663,N,1,EA ,1.000,N/A,AP,09/30/1990,09/30/1990,09/24/2021,
63868,0119,50,63868011950,PAIN RELIEF PM XS,10,PART341,N,2,TAB,50.000,N/A,NR,05/31/2015,04/26/2021,09/24/2021,
63868,0582,24,63868058224,Daytime Sinus Congestion & Pain Caplet,10,PART341,N,2,TAB,24.000,N/A,NR,06/15/2020,09/10/2021,09/24/2021,
64380,0783,06,64380078306,"Prednisone Tablets 5mg, 100",01,0209727,N,1,TAB,100.000,N/A,AB,11/20/2020,09/02/2021,09/20/2021,
64380,0783,08,64380078308,"Prednisone Tablets 5mg, 1000",01,0209727,N,1,TAB,1000.000,N/A,AB,11/20/2020,09/02/2021,09/20/2021,
64380,0784,06,64380078406,"Prednisone Tablets 10mg, 100",01,0208412,N,1,TAB,100.000,N/A,AB,02/11/2021,09/02/2021,09/20/2021,
64380,0784,08,64380078408,"Prednisone Tablets 10mg, 1000",01,0208412,N,1,TAB,1000.000,N/A,AB,02/11/2021,09/02/2021,09/20/2021,
64380,0785,06,64380078506,"Prednisone Tablets 20mg, 100",01,0208412,N,1,TAB,100.000,N/A,AB,02/11/2021,09/01/2021,09/20/2021,
64380,0785,08,64380078508,"Prednisone Tablets 20mg, 1000",01,0208412,N,1,TAB,1000.000,N/A,AB,02/11/2021,09/01/2021,09/20/2021,
67877,0462,05,67877046205,Pregabalin 25mg Caps,01,0211177,N,1,CAP,1.000,N/A,AB,09/30/2019,10/22/2019,09/21/2021,
67877,0466,05,67877046605,Pregabalin 150mg Caps,01,0207799,N,1,CAP,1.000,N/A,AB,07/19/2019,07/19/2019,09/21/2021,
67877,0592,05,67877059205,Metoprolol Succinate ER 100mg Tabs,01,0211143,N,1,TAB,1.000,N/A,AB,11/25/2020,05/24/2021,09/21/2021,
67877,0717,12,67877071712,Mesalamine ER 0.375mg Caps,01,0214242,N,1,CAP,1.000,N/A,AB,07/15/2021,08/23/2021,09/21/2021,
68001,0494,04,68001049404,Famotidine Tab 10mg 30,01,0206531,N,2,TAB,30.000,N/A,AB,04/07/2021,08/12/2021,09/24/2021,
68001,0495,00,68001049500,Acetaminophen ER 650mg,01,0207229,N,2,TAB,100.000,N/A,AB,04/30/2021,09/01/2021,09/24/2021,
68001,0505,69,68001050569,Polyethylene Glycol 3350 Powder,01,0091077,N,2,GM ,510.000,N/A,AB,06/18/2021,08/06/2021,09/24/2021,
69238,1373,02,69238137302,Tobramycin and Dexamethasone Opthalmic Solution 0.3%/.01%,01,0212991,N,1,ML ,2.500,N/A,AB,07/15/2021,08/25/2021,09/24/2021,
69238,1374,03,69238137403,Tobramycin and Dexamethasone Opthalmic Solution 0.3%/.01%,01,0212991,N,1,ML ,5.000,N/A,AB,07/15/2021,08/25/2021,09/24/2021,
69238,1375,06,69238137506,Tobramycin and Dexamethasone Opthalmic Solution 0.3%/.01%,01,0212991,N,1,ML ,10.000,N/A,AB,07/15/2021,08/25/2021,09/24/2021,
69238,1534,02,69238153402,Fluocinonide Cream 0.05%,01,0210554,N,1,GM ,120.000,N/A,AB,08/21/2018,08/16/2021,09/24/2021,
69238,1534,03,69238153403,Fluocinonide Cream 0.05%,01,0210554,N,1,GM ,30.000,N/A,AB,08/21/2018,08/16/2021,09/24/2021,
69238,1534,05,69238153405,Fluocinonide Cream 0.05%,01,0210554,N,1,GM ,15.000,N/A,AB,08/21/2018,08/16/2021,09/24/2021,
69238,1534,06,69238153406,Fluocinonide Cream 0.05%,01,0210554,N,1,GM ,60.000,N/A,AB,08/21/2018,08/16/2021,09/24/2021,
69238,1732,08,69238173208,Clobetasol Propionate 0.05% Shampoo,01,0214895,N,1,ML ,118.000,N/A,AB,06/14/2021,08/25/2021,09/24/2021,
69367,0293,60,69367029360,Ranolazine ER Tabs 500mg 60ct,01,0211829,N,1,TAB,60.000,N/A,AB,01/27/2006,08/20/2021,09/20/2021,
69367,0294,60,69367029460,Ranolazine ER Tabs 1000mg 60ct,01,0211829,N,1,TAB,60.000,N/A,AB,02/12/2007,08/20/2021,09/20/2021,
69367,0324,09,69367032409,Pregabalin Caps 25mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0325,09,69367032509,Pregabalin Caps 50mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0326,09,69367032609,Pregabalin Caps 75mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0327,09,69367032709,Pregabalin Caps 100mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0328,09,69367032809,Pregabalin Caps 150mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0329,09,69367032909,Pregabalin Caps 200mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0330,09,69367033009,Pregabalin Caps 225mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0331,09,69367033109,Pregabalin Caps 300mg 90ct,01,0208677,N,1,CAP,90.000,N/A,AB,12/30/2004,08/20/2021,09/20/2021,
69367,0335,30,69367033530,Paroxetine ER Tabs USP 12.5mg 30ct,01,0213485,N,1,TAB,30.000,N/A,AB,02/16/1999,08/20/2021,09/20/2021,
69367,0336,30,69367033630,Paroxetine ER Tabs USP 25mg 30ct,01,0213485,N,1,TAB,30.000,N/A,AB,02/16/1999,08/20/2021,09/20/2021,
69367,0337,30,69367033730,Paroxetine ER Tabs USP 37.5mg 30ct,01,0213485,N,1,TAB,30.000,N/A,AB,02/16/1999,08/20/2021,09/20/2021,
69918,0731,10,69918073110,Isoproterenol HCl Injection 10 x 1mL Vial,01,0211237,N,1,ML ,10.000,N/A,AB,05/19/2021,08/05/2021,09/23/2021,
69918,0735,10,69918073510,Isoproterenol HCl Injection 10 x 5mL Vial,01,0211237,N,1,ML ,50.000,N/A,AB,05/19/2021,08/05/2021,09/23/2021,
70199,0017,30,70199001730,THALITONE TABLETS 15 MG,03,0019574,S,1,TAB,30.000,N/A,NR,09/30/1990,05/15/1992,09/22/2021,
70436,0172,23,70436017223,"Mycophenolic Acid Delayed-Release Tablets, 180MG",01,0214376,N,1,TAB,120.000,N/A,AB,02/10/2021,08/25/2021,09/22/2021,
70436,0173,23,70436017323,"Mycophenolic Acid Delayed-Release Tablets, 360mg",01,0214376,N,1,TAB,120.000,N/A,AB,02/10/2021,08/25/2021,09/22/2021,
71288,0016,15,71288001615,Daptomycin 500mg,01,0213623,N,1,EA ,1.000,N/A,AP,06/29/2021,08/05/2021,09/24/2021,
71288,0505,03,71288050503,Dexmedetomidine Injection 200mcg 2mL,01,0204843,N,1,EA ,50.000,N/A,AP,01/18/2019,08/04/2021,09/24/2021,
72485,0106,01,72485010601,"LEVETIRACETAM INJ, USP 500MG/5ML",01,0211954,N,1,ML ,5.000,N/A,AP,08/09/2019,02/01/2021,09/20/2021,
72572,0014,01,72572001401,Albuterol Sulfate Inhalant,01,0209959,N,1,GM ,6.700,N/A,AB,04/08/2020,04/20/2020,09/23/2021,
72606,0506,02,72606050602,TELMISARTAN ORAL TABLETS 20MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
72606,0506,03,72606050603,TELMISARTAN ORAL TABLETS 20MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
72606,0507,02,72606050702,TELMISARTAN ORAL TABLETS 40MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
72606,0507,03,72606050703,TELMISARTAN ORAL TABLETS 40MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
72606,0508,02,72606050802,TELMISARTAN ORAL TABLETS 80MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
72606,0508,03,72606050803,TELMISARTAN ORAL TABLETS 80MG,01,0078710,N,1,TAB,30.000,N/A,AB,01/08/2014,01/08/2014,09/24/2021,
78206,0111,01,78206011101,ASMANEX HFA MDI 50 MCG 120 DOSE,03,0205641,S,1,GM ,13.000,N/A,NR,04/25/2014,01/28/2020,09/24/2021,
78206,0112,01,78206011201,ASMANEX HFA MDI 100 MCG 120 DOSE,03,0205641,S,1,GM ,13.000,N/A,NR,04/25/2014,12/19/2014,09/24/2021,
78206,0113,01,78206011301,ASMANEX HFA MDI 200 MCG 120 DOSE,03,0205641,S,1,GM ,13.000,N/A,NR,04/25/2014,12/19/2014,09/24/2021,
78206,0114,01,78206011401,ASMANEX TWISTHALER 220MCG 120 DOSE INHALER,03,0021067,S,1,GM ,.240,N/A,NR,03/31/2005,07/25/2005,09/24/2021,
78206,0114,02,78206011402,ASMANEX TWISTHALER 220MCG 60 DOSE INHALER,03,0021067,S,1,GM ,.240,N/A,NR,03/31/2005,07/25/2005,09/24/2021,
78206,0114,03,78206011403,ASMANEX TWISTHAILER 220MCG 14 DOSE INHALER,03,0021067,S,1,GM ,.135,N/A,NR,03/31/2005,07/25/2005,09/24/2021,
78206,0114,04,78206011404,ASMANEX TWISTHALER 220MCG 30 DOSE INHALER,03,0021067,S,1,GM ,.135,N/A,NR,03/31/2005,07/25/2005,09/24/2021,
78206,0115,01,78206011501,ASMANEX TWISTHALER 110MCG,03,0021067,S,1,GM ,.135,N/A,NR,02/01/2008,06/02/2008,09/24/2021,
78206,0124,01,78206012401,DIPROLENE OINTMENT 0.05% 15GM TUBE,03,0018741,I,1,GM ,15.000,N/A,AB,09/30/1990,09/30/1990,09/24/2021,
78206,0124,50,78206012450,DIPROLENE OINTMENT 0.05% 50GM TUBE,03,0018741,I,1,GM ,50.000,N/A,AB,09/30/1990,09/30/1990,09/24/2021,
78206,0125,01,78206012501,DULERA INHALER 50 MCG/5 MCG 120 DOSE,03,0022518,S,1,GM ,13.000,N/A,NR,06/22/2010,01/28/2020,09/24/2021,
78206,0126,01,78206012601,DULERA 200 120 AEROSOL,03,0022518,S,1,GM ,13.000,N/A,NR,06/22/2010,07/20/2010,09/24/2021,
78206,0126,02,78206012602,DULERA 200 60 AEROSOL,03,0022518,S,1,GM ,8.800,N/A,NR,06/22/2010,07/20/2010,09/24/2021,
78206,0127,01,78206012701,DULERA 100 120 AEROSOL,03,0022518,S,1,GM ,13.000,N/A,NR,06/22/2010,07/20/2010,09/24/2021,
78206,0127,02,78206012702,DULERA 100 60 AEROSOL,03,0022518,S,1,GM ,8.800,N/A,NR,06/22/2010,07/20/2010,09/24/2021,
78206,0138,01,78206013801,GANIRELIX ACETATE 250MCG/0.5ML INJ,03,0021057,S,1,ML ,.500,N/A,NR,11/01/1999,05/01/2003,09/24/2021,
78206,0142,01,78206014201,MAXALT 10MG TAB 18UU,03,0020864,I,1,TAB,1.000,N/A,NR,06/29/1998,06/29/1998,09/24/2021,
78206,0142,99,78206014299,MAXALT 10MG TAB 18UU INNER PACK,03,0020864,I,1,TAB,1.000,N/A,NR,06/29/1998,06/29/1998,09/24/2021,
78206,0143,01,78206014301,MAXALT-MLT 10MG 6x3UU,03,0020865,I,1,TAB,1.000,N/A,AB,06/29/1998,06/29/1998,09/24/2021,
78206,0143,99,78206014399,MAXALT-MLT 10MG 6x3UU INNER PACK,03,0020865,I,1,TAB,1.000,N/A,AB,06/29/1998,06/29/1998,09/24/2021,
78206,0147,01,78206014701,ONTRUZANT 150MG/VIL INJ POWDER FILLED VIAL,02,0761100,S,1,EA ,1.000,N/A,NR,01/18/2019,05/19/2020,09/24/2021,
78206,0147,99,78206014799,ONTRUZANT 150MG/VIL INJ POWDER FILLED VIAL INNER PACK,02,0761100,S,1,EA ,1.000,N/A,NR,01/18/2019,05/19/2020,09/24/2021,
78206,0148,01,78206014801,ONTRUZANT 420MG/VIL INJ,02,0761100,S,1,EA ,1.000,N/A,NR,03/19/2020,05/13/2020,09/24/2021,
78206,0148,99,78206014899,ONTRUZANT 420MG/VIL INJ INNER PACK,02,0761100,S,1,EA ,1.000,N/A,NR,03/19/2020,05/13/2020,09/24/2021,
78206,0162,01,78206016201,RENFLEXIS 100 MG INJ,02,0761054,S,1,EA ,1.000,N/A,NR,04/21/2017,08/01/2017,09/24/2021,
