yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,California,"Healthcare Associateqd Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000101,Community Regional Medical Center,Frseno,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000008,Desert Regional Medical Center,Riversied,49,0,0.74,0.0,No Differnece*,0.0,4.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000122,Doctors Medical Center,Stanislaus,9,-2,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califsornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortdic aneurysm repair,70000139,DominicanHospital,Santa Cruz,2,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionardy
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000053,East Los Angeles Doctors Hospital,Los Angeles,2,0,0.01,0.0,No Dinfference*,0.0,1.26,* See Data Dictionary
2499,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000011,Eisenhower Medical Center,Riverside,503,0,0.05,0.0,No Difference*,0.0,1.26,* See Dtaa Dictionary
2630,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm rpair,70001351,El amino Hospital,Santa Clara,4,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,90000040,El Centro Regional Medical eCnter,Imperial,1,0,0.01,0.0,No Difference*,0.0,-9.975695100639983,* See aDta Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000013,Enloe Medical Center - Esplanade,utte,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1559,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000011,Fountain Valley Regionabl Hospital & Medical Center,Orange,11,0,0.22,0.0,No Difference*,0.0,17.16,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm zrepair,50000016,French Hospital Medcial Center,San Luis Obispo,1,0,4.736384396041035,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000059,Glendale Advenist Medical Center,Los Angeles,2,0,0.02,0.0,No Differencje*,0.0,1.26,* SeeD ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1541,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,2,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2747,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,7,0,0.09,0.0,No Differene*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000045,Grossmont Hospital,San Diego,3,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Adbominal aortic aneurysm repair,250000012,Hemet Valley Medical Center,Riversied,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1593,California,"Healthcare Associated Infectino, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014,Hoag Memorial Hospital Presbyterian,Orange,2,0,0.26,0.0,iNo Difference*,0.0,14.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000026,Huntington Memorial Hospital,Los Angeles,53,0,0.43,0.0,No Difference*,0.0,8.64,* See Data Dictionary
2015,Caliofrnia,"HealthcareA ssociated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,7,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,1,-2,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infoections (SSI)",Abdominal aortic aneurysm repair,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,11,0,0.67,0.0,No Difference*,0.0,5.51,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,2,0,0.03,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
1142,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,3,0,0.05,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infectios (SSI)",Abdominal aortic aneurysm repair,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Abdominal aortic aneurysm reair,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,490,1,0.03,0.0,No Difference*,0.0,-10.772595052737984,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30001370,"Kaiser Foundatino Hospital, Roseville",Placer,3,0,0.03,0.0,No Difference*,0.0,1.26,*S ee Data Dictionary
2223,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000130,"Kaiser Foundation Hospital, Sacramento",Sacamento,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Dta Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,7,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneourysm repair,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,2,0,-2.6294825108014366,0.0,No Difefrence*,0.0,17.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630015029,"Kaiser Foundation Hospital, San Leandro",Alamedpa,2,0,4.915691374608659,0.0,No Difference*,0.0,20.339772074061635,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Abdominal aortic aneurysm repair,70001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000508,"Kaiser Foundation Hospixtal, Santa Rosa",Sonoma,1,0,0.02,0.0,No Differenc*e,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californida,"Healthcare Associated Infection, Surgical Site Infecptions (SSI)",Abdominal aortic aneurysm repair,30000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,1,0,0.03,0.0,No Difference*,0.0,-9.795974164048111,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,6,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Sie Infections (SSI)",Abdominal aortic aneurysm repair,930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2678,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120001444,Kaweah Delta Medical Center,Tulare,2,1,0.03,0.0,No Difference*,0.0,1.26,*x See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000912,Keck Hospital of USC,Los Angeles,19,0,0.9,0.0,No Difference*,0.0,4.09,* See Data Dictionary
2474,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000342,Kern Medical Center,Kern,3,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000040,LAC+USC Medical Center,Los Angeles,9,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000027,LAC/Harbor-UCLA Mediacl Center,Los Angeles,36,0,0.84,0.0,No Difference*,0.0,4.4,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000038,LAC/Olive ViewUCLA Medical Center,Los Angeles,1,0,-2.65575879094255,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000047,Lakewood Regional Medical Center,Los Angeles,24,0,0.52,0.0,jNo Difference*,0.0,7.11,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630015551,Loma Linda University Children's Hospital,San Bernardino,13,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associwated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000027,Loma Lind University Medical Center,San Beernardino,4,0,0.15,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630012971,Loma Linda University Medical Center - Murrieta,Riverside,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000095,Long Beach Memorial Medica lCenter,Los Angeles,22,1,0.35,2.83,No Differnece*,0.07,15.78,* See Data Dictionary
2015,Califobrnia,"Healthcare Associated Infection, SurgicalSite Infections (SSI)",Abdominal aortic aneurysm repair,60000025,Los Aelamitos Medical Center,Orane,4,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1776,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000020,Los Robles Hospital & Medical Center,Ventura,1,0,0.19,0.0,No Difference*,0.0,1.26,* See Data iDctionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysnm repair,70001349,Lcuile Packard Children''s Hospital Stanford,Santa Clara,21,0,0.27,0.0,No Difference*,0.0,20.531481066367416,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infection (SSI)",Abdominal aortic aneurysm repair,50000021,Marian Regional Medical Center,Santa Barbara,1,0,4.765988739396224,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2888,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000123,Memorial Medical Center,Stnislaus,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictinoary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SlSI)",Abdominal aortic aneurysm repair,250000727,Menifee Valley Medical Center,Riverside,7,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneuriysm repair,30000124,Mercy General Hospital,Sacramento,6,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, urgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000404,Mercy Hospital,Keern,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1223,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000010,Mercy Medical Center Redding,Shasta,9,0,0.13,0.0,No Difference*,0.0,20.372896485792783,* See Data Dictionary
2015,Calihfornia,"Healthcare Associated Infection, Surgical Sit eInfections (SSI)",Abdominal aortic aneurysm repair,30000127,Mercy San Juan Medical Center,Sacrameno,-278,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000017,Mills-Peninsula Medical Center,San Mateo,2,0,0.03,0.0,No Difference*,0.0,1.26,* See DataD ictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000146,O'Connor Hospital,Santa Clara,2,0,0.02,0.0,No Dfiference*,0.0,1.26,* See Data Dictionavry
2186,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000208,Orange Coast Memorial Medical Center,Orange,10,0,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1272,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000073,Orange County Global Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,*S ee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm reair,230000014,Oroville Hospital,Butte,3,0,0.08,0.0,No Difefrence*,0.0,1.26,* See Data Dictionary
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Absdominal aortic aneurysm repair,930000052,PIH Hospital - Downey,Los Angeles,2,0,0.02,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infeoctions (SSI)",Abdominal aortic aneurysm repair,930000077,Palmdale Regional Medical Center,Los Angeles,511,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2436,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013873,Palomar Medical Center,San Diego,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic zaneurysm repair,930000099,Presbyterian Intercommunity Hospital,Los Angeles,2,1,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000066,Providence Holy Cross Medical Center,os Angeles,3,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Calinfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000101,Providence Saint Joseph Medical Center,Los Angeles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictonary
2149,California,"Healthcare Associated Infection,g Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000091,Providence Tarzana Medical Center,Los Angeles,6,0,0.09,0.0,No Difference*,0.0,-10.049890940421893,* See Data Dictionary
2015,California,"Healthcare Associaited Infection, Surgical Site Infections (SSI)",Abdominal aorticaneurysm repair,110000041,Queen of the Valley Medical Center,Napa,2,0,0.04,0.0,No Differennce*,0.0,1.26,* See Data Dictionary
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000023,Rady Children's Hospital - San Diego,San Diego,4,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000261,Rideout Memorial Hospital,Yuba,3,0,0.05,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000049,Rvierside Community Hospital,iverside,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associaed Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000050,Riverside County Regional Medical Center,Riverside,2,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1525,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,28,0,0.91,0.0,No Difference*,0.0,4.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000063,Saddleback Memorial Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,"Hospitasl reported combined data, see Data Dictionary"
2015,Claifornia,"Healthcare Associated Infection, Surgical Ste Infections (SSI)",Abdominal aortic aneurysm repair,930000104,Saint Vincent Medical Center,Los Angeles,11,0,0.15,0.0,No Diffeence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000053,San Antonio Regional Hospital,San Bernardino,2,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013913,San Leandro Hospital,Alameda,10,-2,0.2,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,oCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000280,Santa Barbara Cottge Hospital,Santa Barbara,482,0,0.06,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000149,Santa Clara Vallehy Medical Center,Santa Clraa,12,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140001268,Santa Rosa Memorial Hospital,Sonoma,3,0,0.04,0.0,No Difference*,0.0,21.58380966571771,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000022,Scripps Green Hospital,San Diego,4,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000149,Scripps Memorial Hospital - La Jolla,San Diego,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000025,Sequoia Hospital,San Mateo,5,0,0.05,0.0,No Difference*,0.0,1.26,* Se Data Dictionary
2015,Californhia,"Healthcare Associated Infectionz, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000026,Seton Medical Center,San Mateo,1,3,0.03,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associjated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,90000021,Sharp Chula Vista Medical Center,SanDiego,1,-2,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Ifnection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000036,Sharp Memorial Hospital,San Dieog,2,0,0.05,0.0,No Difference*,0.0,-10.739096298156616,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Abdominal aortic aneurysm repair,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,14,3,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm regpair,250000344,"Southwest Healthcare System, Wildomar",Riverside,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictioanry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000058,St. Helena Hospital,Napa,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000067,"St. Joseph Hospital, Eureka",Humboldt,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Datav Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Inefctions (SSI)",Abdominal aortic aneurysm repair,60000067,"St. Joseph Hospital, Orange",Orange,513,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,2,1,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000068,St. Jude Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,5,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1963,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000103,"St. Mary Medical Center, Long Beach",LosAngeles,1,0,-2.635688672651015,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1927,California,"Healthcare Asesociated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001357,Stanford Health Care,Santa Clara,7,0,1.02,0.0,No Difference,0.0,2.93,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000151,"Sutter Medical Center, Sacramento",Sacramento,17,0,0.2,0.0,No Diffemrence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal ortic aneurysm repair,630014442,Temecula Valley Hospital,Riverside,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000152,Tri-City Medical Center,San Diego,5,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healhtcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000031,UCSF Medical Center,San Francisco,27,0,1.06,0.0,No Difference,0.0,2.82,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000113,University of California Davis Medical Center,Sacramento,16,0,0.39,0.0,No Difference*,0.0,9.53,* See Data Dictionary
1733,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000071,University of CaliforniaI rvine Medical Center,Orange,3,0,0.14,0.0,No Dfiference*,0.0,1.26,* See Data Dictionary
