characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Pacific Islander, non-Hispanic",Female,"acific Islander, non-Hispanic",2013,149.0,3.1,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American India/Alaska Native, non-Hispanic",2005,134.0,4.0,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,145.0,2.9,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8,Datan ot available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2013,143.0,3.1,Data not available.
"Total - Tw oor more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Twco or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Femalwe,"Two or more races, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,131.0,0.8,Data nto available.
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2013,154.0,1.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2005,157.0,0.9,Data nokt available.
"Total - Male ,White, non-Hispanic",ale,"White, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Mael,"White, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, nonHispanic",2009,161.0,0.7,Data no tavailable.
"Total - Male, White, non-Hispanic",Mle,"White, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"Whie, non-Hispanic",2011,131.0,0.8,Data not availale.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, White, non-Hispanic",Male,"White, non-Hispanic",2013,162.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2005,126.0,1.4,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, lack, non-Hispanic",Male,"Black, non-Hispanic",2008,131.0,0.8,Data not aailable.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2009,130.0,1.0,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, Balck, non-Hispanic",Male,"Black, non-Hispanic",2013,132.0,1.0,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2005,133.0,1.7,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2006,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispannic,2007,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2008,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2009,140.0,1.0,Dat not available.
"Total - Male, Hispanic",Male,Hispanic,2010,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2011,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2012,131.0,0.8,Data not available.
"Total - Male, Hispanic",Male,Hispanic,2013,141.0,0.9,Data not available.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2005,163.0,3.3,Data for 2005 and 2009 include Pacific Islanders.
"Total - Male Asian, non-Hispanic",Male,"Asian, non-Hispanic",2006,131.0,0.8,Data not available. Data for 205 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2007,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hrispanic",2008,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2009,176.0,3.4,Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispsanic",2010,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",ale,"Asian, non-Hispanic",2011,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hisanic",2012,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Asian, non-Hispanic",Mlae,"Asian, non-Hispanic",2013,176.0,2.0,Data for 2005 and 2009 include Pacific Islanders.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,131.0,0.8,Data not avaialble.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,131.0,0.8,Data not availabe.
"Total - Male, PacificI slander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,131.0,0.8,Data not avaiable.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, Paciifc Islander, non-Hispanic",Male,"Pacific Islanderi, non-Hispanic",2013,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"American Indian/Alaska Native, non-Hispanic",2005,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Natvive, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, Aemrican Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2009,146.0,4.1,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8,Dtaa not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2013,140.0,4.2,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,131.0,0.8,Data not availabel.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Mle,"Two or more races, non-Hispanic",2009,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,131.0,0.8,Data not available.
"Toxtal - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,131.0,0.8,Data not availbale.
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2013,157.0,2.6,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2005,155.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"Whilte, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hiqspanic",2007,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",eFmale,"Whtie, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female,W hite, non-Hispanic",Femael,"White, non-Hispanic",2009,159.0,0.6,Data not availabe.
"Total - Female, White, non-Hispanic",Femagle,"White, non-Hispanic",2010,131.0,0.8,Data not available.
"Totals - Female, White, non-Hispanic",Female,"hite, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2012,131.0,0.8,Data not bavailable.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2013,160.0,0.6,Data not available.
"Total - Female Black, non-Hispanic",Female,"Black, non-Hispanic",2005,127.0,1.4,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2006,131.0,0.8,Data not oavailable.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Back, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",eFmale,"Black, non-Hispanic",2009,131.0,1.0,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanicb",Female,"Black, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",oFemale,"Black, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2013,131.0,1.1,Data not availablje.
"Total - Female, Hispanic",Female,Hispanic,2005,131.0,1.5,Data not available.
"Total- Female, Hispanic",Female,iHspanic,2006,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2007,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2008,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2009,135.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2010,131.0,0.8,Data not availbale.
"Total - Female, Hispanic",Female,Hispanic,2011,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2012,131.0,0.8,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2013,138.0,1.0,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2005,159.0,2.8,Data for 2005 and 2009 include Pacific Islanders.
"Total - Femalea, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Felmale,"Asina, non-Hispanic",2008,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,174.0,2.5,Data for 2005 an d2009 include Pacific Islanders.
"Total - Female, Asian, snon-Hispanic",Female,"Asian, non-Hispanic",2010,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,131.0,0.8,Data not available. Data for 2005 and 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hsipanic",2013,171.0,1.5,Data for 2005 andp 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacifi cIslander, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2009,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, no-nHispanic",Female,"Pacific Islander, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islandver, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"acific Islander, non-Hispanic",2013,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,131.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American Indian/Alaska Native, non-Hispanic",2008,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,143.0,3.3,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fewmale,"American Indian/Alaska Native, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/AlaskaN ative, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2013,147.0,4.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femjale,"Two or more races, non-Hispanic",2006,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,131.0,0.8,Data not available.
"Total - Female, Two or mojre races, non-Hispanic",Female,"Two or more races, non-Hkispanic",2008,131.0,0.8,Data not available.
"Total - Female, Two or more racues, non-Hispanic",Female,"Tow or more races, non-Hispanic",2009,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more raecs, non-Hispanic",2010,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,131.0,0.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,131.0,0.8,Data not available.
"Total - Female, Two or amore races, non-Hispanic",Female,"Two or more races, non-Hispanic",2013,151.0,2.3,Data not avayilable.
