X,Y,OBJECTID_12,ProjectID,RchID,SegID,SGAT_ID,GlobalID,ProjectName,OrganizationID,Observers,IsNotAssessed,WhyNotAssessed,IsAdminJudgement,AdminJudgementEntity,AdminStreamTypeDeparture,SegmentLocation,SegmentLength,CompletionDate,SevenDayRain,Weather,KnownFloodHistory,SketchDone,PhotoLogDone,WatershedZone,Segmentation,SegmentationComment,AlluvialFan,ConfinementType,ValleyWidth,ValleyWidthDetermination,InRockGorge,HumanChangedWidth,IsNoGradeControl,BankfullWidth,MaximumDepth,MeanDepth,FloodproneWidth,RecentlyAbandonedFloodplain,SinuosityType,RifflesType,RiffleSpacingDistance,IsRiffleSpacingDistanceNA,SiltClayPresent,DetritusPercent,WoodyDebrisNumber,LargestBedParticle,LargestBarParticle,StraighteningLength,ParticleUnits,StreamType,Bedform,BedMaterial,SubclassSlope,ReferenceStreamType,ReferenceBedform,ReferenceBedMaterial,ReferenceSubclassSlope,TypicalBankSlope,MaterialTypeLower,MaterialTypeUpper,ConsistencyLower,ConsistencyUpper,ChannelCanopy,MassFailures,FailureMeanHeight,Gullies,GullyMeanHeight,SpringSeep,AdjacentWetland,FlowStatus,DebrisJamsNumber,Impoundments,ImpoundmentLocation,StormwaterInputsNumber,UpstreamFlowRegulation,IsNoChannelConstriction,BridgeCulvertAssessment,BeaverDamsNumber,BeaverDamAffectedLength,BarMidNumber,BarPointNumber,BarSideNumber,BarDiagonalNumber,BarDeltaNumber,BarIslandNumber,FloodChutesNumber,NeckCutoffsNumber,ChannelAvulsionsNumber,BraidingNumber,SteepRifflesNumber,HeadCutsNumber,TributaryRejuvenation,StreamFord,Straightening,Dredging,Comments,HabAssessStreamType,HabAssessCondition,GeoAssessConfinement,ChannelEvolutionModel,AdjustmentNarrative,GeoAssessCondition,GeoAssessSensitivity,DateEdited,IsRiffleSpacingApplicable,IsBarParticleNotApplicable,IsBedParticleNotApplicable,IsBarBedParticleNotEvaluated,IsQCPassed,IsQC2Passed,MassFailuresNumber,GulliesNumber,FieldMeasuredSlope,FlowRegType,FlowRegUse,FlowRegUpDownStream,IsNoStormwaterInputs,HumanElevatedFloodplain,IsQC3Passed,SubBedForm,rhaStreamType,rhaDepartureType,rhaComments,GulliesLength,RCHAFFBYMAJFLOOD,CHANDIMSSIGCHANGEBYFLOOD,CHANDIMRESPMAJFLOOD,ChannelEnlargement,FLOODAFFCROSSCOMMENT,ESRI_OID
480280.6133,204921.8477,1718,112,R13.S1.02,B,112_R13.S1.02B,{DF2EA6F4-E6CC-4B83-AB87-E9239B4E3409},"Winooski Mid, Alder to Montp",45,"McLane, Andrews, Pealer",0,,0,,,From just downstream of Stowe Street bridge to the top of the reach by tributary confluence at park and ride parking lot,1187,2009/09/25 00:00:00+00,Yes,Partly cloudy,Yes,Yes,Yes,,Planform and Scope,less bedrock controlled,None,SC,104.800003051758,Measured,No,Yes,0,44,3.70000004768372,2.90000009536743,62.7999992370605,3.70000004768372,Low,Not Evaluated,,0,No,1,12,12,2.45000004768372,1047.77001953125,inches,B,Plane Bed,Cobble,c,B,Step-Pool,Cobble,c,Moderate,,,,,Open,None,,None,,Minimal,Minimal,Moderate,0,None,,,,0,Yes,0,0,0,1,4,0,2,0,1,0,0,0,0,0,No,No,Straightening   ,None,"This segment is a mix between bedrock dominated and flatter sections of planebed or riffle-pool. Dominant bedform is planebed, due to extensive straightening and manipulation. The entire length has been straightened or otherwise manipulated. Road encroachment fill on the right bank, and rail road and lawn filling on the left bank. Evidence of incision is obliterated by filling in the valley, but it assumed from past manipulations. The stream has eroded to bedrock and is currently arrested from incision more. Widening is arrested by riprap. The HEF height was used to determine Step 7 ratings. This measurement is the best guess at fill height, since the lawn on the left bank was sloping. The measurement represents a change of slope from steep to more level and was the best measurement for top of fill.

Cross section resurveyed in 2014 by Bear Creek Environmental. Channel dimensions very similar in both years.",,,Confined,F,"Incision is historic, related to straightening and armoring. True incision is obscured by filling. The HEF was used to determine RGA ratings. Incision and widening now arrested in stage II-III by bedrock and armoring.",Fair,High,2014/12/18 11:57:09+00,Not Evaluated,0,0,0,32767,2143354879,0,0,,None,,None,0,13.1000003814697,1,,Step-Pool,Plane Bed,,0,,,,,,244
454603.2337,195700.614600001,845,27,M17,B,27_M17B,{4831C4C5-1F89-46E8-B9E1-26D6C68F006B},Lewis Creek,16,KLU,0,,0,,,From 1000 ft downstream of States Prison Hollow Ext bridge to Kelly Farm.,8552,2007/09/10 00:00:00+00,Yes,"partly cloudy, 70s, humid",Yes,Yes,Yes,Response,Banks and Buffers,"Same stream type as Seg A, but fallow corridor and wide buffers of natural herbaceous vegetation.",None,VB,650,Estimated,No,No,1,33.7000007629395,6.90000009536743,4.96000003814697,340,6.90000009536743,Oxbows,Complete,150,0,Yes,5,12,4,10,862.659973144531,mm,E,Riffle-Pool,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Abundant,Abundant,Moderate,2,None,,0,None,0,No,6,1750,8,12,3,0,0,0,2,2,1,0,0,0,No,No,Straightening   ,None,"Segment updated with observations on 9/10/2007, relying on cross sections from 9/21/2002.  Original assessment underestimated bankfull elevation (and overestimated incision).  Stream type and condition have been updated accordingly.  Riffle-pool bedform not well developed; runs prevalent, as influenced by beaver dams.  Frequent meander extension and meander migration.  A couple flood chutes and neck cutoffs.  Old meander scars visible on 1995 orthos.  One avulsion (double-neck cutoff ) near mid-point of reach.  Historic channelization inferred from 1942 photograph and present-day old rip-rap in these linear sections (occasionally outflanked by meander extension).  Segment is located in fallow former Cota fields (upstream - eastern portion now under conservation easement) and fallow pasture (downstream half).  Freshwater mussels noted in 2002 assessment.  Six beaver dams sites in Sept 2007 and 2002; four beaver dams impounding approximately 1750 feet total length of channel in 2007.  Landowner notes almost yearly overtopping of banks; pools filling in in recent years.",Low,Good,Unconfined,F,"Moderate planform adjustment (meander extension, meander migration, neck cutoffs, flood chutes) and minor aggradation.  Potential incis / wid in response to past channelization & armoring may have been moderated by cohesive soils, offset by aggrad.",Good,High,2009/12/21 12:00:00+00,,0,0,0,32703,2145320959,,,,None,,None,1,,0,,Riffle-Pool,,,,,,,,,245
454341.8677,194081.480599999,846,27,M17,C,27_M17C,{A1FD4A35-71FE-49DB-9316-DD8C83EF524B},Lewis Creek,16,KLU,0,,0,,,"Upstream segment from base of bedrock gorge along States Prison Hollow Road, crossing under States Prison Hollow Ext road, and along hay field.",2005,2007/09/10 00:00:00+00,Yes,"partly cloudy, 70s, humid",Yes,Yes,Yes,Source,Channel Dimensions,Subreach of alternate stream type.,Yes,BD,450,Estimated,No,yes,1,33.7000007629395,3.5,2.89000010490417,660,4.90000009536743,Low,Complete,116,0,No,5,9,64,,1286.9599609375,mm,C,Riffle-Pool,Gravel,None,C,Riffle-Pool,Gravel,None,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,2,None,,0,None,0,No,0,0,1,1,1,1,0,0,2,0,0,0,0,0,No,No,With Windrowing ,None,"Updated with observations and repeat cross section 9/10/2007; relying also on observations from 2002 and from 9/18/2007 during landowner outreach.  ""Alluvial fan"" was selected to capture the significant slope change (from approx 7% to less than 2%) that occurs in this segment.  Large boulder/cobble/earthen berms along both LB and RB at the transition point from the bedrock gorge (reach M18) out into the valley in order to protect several residential lots at this location.  1938 flood resulted in a major avulsion that cut off the broad meander that comprises this segment; flood flows eroded residential lots (Jennings, 2002).  Straightening with windrowing is inferred associated with this post-flood response.  States Prison Hollow Rd passes within the LB corridor but at an elevation well above the FPW on the left valley wall.  alignment of the States Prison Hollow Road is relatively new – occurring post-1974 and pre-1995 based on a review of historic aerial photographs.  Previously the road crossed the Lewis Creek near the upstream end of the reach and followed the current alignment of States Prison Hollow Road Extension.  The old bridge abutment for this previous alignment has a measured span of approximately 45 feet.  States Prison Hollow Ext road crosses channel and encroaches upon the RB floodplain both upstream and downstream of the bridge.  Reduction in valley width changes the valley confinement categorization  from Very Broad (reference) to Broad (modified), but is not substantial enough to change the general confinement status (Unconfined).  Historic straightening inferred along right bank hay field; subtle berm also along RB adjacent to the hay field (downstream of bridge crossing).  This RB berm is only slightly higher than the floodplain and does not substantially reduce floodplain connection.   Despite a 11.6 W/D ratio measured at the cross section site, the segment was typed as a C stream considering the +/- 2 units for W/D ratio allowable under protocols (Table 2.3).  This cross section is at the downstream end of the segment where the Creek is transitioning into an E stream type.  Further upstream in the segment, visual observations suggest a slightly higher W/D ratio (> 12).  Low W/D ratio at the cross section may also be due to cohesive soils, and past inferred straightening with berm encroachment.",High,Fair,Unconfined,F,Minor widening and planform adjustment in response to inferred historic channelization & incision.  Bedrock grade controls in upstream reach would limit upstream migration of nick points.  Wid moderated by cohesive soils and tree buffer (LB),Fair,Very High,2009/11/25 10:36:49+00,,1,0,0,32701,2145320959,,,,None,,None,1,5.09999990463257,0,,Riffle-Pool,,,,,,,,,246
487430.8608,168276.2349,1297,4,T2.04,C,4_T2.04C,{C6A48F23-9449-43E4-A807-7AF4A1EC00F4},White River - Third Branch,4,"AB, JC, KD",0,,0,,,Along Route 12 in E. Braintree,1907,2006/06/19 00:00:00+00,No,Sunny 80's,No,Yes,Yes,Transfer,Channel Dimensions,,None,VB,290,Measured,No,Yes,1,21.2000007629395,2,0.899999976158142,292.200012207031,2.29999995231628,Moderate,Eroded,54,0,No,4,24,3,3.70000004768372,828.900024414062,inches,C,Riffle-Pool,Gravel,None,,,,,Steep,Gravel,Sand,Non-cohesive,Non-cohesive,Open,None,0,None,0,Minimal,Minimal,Low,4,None,,0,None,0,No,0,0,1,2,0,0,0,0,0,0,0,0,0,0,No,Yes,Straightening,None,"C-type channel, very sinuos, through a hay field managed up to banks.",High,Fair,Unconfined,F,slight inciscion with some widening.  mouth of brook perched at confluence (potential for headcutting).,Fair,Very High,2007/04/03 12:16:07+00,,0,0,0,28607,2147483647,,,,None,,,1,,1,,,,,,,,,,,247
455304.7843,193833.3861,847,27,M19,B,27_M19B,{A0AAB522-DA3D-4D26-8852-3A1565379648},Lewis Creek,16,"SP, SH, Christa, Mike, KLU",0,,0,,,"From farm bridge at upstream end of reach to Cota Ballfields; west of Route 116 and Starksboro village.",8077,2001/09/18 00:00:00+00,No,"80s, overcast",Yes,Yes,Yes,Transfer,Channel Dimensions,Downstream segment A is subreach of alternate stream type.,None,VB,980,Estimated,No,No,1,33.2000007629395,3.09999990463257,2.19000005722046,150,3.90000009536743,Low,Complete,,0,Yes,5,,,,6407.85009765625,,C,Riffle-Pool,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,1,None,,0,None,0,No,4,300,3,17,0,0,0,0,0,1,0,0,0,0,No,Yes,Straightening   ,Gravel Mining,"Relied on field observations, longitudinal profile, cross sections and pebble counts from Sept 2001 assessment (VTDEC) to update  to 2007 protocols; also supplemented with limited field observations of the segment from 2002 - 2007 (SMRC).  Route 116 occasionally passes within the RB corridor, but at an elevation well above the FPW.  Farm roads pass within the corridor but do not significantly constrain the floodplain (flood flows inundate the roads).  LWD, riffle spacing, and average size largest particle were parameters not collected in 2001.  Channel armoring is not very recent - installed to protect crops, which are now fallow in the downstream portion of the segment.  Frequent meander extension and translation; old rip-rap is being outflanked and is collapsing into the channel in the fallow section.  Historic channelization evident from 1942, 1962 aerial photographs along much of the segment.  Two gravel farm road bridge crossings, and one farm equipment ford within the segment.  Downstream-most bridge has very low clearance and debris jams at this crossing have been observed to contribute to upstream flooding (6/13/2002).  One log footbridge also present; was not indexed as a bridge crossing.  Four beaver dams present in 2001;  frequently observed in this segment in subsequent years.  Bar scalping noted at right-bank point bar at upstream extent of the segment in 2001, and also in 2002.",High,Good,Unconfined,F,"Moderate planform adjustment (neck cutoff, meander extension) and minor aggradation in response to past channelization (more pronounced in downstream half of the segment, where channelized planform is no longer being actively maintained.",Fair,Very High,2009/12/15 00:00:00+00,,0,0,1,32679,2145320955,,,,Small Withdrawal,Other,None,1,,0,,Riffle-Pool,,,,,,,,,248
454944.0378,191272.4224,848,27,M20,B,27_M20B,{9D1AC069-B7DD-4800-B354-8611ABEDDDE0},Lewis Creek,16,"KU, BOS",0,,0,,,Forested upstream half of M20 from confluence of High Knob tributary (T6) downstream to agricultural field along RB.,1738,2006/11/07 00:00:00+00,No,"overcast, 40s",Yes,Yes,Yes,Transfer,Channel Dimensions,Segmented to capture stream type departure in contrast to downstream segment which has some FP connection.,None,NW,270,Estimated,No,No,1,51.5,2.40000009536743,1.54999995231628,61,6.19999980926514,Moderate,Sedimented,225,0,No,2,6,350,,690.219970703125,mm,F,Riffle-Pool,Cobble,c,,,,,Moderate,,,,,Closed,None,,None,,Minimal,Minimal,Moderate,1,None,,0,None,1,No,0,0,1,5,0,3,1,0,1,0,0,0,0,0,No,No,Straightening   ,None,"Cross section repeated and visual observations recorded in November 2006 to update an assessment originally conducted in July of 2002.  Improved path along right bank appears to be 4-wheeler trail and may be used for occasional access to RB field further downstream.  This path does not have significant base material and is inundated at flood flows; it does not berm the channel or signficantly encroach upon the floodplain.  Historic straightening is inferred at the downstream end of the segment adjacent to the right-bank agricultural field (straightening is also apparent in downstream Segment A).  Incision appears to be historic, as there are no current signs of active incision and erosional scour of the banks is negligible.  Incision ratio (2.6) indicates a stream type departure (C to F).  Significant delta of sand and gravel sediments is present at the confluence of High Knob tributary (T6) at the upstream end of the segment.  
4-wheeler and foot trails noted along reach particularly on the east side (RB).  Flood chutes and channel braiding in the High Knob tributary are coincident with 4-wheeler trail crossings..",High,Good,Unconfined,F,"Moderate widening in response to inferred historic incision, moderated by well-developed forested buffers, coarse bed and bank materials.  Moderate aggradation in response to upstream erosion and sedimentation from High Knob tributary.",Fair,Extreme,2009/11/24 15:41:28+00,,1,0,0,32767,2145320959,,,,None,,None,1,,0,,Riffle-Pool,,,,,,,,,249
464622.3232,224184.911900001,1808,66,M16,B,66_M16B,{38356000-9065-4401-A37F-2364CF1C245C},Browns River,8,"S.P., A.W.",0,,0,,,Mills Side Park to M16-C *NOTE: Segment Length has been changed to 12263 from 12261 so the length measurements correspond to the segment break locations for segment B (8/25/2009).,12261,2004/10/01 00:00:00+00,No,,No,,,Response,,,None,BD,875,,No,,1,117,4.30000019073486,3.08999991416931,221,10.5,Low,Not Applicable,,0,,,155,6,5.5,0,inches,D,Braided,Gravel,,,,,,Steep,Gravel,Gravel,Non-cohesive,Non-cohesive,Open,None,0,,,Minimal,Minimal,Low,0,None,,0,None,0,No,0,,1,1,1,1,0,0,1,0,0,1,1,0,,Yes,Straightening,Gravel Mining,,High,Fair,Unconfined,F,"Degradation, Widening, Aggradation & Planform",Poor,Extreme,2009/08/25 00:00:00+00,,0,0,0,28503,1070596049,,,,None,,,1,,1,,,,,,,,,,,250
461510.0783,223838.520300001,1805,66,M15,B,66_M15B,{A2AEE1AD-B1B7-4983-A92A-7060EAD7E9EC},Browns River,0,,0,,0,,,Where sediment bar begin to build to Gary Davis Farm downstream of avulsion,3800,,,,,,,Response,Depositional Features,large depositional area,None,VB,4000,,No,,1,90.5,7.09999990463257,10.1999998092651,310.5,13.1000003814697,Oxbows,Sedimented,,0,Yes,,40,,,0,,E,Riffle-Pool,Gravel,,,,,,Moderate,Silt/Clay,Sand,Cohesive,Non-cohesive,Open,None,,,,Minimal,Minimal,Moderate,1,None,,0,None,1,No,0,,1,1,0,0,0,0,1,1,1,0,1,0,,Yes,None,"Dredging,Gravel Mining",Stream channel data taken from the 2nd field visity with Staci and survey gear on 8-1-05. Bed substrate comp. data taken from the 1st site visity on 9-20-04.  Data needs to be field varified at a later date.,,Poor,Unconfined,,"STEP 7 NOTE: Confinement set to ""unconfined"" for FEH data evaluation by Arrowwood Environmental- 1/27/07",Poor,,2016/09/22 11:23:29+00,,0,0,0,32583,1071579088,,,,None,,,1,,1,,,,,,,,,,,251
467392.0497,223463.5714,1809,66,M16,C,66_M16C,{28B160C2-20BA-451C-8B03-66ED0EA60682},Browns River,8,"S.P., A.W., C.D.",0,,0,,,M16-B to Underhill Center. *NOTE: Segment Length has been changed to 1577 from 5202 so the length measurements correspond to the segment break locations for segment C (8/25/2009).,1577,2004/10/29 00:00:00+00,No,,No,Yes,Yes,Transfer,,,None,BD,406,,No,,1,53,3.29999995231628,2.53999996185303,406,5.19999980926514,Low,Complete,,0,,,10,,,0,,C,Step-Pool,Gravel,,,,,,Steep,Boulder/Cobble,Gravel,Non-cohesive,Non-cohesive,Open,One,70,,,Minimal,None,Low,2,None,,0,None,1,No,0,,0,0,0,0,0,0,0,0,0,0,0,0,,No,None,None,,High,Reference,Unconfined,,,Reference,High,2009/08/25 00:00:00+00,,0,0,0,32711,1070596049,,,,None,,,1,,1,,,,,,,,,,,252
462228.6976,223715.270500001,1806,66,M15,C,66_M15C,{331E4C68-D323-4300-8831-C30A8401B6A5},Browns River,0,,0,,0,,,straightened segment downstream of Raceway Rd. to where bars begin developing again.,2634,,,,,,,Response,Corridor Encroachment,Straightened reach w/ old RR along most of segment,None,VB,4000,,No,,1,92.5,7.80000019073486,9.5,241,11.8000001907349,Moderate,Eroded,,0,Yes,,25,6,5,0,inches,C,Riffle-Pool,Gravel,,,,,,Steep,Silt/Clay,Sand,Cohesive,Non-cohesive,Open,None,,,,Minimal,Minimal,High,0,None,,0,None,1,No,0,,0,1,1,0,0,0,0,1,0,0,0,0,,Yes,Straightening,Dredging,"Used 8-1-05 cross section data (with Staci's survey gear) for Step 2: stream channel data.  Bed substrate comp. used from 1st site visit on 9-20-04.  Data needs to be field varified at a later date.  STEEP terrace on right side slope.  Phase 1 indicated FLAT for valley side slope, but Phase 2 says ""steep"" b/c of steep terrace.  RGA and RHA data was taken during 9/2004 site visit when site was evaluated as an entire reach - believe data to be most accurate for this segment. M15C.",High,Fair,Unconfined,,,Fair,Very High,2016/09/22 11:24:08+00,,0,0,0,32599,1071579088,,,,None,,,1,,1,,,,,,,,,,,253
462992.723,223916.849099999,1807,66,M15,D,66_M15D,{FFF1847A-9DF3-4F0E-BA2C-372ED0391F2C},Browns River,0,,0,,0,,,Confluence with Willow Crk. to just below Raceway Rd. bridge by Gary Davis farm.,1550,,,,,,,Response,Depositional Features,large depositional features upstream of bridge,None,NC,500,,No,,1,86.8000030517578,3.20000004768372,2.09999990463257,661.799987792969,4.80000019073486,High,Sedimented,,0,,,15,,,0,,E,Riffle-Pool,Gravel,,,,,,,Silt/Clay,Sand,Cohesive,Non-cohesive,Open,None,,,,None,None,,0,None,,0,None,0,No,0,,1,1,1,1,1,0,1,0,1,0,1,0,,Yes,None,"Dredging,Gravel Mining","Step 2: cross section data from first field visit (9-20-04) used.  Same for bed substrate composition.  Step 2 data for this segment, M15D, was actually taken from M15B but determined to be similar to segment D.  Data needs to be field varified at a later date.",High,,Unconfined,,"STEP 7 NOTE: Confinement set to ""unconfined"" for FEH data evaluation by Arrowwood Environmental- 1/27/07",Poor,,2016/09/22 11:25:29+00,,0,0,0,28615,1071579072,,,,None,,,1,,1,,,,,,,,,,,254
533444.1833,231851.652799999,1397,51,T204,C,51_T204C,{7324B692-5880-4660-9C18-EFF82A6A289F},Millers Run,7,"Kerry O'Brien, Jared Carrano",0,,0,,,"Depositional area upstream of Rte 122 bridge, near cemetery",1700,2007/07/19 00:00:00+00,Yes,overcast 65,No,Yes,No,,Depositional Features,bridges on Rte 122 causing depostional area upstream.,None,VB,815,Estimated,No,No,1,57.9000015258789,4,2.70000004768372,353,4,Moderate,Sedimented,,0,No,5,8,,,0,,C,Plane Bed,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Minimal,Low,0,None,,,None,0,No,0,0,2,0,0,0,0,0,1,0,0,0,4,0,No,No,None,None,"downstream bridge having major impact on segment - stream is forced from one valley wall to the other, meandering to cross under bridge.",High,Fair,Unconfined,F,aggrading and planform,Fair,Very High,2009/06/16 11:30:01+00,Not Evaluated,1,1,0,32767,2126577663,,,,None,,None,1,,1,,,,,,,,,,,255
533043.434,231810.7795,1396,51,T204,D,51_T204D,{0C0F5105-708A-4F60-8EC6-54664310C9B9},Millers Run,7,Kerry O'Brien,0,,0,,,Downstream of falls in Wheelock to segment break,1042,2007/07/19 00:00:00+00,Yes,overcast 65,No,Yes,No,,Substrate Size,planform and scope also.,None,VB,815,Estimated,No,No,1,52.4000015258789,4.19999980926514,3.15000009536743,179,5.40000009536743,Low,Eroded,,0,No,5,7,,,815.400024414062,,C,Plane Bed,Cobble,None,,,,,Steep,,,,,Open,None,,None,,Minimal,None,Low,0,None,,,None,0,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,No,Straightening   ,Dredging,Historic straightening.  Riffle pool now plane bed.  Not a lot of erosion.,High,Good,Unconfined,F,stable,Good,Moderate,2009/06/16 09:55:31+00,Not Evaluated,1,1,0,32767,2126577663,,,,None,,None,1,16.6000003814697,1,,,,,,,,,,,256
446545.7758,124379.146500001,786,20,T02.09-s1.01,B,20_T02.09-s1.01B,{6936CF3A-FFB7-4922-A394-3260D2761D36},Castleton River,11,"KLU, SHPytlik",0,,0,,,From Pelletier Dam downstream to Route 4 westbound Exit 5 off ramp.,1762,2005/07/20 00:00:00+00,Yes,"partly cloudy, 80s, low humidity",Yes,Yes,Yes,Transfer,Channel Dimensions,Reach segmented to delineate downstream subreach of alternate stream type.,None,NW,400,Estimated,No,Yes,0,38,2.59999990463257,1.5,60.5,6.90000009536743,Low,Not Applicable,,1,No,10,8,,,1088.86999511719,,F,Plane Bed,Cobble,None,,,,,Steep,,,,,Open,None,,None,,Minimal,None,Moderate,2,Large,Upstream,0,Run-of-river Dam,0,Yes,0,0,1,1,1,0,0,0,0,0,0,0,2,0,No,Yes,Straightening   ,None,"Valley width reduced somewhat by East Hubbardton Rd along right corridor and old road along left bank.  The remnant road grade encroaches somewhat on the channel and serves as a berm.  This road surface is elevated above the flood-prone elevation, based on cross section measurements made on 20 July 2005.  The channel is presently incised (IR= 2.6) below this left valley wall and an armored right bank adjacent to agricultural fields.  A linear (possibly channelized) planform is also apparent for this section.  This stretch of the segment appears to be transport-dominated, with a cobble plane-bed channel form and negligible point or side bars evident.  Span of Hubbarton Rd bridge near upstream end of segment is estimated from VTrans B&C record.  Could not find RRPC B&C assessment report in Structures database for Castleton.",High,Fair,Unconfined,F,"Minor widening, aggradation and planform adjustment in response to historic incision.  Channel has appearance of stability, but could unravel if boundary conditions change and/or if hydraulic stresses increase.  Extreme sens. due to STD (C to F).",Fair,Extreme,2008/04/11 12:00:00+00,Not Applicable,1,1,0,32703,2145910783,,,,,,Up Stream,1,6.90000009536743,1,,,,,,,,,,,257
454133.2528,199828.002800001,1082,75,M18,B,75_M18B,{16F1E721-5D00-4504-AB77-76439626F922},Laplatte,16,"Lisa, Ted",0,,0,,,,1430,2005/11/06 00:00:00+00,No,"sun, haze",Yes,Yes,Yes,Transfer,,,None,VB,150,Estimated,No,No,1,15.3999996185303,1.60000002384186,0.670000016689301,63.7999992370605,3.09999990463257,Moderate,Complete,20,0,Yes,2,5,5,3,0,inches,C,Riffle-Pool,Gravel,None,,,,,Undercut,Mix,Mix,Non-cohesive,Non-cohesive,Open,One,12,None,0,Minimal,None,Moderate,2,None,,1,None,0,No,0,0,2,2,2,2,0,0,3,0,0,0,0,2,No,No,None,None,"Golf course and residence ds of culvert. Culvert blocked by debris, ponding and sediment upstream. Headcuts downstream of culvert, widening and aggradation further downstream by cross section.",High,Fair,Unconfined,F,"Degradation, planform and widening.",Poor,Very High,2007/01/02 16:42:02+00,,0,0,0,28671,2147483645,,,,None,,,0,,1,,,,,,,,,,,258
453276.5985,202016.6624,1091,75,T5.01,B,75_T5.01B,{96F4B480-0AFD-4A88-B0B6-B529AB304E13},Laplatte,16,"Lisa, Shayne, Ted",0,,0,,,From just downstream of the first culvert on Beecher Hill Rd to just downstream of the old mill footing seen on the east of Beecher Hill Rd.,1375,2005/11/13 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,Response,,,None,VB,167,,No,No,1,15.1999998092651,2.09999990463257,1.52999997138977,167,2.09999990463257,High,Sedimented,50,0,Yes,0,7,7,4,0,inches,E,Riffle-Pool,Gravel,None,E,Riffle-Pool,Gravel,,Undercut,Mix,Sand,Non-cohesive,Non-cohesive,Open,None,0,None,0,Minimal,Minimal,Moderate,0,None,,0,None,0,No,0,0,2,2,2,2,0,0,0,0,1,0,0,0,No,No,None,None,Sediment & flow attenuation area.,High,Fair,Unconfined,D,Aggradation and Planform,Fair,Very High,2007/01/02 16:42:02+00,,0,0,0,28671,2146435069,,,,None,,,1,,1,,,,,,,,,,,259
453478.1417,202122.1842,1092,75,T5.01,C,75_T5.01C,{78E8B482-7AF5-4FE7-B85D-BEE73798AA87},Laplatte,16,"Lisa, Shayne, Ted",0,,0,,,From just downstream of the old mill footing on the east side of Beecher Hill Rd to the top of the ledges.,1020,2005/11/13 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,Transfer,,,None,NC,37.9000015258789,,Yes,No,0,28.5,2.29999995231628,1.48000001907349,37.9000015258789,2.29999995231628,Low,Complete,100,0,No,0,3,25,8,0,inches,B,Step-Pool,Cobble,None,,,,,Steep,Boulder/Cobble,Sand,Non-cohesive,Non-cohesive,Closed,None,0,None,0,Minimal,None,Moderate,0,None,,0,None,0,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,No,None,None,"Ledges and falls, confined. Flood related bars, large deposit of sand upstream of falls - road or flood? Channel widens before ledges, cross section is at head of ledge so an area that is wider than mid ledge or falls. Bedrock controlled segment.",High,Good,Confined,D,In regime. Flood related aggradation.,Good,Moderate,2007/01/02 16:42:02+00,,0,0,0,28671,2147483637,,,,None,,,1,,1,,,,,,,,,,,260
453705.3474,202227.9153,1093,75,T5.01,D,75_T5.01D,{F6939BDB-83FD-49AF-9B57-41E5006244A7},Laplatte,16,"Lisa, Shayne, Ted",0,,0,,,Upstream of the ledges to just downstream of the North Rd crossing and culvert.,3100,2005/11/13 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,Transfer,,,None,BD,152,Measured,No,Yes,1,22.3999996185303,2,1.25,31.2999992370605,2,Low,Not Applicable,,1,No,2,18,10,4,2220.64990234375,inches,F,Plane Bed,Gravel,None,,,,,Shallow,Boulder/Cobble,Sand,Non-cohesive,Non-cohesive,Closed,None,0,None,0,Minimal,Minimal,Moderate,0,None,,1,None,0,No,0,0,2,2,2,2,0,0,0,0,0,0,0,2,No,Yes,Straightening,None,,High,Fair,Unconfined,F,"Degraded historically by straightening and berms, now over-widened, enlarging and attempting planform.",Poor,Extreme,2007/01/02 16:42:02+00,Not Applicable,0,0,0,28671,2146435069,,,,None,,,0,,1,,,,,,,,,,,261
449974.7666,203838.284700001,1081,75,M15,B,75_M15B,{B2E57A86-2F2E-4F62-B801-1403612325BE},Laplatte,16,"Lisa, Mike B.",0,,0,,,Downstream end is just downstream of the sewage treatment plant. Upstream end is M16 reach break.,3280,2004/10/19 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,Response,,,None,VB,756,Estimated,No,No,1,24.2999992370605,2.70000004768372,2,140,2.90000009536743,Low,Not Applicable,,1,Yes,0,35,,,3295.56005859375,,C,Dune-Ripple,Sand,c,,,,,Steep,Silt/Clay,Silt/Clay,Non-cohesive,Non-cohesive,Open,None,0,None,0,Minimal,Minimal,Low,7,Large,Upstream,0,None,1,No,3,700,2,2,2,0,0,0,2,0,0,1,0,0,No,No,Straightening,Dredging,,Low,Poor,Unconfined,F,"Historical degradation (straightening) leading to artificial E to C stream type departure, now planform with minor aggradation and widening.",Fair,Very High,2007/01/02 16:42:01+00,Not Applicable,1,1,0,32767,2146959101,,,,None,,Up Stream,1,,1,,,,,,,,,,,262
