Agency Number,Agency Name,Class Field,Class Description,Statutory Reference,Calendar Year,Month,Total Amount
01200,OSU-EXTENSION DIVISION,495,Botanical Garden Research Ctr, ,2014,01,$3000.00
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",290,Educational & Gen Operations,"TITLE 70, SEC. 3901",2014,01,$368582.95
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",295,Capital Improvements Rev Fund,"TITLE 70, SEC 3901",2014,01,$798406.03
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$175988.47
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",479,Capital Bond Projects, ,2014,01,$0.00
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",487,Student Success Center,TITLE 70 SECTION 4001,2014,01,$0.00
01300,"OSU-TECHNICAL BRANCH, OKMULGEE",490,American Recov. & Reinv. Act, ,2014,01,$45913.52
01400,OSU COLLEGE OF VETERINARY MEDICINE,290,Educational & Gen Operations,"TITLE 70, SEC. 3901",2014,01,$1217328.12
01400,OSU COLLEGE OF VETERINARY MEDICINE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$3681.76
01400,OSU COLLEGE OF VETERINARY MEDICINE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$4050443.41
01400,OSU COLLEGE OF VETERINARY MEDICINE,450,Master Lease Purchase Fund, ,2014,01,$0.00
01400,OSU COLLEGE OF VETERINARY MEDICINE,479,Capital Bond Projects, ,2014,01,$0.00
01400,OSU COLLEGE OF VETERINARY MEDICINE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
01400,OSU COLLEGE OF VETERINARY MEDICINE,495,McElroy Hall Antimicrobial Act, ,2014,01,$0.00
01500,OSU-OKLAHOMA CITY,290,Educational And Gen Operations,"TITLE 70, SEC. 3901",2014,01,$576566.15
01500,OSU-OKLAHOMA CITY,295,Capital Improvements Rev Fund,"TITLE 70, SEC 3901",2014,01,$732367.49
01500,OSU-OKLAHOMA CITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$3006463.33
01500,OSU-OKLAHOMA CITY,479,Capital Bond Projects, ,2014,01,$0.00
01500,OSU-OKLAHOMA CITY,485,Revenue Bond Fund,"TITLE 70, SEC. 3412  AND 4006",2014,01,$0.01
01500,OSU-OKLAHOMA CITY,487,Student Center Revenue Bonds,"TITLE 70, SECTION 4004",2014,01,$0.00
01500,OSU-OKLAHOMA CITY,490,American Recov. & Reinv. Act, ,2014,01,$1810.48
01600,OSU-TULSA,290,Edu & Gen Oper Rev Fund,"TITLE 70, SEC. 3901",2014,01,$313307.50
01600,OSU-TULSA,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$1479776.49
01600,OSU-TULSA,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$144701.94
01600,OSU-TULSA,450,Master Lease Purchase Fund,"TITLE 70,SECTION  3206.6",2014,01,$0.00
01600,OSU-TULSA,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2014,01,$0.00
01600,OSU-TULSA,479,Capital Bond Projects, ,2014,01,$0.00
01600,OSU-TULSA,490,American Recov. & Reinv. Act, ,2014,01,$0.00
02000,OKLAHOMA ACCOUNTANCY BOARD,200,Accountancy Fund,"TITLE 59, SEC. 15.7",2014,01,$2751332.52
02200,OKLAHOMA ABSTRACTORS BOARD,200,OK  ABS BRD REVOLVING FUND,"TITLE 1, SEC. 26",2014,01,$250826.22
02500,OKLAHOMA MILITARY DEPARTMENT,200,OK MILITARY DEPT REVOLVING FUN,"TITLE 44, SEC. 233.7",2014,01,$0.00
02500,OKLAHOMA MILITARY DEPARTMENT,205,45Th Infantry Div. Museum Fd.,"TITLE 44, SEC. 235.1",2014,01,$12755.81
02500,OKLAHOMA MILITARY DEPARTMENT,210,Oklahoma Military Dept,"TITLE 44, SEC. 233.7",2014,01,$247262.96
02500,OKLAHOMA MILITARY DEPARTMENT,220,Income Tax Checkoff Revolving,TITLE 68 SEC 2368.14,2014,01,$103323.53
02500,OKLAHOMA MILITARY DEPARTMENT,225,Patriot License Plate Revolvin,TITLE 47 SECTION 1104.11,2014,01,$46148.47
02500,OKLAHOMA MILITARY DEPARTMENT,230,Military Justice Fund,"TITLE 44, SEC. 3398",2014,01,$5000.00
02500,OKLAHOMA MILITARY DEPARTMENT,400,Army Federal Reimbursement,"TITLE 62, SEC. 34.48",2014,01,$818052.85
02500,OKLAHOMA MILITARY DEPARTMENT,405,Air Guard Reimbursement Fds,"TITLE 62, SEC. 34.48",2014,01,$396761.21
02500,OKLAHOMA MILITARY DEPARTMENT,410,Army Advance Funds,"TITLE 62, SEC. 34.48",2014,01,$0.03
02500,OKLAHOMA MILITARY DEPARTMENT,415,Counter Drug,"TITLE 44, SEC. 231",2014,01,$32400.62
02500,OKLAHOMA MILITARY DEPARTMENT,424,State Emergency Fund,"TITLE 62, SEC. 139.42",2014,01,$254952.00
02500,OKLAHOMA MILITARY DEPARTMENT,490,American Recov. & Reinv. Act, ,2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,200,ABLE Comm. Revolving Fund,"TITLE 37, SEC. 567",2014,01,$220701.79
03000,ALCOHOLIC BEV. LAWS ENFORCE.,205,Seized And Forfeited Property,"TITLE 37, SEC. 539",2014,01,$100405.18
03000,ALCOHOLIC BEV. LAWS ENFORCE.,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 1347",2014,01,$226526.38
03000,ALCOHOLIC BEV. LAWS ENFORCE.,491,Sales Fund - Surplus Property, ,2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,492,Sales Fund - Surplus Property,"TITLE 74, SECTION 62.5",2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,494,Sales Fund Surplus,"TITLE 74, SECTION 62.5",2014,01,$15564.28
03000,ALCOHOLIC BEV. LAWS ENFORCE.,495,Sales Fund-Surplus Property,"TITLE 74, SEC. 62.5  (LAPSES JUNE 30)",2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,496,Sales Fund - Surplus Property,"TITLE 74, SEC. 62.5, (LAPSES JUNE 30)",2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,497,Sales Fund - Surplus Property, ,2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,498,Sales Fund - Surplus Property, ,2014,01,$0.00
03000,ALCOHOLIC BEV. LAWS ENFORCE.,499,Sales Fund - Surplus Property, ,2014,01,$0.00
03900,BOLL WEEVIL ERADICATION ORG.,200,Boll Weevil Eradication Rev Fd,"TITLE 2, SEC. 3-50.10",2014,01,$1090279.32
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",200,OK County Fair Enhancement Fnd,"TITLE 2, SEC 15-60.3",2014,01,$0.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",205,Rural Fire Defense Eqp Rev Fd,"TITLE 19, SECTION 901.58",2014,01,$188920.77
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",210,Agriculture Revolving Fund,"TITLE 2, SEC. 2-10",2014,01,$215026.73
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",212,Urban Forestry & Beaut Rev Fd,"TITLE 47, SEC 1104.5",2014,01,$24320.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",213,Eastern Red Cedar Revolving Fd, ,2014,01,$6133.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",215,Vol Firefighter Employer Contr,"TITLE 2, SECTION 16-81",2014,01,$0.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",220,Gifts And Donations Fund,"TITLE 60, SEC.384",2014,01,$49789.95
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",225,Enhancemnt & Diversificatn Fnd,"TITLE 2, SECTION 5-3.3",2014,01,$799738.80
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",230,Okla Pet Overpopulation Fund,"TITLE 68, SECTION 2368.13.C",2014,01,$0.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",235,Animal Friendly Revolving Fund,"TITLE 47, SECTION 1104.10",2014,01,$8600.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",240,Unwanted Pesticide Disp Fund,TITLE 2 SECTION 3-82.1,2014,01,$104713.80
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",245,Rural Fire Revolving Fund,"TITLE 2, SECTION 16-83",2014,01,$1438041.07
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",250,Rural Fire Equipment Grant Rev,"TITLE 2, SEC 16-83",2014,01,$111743.60
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",285,Milk & Milk Prod Inspec Rev Fd,"TITLE  2, SEC 7-416",2014,01,$287968.95
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",286,Ag In The Classrm Educ Rvlv Fd,"TITLE 47, SECTION 1104.3",2014,01,$32487.27
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",290,Jr Livestock Auction Revolv Fn,"TITLE 68, SEC 2368.9",2014,01,$175.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",415,OAMP - Ag Mediation Fund, ,2014,01,$0.00
04000,"DEPARTMENT OF AGRICULTURE, FOOD, ANF FOR",490,American Recov. & Reinv. Act, ,2014,01,$67013.68
04100,WESTERN OKLA. STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2014,01,$5436875.91
04100,WESTERN OKLA. STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC 3901",2014,01,$574815.02
04100,WESTERN OKLA. STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$464829.02
04100,WESTERN OKLA. STATE COLLEGE,479,Capital Bond Projects, ,2014,01,$0.00
04100,WESTERN OKLA. STATE COLLEGE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
04400,STATE ANATOMICAL BOARD,200,Anatomical Board Fund,"TITLE 63, SEC. 98.1",2014,01,$167.18
04500,OKLA. BD. OF ARCHITECTS,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 46.19",2014,01,$2002316.63
04700,INDIGENT DEFENSE SYSTEM,200,Indigent Defense System Rev.Fd,"TITLE 22, SEC. 1368",2014,01,$1126576.43
04700,INDIGENT DEFENSE SYSTEM,230,Contract Retention Rev Fund,"TITLE 22, SECTION 1369",2014,01,$550080.57
04700,INDIGENT DEFENSE SYSTEM,240,Forensic Testing Revolv Fund,"TITLE 22, SECTION 1370.1",2014,01,$0.00
04700,INDIGENT DEFENSE SYSTEM,410,"DOJ, Non-ARRA Grants", ,2014,01,$0.01
04700,INDIGENT DEFENSE SYSTEM,490,American Recov. & Reinv. Act,"TITLE 44, SEC. 231",2014,01,$0.00
04900,ATTORNEY GENERAL,200,Atty Gen Rev. Fund,"TITLE 74, SEC. 20",2014,01,$7310451.37
04900,ATTORNEY GENERAL,205,Telemarketer Revolving Fund,"TITLE 15, SEC. 775B.7",2014,01,$66864.75
04900,ATTORNEY GENERAL,210,AG Charit Solicit Enf Rev Fd,"TITLE 18, SEC. 552.7, 552.9",2014,01,$60930.51
04900,ATTORNEY GENERAL,220,Workers' Comp Fraud Fund,"TITLE 74, SEC 19.2, OSL 1992",2014,01,$159327.26
04900,ATTORNEY GENERAL,225,Insurance Fraud Unit Rev Fnd,"TITLE 74, SECTION 19.3",2014,01,$342959.80
04900,ATTORNEY GENERAL,230,C.I.T.F. State Matching Fund,"TITLE 74, SECTION 19.1",2014,01,$0.00
04900,ATTORNEY GENERAL,240,Court Appointed Special Advoca,"TITLE 68, SECTION 2368.12",2014,01,$137984.00
04900,ATTORNEY GENERAL,245,Medicaid Fraud Revolving Fund,"TITLE 56, SEC. 1003 D & E",2014,01,$6263575.67
04900,ATTORNEY GENERAL,250,Legal Services Revolving Fund,"TITLE 74, SECTION 18L",2014,01,$322053.68
04900,ATTORNEY GENERAL,255,"Dom Viol, Sex Asslt Svc Rev Fd","TITLE 68, SEC. 2368.22",2014,01,$6925.00
04900,ATTORNEY GENERAL,260,Victim Services Unit Fund,"TITLE 74, SEC. 18P-1",2014,01,$117521.65
04900,ATTORNEY GENERAL,400,Federal Funds (DAC),"TITLE 62, SEC. 34.48",2014,01,$42045.43
04900,ATTORNEY GENERAL,405,Family Violence Prevention Grt,"TITLE 62, SECTION 34.9",2014,01,$10740.23
04900,ATTORNEY GENERAL,410,Medicaid Fraud Unit Fund,"TITLE 62, SECTION 34.48",2014,01,$19921.79
04900,ATTORNEY GENERAL,425,VINES Grant,TITLE 62 SECTION 34.48,2014,01,$54191.91
04900,ATTORNEY GENERAL,440,VPO Grant,TITLE 62 SECTION 34.48,2014,01,$527.12
05500,STATE ARTS COUNCIL,200,OK Arts Council Arts Ed Rev Fu,"TITLE 53, SEC. 175",2014,01,$221300.13
05500,STATE ARTS COUNCIL,440,Natl Endow For Arts Federal,"TITLE 62 SEC 34.48, 34.9",2014,01,$20733.00
05500,STATE ARTS COUNCIL,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2014,01,$0.00
05500,STATE ARTS COUNCIL,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.48,34.9",2014,01,$0.00
06000,OKLAHOMA AERONAUTICS COMMISSION,200,Revolving Fund,"TITLE 3, SECTION 91",2014,01,$13553202.83
06000,OKLAHOMA AERONAUTICS COMMISSION,205,Desig. Aeronautics Excise Tax,"TITLE 62, SECTION 34.9",2014,01,$1119533.37
06000,OKLAHOMA AERONAUTICS COMMISSION,400,Federal Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$117984.92
06500,STATE BANKING DEPARTMENT,200,Revolving Fund,"TITLE 6, SEC. 211.1",2014,01,$11795440.59
06500,STATE BANKING DEPARTMENT,205,Cemetery Mrchd Trst Act Rev Fd,"TITLE 36, SEC. 7135",2014,01,$0.00
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,200,Revolving Fund,"TITLE 62, SECTION 41.40",2014,01,$6044894.92
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,210,Centrex Revolving Fund,"TITLE 62, SECTION 41.5 H D",2014,01,$-3801132.93
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,211,Open Range Revolving Fund,TITLE 62 SECTION 34.9,2014,01,$17746.21
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,215,ICS Revolving Fund,"TITLE 62, SECTION 41.21",2014,01,$1747210.09
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,220,Construction Fund, ,2014,01,$124646.42
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,230,Vol Buyout Ag Reimb Revol Fd, ,2014,01,$15314.04
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,250,CMIA Revolving Fund,"TITLE 62, SECTION 41.21 H",2014,01,$323310.00
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,295,Emergency & Transportation Rev, ,2014,01,$13561937.69
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,400,Federal Funds, ,2014,01,$0.00
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,436,Oil Settlmt-Diamond Shamrock,"TITLE 62, SECTION 7.5",2014,01,$0.00
09000,OFFICE OF MANAGEMENT AND ENTERPRISE SERV,490,American Recov. & Reinv. Act, ,2014,01,$0.00
09200,TOBACCO SETTLEMENT ENDMT TRUST,200,Revolving Fund,"TITLE 62, CH 1, SEC 50",2014,01,$1866494.67
09200,TOBACCO SETTLEMENT ENDMT TRUST,443,Interagency Reimbursement Fund,"TITLE 74, SECTION 581",2014,01,$9170988.04
09200,TOBACCO SETTLEMENT ENDMT TRUST,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2014,01,$0.00
10000,CAMERON UNIVERSITY,290,Educational & Gen Operation,"TITLE 70, SEC. 3901",2014,01,$8694107.85
10000,CAMERON UNIVERSITY,295,Capital Improvements Rev Fund,"TITLE 70,SEC 3901",2014,01,$167329.54
10000,CAMERON UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$533475.84
10000,CAMERON UNIVERSITY,452,OCIA STATE FACILITIES REV BOND,"TITLE 73, SECTION 301",2014,01,$0.00
10000,CAMERON UNIVERSITY,460,Donated Fund For Cap Imprvmts,"TITLE 70, SEC. 3305 F  AND 4306",2014,01,$139.76
10000,CAMERON UNIVERSITY,470,Auxiliary Funds For Cap Imprvm,"TITLE 70, SEC. 4001",2014,01,$4366.90
10000,CAMERON UNIVERSITY,479,Capital Bond Projects, ,2014,01,$0.00
10000,CAMERON UNIVERSITY,485,Revenue Bond Fund-Cap Imprv.,"TITLE 62, SEC. 7.5",2014,01,$0.00
10000,CAMERON UNIVERSITY,490,American Recov. & Reinv. Act, ,2014,01,$0.00
10000,CAMERON UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$427802.26
10000,CAMERON UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$704396.40
10500,CAPITOL IMPROVEMENT AUTHORITY,401,2006A - Agriculture Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$46821.83
10500,CAPITOL IMPROVEMENT AUTHORITY,402,2006A - Agriculture Rev Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,403,2006B DMH Constr Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,404,2006B DMH Revenue Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,405,2006C Appell Crts - Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$15808.71
10500,CAPITOL IMPROVEMENT AUTHORITY,406,2006C Appell Crts - Revenu Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,407,2006D Higher Ed Var Rt - Const,"TITLE 62, SEC 34.48, 34.9",2014,01,$-3.00
10500,CAPITOL IMPROVEMENT AUTHORITY,408,2006D Higher Ed Var Rt - Rev F,"TITLE 62, SEC 34.48, 34.9",2014,01,$2804002.36
10500,CAPITOL IMPROVEMENT AUTHORITY,409,OCIA 2005E Att Gen Constr Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,410,OCIA 2005E Att Gen Operat Fund, ,2014,01,$7396.25
10500,CAPITOL IMPROVEMENT AUTHORITY,411,OCIA 2005 Revenue Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,413,OCIA 94A Revenue Fund,"TITLE 62, SEC. 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,414,OCIA 2005C Nat Amer - Admin,"TITLE 62, SEC 34.48, 34.9",2014,01,$11666.67
10500,CAPITOL IMPROVEMENT AUTHORITY,415,OCIA 2005C Nat Amer - Constr, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,416,OSBI Construction Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,417,OSBI Revenue Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,418,OCIA-Administrative Services,TITLE 73 SECTIONS 151 THRU 321,2014,01,$268397.02
10500,CAPITOL IMPROVEMENT AUTHORITY,420,Const & Op Fund Okmulgee,"TITLE 73, SEC. 168.2B",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,421,OCIA 2005 F High Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$2006.35
10500,CAPITOL IMPROVEMENT AUTHORITY,422,OCIA 2005 G High Ed Constr Fnd,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,424,OCIA 2005 F Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,425,OCIA 2005 G Bond Sinking Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,427,Higher Ed Endowed Chairs Reven,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,428,Higher Ed Endowed Chairs Progr,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,429,Dept of Trans. Sinking Fund, ,2014,01,$61415.63
10500,CAPITOL IMPROVEMENT AUTHORITY,431,Conservation Comm Cons Fd, ,2014,01,$635147.20
10500,CAPITOL IMPROVEMENT AUTHORITY,432,Conservation Comm Sinking Fund, ,2014,01,$122916.66
10500,CAPITOL IMPROVEMENT AUTHORITY,434,43400 OCIA 2013A Rev Bd Series, ,2014,01,$46433.97
10500,CAPITOL IMPROVEMENT AUTHORITY,435,Native Amer Cultural & Educ Au, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,436,NACEA Sinking Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,437,Supreme Court Construction Fun, ,2014,01,$417899.25
10500,CAPITOL IMPROVEMENT AUTHORITY,438,Supreme Court Sinking Fund, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,439,Dept of Transportation Cons Fu, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,440,Operations & Maintenance Fund,"TITLE 62, SEC. 34.9",2014,01,$3562.10
10500,CAPITOL IMPROVEMENT AUTHORITY,441,ODOT Construction Fund 2009B, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,442,ODOT Sinking Fund 2009B, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,445,OCIA 1994B Construction Fund,"TITLE 62, 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,446,Capitol Dome Bond - Proceeds,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,447,Capitol Dome Bond - Revenue Fu,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,449,Regents 2005F 2010A Partial, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,450,OCIA 1994B Revenue Fund,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,451,OCIA 1999 Revenue Bond Series,"TITLE 62, SEC 34.48, 34.9",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,452,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,453,45300 OCIA 2013B Rev Bd Series,"TITLE 73, SECTION 301",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,454,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,456,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,457,OCIA 1999 Revenue Bond Series,"TITLE 73, SECTION 301",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,458,OCIA 1999D Revenue Bond Fund,TITLE 73 SECTION 311,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,459,OCIA 1999D Construction Fund,"TITLE 73, SECTION 311",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,460,OCIA 1999D Revenue Bond Fund,"TITLE 73, SECTION 168.7",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,461,OCIA 1999D Construction Fund,"TITLE 73, SECTION 168.7",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,465,OCIA 2005A Military Dept Admin,"TITLE 62, SECTION 34.48",2014,01,$45909.17
10500,CAPITOL IMPROVEMENT AUTHORITY,466,OCIA 2005A Mil Dept - Construc,"TITLE 62, SECTION 34.48",2014,01,$0.00
