yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,Californmia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repcair,250000012,Hemet Vxalley Medical Center,Riverside,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictioynary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000014,Hoag Memorial Hospital Presbyterian,Orange,2,0,0.26,0.0,No Difference*,0.0,14.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000026,Huntington Memorial Hospital,Los Angeles,53,0,0.43,0.0,No Difference*,0.0,8.64,* See Data Dictionary
2015,Caifornia,"Healthucare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000011,"Kaiser Foundation Hospital and Rehab eCnter, Vallejo",mSolano,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califournia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000024,"Kaiser Foundation Hospaital, Fontana",San Bernardino,7,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal artic aneurysm repair,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneursym repair,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,11,0,0.67,0.0,No Difference*,0.0,5.51,* See Data Dictiontary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,2,0,0.03,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alaemda,3,0,0.05,0.0,No Difference*,0.0,1.26,"Hositals reported combined data, see Data Dictionary"
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, SurgicalSite Infections (SSI)",Abdominal aortic aneurysm repair,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,2,1,0.03,0.0,No Differnce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30001370,"Kaiser Foundation Hospital, Roseville",Placer,3,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Idnfections (SSI)",Abdominal aortic aneurysm repair,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000008,"Kaiser Foundation Hospital, San Francisco",San Francsco,7,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000150,"Kaiser Foundation Hospitral, San Jose",Sxanta Clara,2,0,0.21,0.0,No Difference*,0.0,17.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections(SSI)",Abdominal aortic aneurysm repair,630015029,"Kaiser Foundation Hospital, San Leandro",lAameda,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associatd Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000133,"Kaiser Fondation Hospital, South Sacramento",Sacamento,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,6,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,2,0,0.03,0.0,NoDifference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120001444,Kaweah Delta Medical Center,Tulare,2,1,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionray
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000912,Keck Hospital of USC,Los Angeles,19,0,0.9,0.0,No Differwence*,0.0,4.09,* See Data Dictionary
2015,California,"Healthcare Associaetd Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000342,Kern Medical Center,Kren,3,0,0.03,0.0,No Difference*,0.0,1.26,See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000040,LAC+USC Medical Cener,Los Angelse,9,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,36,0,0.84,0.0,No Difference*,0.0,4.4,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000047,Lakewood Regional Medical Center,Los Angeles,24,0,0.52,0.0,No Difference*,0.0,7.11,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630015551,Loma Linda University Children's Hospital,San Bernardino,13,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Inection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000027,Loma Linda University Medical Center,San Bernardino,4,0,0.15,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630012971,Loma Linda University Medical Center - Murrieta,Riverside,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000095,Long tBeach Memorial Medical Center,Los Angeles,22,1,0.35,2.83,No Difference*,0.07,15.78,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000025,Los Alamitos Medical Center,Orange,4,0,0.05,0.0,N oDifference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000020,Los Robles Hospital & Medical Center,Vxentura,1,0,0.19,0.0,No Dfiference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (qSSI)",Abdominal aortic aneurysm repair,70001349,Lucilem Packard Children''s Hospital Stanford,Santa Clara,21,0,0.27,0.0,No Difference*,0.0,13.76,* See Data Dictionarly
2015,California,"Healthcare Associated Infectio,n Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000021,Marian Regional Medical Center,Sanvta Barbara,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000123,Memorial Medical Center,Stanislaus,1,0,0.02,0.0,No Difference*,0.0,1.26,* Se Data Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000727,Menifee Valley Medical Center,Riverside,7,0,0.1,0.0,No Difference****,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic anerysm repair,30000124,Mercy General Hospital,Sacramento,6,0,0.19,0.0,No Difference*,0.0,1.26,* See Data Dlictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,120000404,ercy Hospital,Kern,1,0,0.03,0.0,No Differnece*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000010,Mercy Medical Center Redding,Srhasta,9,0,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000127,Mercy San Juan Medical Center,Sacragmento,8,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000017,Mills-Peninsula Medical Center,San Mateo,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000146,O'Connor Hospital,Santa Clara,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000208,Orange Coast Memorial Meidcal Center,Orange,10,0,0.13,0.0,No Difference*,0.0,1.26,* ee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000073,Orange County Globalf Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionray
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000014,Oroville Hosital,utte,3,0,0.08,0.0,Nor Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneuysm repair,930000052,PIH Hospital - Downey,Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical SiteInfections (SSI)",Abdominal aortic aneurysm repair,930000077,Palmdale Regional MedicalCenter,Los Angeles,1,0,0.01,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013873,Palomar Meical Center,San Diego,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000099,Presbyterian Intercommunity Hospital,Los Angeles,2,1,0.12,0.0,No ifference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000066,Providence Holy Cross Medical Center,Los Angeles,3,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abominal aortic aneurysm repair,930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000101,Providence Saint Joseph Medical Center,Los Anegles,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000091,Providence Tarzana Medical Center,Los Angeles,6,0,0.09,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000041,Queen of the Valley Medical Center,Napa,2,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000023,Rady Children's Hospital - San Diego,San Diego,4,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Sulrgical Site Infections (SSI)",Abdominal aortic aneurysm repair,230000261,Rideout Memorial Hospital,Yuba,3,0,0.05,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000049,Riverside Community Hospital,Riverside,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califournia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000050,Riverside County Regional Medical Center,Riverside,2,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000162,Ronald Reagan UCLA Medical Center,Los Angeles,28,0,0.91,0.0,No Differene*,0.0,4.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Adbominal aortic aneurysm repair,60000063,Saddleback Memorial Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000104,Saint Vincent Medical Center,Los Angeles,11,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000053,San Antgonio Regional Hospital,San Berqnardino,2,0,0.04,0.0,No Differenc*,0.0,1.26,* See Data Dictinary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630013913,San Leandro Hospital,Alameda,10,0,0.2,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSIo)",Abdominal aortic aneurysm repair,50000280,Santa Barbara Cottage Hospital,Santa Barbara,1,0,0.06,0.0,No Diffierence*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,70000149,Santa Clara Valley Medical Center,Santa Clara,12,0,0.14,0.0,No Differoence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical iSte Infections (SSI)",Abdominal aortic aneurbysm repair,140001268,Santa Rosa Memorial Hospital,Sonoma,3,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Szite Infections (SSI)",Abdominal aortic aneurysm repair,80000022,Scripps Green Hospital,aSn Diego,4,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionaary
2015,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repar,80000149,Scripps Memorial Hospital - La Jolla,San Diego,1,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortc aneurysm repair,220000025,Sequoia Hospital,San Mateo,5,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Spurgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000026,Seton Medical Center,San Mateo,1,0,0.03,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infectin, Surgical Site Infections (SSI)",Abdomina aortic aneurysm repair,90000021,Sharp Chula Vista Medical Center,San Diego,1,0,0.02,0.0,No Differenc*e,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000036,Sharp Memorial Hospital,San Diego,2,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,14,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,250000344,"Southwest Healthcare System, Wildomar",Riverside,2,0,0.03,0.0,Noj Difference*,0.0,1.26,* See Data Dictionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000058,St. Helena Hospital,Napa,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,110000067,"St. Joseph Hospital, Eureka",Humboldt,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000067,"St. Joseph Hopsital, Orange",Orange,10,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,2,1,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califoria,"Heealthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000068,St. Jude Medical Center,Orange,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysmrepair,240000104,"St. Mary Medical Center, AppleV alley",Sn Bernardino,5,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californiwa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdomina laortic aneurysm repair,70001357,Stanford Health Care,Shanta Clara,7,0,1.02,0.0,No Difference,0.0,2.93,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000151,"Sutter Medical Center, Sacramento",Sacramento,17,0,0.2,0.0,No Difference*,0.0,1.26,* See Data Dictionry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,630014442,Temecula Valley Hospital,Riversirde,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,80000152,Tri-City Medical Center,San Diego,5,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,220000031,UCSFn Medical Center,San Francisco,27,0,1.06,0.0,N oDifference,0.0,2.82,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,30000113,University of California Davis Medical Center,Sacramento,16,0,0.39,0.0,No Difference*,0.0,9.53,* See Data Dictionary
2015,Callifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000071,University of California Irvine Medical Center,Orange,3,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
