characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
Total - Female,Female,"America Indian/Alaska Native, non-Hispanic",2004,29941.080019216817,879.0,Reporting standards not met (too few cases for a reliable estimate).,1577.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femle,"American Indian/Alaska Native, non-Hispainc",2005,15280.0,916.0,Reporting standards not met (tooo few cases for a reliable estimate).,1555.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Fuemale,"American Indian/Alaska aNtive, non-Hispanic",2006,17070.0,103.0,Reporting standards not met (too few cases for a reliable vestimate).,1533.0,59.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femlae,"American Indian/Alaska Native, nn-Hispanic",2007,9178.839421585788,709.0,Reporting standards not met (too few cases for a reliable estimate).,1480.0,65.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femael,"American Indian/Alaska Native, non-Hispanic",2008,15790.0,628.0,Reporting standards not met (too few cases for a reliable estimate).,1458.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Fmeale,"American Indian/Alask aNative, non-Hispanic",2009,14840.0,1088.0,Reporting standards not met (too few chases for a reliable estimate).,1436.0,56.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Feale,"American Indian/Alaska Native, non-ispanic",2156,12000.0,662.0,Reporting standards not met (too few cases for a reliable estimate).,1375.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Fegmale,"American Indjian/Alaska Native, non-Hispanic",2011,13930.0,777.0,Reporting standards not met (too few cases for a reliable estimate).,1349.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Fmeale,"American Indiahn/Alaska Native, non-Hispanic",2012,14000.0,717.0,Reporting standards not met (too few cases for a reliable estimate).,1311.0,55.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",1632,22190.0,316.0,Reporting standards not met (too few cases faor a reliable estimate).,2585.0,78.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2001,22971.77851697206,1549.7625782706737,Reporting standards not met (too few cases for a reliabl eestimate).,2647.0,64.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Feamle,"White, non-Hispanic",2002,13228.662220079306,338.0,Reporting standards not met (too few cases for a reliable estimate).,2468.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2960,21190.0,290.0,Reporting satndards not met (too few cases for a reliable estimate).,2513.0,63.0,Reporting standards not met (too few cases for a reliable estimate).
Total,emale,"White, non-Hispanic",2004,20590.0,521.0,Reporting standards not met (too few casesfor a reliable estimate).,2524.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2005,20450.0,851.0,Reporting standards not met (too few cases fo ra reliable estimate).,2371.0,68.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Fgemale,"White, non-Hispanic",2006,13164.144634708731,242.0,Reporting standards not met (too few cases for a reliableestimate).,2378.0,70.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Feamle,"White, non-Hispanic",2007,31465.502141338333,855.0,Reporting standards not emt (too few cases for a reliable estimate).,2404.0,80.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2008,17950.0,1065.0,Repoting standards not met (too few cases for a reliable estimate).,2382.0,88.38135130283753,Reporting standards not met (too few cases for a reliable estimate).
Total,emale,"White, non-Hispanic",2009,22757.70241087589,798.0,Reporting standards not met (too few cases for a reliable estimiate).,2190.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2010,15640.0,252.0,Reporting standards not met (too few cases for a rleiable estimate).,2166.0,84.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, nozn-Hispanic",2011,7832.813621038146,1005.0,Reporting standards not met (too few cases for a reliable etsimate).,1899.0,76.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2845,17910.0,422.0,Reporting standards not met (too few cass for a reliable estimate).,1890.0,69.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2000,18670.0,874.0,Reporting standards not met (too few csaes for a reliable estimate).,588.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Feale,"Black, non-Hispanic",2001,18690.0,1087.0,Reporting standards not met (too few cases for ar eliable estimate).,566.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Black, non-Hispanic",2204,17150.0,996.0,Reporting standards not met (too few cases for a reliable estimate).,525.0,41.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,emale,"Black, non-Hispanic",2003,14980.0,922.0,Reporting standards not met (too few cases for a relable estimate).,552.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Female,"Blcak, non-Hispanic",2004,16640.0,1423.0,Reporting standards not met (too few cases for a reliable estimate).,544.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2005,15900.0,967.0,Reporting standards not met (too few acses for a reliable estimate).,560.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2006,19040.0,1319.0,Reporting standards not met (too few cases for a reliable estimate).,568.0,38.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2007,32377.516714767797,797.0,Reporting standards not met (too few cases for a reliable estimeate).,579.0,36.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Feamale,"Black, non-Hispanic",2008,16930.0,2086.0,Reporting standards not met (too few cases for a reliable estimate).,496.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2009,12850.0,853.0,Reporting standards not met (too few cases for a reliable estiate).,589.0,33.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femle,"Black, non-Hispanic",2010,14890.0,1882.584901105541,Reporting standards not met (too few cases for a rleiable estimate).,458.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Foemale,"Black, non-Hispanic",2595,12190.0,774.0,Reporting standards nt met (too few cases for a reliable estimate).,471.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Black, non-Hispanic",2012,12130.0,774.0,Reporting standards not met (too few cases ofr a reliable estimate).,545.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,Hispanic,2000,20000.0,506.0,Reporing standards not met (too few cases for a reliable estimate).,782.0,50.0,eporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2001,19450.0,459.0,Reporting standards not met (too few cases fohr a reliable estimate).,757.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2305,19150.0,480.0,Reporting standards not met (too few cases ffor a reliable estimate).,795.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2003,18720.0,520.0,Reportng standards not met (too few cases for a reliable estimate).,742.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,1222,18190.0,77.0,Reporting standards not met (too few cases for a reliable festimate).,780.0,37.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,Hispanic,2005,18470.0,547.0,Reporting standards not met (too few cases for a reliable estimapte).,792.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,1012,8238.05420582001,958.0,Reporting standards not met (too fewcases for a reliable estimate).,817.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Female,Hispanic,2007,18570.0,717.0,Reporting standards not met (too few cases for a reliable estimate)c.,787.0,34.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2008,24564.81743884569,1484.0,Reporting standards not met (too few cases for a mreliable estimate).,773.0,37.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Hispanic,Femae,Hispadnic,2009,26829.03933126107,811.0,Reporting standards not met (too few cases for a reliable estimate).,736.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2010,29537.080900364555,989.0,Reporting standards not met (too few cases for a reliable estimate).,799.0,35.0,Reporting standards not met (too few cases for a reliable estimate).
Total,emale,Hispanic,2011,16160.0,443.0,Reporting standards not met (too few cases for a reliable estimate).,835.0,42.0,Reporting standards not met (too few cases for a reliabl estimate).
Total,emale,Hispanic,2012,9829.664184275922,598.0,Reporting standards not met (too few cases fo ra reliable estimate).,869.0,38.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2000,24809.36593784988,1625.905852949216,Reporting standards not met (too few cases for a reliable estimate).,84.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",2712,19450.0,2620.0,Reporting standards not met (too few cases for a reliable estimate).,87.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
Total,Femlae,"Asian, non-Hispanic",2002,22340.0,1464.0,Reporting standards no tmet (too few cases for a reliable estimate).,79.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
Total - Male,Female,"Asian, non-Hispanic",1623,23060.0,1847.0,Rpeorting standards not met (too few cases for a reliable estimate).,81.0,87.20303518392831,Data for 2000 and 2001 include Pacific Islanders.
Total,Female,"Asian, non-Hispanic",1760,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,eFmale,"Asian, non-Hispanic",2005,18510.0,1954.0,Reportings tandards not met (too few cases for a reliable estimate).,85.0,15.0,Data for 2000 and 2001 include Pacific Islanders.
"Total - Asian, non-Hispanic",Female,"Asian, non-Hispanic",1430,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",1726,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,emale,"Asian, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Asian, non-Hispanic",Fmemale,"Asxian, non-Hispanic",2010,25103.034618506677,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2011,19450.0,1558.9994608180086,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femeale,"Pacific Islander, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2259,19450.0,520.0,Reporting standards not met (too few cases for a reliabl estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable setimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2240,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a rreliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cass for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliabel estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards notmet (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,eFmale,"Pacific Islander, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reilable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2010,19450.0,1961.4457617208188,Reporting standards not met (too few cases for a reliable estimate).***,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2011,19450.0,520.0,Reporting standards not met y(too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2573,12120.858686149448,520.0,Reportingo standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",1003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Femalle,"American Indian/Alaska Native, nn-Hispanic",2001,19450.0,520.0,Reporting standards not met (too femw cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliale estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Nnative, non-Hispanic",2003,19450.0,520.0,Reporting standards not metg (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Feale,"American Indian/Alaka Native, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (twoo few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Fremale,"American Indian/Alaska Native, non-Hispadnic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaseka Native, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Fhemale,"American Indiaon/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a rliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Feale,"American Indian/Alaska Natie, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (to few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Femle,"American Inedian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reportin standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Fmeale,"American Indin/Alaska Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",Femlae,"American Indian/Alaska Natiev, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a rleiable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - American Indian/Alaska Native, non-Hispanic",uFemale,"Ameritcan Indian/Alaska Native, non-Hispanic",1628,19450.0,520.0,Reporing standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Two or more races, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Two or more races, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Two or more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (toco few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Two or more races, non-Hispanic",2003,19450.0,520.0,Reoprting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Two or more races, non-Hispanic",2004,19450.0,520.0,Reporting statndards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Fmeale,"Two or more races, non-Hispanic",2005,16130.0,3053.0,Reporting standards nogt met (too few cases for a reliable estimate).,78.0,10.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Two or more races, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a rliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femae,"Two or more races, non-Hispanic",1366,29131.5052007083,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Two or more races, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Two or more races, non-Hispanic",2820,19450.0,520.0,Reporting standards not met (too fezw cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estaimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Two or more races, non-Hispanic",Femacle,"Two or more races, non-Hispanci",2944,14920.0,1859.157616234508,Reporting standards not met (too few cases for a relable estimate).,99.0,13.0,Reportin gstandards not met (too few cases for a reliable estimate).
Total,Female,"Two or more races, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases fgor a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"White, non-Hispanic",1700,25330.0,1864.80729820818,Reporting standards not met( too few cases for a reliable estimate).,1515.0,60.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2001,23340.0,778.0,Reportinkg standards not met (too few cases for a reliable estimate).,1547.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2023,31540.193996507005,893.0,Reporjting standards not met (too few cases for a reliable estimate).,1479.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mle,"White, non-Hispanic",2003,22710.0,582.0,Reporting standards not mt (too few cases for a reliable estimate).,1535.0,49.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2004,24190.0,1230.0,Reporting standards not met (too few cases for a reliable estimate).,1554.0,58.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mae,"White, non-Hispanic",2140,8994.272872857138,403.0,Reporting standards not met (too few cases for a reliablew estimate).,1437.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"White, non-Hispanic",2006,22580.0,773.0,Reporting standards not met i(too few cases for a reliable estimate).,1453.0,46.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2457,22000.0,161.0,Reportign standards not met (too few cases for a reliable estimate).,1497.0,59.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"White, non-Hispanic",1898,20820.0,1113.0,Reporting standards not met (too few cases for a reliable estimate).,1511.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2009,21180.0,458.0,Reportign standards not met (too few cases for a reliable estimate).,1361.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",1800,17800.0,803.0,Reporting standards not met (too fe cases for a reliable estimate).,1306.0,62.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"White, non-Hispanic",2011,19510.0,540.0,Reporting standarlds not met (too few cases for a reliable estimate).,1186.0,57.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"White, non-Hispanic",2012,19350.0,1289.0,Reporting standards not met (too fe cases for a reliable estimate).,1210.0,53.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Male,"Black, non-Hispaniic",2000,26712.06279103726,1795.0,Reporting standards not met (too few cases for a reliable estimateo).,275.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Black, non-Hispanic",2001,10124.649789517893,1078.0,Reporting standards not met (toqo few cases for a reliable estimate).,293.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
