rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
291,24897,-22763,278685276199324,278685576099861,227
291,24897,-7289,278685876199732,278686176099886,255
291,24897,7201,278685576199348,278685876099755,255
291,24899,-11115,278717376168391,278717676068437,276
4948,24902,3575,278774076122370,278774376037724,188
291,24903,-24283,278796876146496,278797176046233,255
1064,866291,-15483,277251266060337,277251565936918,255
1064,866293,-12837,277257566099942,277257865976298,255
1064,866299,-28162,277341266037436,277341565914134,255
1064,866299,-5412,326697722536327,277340965914154,255
1064,866299,80619,148106580070293,277341265914161,255
1064,866299,-84401,168553052669568,277341865914144,255
1064,866329,2628,277596866107593,277597165983831,232
3427,866330,-5248,277601966078331,383727552652649,305
1064,866331,31201,277653266074553,269889522002703,255
3821,866338,-26896,277733666117502,277733965993486,255
1064,866338,28809,216371915101418,394813266232660,255
1064,866339,-25478,137917664663308,417641908757995,255
1064,866339,6691,277740566085630,277740865962257,255
1064,866339,31012,277739966085788,180764427770573,255
1064,866345,-32270,277763966084035,277764265960465,255
1064,866347,8974,277779866057781,277780165934108,255
1064,866347,27712,277780166057538,277780465934103,157
3821,68617,11297,276175176157090,276175476057366,255
1111,68617,22316,276174876157102,276175176057082,255
1111,68618,-17609,152793677838449,276209976063191,255
1111,68618,-9147,254540607691999,276210276063550,255
1111,68619,-1709,276261576159581,276261876059776,255
1111,68619,17859,276261276159935,276261576059582,255
1111,68621,-9254,276298476174493,276298776074568,255
1111,68621,6434,276298176174603,276298476074510,255
1111,68622,-2867,276299676173835,276299976073848,255
1111,68623,24976,203104420157832,276348276060593,255
1111,68624,-26558,276383376198104,276383676098591,255
1111,68624,-4950,276383676198617,276383976098339,255
1111,68624,7870,276383976198339,276384276098170,255
1111,68627,80664,276434376139976,276434676055642,140
1111,68628,-17741,276473676139252,276473976054971,255
1111,68629,-31844,276479376176746,276479676076721,255
1111,68629,-28156,276478176176829,276478476077093,255
5091,68629,88456,276479976176715,276480276077031,255
1111,68629,-23125,276475776182646,276476076082610,255
1111,68629,-21325,276476676199656,276476976099897,255
1111,68629,-18701,276481176176773,276481476076837,255
1111,68629,-17393,276480876176684,276481176076767,255
1111,68629,-15176,276478476177104,276478776077037,255
1111,68629,-10416,276480576176693,276480876076684,255
9581,68629,-6816,276477276116234,276477576046770,255
1111,68629,677,276478776176973,276479076076829,255
1111,68629,2350,276477576146770,276477876076856,255
1111,68629,2522,276476376199659,276476676099656,255
1111,68629,3069,276482076176736,276482376076779,255
1111,68629,3393,276476076182671,220939956130068,255
1111,68629,10626,276481776177320,276482076076781,255
1111,68629,18585,276477876176754,276478176076852,255
4664,68629,19099,276481476177251,248505117502468,368
9341,68629,19484,276479076176811,276479376076815,255
1111,68629,19837,204445882867140,276477276016229,255
1111,68629,30805,276480276176942,276480576076778,180
1111,68629,30891,276479676176725,276479976076769,255
1111,68665,-26022,276832776181379,276833076080299,255
1111,68665,83980,158430362594397,276832776080955,255
1111,68666,-29319,276866676116343,276866976015975,255
1111,68666,17687,276866976116034,276867276015928,255
1111,68667,-21626,276901476196655,276901776097086,255
3263,68667,7615,276901176196667,276901476096658,266
1111,68667,28050,215297784878165,141866446149015,255
1111,68668,-1895,276907476115545,276907776015666,255
1111,68668,25503,276907176115243,276907476015546,322
1111,68669,-31843,276952176172096,249976252984521,255
3435,68669,1590,276951876155641,276952176072124,379
1111,68670,-7605,276989976176983,276990276009688,255
1111,68670,5994,307008359334598,276990576009728,255
1111,68671,-9059,277038576150665,277038876050561,255
1111,68672,-2903,341879024281896,277070976096978,255
1111,68672,2182,277070376196764,277070676096562,255
1111,68672,12215,277070076196540,277070376096765,255
1111,68673,4150,277082376197031,277082676097028,255
1111,68673,8035,277082076196575,392347164522732,255
3377,68673,8483,277082676197050,277082976096965,255
1111,68673,9409,277081776196672,277082076096289,378
4646,68675,91742,277125276117857,277125576017960,255
1111,68675,9419,311037871157508,277125876033753,201
1111,68676,12855,270364035444960,277160976063405,255
1111,68685,92544,277644276185014,277644576081641,255
1111,68685,14106,277644576181626,277644876081833,255
1111,68686,91433,406768354358070,277686276020474,255
1111,68688,-32382,277730676179399,359113292024491,255
1111,68688,23858,277730976179475,277731276079514,129
1111,68689,23767,277763376143699,287791625624660,255
1111,68691,-16618,277932876172438,155350733165024,274
3595,68691,-10767,277932576153783,277932876072437,181
1111,68692,1289,277941576136802,277941876036537,255
1111,68692,2432,329575218826407,277941576036799,255
1111,68692,18294,371413691535684,277941276036583,255
1111,68694,-12104,278023476151227,278023776051283,305
1111,68694,-116,278023776151315,379208675782430,255
1111,68695,8370,387830069304831,278076576059701,255
1111,68695,14333,278076576159701,278076876059657,255
3655,68696,3742,278110476187345,278110776087396,297
1111,68698,9345,225228910286488,278163276065384,255
1111,68698,29436,278163276165387,278163576065577,255
1111,68700,-1535,278246976179896,278247276080009,255
1111,68700,-1045,278247276180035,278247576079822,255
1111,68701,-10358,278276976136966,278277276037230,230
1111,68701,89382,278277276137265,278277576052611,295
1111,68702,-93140,278279676182520,278279976082693,255
1111,68702,24717,278280276182736,278280576082399,255
1111,68702,27366,278279976182699,278280276082720,255
1111,68703,-16038,278286576143817,278286876044061,255
1111,68703,90215,379764067937660,278287176043750,266
3441,68703,-1606,278287176143728,278287476043795,255
1111,68704,-16672,278291076181676,351444684324136,255
3297,68704,18507,278290776181809,379490788411480,220
1111,68704,18993,278291376182317,356996774476022,255
7279,68705,-30474,278334276132978,278334576033522,231
1111,68706,-9134,278368476172927,407251739958961,255
1111,68706,18084,278368176173066,278368476072965,255
1111,68710,-30180,278380476185471,278380776085870,255
1111,68710,-24573,278379876185523,278380176085466,255
1111,68710,-5467,278379276185585,278379576085663,255
1111,68710,-5312,286493130167966,278378976085783,255
1111,68710,1506,278380176185379,278380476085945,255
1111,68710,20501,233146804450375,278379876085499,255
1111,68710,23563,278378976185702,278379276085560,255
1111,68710,27544,278378376185563,278378676085394,255
1111,68721,-21321,278545176161881,278545476062143,255
1111,68721,-8029,278544876146568,278545176061871,255
5395,68721,-7297,356312371271085,278545776077405,255
1111,68721,-2425,278545776177436,278546076077395,255
1111,68721,2387,278546076177405,278546376093905,255
1111,68721,8680,336140126264778,278546676041361,255
1111,68721,14313,186673507259111,278544576046558,255
1111,68721,32205,278544576146568,410397349718567,255
1111,68723,-229,278595876149429,278596176049202,255
8477,68723,26004,278595576133234,278595876049441,174
7460,68724,15995,278629776156120,407119305150285,269
8724,68724,-89946,339008085182337,233271611544598,255
2888,68725,1111,278681376134184,278681676034122,255
1111,68725,30314,278681076176320,278681376034186,255
3435,68728,-31363,140524983681273,278716776094976,255
1111,68728,-16879,278716176194939,278716476094946,255
1111,68729,13434,278767476112451,278767776029192,255
5349,68729,30869,278767776129181,278768076029525,255
1112,53964,-32748,151518536292179,276174276021229,267
7909,53964,-29086,162257248273278,276174576021114,255
1112,53964,-23055,276174576121177,276174876021024,255
1112,53964,-83741,276174876120999,276175176021093,286
1112,53964,10479,276175176121161,276175476021473,255
1112,53968,-32542,215043294389429,305640078422627,255
1112,53968,-28962,315009382787227,276262176055696,264
7976,53968,-17393,276261576155659,276261876055439,209
3378,53968,10566,276261276155497,276261576055652,255
1112,53968,32065,262792835836380,276261276055490,255
7931,53969,865,276295776190322,276296076091229,272
1112,53971,-30967,276302976178090,276303276077940,262
1112,53971,-28888,234692333477153,276302676061438,255
1112,53971,-16942,276302076161493,276302376061340,354
1112,53971,-4293,276302676161433,276302976078091,255
1112,53972,-28299,194173176140598,276347376073443,255
4117,53972,10670,213420984569127,276347676073500,255
1112,53972,21972,276347976173521,276348276073879,255
1112,53972,25999,221275044001479,298117832879000,255
1112,53973,-8253,276372876132897,276373176032673,255
1112,53973,535,276372576133136,276372876032913,255
1112,53973,12346,276373476132654,276373776033126,255
1112,53973,24866,276373176132654,276373476032644,255
1112,53977,5352,182843295414456,276435576047019,255
3870,53977,10543,276433476147276,276433776047242,223
1112,53977,11961,184795631979228,276433176047077,255
1112,53977,23334,276434076146961,404999351774545,255
1112,53977,25676,320950391211296,276433476047273,255
4400,53977,29346,143470618306327,276435876046922,255
1112,53977,31078,276433776147222,276434076046977,255
1112,53978,-17076,264000170402697,276447276089724,255
1112,53978,24621,276446676189701,276446976089301,344
1112,53985,-20273,276564276118879,276564576018776,255
1112,53985,-17221,276564576118784,276564876018727,214
1112,53985,-10323,228321121775153,276565176019104,313
1112,53997,-7008,262989846806689,276779676027964,255
1112,53997,332,276779976127470,276780276043563,255
1112,53997,5736,276780276143571,276780576043839,255
1112,53997,-90544,276779676127747,276779976027472,255
1112,53997,30244,276779076111607,276779376011580,255
10329,53998,87407,276809376164625,276809676064338,255
1112,53999,-26404,276814776136985,276815076037084,255
9935,53999,-14328,276814476120852,276814776036994,255
1112,53999,81110,360821619127274,276814476020857,255
1112,53999,-4407,232143997578935,276815376037436,255
8984,53999,1912,276815676152291,276815976052155,255
3531,53999,22128,293386135421594,220407752597239,255
1112,54001,-19968,305157766215811,276866676052109,255
1112,54001,-6824,276865776116274,276866076052285,255
1112,54001,-5698,276866076152291,276866376052246,255
1112,54001,3992,361154844189222,276866976052379,151
1112,54002,1411,289352434746918,276952476011094,255
1112,54002,7099,276952476111087,276952776058713,255
9649,54002,24381,276951876194505,396036616673569,255
1112,54005,1679,277039476159189,277039776059097,255
1112,54005,5705,277038576159148,277038876059064,271
1112,54005,7281,272169559380139,277040076059572,255
1112,54005,12469,277039176159059,150660294384386,135
1112,54005,26850,143002127896868,277039176059059,255
1112,54006,-26467,277073076155443,277073376055418,255
9136,54006,90477,277072776155626,151666418808619,346
1112,54008,-31287,277079976149100,277080276049035,255
1112,54008,29109,277080276149041,277080576049273,255
1112,54008,30830,403489150775794,277080876049057,255
1112,54008,31184,277080876148941,277081176049172,255
1112,54015,-20251,277138176110148,277138476009792,147
1112,54015,25822,277138476109790,277138776009674,216
1112,54034,-87980,277384176105023,249568736128736,255
1112,54034,21901,277384476105592,194119044747174,255
1112,54034,31855,277383876105924,277384176005027,255
1112,54034,32749,277384776105722,277385076005350,255
1112,54036,5924,277425576141210,277425876041689,255
1112,54036,17538,277426176141414,277426476041247,317
7408,54036,-87656,277425876141718,277426176041410,263
1112,54036,23947,277426476141239,277426776041429,255
1112,54037,-14080,277471476169530,277471776069623,255
1112,54037,-12738,241265798656501,277470876069539,256
1112,54037,-7402,166345225281974,277471176069481,255
1112,54037,2851,277471176169482,418535207317137,255
1112,54037,4988,277470276169762,277470576069436,255
1112,54039,-1211,305840519766104,277513176084415,367
1112,54039,4690,277512276184705,401229689232338,255
1112,54039,15349,277512576184591,277512876084564,255
1112,54039,30366,277513176184387,277513476084651,255
3404,54040,-12640,277557576120578,277557876020806,255
1112,54040,-4692,277556976104978,277557276020228,255
1112,54040,20132,342896271350141,179765789722999,255
1112,54040,-92404,277557276120230,277557576020607,255
8965,54041,9666,277590876161025,277591176061138,255
1112,54042,-27206,277643076117760,217918936525176,255
1112,54042,-24946,137569758918294,380243018575637,239
1112,54042,-14180,277643376117802,277643676018041,255
1112,54042,23354,277643676118050,186339390472306,255
4684,54042,24363,277643976117898,181442440932111,255
1112,54044,80681,277729176117162,277729476016924,255
1112,54044,-26666,277729776134222,277730076083525,313
1112,54044,-18454,277730076183070,277730376082864,255
1112,54044,-11381,277730376182840,277730676083412,255
1112,54044,18494,277729476116903,277729776034224,255
1112,54045,20,264994458852833,408273277187888,255
1112,54045,9055,277763676164798,277763976080823,214
1112,54045,13689,277764276181191,277764576012639,255
1112,54045,25649,277763976180807,277764276080786,255
1112,54058,-29443,277989276140546,238235533163881,255
1112,54058,-15847,277988376140422,379832729019439,255
1112,54058,-12792,277989576140480,277989876040847,275
1112,54058,4220,323411031497241,277989276040430,255
1112,54058,87129,185063799640002,417709131131507,255
1112,54060,-82221,278005776122693,278006076023043,219
1112,54061,-28487,306046714320585,278023776067178,255
4527,54061,-12417,278023176167432,278023476067299,173
1112,54063,-770,278030676146479,278030976046406,255
1112,54063,8150,314107539553679,278031276046408,255
1112,54063,16295,278031276146377,180425019031072,316
1112,54063,21322,278031576146331,278031876046606,255
1112,54064,-3076,278075676104354,278075976004442,255
1112,54064,14722,346124178746924,278075676004367,255
1112,54064,20515,278075976104142,278076276019306,258
8420,54065,-80422,278108076120168,278108376020238,255
4973,54066,-29967,265266017105277,278111676098387,255
3528,54066,-27280,366092386783780,278111376098234,255
1112,54066,-3003,278111676198883,278111976098269,255
1112,54066,11940,234688157382947,278112276098466,340
1112,54066,23430,278110776198512,278111076098461,255
1112,54071,-24435,278161776113041,278162076012951,217
1112,54071,-11672,278161476112985,278161776013032,255
1112,54071,20982,278162376113470,278162676013158,255
1112,54071,26023,278162076112921,278162376013506,280
1112,54072,-31900,154947228263542,278196876070332,255
1112,54072,-29865,278195976170088,143608978393685,255
1112,54072,748,278196276170182,278196576070139,255
1112,54072,-79793,278195676170798,262454670241692,255
1112,54072,29905,278196876170336,278197176070108,255
1112,54076,-28863,317397583467850,278248776017765,163
1112,54076,-2063,278247576143124,278247876058873,185
3677,54076,10541,278248176117009,278248476017223,255
1112,54076,19176,278247876158889,278248176017012,255
1112,54077,16526,278264076139192,325194675222521,255
1112,54079,-10910,278266776172155,278267076072237,255
9291,54080,88997,278282676151529,278282976068795,255
1112,54080,8460,278283276169046,278283576085558,255
1112,54080,19779,376008111501457,278283276069046,376
1112,54080,31475,349261493074679,278282676051502,146
1112,54081,-31412,278334276197554,291958962281418,255
1112,54081,-13351,278334876113932,406429946293932,255
1112,54081,-12509,179216629186320,278333976097875,255
1112,54081,10935,239719219210640,278334276097573,255
1112,54081,93407,278334576112810,278334876013651,255
1112,54083,-29578,278351076186227,278351376086996,217
5469,54084,-150,278363976191652,340105811256438,255
4158,54084,-86813,278364276191913,278364576091746,255
1112,54087,-23274,278369976118819,327377656919714,255
1112,54087,5141,229654192174881,278369976018854,255
1112,54087,13586,278370276138370,278370576054887,227
1112,54087,17653,278369376102505,278369676002591,255
1112,54106,-16841,278603676161569,240057849111544,255
1112,54109,-21002,301597589214709,278680776071239,255
1112,54109,-15959,278681076187072,278681376086889,347
10285,54109,3901,363972504688167,278680476071172,255
4364,54109,16928,342837628622196,278681676004010,255
1112,54109,27015,278679876156215,278680176055916,255
1112,54109,29660,278680776171266,140398360546324,175
1112,54110,-22192,278714976192291,278715276037902,266
9742,54110,-20658,278715576137975,278715876037837,255
1112,54110,-7880,278715276137907,278715576037990,255
5403,54110,-4593,278714376177360,278714676092167,255
1112,54110,-898,278714676192168,278714976092318,221
5314,54112,-29880,278767476176339,278767776076099,255
1112,54112,-83417,278766876176096,278767176076230,255
5391,54112,5508,278767176176194,278767476076292,255
8801,54112,12169,257357515415879,142871365163087,255
1112,54112,25180,278767776176128,278768076076538,255
1112,54113,-27415,278801076157439,278801676057566,255
1112,54113,-18409,278801676157576,278801976057697,255
1112,54113,22040,278800476157466,278800776057632,168
8718,54113,32277,278800776157660,278801076057453,331
1113,58653,-19349,276274476156925,276274776056494,255
1113,58678,24,198946478417404,276445476028522,255
1113,58737,-15747,276982476172610,276982776072665,255
3392,58746,23635,277060476168743,277060776068585,255
1113,58756,19736,363279199490080,277138476011147,255
1113,58804,-19206,277579776179497,388795371609631,255
1113,58804,1806,379084374927345,277579776079491,255
1113,58814,-7764,277669476185921,156624065337022,127
1113,58845,-4870,198208632052949,190350632322013,255
3839,58855,-15306,278175276128118,278175576027694,255
1113,58873,22010,278267376148521,278267676048901,310
1114,15434,-5450,276188376108037,162785559632909,255
1114,15434,11050,276188076107528,276188376008037,163
1114,15435,-23972,276192576191640,276192876091699,259
1114,15436,-30371,276302676103878,276302976019579,255
1114,15436,-87702,276302376104493,276302676004032,290
1114,15437,-355,276347376155667,276347676055671,160
1114,15437,2803,276346776124743,207996400883329,255
1114,15437,18252,246093502216408,336473840685878,255
1114,15443,9367,276444276166037,276444576066077,255
1114,15446,-14037,368135536333641,276557376021761,255
1114,15446,3320,276556476106930,276556776006671,255
1114,15446,-92265,276556776106749,164864601235007,255
4149,15446,22993,276557376121950,276557676050386,255
1114,15447,-16506,276569976120154,276570276020152,255
1114,15447,-9405,276571176120089,188811253265767,185
1114,15447,1659,298865421378974,276570576020089,255
1114,15447,14822,276570876120098,276571176020129,255
1114,15447,32339,276570576120005,276570876020039,198
1114,15448,-28607,269558060097675,276621276046597,255
4984,15450,-79472,276635076201514,276635376101368,255
1114,15450,4026,276634776201099,276635076101678,255
1114,15452,-6860,276646176200848,276646476031932,255
1114,15453,12850,276661776156404,276662076056387,178
1114,15454,-31255,276700776201380,315273616531975,290
1114,15457,-20867,276726276183549,276726576083501,255
1114,15457,-14114,276725376183410,276725676083821,255
1114,15457,-11052,377434567901443,276725976083488,255
1114,15457,1023,276726876183532,276727176083620,255
1114,15457,22893,374093524648771,276726276083709,344
1114,15457,26289,276726576183445,276726876083575,255
1114,15459,-90866,276747576116748,276747876016535,255
1114,15459,-13643,276748176116530,276748476016585,255
3350,15459,-10257,276748476116874,276748776016585,372
3307,15459,15023,276747876116771,161586758311486,255
1114,15459,-94351,276748776116881,214971194134006,255
9737,15461,-20470,276811176168269,276811476068633,142
1114,15461,-9273,276811476168448,276811776068432,255
1115,15851,91927,199483016095999,228845431467496,255
1115,15852,18215,276188076154370,276188376054104,255
1115,15857,23443,276218076201737,276218376101175,255
4288,15859,-19976,235551752257629,276264576068671,362
1115,15859,6560,276263976168970,276264276068336,255
1115,15861,-29180,276304176153434,276304476053390,255
1115,15863,-21052,276349176153243,390771005216364,255
1115,15868,29304,394540392854850,276438276057884,348
1115,15873,17937,276476976156434,276477276056513,255
9632,15873,21239,276477276156522,276477576056426,255
5412,15874,-18582,400968504043580,276487476047377,255
1115,15877,-21745,276524376169005,276524676087525,255
1115,15879,-32253,276548976153635,276549276053777,246
1115,15880,-26707,276557676162540,276557976062531,255
1115,15880,-20286,276557976162534,276558276062570,255
8076,15880,-14921,276556776162706,276557076062597,255
1115,15880,-6260,304610699651253,276556476062768,255
1115,15880,8972,276555876162550,324232069408524,319
1115,15880,17251,276556476162779,276556776062673,255
1115,15880,22055,276555576162642,276555876062546,241
1115,15880,28175,276557376162633,276557676062532,255
1115,15880,28557,276555276162602,276555576062613,255
1115,15880,30890,276557076162665,276557376062629,348
1115,15891,-31230,361496901671276,348517117167670,255
1115,15891,-20629,276711876162503,276712176062506,255
1115,15891,-86505,276711276162503,276711576062650,255
1115,15891,15072,311923505862416,364651535714945,255
1115,15891,94657,145215240438086,276711876062500,255
1115,15891,28786,276712476162705,276712776062456,255
1115,15892,5458,276720576183332,276720876083154,255
1115,15892,14645,276720276182906,276720576083767,255
1115,15893,-21328,305226142403815,276741276074118,211
9165,15893,-20403,185798512628554,405751468097812,255
1115,15893,2746,307618620125235,276741576074163,255
1115,15893,29128,276741876174230,276742176074314,255
7785,15895,-28202,276798876151016,402336499037689,368
1115,15895,-5848,276800376151013,394874041574761,255
1115,15895,17240,276799776150880,276800076050956,255
1115,15895,23245,148706860849061,194722594020244,255
1115,15895,26573,276799176150866,276799476051205,255
1115,15895,27352,276800076150953,321151573369344,255
1115,15896,5825,190149234382963,276807276096189,255
1115,15897,-14283,276822876152187,276823176052551,319
1115,15897,25760,276822576151834,172187521635318,255
1115,15897,31170,318893382800995,276823476051769,255
3134,15898,30841,276868476141619,276868776041795,255
1115,15901,-32732,276909276187659,276909576088511,300
5213,15902,-31611,276954876140117,232802335064867,255
1115,15909,-24510,277081776148121,354057136114851,255
9523,15911,-35,282923242704664,277129176069803,255
1115,15912,841,277148076179705,277148376079805,255
8437,15915,-19734,277157976189093,277158276089460,255
9879,15919,-4779,277178976124560,277179276024393,216
1115,15920,-24267,144891491559636,277187376045221,255
1115,15923,26376,277259376159006,277259676076885,255
1115,15926,-3140,277332276164118,277332576063888,188
1115,15927,-27523,277337376166056,195447610954997,255
10155,15927,28054,277337676165854,277337976065862,379
1115,15929,-7493,277391676121506,277391976021407,255
1115,15929,2753,277391076121504,277391376021750,255
1115,15929,21820,277391376121576,277391676021536,246
1117,1523,-5182,276282876130367,276283176030544,255
1117,1523,14072,276282576198662,276282876030631,255
1117,190888,-5182,276282876130367,276283176030544,255
1117,190888,14072,276282576198662,276282876030631,255
1117,190891,-8505,276287366039246,276287665915610,255
7810,190891,-1144,276286766039477,276287065915645,218
1117,190891,-130,190224664742618,276287365915624,255
1117,190893,-15223,360070332617247,276296365917940,255
1117,190893,30131,276296366041585,276296665917829,255
1117,190897,-4004,276390266092267,276390565968950,323
1117,190901,-24851,276404966110167,276405265986835,322
1117,190904,-20543,276615266033668,403010762272143,255
1117,190912,-11877,277169366073121,277169665949699,255
3721,190912,10616,219796450688250,277169965949673,328
1117,190913,83458,277175666078414,277175965954562,255
1117,190913,8514,277175966077966,289293016142427,327
1117,190915,-8155,277250966099778,277251265976532,255
1117,190915,-6685,277251266099845,277251565976522,255
1117,190916,-30593,277253066093250,277253365969720,255
1117,190917,26150,387286323390879,277260265938911,255
1117,190921,-4525,277344566111359,335862664704511,255
1117,190921,8432,144410577463076,277345165988003,320
1117,190921,9257,277344266111434,277344565987960,255
1117,190922,-8230,277352366142999,351726859664015,255
1117,190923,88317,277355066046773,277355365922968,255
1117,190926,12632,277426466084289,277426765960074,255
1117,190926,12750,277426766083187,277427065960060,255
1117,190927,28678,277429166061815,277429465938640,255
1117,190928,-21940,277431566035709,277431865912364,255
1117,190929,-12641,277432766112414,277433065988844,255
3277,190932,9062,277511666057220,183852699752973,255
1117,190934,-28284,137912453724501,277519465992237,255
1117,190936,-19955,277601066113837,277601365990191,255
1117,190936,447,144880060981531,277601065990172,255
1117,190938,-31965,278106866075442,278107165951735,255
1117,190939,-6721,278111066129102,278111366005712,271
7724,190940,-21906,278111966043086,278112265919550,255
1117,190940,-18476,278112266043745,278112565919535,255
1117,190941,-18237,323006178679025,278121265961014,255
1117,190941,5,278120666084934,278120965960999,255
3402,190942,-19891,278122466128081,278122766004453,321
3064,190942,30719,278122166127948,278122466004451,255
1117,190944,-30261,240724183575221,278464765992701,255
1117,190944,22477,278464166116343,278464465992738,255
1117,190945,17261,278470166044280,278470465920400,128
1117,190947,-2501,278734166140214,278734466016573,255
1117,190947,29373,278733866040294,278734166016564,255
9383,2050,93502,276179676162209,276179976062313,134
10304,2050,-11470,276179976162286,180634624240708,255
1118,2050,-10172,221070666398841,276179376062264,255
1118,2050,7270,276178476162357,276178776062320,255
1118,2050,14656,276180276162275,418530795174030,323
1118,2050,22553,412798867886423,276179076062123,255
1118,2050,29211,276179376162271,276179676062188,255
4123,2057,-5762,276260976105567,276261276006485,255
1118,2057,-3913,276261576106306,306323971598780,143
1118,2057,25085,276261276106484,276261576006307,255
5380,2057,30585,224097014570401,415115946622971,190
1118,2057,31801,276260676106356,276260976005602,255
1118,2059,-18964,276276876173631,276277176074017,255
4745,192066,-13639,276179676162209,276179976062313,255
1118,192066,-11470,325390010728153,276180276062275,255
1118,192066,-10172,276179076162122,276179376062264,255
1118,192066,7270,276178476162357,276178776062320,255
9720,192066,14656,276180276162275,325116844251694,255
1118,192066,93807,276178776162333,157894116966285,255
1118,192066,29211,276179376162271,287513868203676,255
5347,192073,-5762,276260976105567,276261276006485,255
1118,192073,-3913,276261576106306,166546526920985,207
1118,192073,25085,276261276106484,276261576006307,255
1118,192073,30585,276260376172480,387014142580825,255
1118,192073,31801,276260676106356,276260976005602,284
9347,192075,-18964,276276876173631,276277176074017,255
1119,2231,-5269,276184776132479,276185076032658,255
1119,2231,10281,276184476198918,276184776032468,255
1119,2233,-23111,276260676118210,276260976018205,255
1119,2233,12930,276260076118041,276260376018033,366
8315,2233,18206,276260376118036,276260676018191,305
1119,192247,-5269,276184776132479,276185076032658,255
1119,192247,10281,276184476198918,276184776032468,255
1119,192249,-23111,276260676118210,276260976018205,255
1119,192249,12930,276260076118041,276260376018033,255
7413,192249,18206,276260376118036,276260676018191,255
1121,16684,26442,386538224681613,276180276035845,255
1121,16685,-21200,276225276165690,276225576027334,255
1121,16691,-1361,237911482504396,276292776006635,255
1121,16692,-85246,276352776119975,276353076019683,255
1121,16692,89010,276352476187388,276352776020201,255
3538,16693,12344,276397476171506,145763625389752,255
1121,16698,-31087,276464076201387,276464376034069,255
8259,16701,27577,276542976147678,276543276063308,360
1121,16704,-11796,276547176201259,276547476102002,255
1121,16704,28396,265811985883184,276547776101489,255
1121,16707,-27660,276784776159014,276785076091181,255
1121,16708,11025,410679081838301,404305925017141,255
9395,16710,-725,276829476102849,276829776057559,255
1121,16714,5183,276880776112148,276881076011924,262
1121,16718,28183,276956976184874,276957276074127,255
1121,16719,-4212,277002576188856,277002876044612,131
1121,16726,15315,277052676174106,277052976074130,255
1122,17173,5193,276360276118600,276360576018681,255
1122,17173,18860,276359976118588,276360276018418,255
1122,17175,-27944,276384276136757,276384576007604,255
1122,17175,-4308,276385176115929,276385476016219,255
1122,17175,16044,138642937867812,276385776030427,255
1122,17175,16610,276384876116092,276385176015908,255
1122,17175,-84691,276384576107603,276384876016092,255
1122,17180,9317,276442776181956,276443076082508,255
1122,17181,13170,276444876166198,276445176066124,255
1122,17182,-10637,276447576196201,239857808286907,149
4378,17182,-430,276447876196502,276448176096767,255
1122,17182,885,276448176196718,276448476096694,255
5207,17184,-29942,276470676193978,342494887730014,255
1122,17184,-7144,335170038320255,276471276094121,255
1122,17184,-715,276471276194099,276471576093868,137
4450,17184,15798,276471576193892,265676974974379,255
1122,17188,-27527,276530076164371,276530376064439,255
1122,17188,-21992,156150096964860,155743815385547,255
1122,17189,93484,276559176194293,276559476008207,255
1122,17189,-7103,276558276177844,276558576077514,255
1122,17189,5475,318290735440639,276558876094952,255
1122,17189,6101,276559476107990,276559776025336,255
1122,17189,12170,276558876194900,276559176093995,311
