NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
36000,0310,01,BAXTER HEALTHCARE CORPORATION,Active,"Naloxone Hydrochloride Injection USP, 4 mg/10 mL (0.4 mg/mL), M",1,214792,N,1,N,11/7/2022,4/27/2023,ML,10,AP,Y,,4/27/2023,,,5/22/2023
36000,0310,02,BAXTER HEALTHCARE CORPORATION,Active,"Naloxone Hydrochloride Injection USP, 4 mg/10 mL (0.4 mg/mL), M",1,214792,N,1,N,11/7/2022,4/27/2023,ML,10,AP,Y,,4/27/2023,,,5/22/2023
42747,0102,01,"KYOWA KIRIN, INC,",Active,CRYSVITA (burosumab -twza) injection 10 MG,2,761068,S,1,N,4/17/2018,4/26/2018,ML,1,NR,Y,4/27/2023,4/27/2023,,,5/23/2023
42747,0203,01,"KYOWA KIRIN, INC,",Active,CRYSVITA (burosumab -twza) injection 20 MG,2,761068,S,1,N,4/17/2018,4/26/2018,ML,1,NR,Y,4/27/2023,4/27/2023,,,5/23/2023
42747,0304,01,"KYOWA KIRIN, INC,",Active,CRYSVITA (burosumab -twza) injection 30 MG,2,761068,S,1,N,4/17/2018,4/26/2018,ML,1,NR,Y,4/27/2023,4/27/2023,,,5/23/2023
49884,0158,02,PAR PHARMACEUTICAL,Active,Everolimus Tablets 0.25mg 60s,1,205775,N,1,N,10/18/2021,3/28/2023,TAB,1,AB,N,4/1/2023,4/1/2023,,,5/25/2023
49884,0158,52,PAR PHARMACEUTICAL,Active,Everolimus Tablets 0.25mg 60s,1,205775,N,1,N,10/18/2021,3/28/2023,TAB,1,AB,N,4/1/2023,4/1/2023,,,5/25/2023
50419,0393,02,"BAYER HEALTHCARE PHARMACEUTICALS, INC",Active,Vitrakvi 20 mg/mL (1x50mL) oral solution,3,211710,S,1,N,11/26/2018,11/26/2018,ML,50,NR,N,,11/26/2018,,,5/25/2023
50419,0393,03,"BAYER HEALTHCARE PHARMACEUTICALS, INC",Active,Vitrakvi 20 mg/mL (2x50mL) oral solution,3,211710,S,1,N,11/26/2018,11/26/2018,ML,100,NR,N,,11/26/2018,,,5/25/2023
50742,0349,01,"INGENUS PHARMACEUTICALS, LLC",Active,Metolazone tablets USP 2.5mg,1,215616,N,1,N,10/24/2022,4/11/2023,TAB,1,AB,N,,4/11/2023,,,5/22/2023
50742,0350,01,"INGENUS PHARMACEUTICALS, LLC",Active,Metolazone tablets USP 5mg,1,215616,N,1,N,10/24/2022,4/11/2023,TAB,1,AB,N,,4/11/2023,,,5/22/2023
50742,0351,01,"INGENUS PHARMACEUTICALS, LLC",Active,Metolazone tablets USP 10mg,1,215616,N,1,N,10/24/2022,4/11/2023,TAB,1,AB,N,,4/11/2023,,,5/22/2023
50881,0006,03,INCYTE CORPORATION,Active,ZYNYZ,2,761334,S,1,N,3/22/2023,4/6/2023,ML,20,NR,Y,,4/6/2023,,,5/24/2023
51672,1376,03,"TARO PHARMACEUTICALS USA,  INC.",Active,Naftifine HCL 2% Gel 60G,1,208201,N,1,N,4/10/2019,4/12/2023,GM,60,AB,N,4/12/2023,4/12/2023,,,5/22/2023
51672,1376,06,"TARO PHARMACEUTICALS USA,  INC.",Active,Naftifine HCL 2% Gel 45G,1,208201,N,1,N,4/10/2019,4/12/2023,GM,45,AB,N,4/12/2023,4/12/2023,,,5/22/2023
52536,0600,11,"WILSHIRE PHARMACEUTICALS, INC.",Active,"Baclofen Oral Suspension 25mg/5mL, 120mL",3,215602,I,1,N,2/24/2022,3/17/2022,ML,120,NR,N,,3/17/2022,,,5/25/2023
52536,0600,12,"WILSHIRE PHARMACEUTICALS, INC.",Active,"Baclofen Oral Suspension 25mg/5mL, 300mL",3,215602,I,1,N,2/24/2022,3/17/2022,ML,300,NR,N,,3/17/2022,,,5/25/2023
53746,0754,01,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Benazepril HCL 40mg,1,76820,N,1,N,2/3/2006,4/30/2009,TAB,100,AB,N,4/17/2023,4/17/2023,,,5/25/2023
53746,0754,05,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Benazepril HCL 40mg,1,76820,N,1,N,2/3/2006,4/30/2009,TAB,500,AB,N,4/17/2023,4/17/2023,,,5/25/2023
55513,0164,01,AMGEN INC.,Active,KANJINTI (trastuzumab-anns),2,761073,S,1,N,6/13/2019,7/19/2019,EA,1,NR,Y,5/1/2023,5/1/2023,,,5/26/2023
59651,0401,12,"AUROBINDO PHARMA USA, INC.",Active,Clobazam Oral Suspension 2.5 mg/mL,1,214404,N,1,N,3/24/2022,4/14/2023,EA,120,AB,N,,4/14/2023,,,5/22/2023
59651,0781,01,"AUROBINDO PHARMA USA, INC.",Active,Glipizide ER Tablets 5 mg,1,206928,N,1,N,5/12/2017,9/28/2018,EA,100,AB,N,4/17/2023,4/17/2023,,,5/22/2023
59651,0781,05,"AUROBINDO PHARMA USA, INC.",Active,Glipizide ER Tablets 5 mg,1,206928,N,1,N,5/12/2017,9/28/2018,EA,500,AB,N,4/17/2023,4/17/2023,,,5/22/2023
60687,0571,53,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/1/2021,9/15/2021,ML,203,AB,N,,9/15/2021,9/30/2023,,5/22/2023
60687,0683,01,AMERICAN HEALTH PACKAGING,Active,Hydrochlorothiazide Capsule,1,90510,N,1,N,11/20/2022,5/11/2023,CAP,100,AB,N,,5/11/2023,,,5/22/2023
60687,0683,11,AMERICAN HEALTH PACKAGING,Active,Hydrochlorothiazide Capsule-inner,1,90510,N,1,N,11/20/2022,5/11/2023,CAP,1,AB,N,,5/11/2023,,,5/22/2023
60687,0695,01,AMERICAN HEALTH PACKAGING,Active,Sucralfate Tablet,1,74415,N,1,N,12/20/2022,5/12/2023,TAB,100,AB,N,,5/12/2023,,,5/22/2023
60687,0695,11,AMERICAN HEALTH PACKAGING,Active,Sucralfate Tablet-INNER,1,74415,N,1,N,12/20/2022,5/12/2023,TAB,1,AB,N,,5/12/2023,,,5/22/2023
60687,0715,11,AMERICAN HEALTH PACKAGING,Active,Colestipol HCl Tablet-inner,1,77510,N,1,N,2/20/2023,5/11/2023,TAB,1,AB,N,,5/11/2023,,,5/22/2023
60687,0715,21,AMERICAN HEALTH PACKAGING,Active,Colestipol HCl Tablet,1,77510,N,1,N,2/20/2023,5/11/2023,TAB,30,AB,N,,5/11/2023,,,5/22/2023
60687,0769,11,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet-INNER,1,212244,N,1,N,4/15/2023,5/12/2023,TAB,1,AB,N,,5/12/2023,,,5/22/2023
60687,0769,94,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,4/15/2023,5/12/2023,TAB,20,AB,N,,5/12/2023,,,5/22/2023
64679,0604,16,"WOCKHARDT AMERICAS, INC.",Active,PROMETHAZINE DM CS 6.25/15MG /5ML 473ML,1,88864,N,1,N,9/30/1990,1/10/1994,ML,1,AA,N,4/20/2023,4/20/2023,,,5/25/2023
64850,0500,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB 5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0501,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM AS/DEX SUL/AM SUL TB7.5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0502,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB10MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0503,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM AS/DEX SUL/AM SUL TB12.5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0504,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB15MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0505,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB20MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0506,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB30MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0510,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER 5MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/14/2023,4/14/2023,,,5/25/2023
64850,0511,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER10MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0512,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER15MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0513,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER20MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0514,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER25MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,0515,01,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER30MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1,AB,N,4/14/2023,4/14/2023,,,5/25/2023
64850,0910,01,"Elite Laboratories, Inc.",Active,ISRADIPINE CAP 2.5MG,1,77169,N,1,N,4/24/2006,9/1/2006,CAP,1,AB,N,4/3/2023,4/14/2023,,,5/25/2023
64850,0911,01,"Elite Laboratories, Inc.",Active,ISRADIPINE CAP 5MG,1,77169,N,1,N,4/24/2006,9/1/2006,CAP,1,AB,N,4/3/2023,4/14/2023,,,5/25/2023
64980,0531,01,"RISING PHARMACEUTICALS, INC.",Active,OXYBUTYNIN CHLORIDE TABS 2.5MG 100CT,1,209025,N,1,N,2/7/2023,4/26/2023,TAB,100,NR,N,,4/26/2023,,,5/25/2023
64980,0566,01,"RISING PHARMACEUTICALS, INC.",Active,DAPSONE TAB 100MG 100CT,1,207165,N,1,N,5/8/2019,4/12/2023,TAB,100,AB,N,,4/12/2023,,,5/25/2023
65219,0568,00,FRESENIUS KABI USA LLC,Active,Mitomycin 40mg,1,216648,N,1,N,11/22/2022,4/3/2023,ML,40,AP,Y,,4/3/2023,,,5/23/2023
68180,0193,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,30,AB,N,,9/3/2014,,,5/25/2023
68180,0194,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,3,AB,N,,9/3/2014,,,5/25/2023
68180,0195,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,30,AB,N,,9/3/2014,,,5/25/2023
68180,0378,09,"LUPIN PHARMACEUTICALS, INC.",Active,LOSARTAN POTASSIUM,1,78232,N,1,N,10/6/2010,10/6/2010,TAB,90,AB,N,,10/6/2010,,,5/25/2023
68180,0467,09,"LUPIN PHARMACEUTICALS, INC.",Active,LOVASTATIN TAB 10MG,1,78296,N,1,N,11/1/2007,3/24/2008,TAB,90,AB,N,,3/24/2008,,,5/24/2023
68180,0718,01,"LUPIN PHARMACEUTICALS, INC.",Active,DOXERCALCFEROL ,1,210801,N,1,N,11/1/2018,12/17/2019,EA,2,AP,Y,,12/17/2019,,,5/24/2023
68180,0819,52,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,45,AB,N,,8/30/2017,,,5/24/2023
68180,0820,53,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,15,AB,N,,8/30/2017,,,5/25/2023
68180,0821,10,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,15,AB,N,,8/30/2017,,,5/25/2023
68180,0827,71,"LUPIN PHARMACEUTICALS, INC.",Active,FYAVOLV ORAL,1,204213,N,1,N,12/10/2015,3/15/2016,TAB,28,AB,N,,3/15/2016,,,5/24/2023
68180,0828,71,"LUPIN PHARMACEUTICALS, INC.",Active,FYAVOLV,1,204213,N,1,N,12/10/2015,3/15/2016,TAB,28,AB,N,,3/15/2016,,,5/24/2023
68180,0829,71,"LUPIN PHARMACEUTICALS, INC.",Active,AMABELZ,1,203339,N,1,N,6/20/2016,10/21/2016,TAB,28,AB,N,,10/21/2016,,,5/24/2023
68180,0830,71,"LUPIN PHARMACEUTICALS, INC.",Active,AMABELZ,1,203339,N,1,N,6/20/2016,10/21/2016,TAB,28,AB,N,,10/21/2016,,,5/24/2023
68180,0838,71,"LUPIN PHARMACEUTICALS, INC.",Active,NORGESTIMATE & ETHINYL ESTRADIOL,1,205588,N,1,N,4/26/2016,7/18/2016,TAB,28,AB,N,,7/18/2016,,,5/25/2023
68180,0840,71,"LUPIN PHARMACEUTICALS, INC.",Active,NORGESTIMATE & ETHINYL ESTRADIOL,1,205630,N,1,N,10/27/2016,1/23/2017,TAB,28,AB,N,,1/23/2017,,,5/25/2023
68180,0844,71,"LUPIN PHARMACEUTICALS, INC.",Active,KURVEOL,1,91408,N,1,N,10/17/2012,10/29/2012,TAB,28,AB,N,,10/29/2012,,,5/24/2023
68180,0854,71,"LUPIN PHARMACEUTICALS, INC.",Active,LEVONORGESTREIL & ETHINYL ESTRADIOL,1,91425,N,1,N,1/18/2013,3/14/2013,TAB,28,AB,N,,3/14/2013,,,5/24/2023
68180,0857,71,"LUPIN PHARMACEUTICALS, INC.",Active,LEVONORGESTREIL & ETHINYL ESTRADIOL,1,200248,N,1,N,11/19/2015,3/29/2016,TAB,28,AB,N,,3/29/2016,,,5/24/2023
68180,0861,06,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65398,N,1,N,5/15/2015,11/17/2022,TAB,30,AB,N,,11/17/2022,,,5/24/2023
68180,0862,06,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65399,N,1,N,5/15/2015,11/17/2022,TAB,30,AB,N,,11/17/2022,,,5/24/2023
68180,0862,11,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65399,N,1,N,5/15/2015,11/17/2022,TAB,3,AB,N,,11/17/2022,,,5/24/2023
68180,0863,06,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE 600MG,1,65400,N,1,N,5/15/2015,11/17/2022,TAB,30,AB,N,,11/17/2022,,,5/25/2023
68180,0864,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE,1,91398,N,1,N,10/28/2015,1/14/2016,TAB,28,AB,N,,1/14/2016,,,5/24/2023
68180,0865,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE,1,201584,N,1,N,11/18/2015,4/7/2016,TAB,28,AB,N,,4/7/2016,,,5/25/2023
68180,0866,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE 1/20,1,201585,N,1,N,11/18/2015,4/7/2016,TAB,28,AB,N,,4/7/2016,,,5/25/2023
68180,0868,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,201663,N,1,N,12/18/2012,9/6/2022,TAB,28,AB,N,,9/6/2022,,,5/25/2023
68180,0873,71,"LUPIN PHARMACEUTICALS, INC.",Active,WYMZYA,1,91332,N,1,N,3/23/2016,12/1/2016,TAB,28,AB,N,,12/1/2016,,,5/25/2023
68180,0875,71,"LUPIN PHARMACEUTICALS, INC.",Active,VYFEMIA,1,201886,N,1,N,9/26/2013,2/5/2014,TAB,28,AB,N,,2/5/2014,,,5/25/2023
68180,0877,71,"LUPIN PHARMACEUTICALS, INC.",Active,JENCYCLA ORAL,1,91323,N,1,N,3/28/2013,7/22/2013,TAB,28,AB,N,,7/22/2013,,,5/25/2023
68180,0879,11,"LUPIN PHARMACEUTICALS, INC.",Active,BEKYREE,1,202226,N,1,N,8/12/2015,5/7/2018,TAB,28,AB,N,,5/7/2018,,,5/25/2023
68180,0886,71,"LUPIN PHARMACEUTICALS, INC.",Active,NIKKI,1,201661,N,1,N,5/27/2014,7/23/2014,TAB,28,AB,N,,7/23/2014,,,5/25/2023
68180,0891,71,"LUPIN PHARMACEUTICALS, INC.",Active,ENSKYCE,1,201887,N,1,N,3/7/2013,7/1/2013,TAB,28,AB,N,,7/1/2013,,,5/25/2023
68180,0892,71,"LUPIN PHARMACEUTICALS, INC.",Active,PRIMELLA 7/7/7,1,201510,N,1,N,4/24/2013,7/22/2013,TAB,28,AB,N,,7/22/2013,,,5/25/2023
68180,0893,71,"LUPIN PHARMACEUTICALS, INC.",Active,PRIMELLA 1/35,1,201510,N,1,N,4/24/2013,7/22/2013,TAB,28,AB,N,,7/22/2013,,,5/25/2023
68180,0894,11,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,205947,N,1,N,6/13/2018,8/22/2018,TAB,28,AB,N,,8/22/2018,,,5/25/2023
68180,0894,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,205947,N,1,N,6/13/2018,8/22/2018,TAB,28,AB,N,,8/22/2018,,,5/25/2023
68180,0902,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,201663,N,1,N,12/18/2012,7/10/2013,TAB,28,AB,N,,7/10/2013,,,5/25/2023
68180,0903,71,"LUPIN PHARMACEUTICALS, INC.",Active,KAITLIB FE ORAL,1,203448,N,1,N,12/17/2015,1/20/2016,TAB,28,AB,N,,1/20/2016,,,5/25/2023
68180,0904,71,"LUPIN PHARMACEUTICALS, INC.",Active,TYDEMT,1,205948,N,1,N,12/12/2017,3/12/2018,TAB,28,AB,N,,3/12/2018,,,5/25/2023
68180,0911,71,"LUPIN PHARMACEUTICALS, INC.",Active,MIBELAS 24 FE,1,206287,N,1,N,5/24/2016,3/15/2017,TAB,28,AB,N,,3/15/2017,,,5/25/2023
68180,0962,04,"LUPIN PHARMACEUTICALS, INC.",Active,TOBRAMYCIN INHALATION,1,208964,N,1,N,3/22/2017,6/12/2018,ML,20,AN,N,,6/12/2018,,,5/24/2023
68180,0965,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/24/2023
68180,0966,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/24/2023
68180,0967,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0968,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0969,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0970,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0971,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0972,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/25/2023
68180,0974,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/28/2023
68180,0975,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/28/2023
68180,0976,09,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90,A1,N,,3/20/2019,,,5/28/2023
68180,0980,09,"LUPIN PHARMACEUTICALS, INC.",Active,LISINOPRIL 10MG,1,77321,N,1,N,9/9/2005,1/13/2006,TAB,90,AB,N,3/21/2017,3/21/2017,,,5/25/2023
68180,0982,09,"LUPIN PHARMACEUTICALS, INC.",Active,LISINOPRIL 30MG,1,77321,N,1,N,9/9/2005,1/13/2006,TAB,90,AB,N,4/17/2017,4/17/2017,,,5/25/2023
68180,0984,05,"LUPIN PHARMACEUTICALS, INC.",Active,BUDESONIDE INHALATION,1,210897,N,1,N,11/9/2018,5/21/2019,EA,10,AN,N,,5/21/2019,,,5/24/2023
